filename,structure,parent,is_parent,strain,verdict,ops,n_ops,nsym,spacegroup,parent_verdict,verdict_same_as_parent,msg_type,bns,uni,sse_eV,gamma_avg_meV,m1_muB,m2_muB,m1_abs_muB,m_asymmetry_muB,antiparallel,m_total_abs_muB
POSCAR_Fe2Te4_1_y975,Fe2Te4_1_y975,Fe2Te4_1,False,y975,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.396082,0.176,3.49,-3.49,3.49,0.0,True,0.0
POSCAR_Fe2Te4_1_z025,Fe2Te4_1_z025,Fe2Te4_1,False,z025,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.378912,0.218,3.529,-3.529,3.529,0.0,True,0.0
POSCAR_Fe2Te4_1_z050,Fe2Te4_1_z050,Fe2Te4_1,False,z050,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.431177,0.23,3.545,-3.545,3.545,0.0,True,0.0
POSCAR_Fe2Te4_1_z950,Fe2Te4_1_z950,Fe2Te4_1,False,z950,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.37669,0.169,3.459,-3.459,3.459,0.0,True,0.0
POSCAR_Fe2Te4_1_z975,Fe2Te4_1_z975,Fe2Te4_1,False,z975,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Pnnm,ALTERMAGNET,True,3,58.397,495,0.355334,0.168,3.486,-3.486,3.486,0.0,True,0.0
POSCAR_Fe2Te6_1,Fe2Te6_1,Fe2Te6_1,True,none,ALTERMAGNET,mirror/rotoinv|rotation,2,4,C2/c,ALTERMAGNET,True,3,15.89,96,0.561462,3.277,3.399,-3.399,3.399,0.0,True,0.004
POSCAR_Fe2Te6_1_x025,Fe2Te6_1_x025,Fe2Te6_1,False,x025,compensated_FiM_candidate,,0,2,P-1,ALTERMAGNET,False,3,15.89,96,0.524063,6.58,3.425,-3.427,3.425,0.002000000000000224,True,0.0
POSCAR_Fe2Tl3_1,Fe2Tl3_1,Fe2Tl3_1,True,none,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,4,8,Cmmm,conventional_AFM_inversion,True,3,65.483,581,0.014976,2.807,3.099,-3.103,3.099,0.0040000000000000036,True,0.003
POSCAR_Fe2Tl3_1_st050,Fe2Tl3_1_st050,Fe2Tl3_1,False,st050,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,4,8,Cmmm,conventional_AFM_inversion,True,3,65.483,581,0.011719,1.772,3.192,-3.193,3.192,0.0009999999999998899,True,0.001
POSCAR_Fe2Tl3_1_st950,Fe2Tl3_1_st950,Fe2Tl3_1,False,st950,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,4,8,Cmmm,conventional_AFM_inversion,True,3,65.483,581,0.013138,1.721,2.994,-2.994,2.994,0.0,True,0.0
POSCAR_Fe2Tl3_1_st975,Fe2Tl3_1_st975,Fe2Tl3_1,False,st975,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,4,8,Cmmm,conventional_AFM_inversion,True,3,65.483,581,0.012752,1.948,3.054,-3.055,3.054,0.001000000000000334,True,0.001
POSCAR_Fe2Tl3_1_x050,Fe2Tl3_1_x050,Fe2Tl3_1,False,x050,conventional_AFM_inversion,inversion|rotation,2,4,P2/m,conventional_AFM_inversion,True,3,65.483,581,0.014245,1.517,3.143,-3.143,3.143,0.0,True,0.0
POSCAR_Fe2Tl3_1_x975,Fe2Tl3_1_x975,Fe2Tl3_1,False,x975,conventional_AFM_inversion,inversion|rotation,2,4,P2/m,conventional_AFM_inversion,True,3,65.483,581,0.013005,1.707,3.086,-3.086,3.086,0.0,True,0.001
POSCAR_Fe2Tl3_1_y025,Fe2Tl3_1_y025,Fe2Tl3_1,False,y025,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,4,8,Cmmm,conventional_AFM_inversion,True,3,65.483,581,0.013808,2.61,3.119,-3.123,3.119,0.0040000000000000036,True,0.004
POSCAR_Fe2Tl3_1_y950,Fe2Tl3_1_y950,Fe2Tl3_1,False,y950,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,4,8,Cmmm,conventional_AFM_inversion,True,3,65.483,581,0.012803,2.01,3.079,-3.081,3.079,0.0019999999999997797,True,0.002
POSCAR_Fe2Tl3_1_y975,Fe2Tl3_1_y975,Fe2Tl3_1,False,y975,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,4,8,Cmmm,conventional_AFM_inversion,True,3,65.483,581,0.016797,2.977,3.09,-3.093,3.09,0.0030000000000001137,True,0.002
POSCAR_Fe2Tl3_1_z025,Fe2Tl3_1_z025,Fe2Tl3_1,False,z025,conventional_AFM_inversion,inversion|rotation,2,4,P2/m,conventional_AFM_inversion,True,3,65.483,581,0.01172,2.201,3.111,-3.113,3.111,0.0019999999999997797,True,0.002
POSCAR_Fe2Tl3_1_z050,Fe2Tl3_1_z050,Fe2Tl3_1,False,z050,conventional_AFM_inversion,inversion|rotation,2,4,P2/m,conventional_AFM_inversion,True,3,65.483,581,0.013494,2.742,3.126,-3.129,3.126,0.0030000000000001137,True,0.003
POSCAR_Fe2Tl3_1_z950,Fe2Tl3_1_z950,Fe2Tl3_1,False,z950,conventional_AFM_inversion,inversion|rotation,2,4,P2/m,conventional_AFM_inversion,True,3,65.483,581,0.014759,2.287,3.081,-3.084,3.081,0.0030000000000001137,True,0.003
POSCAR_Fe2Tl3_1_z975,Fe2Tl3_1_z975,Fe2Tl3_1,False,z975,conventional_AFM_inversion,inversion|rotation,2,4,P2/m,conventional_AFM_inversion,True,3,65.483,581,0.014278,1.813,3.089,-3.089,3.089,0.0,True,0.001
POSCAR_Ga2Ru2_4,Ga2Ru2_4,Ga2Ru2_4,True,none,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.296751,1.063,1.111,-1.112,1.111,0.001000000000000112,True,0.001
POSCAR_Ga2Ru2_4_st025,Ga2Ru2_4_st025,Ga2Ru2_4,False,st025,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.243899,1.74,1.248,-1.249,1.248,0.001000000000000112,True,0.001
POSCAR_Ga2Ru2_4_x025,Ga2Ru2_4_x025,Ga2Ru2_4,False,x025,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Cmcm,ALTERMAGNET,True,3,194.269,1499,0.284841,0.127,1.132,-1.133,1.132,0.001000000000000112,True,0.0
POSCAR_Ga2Ru2_4_x050,Ga2Ru2_4_x050,Ga2Ru2_4,False,x050,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/m,ALTERMAGNET,True,3,194.269,1499,0.255782,0.156,1.255,-1.255,1.255,0.0,True,0.0
POSCAR_Ga2Ru2_4_x950,Ga2Ru2_4_x950,Ga2Ru2_4,False,x950,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/m,ALTERMAGNET,True,3,194.269,1499,0.340839,0.352,0.864,-0.863,0.864,0.0010000000000000009,True,0.001
POSCAR_Ga2Ru2_4_x975,Ga2Ru2_4_x975,Ga2Ru2_4,False,x975,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Cmcm,ALTERMAGNET,True,3,194.269,1499,0.271386,0.199,0.736,-0.736,0.736,0.0,True,0.0
POSCAR_Ga2Ru2_4_y025,Ga2Ru2_4_y025,Ga2Ru2_4,False,y025,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Cmcm,ALTERMAGNET,True,3,194.269,1499,0.285189,0.095,1.133,-1.132,1.133,0.001000000000000112,True,0.0
POSCAR_Ga2Ru2_4_y050,Ga2Ru2_4_y050,Ga2Ru2_4,False,y050,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/m,ALTERMAGNET,True,3,194.269,1499,0.25587,0.096,1.255,-1.255,1.255,0.0,True,0.0
POSCAR_Ga2Ru2_4_y950,Ga2Ru2_4_y950,Ga2Ru2_4,False,y950,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/m,ALTERMAGNET,True,3,194.269,1499,0.340509,0.46,0.864,-0.862,0.864,0.0020000000000000018,True,0.001
POSCAR_Ga2Ru2_4_y975,Ga2Ru2_4_y975,Ga2Ru2_4,False,y975,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Cmcm,ALTERMAGNET,True,3,194.269,1499,0.271766,0.35,0.736,-0.737,0.736,0.0010000000000000009,True,0.001
POSCAR_Ga2Ru2_4_z025,Ga2Ru2_4_z025,Ga2Ru2_4,False,z025,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.315792,0.77,1.148,-1.147,1.148,0.0009999999999998899,True,0.001
POSCAR_Ga2Ru2_4_z975,Ga2Ru2_4_z975,Ga2Ru2_4,False,z975,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.184252,0.149,0.945,-0.945,0.945,0.0,True,0.0
POSCAR_Ga4Ti2_1,Ga4Ti2_1,Ga4Ti2_1,True,none,conventional_AFM_translation,inversion|mirror/rotoinv|rotation|translation,16,32,P4/mmm,conventional_AFM_translation,True,4,139.540,1200,0.017872,1.413,-0.002,-0.003,0.002,0.001,False,0.004
POSCAR_Ge2Mn2_2,Ge2Mn2_2,Ge2Mn2_2,True,none,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.872173,3.153,4.235,-4.234,4.235,0.001000000000000334,True,0.001
POSCAR_Ge2Mn2_2_st025,Ge2Mn2_2_st025,Ge2Mn2_2,False,st025,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.711603,1.845,4.336,-4.334,4.336,0.002000000000000668,True,0.003
POSCAR_Ge2Mn2_2_st050,Ge2Mn2_2_st050,Ge2Mn2_2,False,st050,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.570749,1.12,4.422,-4.421,4.422,0.0009999999999994458,True,0.001
POSCAR_Ge2Mn2_2_st950,Ge2Mn2_2_st950,Ge2Mn2_2,False,st950,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,1.305334,1.16,3.951,-3.95,3.951,0.0009999999999998899,True,0.002
POSCAR_Ge2Mn2_2_st975,Ge2Mn2_2_st975,Ge2Mn2_2,False,st975,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,1.011471,2.169,4.112,-4.109,4.112,0.0030000000000001137,True,0.004
POSCAR_Ge2Mn2_2_x025,Ge2Mn2_2_x025,Ge2Mn2_2,False,x025,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/m,ALTERMAGNET,True,3,194.269,1499,0.845483,1.63,4.27,-4.27,4.27,0.0,True,0.0
POSCAR_Ge2Mn2_2_x050,Ge2Mn2_2_x050,Ge2Mn2_2,False,x050,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/m,ALTERMAGNET,True,3,194.269,1499,0.818675,1.57,4.299,-4.299,4.299,0.0,True,0.0
POSCAR_Ge2Mn2_2_x975,Ge2Mn2_2_x975,Ge2Mn2_2,False,x975,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Cmcm,ALTERMAGNET,True,3,194.269,1499,0.974748,2.555,4.197,-4.194,4.197,0.0030000000000001137,True,0.004
POSCAR_Ge2Mn2_2_y025,Ge2Mn2_2_y025,Ge2Mn2_2,False,y025,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Cmcm,ALTERMAGNET,True,3,194.269,1499,0.848769,2.341,4.27,-4.269,4.27,0.0009999999999994458,True,0.002
POSCAR_Ge2Mn2_2_y050,Ge2Mn2_2_y050,Ge2Mn2_2,False,y050,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/m,ALTERMAGNET,True,3,194.269,1499,0.821548,2.182,4.3,-4.298,4.3,0.0019999999999997797,True,0.002
POSCAR_Ge2Mn2_2_y950,Ge2Mn2_2_y950,Ge2Mn2_2,False,y950,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/m,ALTERMAGNET,True,3,194.269,1499,1.057417,2.105,4.151,-4.152,4.151,0.001000000000000334,True,0.0
POSCAR_Ge2Mn2_2_y975,Ge2Mn2_2_y975,Ge2Mn2_2,False,y975,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/m,ALTERMAGNET,True,3,194.269,1499,0.970199,1.996,4.196,-4.195,4.196,0.0009999999999994458,True,0.001
POSCAR_Ge2Mn2_2_z025,Ge2Mn2_2_z025,Ge2Mn2_2,False,z025,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.8239,1.225,4.275,-4.274,4.275,0.001000000000000334,True,0.002
POSCAR_Ge2Mn2_2_z950,Ge2Mn2_2_z950,Ge2Mn2_2,False,z950,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.788916,1.59,4.16,-4.158,4.16,0.0019999999999997797,True,0.002
POSCAR_Ge2Mn2_2_z975,Ge2Mn2_2_z975,Ge2Mn2_2,False,z975,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.754696,4.118,4.196,-4.195,4.196,0.0009999999999994458,True,0.001
POSCAR_Ge2Mn2_3,Ge2Mn2_3,Ge2Mn2_3,True,none,ALTERMAGNET,mirror/rotoinv|rotation,4,8,I4_1md,ALTERMAGNET,True,3,109.242,902,0.099559,4.943,4.303,-4.301,4.303,0.0019999999999997797,True,0.003
POSCAR_Ge2Mn2_3_st025,Ge2Mn2_3_st025,Ge2Mn2_3,False,st025,compensated_FiM_candidate,,0,4,Imm2,ALTERMAGNET,False,3,109.242,902,0.092829,4.617,4.38,-4.378,4.38,0.0019999999999997797,True,0.003
POSCAR_Ge2Mn2_3_st975,Ge2Mn2_3_st975,Ge2Mn2_3,False,st975,ALTERMAGNET,mirror/rotoinv|rotation,4,8,I4_1md,ALTERMAGNET,True,3,109.242,902,0.09481,5.088,4.206,-4.205,4.206,0.001000000000000334,True,0.001
POSCAR_Ge2Mn2_3_x950,Ge2Mn2_3_x950,Ge2Mn2_3,False,x950,compensated_FiM_candidate,,0,2,Cm,ALTERMAGNET,False,3,109.242,902,0.10182,6.259,4.218,-4.215,4.218,0.0030000000000001137,True,0.003
POSCAR_Ge2Mn2_3_x975,Ge2Mn2_3_x975,Ge2Mn2_3,False,x975,compensated_FiM_candidate,,0,2,Cm,ALTERMAGNET,False,3,109.242,902,0.095609,5.564,4.264,-4.263,4.264,0.001000000000000334,True,0.001
POSCAR_Ge2Mn2_3_y050,Ge2Mn2_3_y050,Ge2Mn2_3,False,y050,compensated_FiM_candidate,,0,2,Cm,ALTERMAGNET,False,3,109.242,902,0.090781,6.758,4.369,-4.37,4.369,0.001000000000000334,True,0.002
POSCAR_Ge2Mn2_3_y975,Ge2Mn2_3_y975,Ge2Mn2_3,False,y975,compensated_FiM_candidate,,0,2,Cm,ALTERMAGNET,False,3,109.242,902,0.109442,4.856,4.262,-4.263,4.262,0.001000000000000334,True,0.002
POSCAR_Ge2Mn2_3_z975,Ge2Mn2_3_z975,Ge2Mn2_3,False,z975,ALTERMAGNET,mirror/rotoinv,1,2,Cc,ALTERMAGNET,True,3,109.242,902,0.098331,5.305,4.29,-4.288,4.29,0.0019999999999997797,True,0.003
POSCAR_Ge2Mo2_2,Ge2Mo2_2,Ge2Mo2_2,True,none,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.569971,0.022,0.519,-0.519,0.519,0.0,True,0.0
POSCAR_Ge2Mo2_2_st050,Ge2Mo2_2_st050,Ge2Mo2_2,False,st050,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.421867,0.027,0.814,-0.814,0.814,0.0,True,0.0
POSCAR_Ge2Mo2_2_st950,Ge2Mo2_2_st950,Ge2Mo2_2,False,st950,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.327894,0.029,0.319,-0.319,0.319,0.0,True,0.0
POSCAR_Ge2Mo2_2_st975,Ge2Mo2_2_st975,Ge2Mo2_2,False,st975,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.443044,0.114,0.399,-0.399,0.399,0.0,True,0.001
POSCAR_Ge2Mo2_2_x025,Ge2Mo2_2_x025,Ge2Mo2_2,False,x025,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Cmcm,ALTERMAGNET,True,3,194.269,1499,0.635887,0.045,0.571,-0.571,0.571,0.0,True,0.0
POSCAR_Ge2Mo2_2_x050,Ge2Mo2_2_x050,Ge2Mo2_2,False,x050,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/m,ALTERMAGNET,True,3,194.269,1499,0.635864,0.047,0.629,-0.629,0.629,0.0,True,0.0
POSCAR_Ge2Mo2_2_x950,Ge2Mo2_2_x950,Ge2Mo2_2,False,x950,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/m,ALTERMAGNET,True,3,194.269,1499,0.462079,0.722,0.378,-0.374,0.378,0.0040000000000000036,True,0.003
POSCAR_Ge2Mo2_2_x975,Ge2Mo2_2_x975,Ge2Mo2_2,False,x975,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Cmcm,ALTERMAGNET,True,3,194.269,1499,0.550519,0.169,0.447,-0.446,0.447,0.0010000000000000009,True,0.001
POSCAR_Ge2Mo2_2_y025,Ge2Mo2_2_y025,Ge2Mo2_2,False,y025,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Cmcm,ALTERMAGNET,True,3,194.269,1499,0.635646,0.024,0.571,-0.571,0.571,0.0,True,0.0
POSCAR_Ge2Mo2_2_y050,Ge2Mo2_2_y050,Ge2Mo2_2,False,y050,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/m,ALTERMAGNET,True,3,194.269,1499,0.635589,0.03,0.629,-0.629,0.629,0.0,True,0.0
POSCAR_Ge2Mo2_2_y950,Ge2Mo2_2_y950,Ge2Mo2_2,False,y950,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/m,ALTERMAGNET,True,3,194.269,1499,0.461577,0.705,0.378,-0.374,0.378,0.0040000000000000036,True,0.003
POSCAR_Ge2Mo2_2_y975,Ge2Mo2_2_y975,Ge2Mo2_2,False,y975,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Cmcm,ALTERMAGNET,True,3,194.269,1499,0.551103,0.214,0.447,-0.446,0.447,0.0010000000000000009,True,0.001
POSCAR_Ge2Mo2_2_z025,Ge2Mo2_2_z025,Ge2Mo2_2,False,z025,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.474775,0.039,0.516,-0.516,0.516,0.0,True,0.0
POSCAR_Ge2Mo2_2_z050,Ge2Mo2_2_z050,Ge2Mo2_2,False,z050,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.365801,0.654,0.488,-0.492,0.488,0.0040000000000000036,True,0.003
POSCAR_Ge2Mo2_2_z950,Ge2Mo2_2_z950,Ge2Mo2_2,False,z950,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.564233,0.347,0.51,-0.508,0.51,0.0020000000000000018,True,0.001
POSCAR_Ge2Mo2_2_z975,Ge2Mo2_2_z975,Ge2Mo2_2,False,z975,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.584401,0.245,0.52,-0.521,0.52,0.0010000000000000009,True,0.001
POSCAR_Ge2Ru2_2,Ge2Ru2_2,Ge2Ru2_2,True,none,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.203586,0.061,1.008,-1.008,1.008,0.0,True,0.0
POSCAR_Ge2Ru2_2_st025,Ge2Ru2_2_st025,Ge2Ru2_2,False,st025,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.279796,0.135,1.359,-1.36,1.359,0.001000000000000112,True,0.0
POSCAR_Ge2Ru2_2_st050,Ge2Ru2_2_st050,Ge2Ru2_2,False,st050,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.30688,0.074,1.609,-1.609,1.609,0.0,True,0.0
POSCAR_Ge2Ru2_2_st950,Ge2Ru2_2_st950,Ge2Ru2_2,False,st950,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.136835,0.154,0.148,-0.149,0.148,0.0010000000000000009,True,0.0
POSCAR_Ge2Ru2_2_st975,Ge2Ru2_2_st975,Ge2Ru2_2,False,st975,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.123461,0.174,0.734,-0.734,0.734,0.0,True,0.0
POSCAR_Ge2Ru2_2_x025,Ge2Ru2_2_x025,Ge2Ru2_2,False,x025,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Cmcm,ALTERMAGNET,True,3,194.269,1499,0.243828,0.089,1.101,-1.101,1.101,0.0,True,0.0
POSCAR_Ge2Ru2_2_x050,Ge2Ru2_2_x050,Ge2Ru2_2,False,x050,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/m,ALTERMAGNET,True,3,194.269,1499,0.305911,0.08,1.262,-1.262,1.262,0.0,True,0.0
POSCAR_Ge2Ru2_2_x950,Ge2Ru2_2_x950,Ge2Ru2_2,False,x950,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/m,ALTERMAGNET,True,3,194.269,1499,0.208214,0.949,0.782,-0.779,0.782,0.0030000000000000027,True,0.002
POSCAR_Ge2Ru2_2_x975,Ge2Ru2_2_x975,Ge2Ru2_2,False,x975,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Cmcm,ALTERMAGNET,True,3,194.269,1499,0.179111,0.276,0.935,-0.936,0.935,0.0010000000000000009,True,0.001
POSCAR_Ge2Ru2_2_y025,Ge2Ru2_2_y025,Ge2Ru2_2,False,y025,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Cmcm,ALTERMAGNET,True,3,194.269,1499,0.244115,0.079,1.101,-1.101,1.101,0.0,True,0.0
POSCAR_Ge2Ru2_2_y050,Ge2Ru2_2_y050,Ge2Ru2_2,False,y050,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/m,ALTERMAGNET,True,3,194.269,1499,0.3061,0.087,1.261,-1.261,1.261,0.0,True,0.0
POSCAR_Ge2Ru2_2_y950,Ge2Ru2_2_y950,Ge2Ru2_2,False,y950,ALTERMAGNET,mirror/rotoinv|rotation,2,4,P2_1/m,ALTERMAGNET,True,3,194.269,1499,0.201745,0.323,0.838,-0.838,0.838,0.0,True,0.001
POSCAR_Ge2Ru2_2_y975,Ge2Ru2_2_y975,Ge2Ru2_2,False,y975,ALTERMAGNET,mirror/rotoinv|rotation,4,8,Cmcm,ALTERMAGNET,True,3,194.269,1499,0.179407,0.693,0.93,-0.929,0.93,0.0010000000000000009,True,0.001
POSCAR_Ge2Ru2_2_z025,Ge2Ru2_2_z025,Ge2Ru2_2,False,z025,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.21286,0.077,1.086,-1.086,1.086,0.0,True,0.0
POSCAR_Ge2Ru2_2_z050,Ge2Ru2_2_z050,Ge2Ru2_2,False,z050,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.238089,0.122,1.247,-1.248,1.247,0.0009999999999998899,True,0.0
POSCAR_Ge2Ru2_2_z950,Ge2Ru2_2_z950,Ge2Ru2_2,False,z950,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.169089,0.064,0.775,-0.775,0.775,0.0,True,0.0
POSCAR_Ge2Ru2_2_z975,Ge2Ru2_2_z975,Ge2Ru2_2,False,z975,ALTERMAGNET,mirror/rotoinv|rotation,12,24,P6_3/mmc,ALTERMAGNET,True,3,194.269,1499,0.173135,0.091,0.838,-0.838,0.838,0.0,True,0.0
POSCAR_Ge2V2_2,Ge2V2_2,Ge2V2_2,True,none,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,12,24,P6_3/mmc,conventional_AFM_inversion,True,3,194.267,1497,0.013298,3.873,2.655,-2.658,2.655,0.0030000000000001137,True,0.004
POSCAR_Ge2V2_2_st950,Ge2V2_2_st950,Ge2V2_2,False,st950,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,12,24,P6_3/mmc,conventional_AFM_inversion,True,3,194.267,1497,0.012515,2.572,2.535,-2.536,2.535,0.0009999999999998899,True,0.002
POSCAR_Ge2V2_2_x025,Ge2V2_2_x025,Ge2V2_2,False,x025,conventional_AFM_inversion,inversion|rotation,2,4,P2_1/m,conventional_AFM_inversion,True,3,194.267,1497,0.012924,3.559,2.673,-2.676,2.673,0.0030000000000001137,True,0.004
POSCAR_Ge2V2_2_x950,Ge2V2_2_x950,Ge2V2_2,False,x950,conventional_AFM_inversion,inversion|rotation,2,4,P2_1/m,conventional_AFM_inversion,True,3,194.267,1497,0.012688,2.6,2.62,-2.622,2.62,0.0019999999999997797,True,0.002
POSCAR_Ge2V2_2_x975,Ge2V2_2_x975,Ge2V2_2,False,x975,conventional_AFM_inversion,inversion|rotation,2,4,P2_1/m,conventional_AFM_inversion,True,3,194.267,1497,0.013414,3.805,2.639,-2.642,2.639,0.0030000000000001137,True,0.004
POSCAR_Ge2V2_2_y025,Ge2V2_2_y025,Ge2V2_2,False,y025,conventional_AFM_inversion,inversion|rotation,2,4,P2_1/m,conventional_AFM_inversion,True,3,194.267,1497,0.012934,3.534,2.673,-2.676,2.673,0.0030000000000001137,True,0.004
POSCAR_Ge2V2_2_y950,Ge2V2_2_y950,Ge2V2_2,False,y950,conventional_AFM_inversion,inversion|rotation,2,4,P2_1/m,conventional_AFM_inversion,True,3,194.267,1497,0.012749,2.664,2.62,-2.622,2.62,0.0019999999999997797,True,0.002
POSCAR_Ge2V2_2_y975,Ge2V2_2_y975,Ge2V2_2,False,y975,conventional_AFM_inversion,inversion|rotation,2,4,P2_1/m,conventional_AFM_inversion,True,3,194.267,1497,0.013488,3.803,2.639,-2.642,2.639,0.0030000000000001137,True,0.004
POSCAR_Ge2V2_2_z025,Ge2V2_2_z025,Ge2V2_2,False,z025,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,12,24,P6_3/mmc,conventional_AFM_inversion,True,3,194.267,1497,0.012469,2.495,2.675,-2.676,2.675,0.001000000000000334,True,0.002
POSCAR_Ge2V2_2_z050,Ge2V2_2_z050,Ge2V2_2,False,z050,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,12,24,P6_3/mmc,conventional_AFM_inversion,True,3,194.267,1497,0.011599,2.208,2.699,-2.7,2.699,0.001000000000000334,True,0.001
