filename,sg,verdict,ops,n_ops,nsym
Ag2F6_3,P-1,compensated_FiM_candidate,,0,2
Ag2F6_3_st950,P-1,compensated_FiM_candidate,,0,2
Ag2F6_3_st975,P-1,compensated_FiM_candidate,,0,2
Ag2F6_3_x950,P-1,compensated_FiM_candidate,,0,2
Ag2F6_3_y950,P-1,compensated_FiM_candidate,,0,2
Ag2F6_3_y975,P-1,compensated_FiM_candidate,,0,2
Ag2F6_3_z025,P-1,compensated_FiM_candidate,,0,2
Ag2F6_3_z950,P-1,compensated_FiM_candidate,,0,2
Ag2F6_3_z975,P-1,compensated_FiM_candidate,,0,2
Al10Fe2_1,I4_1/amd,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,8,16
Al10Fe2_1_st950,I4_1/amd,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,8,16
Al10Fe2_1_st975,I4_1/amd,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,8,16
Al10Fe2_1_x025,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Al10Fe2_1_x975,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Al10Fe2_1_y975,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Al10Fe2_1_z050,C2/c,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Al2Fe2_2,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Al2Fe2_2_st025,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Al2Fe2_2_st950,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Al2Fe2_2_x025,P-1,conventional_AFM_inversion,inversion,1,2
Al2Fe2_2_x050,P-1,conventional_AFM_inversion,inversion,1,2
Al2Fe2_2_x950,P-1,conventional_AFM_inversion,inversion,1,2
Al2Fe2_2_x975,P-1,conventional_AFM_inversion,inversion,1,2
Al2Fe2_2_y025,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Al2Fe2_2_y950,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Al2Fe2_2_z050,P-1,conventional_AFM_inversion,inversion,1,2
Al2Fe2_2_z950,P-1,conventional_AFM_inversion,inversion,1,2
Al2Fe2_2_z975,P-1,conventional_AFM_inversion,inversion,1,2
Al2Mn2_2,P4/mmm,conventional_AFM_translation,inversion|mirror/rotoinv|rotation|translation,16,32
Al2Mn2_2_st950,P4/mmm,conventional_AFM_translation,inversion|mirror/rotoinv|rotation|translation,16,32
Al2Mn2_2_st975,P4/mmm,conventional_AFM_translation,inversion|mirror/rotoinv|rotation|translation,16,32
Al2Mn2_2_x025,Pmmm,conventional_AFM_translation,inversion|mirror/rotoinv|rotation|translation,8,16
Al2Mn2_2_x050,Pmmm,conventional_AFM_translation,inversion|mirror/rotoinv|rotation|translation,8,16
Al2Mn2_2_y025,Pmmm,conventional_AFM_translation,inversion|mirror/rotoinv|rotation|translation,8,16
Al2Mn2_2_y050,Pmmm,conventional_AFM_translation,inversion|mirror/rotoinv|rotation|translation,8,16
Al2Mn2_2_z025,Pm-3m,conventional_AFM_translation,inversion|mirror/rotoinv|rotation|translation,16,32
Al2Mn2_2_z050,Pm-3m,conventional_AFM_translation,inversion|mirror/rotoinv|rotation|translation,16,32
Al2Mn2_2_z950,P4/mmm,conventional_AFM_translation,inversion|mirror/rotoinv|rotation|translation,16,32
Al2Mn2_2_z975,P4/mmm,conventional_AFM_translation,inversion|mirror/rotoinv|rotation|translation,16,32
Al3Fe2_2,Immm,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,4,8
Al3Fe2_2_st975,Immm,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,4,8
Al3Fe2_2_x025,C2/m,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Al3Fe2_2_x050,C2/m,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Al3Fe2_2_x950,C2/m,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Al3Fe2_2_x975,C2/m,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Al3Fe2_2_y025,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Al3Fe2_2_y050,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Al3Fe2_2_y975,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Al3Fe2_2_z025,P-1,conventional_AFM_inversion,inversion,1,2
Al3Fe2_2_z050,P-1,conventional_AFM_inversion,inversion,1,2
Al3Fe2_2_z950,P-1,conventional_AFM_inversion,inversion,1,2
Al3Fe2_2_z975,P-1,conventional_AFM_inversion,inversion,1,2
Al5Mn2_1,R-3m,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,6,12
Al5Mn2_1_st025,R-3m,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,6,12
Al5Mn2_1_st050,R-3m,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,6,12
Al5Mn2_1_st975,R-3m,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,6,12
Al5Mn2_1_x025,P-1,conventional_AFM_inversion,inversion,1,2
Al5Mn2_1_x050,P-1,conventional_AFM_inversion,inversion,1,2
Al5Mn2_1_x950,P-1,conventional_AFM_inversion,inversion,1,2
Al5Mn2_1_x975,P-1,conventional_AFM_inversion,inversion,1,2
Al5Mn2_1_y025,P-1,conventional_AFM_inversion,inversion,1,2
Al5Mn2_1_y050,P-1,conventional_AFM_inversion,inversion,1,2
Al5Mn2_1_y950,P-1,conventional_AFM_inversion,inversion,1,2
Al5Mn2_1_y975,P-1,conventional_AFM_inversion,inversion,1,2
Al5Mn2_1_z025,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Al5Mn2_1_z050,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Al5Mn2_1_z975,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
As1V2_1,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
As1V2_1_st050,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
As1V2_1_x025,P-1,conventional_AFM_inversion,inversion,1,2
As1V2_1_x050,P-1,conventional_AFM_inversion,inversion,1,2
As1V2_1_x950,P-1,conventional_AFM_inversion,inversion,1,2
As1V2_1_x975,P-1,conventional_AFM_inversion,inversion,1,2
As1V2_1_y025,P-1,conventional_AFM_inversion,inversion,1,2
As1V2_1_y050,P-1,conventional_AFM_inversion,inversion,1,2
As1V2_1_y950,P-1,conventional_AFM_inversion,inversion,1,2
As1V2_1_y975,P-1,conventional_AFM_inversion,inversion,1,2
As1V2_1_z025,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
As1V2_1_z050,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
As1V2_1_z950,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
As1V2_1_z975,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
As2Cr2_1,Cm,compensated_FiM_candidate,,0,2
As2Cr2_1_st025,Cm,compensated_FiM_candidate,,0,2
As2Cr2_1_st950,Cm,compensated_FiM_candidate,,0,2
As2Cr2_1_st975,Cm,compensated_FiM_candidate,,0,2
As2Cr2_1_z025,Cm,compensated_FiM_candidate,,0,2
As2Cr2_1_z050,Cc,ALTERMAGNET,mirror/rotoinv,1,2
As2Cr2_1_z950,Cc,ALTERMAGNET,mirror/rotoinv,1,2
As2Cr2_1_z975,Cc,ALTERMAGNET,mirror/rotoinv,1,2
As2Cr2_4,Cmcm,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,4,8
As2Cr2_4_st025,Cmcm,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,4,8
As2Cr2_4_st050,Cmcm,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,4,8
As2Cr2_4_st950,Cmcm,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,4,8
As2Cr2_4_st975,Cmcm,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,4,8
As2Cr2_4_x025,P2_1/m,conventional_AFM_inversion,inversion|rotation,2,4
As2Cr2_4_x050,P2_1/m,conventional_AFM_inversion,inversion|rotation,2,4
As2Cr2_4_x950,P2_1/m,conventional_AFM_inversion,inversion|rotation,2,4
As2Cr2_4_x975,Cmcm,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,4,8
As2Cr2_4_y025,Cmcm,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,4,8
As2Cr2_4_y050,P2_1/m,conventional_AFM_inversion,inversion|rotation,2,4
As2Cr2_4_y950,P2_1/m,conventional_AFM_inversion,inversion|rotation,2,4
As2Cr2_4_y975,P2_1/m,conventional_AFM_inversion,inversion|rotation,2,4
As2Cr2_4_z025,Cmcm,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,4,8
As2Cr2_4_z050,Cmcm,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,4,8
As2Cr2_4_z975,Cmcm,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,4,8
As2Mo2_1,I4_1md,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As2Mo2_1_st025,I4_1md,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As2Mo2_1_st050,I4_1md,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As2Mo2_1_st950,I4_1md,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As2Mo2_1_st975,I4_1md,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As2Mo2_1_z025,Cc,ALTERMAGNET,mirror/rotoinv,1,2
As2Mo2_1_z050,Cc,ALTERMAGNET,mirror/rotoinv,1,2
As2Mo2_1_z950,Cc,ALTERMAGNET,mirror/rotoinv,1,2
As2Mo2_1_z975,Cc,ALTERMAGNET,mirror/rotoinv,1,2
As2Mo2_3,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
As2Mo2_3_st975,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
As2Mo2_3_x950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As2Mo2_3_x975,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As2Mo2_3_y975,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As2Mo2_4,P4/nmm,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,8,16
As2Mo2_4_st025,P4/nmm,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,8,16
As2Mo2_4_st050,P4/nmm,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,8,16
As2Mo2_4_st975,P4/nmm,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,8,16
As2Mo2_4_x025,P4/nmm,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,8,16
As2Mo2_4_y025,Pmmn,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,4,8
As2Mo2_4_z050,P4/nmm,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,8,16
As2Mo2_4_z950,P4/nmm,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,8,16
As2Mo2_4_z975,P4/nmm,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,8,16
As2Nb2_2,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
As2Nb2_2_y025,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As2Ni2_1,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
As2Ni2_1_x025,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As2Ni2_1_x050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As2Ni2_1_y025,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As2Ni2_1_y050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As2Ni2_1_z050,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
As2Ru2_2,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
As2Ru2_2_st025,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
As2Ru2_2_st050,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
As2Ru2_2_st950,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
As2Ru2_2_st975,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
As2Ru2_2_x950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As2Ru2_2_x975,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As2Ru2_2_y950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As2Ru2_2_y975,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As2Ru2_2_z025,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
As2Ru2_2_z950,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
As2Ru2_2_z975,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
As2V2_1,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As2V2_1_st025,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As2V2_1_st050,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As2V2_1_st950,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As2V2_1_st975,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As2V2_1_x025,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As2V2_1_x050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As2V2_1_x950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As2V2_1_x975,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As2V2_1_y025,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As2V2_1_y050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As2V2_1_y950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As2V2_1_y975,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As2V2_1_z025,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As2V2_1_z050,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As2V2_1_z950,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As2V2_1_z975,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As2V2_2,I4_1md,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As2V2_2_st025,I4_1md,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As2V2_2_st050,I4_1md,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As2V2_2_st950,I4_1md,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As2V2_2_st975,I4_1md,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As2V2_2_z025,Cc,ALTERMAGNET,mirror/rotoinv,1,2
As2V2_2_z050,Cc,ALTERMAGNET,mirror/rotoinv,1,2
As2V2_2_z950,Cc,ALTERMAGNET,mirror/rotoinv,1,2
As2V2_2_z975,Cc,ALTERMAGNET,mirror/rotoinv,1,2
As4Cr2_1,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As4Cr2_1_st025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As4Cr2_1_st050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As4Cr2_1_st950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As4Cr2_1_st975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As4Cr2_1_x025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As4Cr2_1_x050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As4Cr2_1_x950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As4Cr2_1_x975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As4Cr2_1_y025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As4Cr2_1_y050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As4Cr2_1_y950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As4Cr2_1_y975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As4Cr2_1_z025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As4Cr2_1_z050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As4Cr2_1_z950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As4Cr2_1_z975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As4Fe2_1,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As4Fe2_1_st050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As4Fe2_1_st950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As4Fe2_1_st975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As4Fe2_1_x025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As4Fe2_1_x050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As4Fe2_1_x950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As4Fe2_1_x975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As4Fe2_1_y025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As4Fe2_1_y050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As4Fe2_1_y975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As4Fe2_1_z025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As4Fe2_1_z050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As4Fe2_1_z950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As4Fe2_1_z975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
As8Co2_1,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As8Co2_1_st050,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As8Co2_1_st975,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As8Co2_1_x025,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As8Co2_1_x975,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As8Co2_1_y950,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As8Co2_1_y975,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As8Co2_1_z950,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As8Cr2_1,P2_1,ALTERMAGNET,rotation,1,2
As8Cr2_1_st025,P2_1,ALTERMAGNET,rotation,1,2
As8Cr2_1_st050,P2_1,ALTERMAGNET,rotation,1,2
As8Cr2_1_st950,P2_1,ALTERMAGNET,rotation,1,2
As8Cr2_1_st975,P2_1,ALTERMAGNET,rotation,1,2
As8Cr2_1_x050,P2_1,ALTERMAGNET,rotation,1,2
As8Cr2_1_x950,P2_1,ALTERMAGNET,rotation,1,2
As8Cr2_1_x975,C222_1,ALTERMAGNET,rotation,2,4
As8Cr2_1_y050,P2_1,ALTERMAGNET,rotation,1,2
As8Cr2_1_y950,P2_1,ALTERMAGNET,rotation,1,2
As8Cr2_1_z025,P2_1,ALTERMAGNET,rotation,1,2
As8Cr2_1_z050,P2_1,ALTERMAGNET,rotation,1,2
As8Cr2_1_z950,P2_1,ALTERMAGNET,rotation,1,2
As8Cr2_1_z975,P2_1,ALTERMAGNET,rotation,1,2
As8Cr2_3,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As8Cr2_3_st025,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As8Cr2_3_st050,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As8Cr2_3_st950,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As8Cr2_3_st975,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As8Cr2_3_x025,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As8Cr2_3_x050,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As8Cr2_3_x950,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As8Cr2_3_x975,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As8Cr2_3_y025,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As8Cr2_3_y050,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As8Cr2_3_y950,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As8Cr2_3_y975,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As8Cr2_3_z025,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As8Cr2_3_z050,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As8Cr2_3_z950,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
As8Cr2_3_z975,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
B2Co2_5,Imm2,ALTERMAGNET,mirror/rotoinv|rotation,2,4
B2Co2_5_st950,Imm2,ALTERMAGNET,mirror/rotoinv|rotation,2,4
B2Co2_5_st975,Imm2,ALTERMAGNET,mirror/rotoinv|rotation,2,4
B2Co2_5_x025,C2,ALTERMAGNET,rotation,1,2
B2Co2_5_x950,C2,ALTERMAGNET,rotation,1,2
B2Co2_5_x975,Imm2,ALTERMAGNET,mirror/rotoinv|rotation,2,4
B2Fe2_3,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B2Fe2_3_st025,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B2Fe2_3_st950,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
B2Fe2_3_st975,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B2Fe2_3_x025,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B2Fe2_3_x050,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B2Fe2_3_x950,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B2Fe2_3_x975,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B2Fe2_3_y025,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B2Fe2_3_y050,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B2Fe2_3_y950,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B2Fe2_3_y975,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B2Fe2_3_z025,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B2Fe2_3_z050,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B2Fe2_3_z975,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B2Fe2_4,P6_3/mmc,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,12,24
B2Fe2_4_st025,P6_3/mmc,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,12,24
B2Fe2_4_st050,P6_3/mmc,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,12,24
B2Fe2_4_st950,P6_3/mmc,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,12,24
B2Fe2_4_st975,P6_3/mmc,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,12,24
B2Fe2_4_x025,P6_3/mmc,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,12,24
B2Fe2_4_x050,P6_3/mmc,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,12,24
B2Fe2_4_x950,P6_3/mmc,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,12,24
B2Fe2_4_y025,Cmcm,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,4,8
B2Fe2_4_y950,P2_1/m,conventional_AFM_inversion,inversion|rotation,2,4
B2Fe2_4_y975,Cmcm,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,4,8
B2Fe2_4_z025,Cmcm,conventional_AFM_inversion,inversion|mirror/rotoinv|rotation,4,8
B2Fe2_4_z050,P2_1/m,conventional_AFM_inversion,inversion|rotation,2,4
B2Fe2_4_z950,P2_1/m,conventional_AFM_inversion,inversion|rotation,2,4
B2Fe2_5,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
B2Fe2_5_st975,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
B2Fe2_5_x025,P-1,conventional_AFM_inversion,inversion,1,2
B2Fe2_5_x050,P-1,conventional_AFM_inversion,inversion,1,2
B2Fe2_5_y025,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
B2Fe2_5_y975,P-1,conventional_AFM_inversion,inversion,1,2
B2Fe2_5_z050,P-1,conventional_AFM_inversion,inversion,1,2
B2Fe2_5_z950,P-1,conventional_AFM_inversion,inversion,1,2
B2Fe2_5_z975,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
B2Mo2_4,Imma,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B2Mo2_4_st025,Imma,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B2Mo2_4_st050,Imma,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B2Mo2_4_st950,Imma,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B2Mo2_4_st975,Imma,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B2Mo2_4_x025,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
B2Mo2_4_x050,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
B2Mo2_4_x950,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
B2Mo2_4_x975,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
B2Rh2_3,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
B2Rh2_3_x025,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B2Rh2_3_x975,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B2Rh2_3_y025,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B2Rh2_3_y975,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B2Rh2_3_z025,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
B2Rh2_3_z050,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
B2Rh2_3_z975,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
B8Co2_1,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B8Co2_1_st025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B8Co2_1_st050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B8Co2_1_st950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B8Co2_1_st975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B8Co2_1_x025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B8Co2_1_x050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B8Co2_1_x950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B8Co2_1_x975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B8Co2_1_y025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
