filename,sg,verdict,ops,n_ops,nsym
B8Co2_1_y050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B8Co2_1_y950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B8Co2_1_y975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B8Co2_1_z025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B8Co2_1_z050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B8Co2_1_z950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B8Co2_1_z975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B8Fe2_1,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B8Fe2_1_st025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B8Fe2_1_x025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B8Fe2_1_x050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B8Fe2_1_x950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B8Fe2_1_y025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B8Fe2_1_y050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B8Fe2_1_y950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B8Fe2_1_y975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B8Fe2_1_z050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B8Fe2_1_z950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
B8Fe2_1_z975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi2Co2_1,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Bi2Co2_1_st025,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Bi2Co2_1_st050,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Bi2Co2_1_st950,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Bi2Co2_1_x025,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi2Co2_1_x050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi2Co2_1_y025,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi2Co2_1_y050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi2Co2_1_y975,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi2Co2_1_z025,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Bi2Co2_1_z050,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Bi2Co2_1_z975,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Bi2Mn2_1,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Bi2Mn2_1_st025,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Bi2Mn2_1_st050,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Bi2Mn2_1_st950,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Bi2Mn2_1_st975,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Bi2Mn2_1_x025,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi2Mn2_1_x050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi2Mn2_1_x950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi2Mn2_1_x975,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi2Mn2_1_y025,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi2Mn2_1_y050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi2Mn2_1_y950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi2Mn2_1_y975,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi2Mn2_1_z025,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Bi2Mn2_1_z050,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Bi2Mn2_1_z950,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Bi2Mn2_1_z975,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Bi2Nb2_2,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi2Nb2_2_st950,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi2Nb2_2_st975,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi2Nb2_2_x025,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi2Nb2_2_x050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi2Nb2_2_x950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi2Nb2_2_x975,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi2Nb2_2_y950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi2Nb2_2_y975,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi2Nb2_2_z950,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi2Ru2_1,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi2Ru2_1_st025,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi2Ru2_1_st050,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi2Ru2_1_st950,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi2Ru2_1_x025,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi2Ru2_1_x975,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi2Ru2_1_y025,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi2Ru2_1_y050,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi2Ru2_1_y950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi2Ru2_1_y975,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi2Ru2_1_z050,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi2Ru2_1_z975,Cmcm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi2Ti2_1,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Bi2Ti2_1_st025,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Bi2Ti2_1_st050,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Bi2Ti2_1_st975,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Bi2Ti2_1_x050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi2Ti2_1_x975,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi2Ti2_1_y050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi2Ti2_1_y950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi2Ti2_1_z025,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Bi2Ti2_1_z050,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Bi2Ti2_1_z950,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Bi2Ti2_1_z975,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Bi2V2_1,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Bi2V2_1_st025,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Bi2V2_1_st050,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Bi2V2_1_st950,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Bi2V2_1_st975,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Bi2V2_1_x025,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi2V2_1_x050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi2V2_1_x950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi2V2_1_x975,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi2V2_1_y025,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi2V2_1_y050,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi2V2_1_y950,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi2V2_1_y975,P2_1/m,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi2V2_1_z050,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Bi2V2_1_z950,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Bi2V2_1_z975,P6_3/mmc,ALTERMAGNET,mirror/rotoinv|rotation,12,24
Bi3Fe2_1,Cmmm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi3Fe2_1_st025,Cmmm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi3Fe2_1_st050,Cmmm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi3Fe2_1_x025,Cmmm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi3Fe2_1_x050,Cmmm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi3Fe2_1_x950,Cmmm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi3Fe2_1_x975,Cmmm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi3Mn2_1,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Bi3Mn2_1_st025,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Bi3Mn2_1_st050,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Bi3Mn2_1_st975,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Bi3Mn2_1_x025,P-1,conventional_AFM_inversion,inversion,1,2
Bi3Mn2_1_x050,P-1,conventional_AFM_inversion,inversion,1,2
Bi3Mn2_1_x950,P-1,conventional_AFM_inversion,inversion,1,2
Bi3Mn2_1_x975,P-1,conventional_AFM_inversion,inversion,1,2
Bi3Mn2_1_y025,P-1,conventional_AFM_inversion,inversion,1,2
Bi3Mn2_1_y050,P-1,conventional_AFM_inversion,inversion,1,2
Bi3Mn2_1_y950,P-1,conventional_AFM_inversion,inversion,1,2
Bi3Mn2_1_y975,P-1,conventional_AFM_inversion,inversion,1,2
Bi3Mn2_1_z025,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Bi3Mn2_1_z050,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Bi3Mn2_1_z950,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Bi3Mn2_1_z975,C2/m,conventional_AFM_inversion,inversion|rotation,2,4
Bi4Cr2_1,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4Cr2_1_st025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4Cr2_1_st050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4Cr2_1_st950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4Cr2_1_st975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4Cr2_1_x025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4Cr2_1_x050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4Cr2_1_x950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4Cr2_1_x975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4Cr2_1_y025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4Cr2_1_y050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4Cr2_1_y950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4Cr2_1_y975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4Cr2_1_z025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4Cr2_1_z050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4Cr2_1_z950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4Cr2_1_z975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4Fe2_1,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4Fe2_1_st025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4Fe2_1_st050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4Fe2_1_x025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4Fe2_1_x050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4Fe2_1_y950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4Fe2_1_y975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4Fe2_1_z025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4Fe2_1_z050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4Fe2_1_z950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4Fe2_1_z975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4V2_1,C2/m,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Bi4V2_1_st050,C2/m,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Bi4V2_1_x950,P-1,conventional_AFM_inversion,inversion,1,2
Bi4V2_1_y025,P-1,conventional_AFM_inversion,inversion,1,2
Bi4V2_1_z025,P-1,conventional_AFM_inversion,inversion,1,2
Bi4V2_1_z050,P-1,conventional_AFM_inversion,inversion,1,2
Bi4V2_1_z975,C2/m,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Bi4V2_2,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4V2_2_st025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4V2_2_st050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4V2_2_st950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4V2_2_st975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4V2_2_x025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4V2_2_x050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4V2_2_x950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4V2_2_x975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4V2_2_y025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4V2_2_y050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4V2_2_y950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4V2_2_y975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4V2_2_z025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4V2_2_z050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4V2_2_z950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi4V2_2_z975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi6Cr2_1,P-1,compensated_FiM_candidate,,0,2
Bi6Cr2_1_st025,P-1,compensated_FiM_candidate,,0,2
Bi6Cr2_1_x975,P-1,compensated_FiM_candidate,,0,2
Bi6Cr2_1_z050,P-1,compensated_FiM_candidate,,0,2
Bi6Cr2_3,C2/m,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Bi6Cr2_3_st025,C2/m,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Bi6Cr2_3_st050,C2/m,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Bi6Cr2_3_st950,C2/m,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Bi6Cr2_3_st975,C2/m,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Bi6Cr2_3_x025,P-1,conventional_AFM_inversion,inversion,1,2
Bi6Cr2_3_x050,P-1,conventional_AFM_inversion,inversion,1,2
Bi6Cr2_3_x950,P-1,conventional_AFM_inversion,inversion,1,2
Bi6Cr2_3_y025,P-1,conventional_AFM_inversion,inversion,1,2
Bi6Cr2_3_y050,P-1,conventional_AFM_inversion,inversion,1,2
Bi6Cr2_3_y950,P-1,conventional_AFM_inversion,inversion,1,2
Bi6Cr2_3_z025,C2/m,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Bi6Cr2_3_z050,C2/m,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Bi6Cr2_3_z950,C2/m,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Bi6Cr2_3_z975,C2/m,conventional_AFM_inversion,inversion|mirror/rotoinv,2,4
Bi6Cr2_4,P1,compensated_FiM_candidate,,0,1
Bi6Cr2_4_st975,P1,compensated_FiM_candidate,,0,1
Bi6Cr2_4_x950,P1,compensated_FiM_candidate,,0,1
Bi6Cr2_4_y975,P1,compensated_FiM_candidate,,0,1
Bi6Cr2_4_z950,P1,compensated_FiM_candidate,,0,1
Bi6Fe2_1,P-1,conventional_AFM_inversion,inversion,1,2
Bi6Fe2_1_st025,P-1,conventional_AFM_inversion,inversion,1,2
Bi6Fe2_1_st950,P-1,conventional_AFM_inversion,inversion,1,2
Bi6Fe2_1_st975,P-1,conventional_AFM_inversion,inversion,1,2
Bi6Fe2_1_x025,P-1,conventional_AFM_inversion,inversion,1,2
Bi6Fe2_1_x050,P-1,conventional_AFM_inversion,inversion,1,2
Bi6Fe2_1_x975,P-1,conventional_AFM_inversion,inversion,1,2
Bi6Fe2_1_y025,P-1,conventional_AFM_inversion,inversion,1,2
Bi6Fe2_1_y050,P-1,conventional_AFM_inversion,inversion,1,2
Bi6Fe2_1_y950,P-1,conventional_AFM_inversion,inversion,1,2
Bi6Fe2_1_y975,P-1,conventional_AFM_inversion,inversion,1,2
Bi6Fe2_1_z025,P-1,conventional_AFM_inversion,inversion,1,2
Bi6Fe2_1_z050,P-1,conventional_AFM_inversion,inversion,1,2
Bi6Fe2_1_z950,P-1,conventional_AFM_inversion,inversion,1,2
Bi6Fe2_1_z975,P-1,conventional_AFM_inversion,inversion,1,2
Bi6Fe2_2,R-3c,ALTERMAGNET,mirror/rotoinv|rotation,6,12
Bi6Fe2_2_st025,R-3c,ALTERMAGNET,mirror/rotoinv|rotation,6,12
Bi6Fe2_2_st050,R-3c,ALTERMAGNET,mirror/rotoinv|rotation,6,12
Bi6Fe2_2_st950,R-3c,ALTERMAGNET,mirror/rotoinv|rotation,6,12
Bi6Fe2_2_st975,R-3c,ALTERMAGNET,mirror/rotoinv|rotation,6,12
Bi6Fe2_2_x050,P-1,compensated_FiM_candidate,,0,2
Bi6Fe2_2_x950,P-1,compensated_FiM_candidate,,0,2
Bi6Fe2_2_y050,P-1,compensated_FiM_candidate,,0,2
Bi6Fe2_2_y950,P-1,compensated_FiM_candidate,,0,2
Bi6Fe2_2_z025,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi6Fe2_2_z050,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi6Fe2_2_z950,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi6Fe2_2_z975,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi8Co2_1,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi8Co2_1_y025,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi8Co2_1_y050,C2/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi8Cr2_1,I-42d,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi8Cr2_1_st025,I-42d,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi8Cr2_1_st050,I-42d,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi8Cr2_1_st950,I-42d,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi8Cr2_1_st975,I-42d,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi8Cr2_1_x025,Cc,ALTERMAGNET,mirror/rotoinv,1,2
Bi8Cr2_1_x050,Cc,ALTERMAGNET,mirror/rotoinv,1,2
Bi8Cr2_1_x950,Cc,ALTERMAGNET,mirror/rotoinv,1,2
Bi8Cr2_1_x975,Cc,ALTERMAGNET,mirror/rotoinv,1,2
Bi8Cr2_1_y025,Cc,ALTERMAGNET,mirror/rotoinv,1,2
Bi8Cr2_1_y050,Cc,ALTERMAGNET,mirror/rotoinv,1,2
Bi8Cr2_1_y950,Cc,ALTERMAGNET,mirror/rotoinv,1,2
Bi8Cr2_1_y975,Cc,ALTERMAGNET,mirror/rotoinv,1,2
Bi8Cr2_1_z025,C2,ALTERMAGNET,rotation,1,2
Bi8Cr2_1_z050,C2,ALTERMAGNET,rotation,1,2
Bi8Cr2_1_z950,C2,ALTERMAGNET,rotation,1,2
Bi8Cr2_1_z975,C2,ALTERMAGNET,rotation,1,2
Bi8Fe2_1,P-1,conventional_AFM_inversion,inversion,1,2
Bi8Fe2_1_st025,P-1,conventional_AFM_inversion,inversion,1,2
Bi8Fe2_1_st050,P-1,conventional_AFM_inversion,inversion,1,2
Bi8Fe2_1_st950,P-1,conventional_AFM_inversion,inversion,1,2
Bi8Fe2_1_st975,P-1,conventional_AFM_inversion,inversion,1,2
Bi8Fe2_1_x025,P-1,conventional_AFM_inversion,inversion,1,2
Bi8Fe2_1_x975,P-1,conventional_AFM_inversion,inversion,1,2
Bi8Fe2_1_y025,P-1,conventional_AFM_inversion,inversion,1,2
Bi8Fe2_1_y050,P-1,conventional_AFM_inversion,inversion,1,2
Bi8Fe2_1_y950,P-1,conventional_AFM_inversion,inversion,1,2
Bi8Fe2_1_y975,P-1,conventional_AFM_inversion,inversion,1,2
Bi8Fe2_1_z025,P-1,conventional_AFM_inversion,inversion,1,2
Bi8Fe2_1_z050,P-1,conventional_AFM_inversion,inversion,1,2
Bi8Fe2_1_z950,P-1,conventional_AFM_inversion,inversion,1,2
Bi8Fe2_1_z975,P-1,conventional_AFM_inversion,inversion,1,2
Bi8Ru2_1,P4/mbm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
Bi8Ru2_1_st025,P4/mbm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
Bi8Ru2_1_st050,P2_1/c,ALTERMAGNET,mirror/rotoinv|rotation,2,4
Bi8Ru2_1_x025,Pbam,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi8Ru2_1_x050,Pbam,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi8Ru2_1_x975,Pbam,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi8Ru2_1_y050,P4/mbm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
Bi8Ru2_1_y975,P4/mbm,ALTERMAGNET,mirror/rotoinv|rotation,8,16
Bi8Ru2_1_z025,Pbam,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Bi8Ru2_1_z050,Pbam,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Br4Cu2_1,I-42d,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Br4Cu2_1_st025,I-42d,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Br4Cu2_1_st050,I-42d,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Br4Cu2_1_st950,I-42d,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Br4Cu2_1_st975,I-42d,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Br4Cu2_1_x025,C2,ALTERMAGNET,rotation,1,2
Br4Cu2_1_x050,C2,ALTERMAGNET,rotation,1,2
Br4Cu2_1_x950,C2,ALTERMAGNET,rotation,1,2
Br4Cu2_1_x975,C2,ALTERMAGNET,rotation,1,2
Br4Cu2_1_y025,C2,ALTERMAGNET,rotation,1,2
Br4Cu2_1_y050,C2,ALTERMAGNET,rotation,1,2
Br4Cu2_1_y950,C2,ALTERMAGNET,rotation,1,2
Br4Cu2_1_y975,C2,ALTERMAGNET,rotation,1,2
Br4Cu2_1_z025,Cc,ALTERMAGNET,mirror/rotoinv,1,2
Br4Cu2_1_z050,Cc,ALTERMAGNET,mirror/rotoinv,1,2
Br4Cu2_1_z950,Cc,ALTERMAGNET,mirror/rotoinv,1,2
Br4Cu2_1_z975,Cc,ALTERMAGNET,mirror/rotoinv,1,2
Br4Mn2_1,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Br4Mn2_1_st025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Br4Mn2_1_st050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Br4Mn2_1_st950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Br4Mn2_1_st975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Br4Mn2_1_x025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Br4Mn2_1_x050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Br4Mn2_1_x950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Br4Mn2_1_x975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Br4Mn2_1_y025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Br4Mn2_1_y050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Br4Mn2_1_y950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Br4Mn2_1_y975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Br4Mn2_1_z025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Br4Mn2_1_z050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Br4Mn2_1_z950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Br4Mn2_1_z975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Br4Mo2_1,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Br4Mo2_1_st025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Br4Mo2_1_st050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Br4Mo2_1_st950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Br4Mo2_1_st975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Br4Mo2_1_x025,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Br4Mo2_1_x050,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Br4Mo2_1_x950,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
Br4Mo2_1_x975,Pnnm,ALTERMAGNET,mirror/rotoinv|rotation,4,8
