filename,parent,sse,avg_bond_length,max_bond_length,min_bond_length,std_bond_length,center_max_angle,center_min_angle,center_avg_angle,center_std_angle,nonmag_max_angle,nonmag_min_angle,nonmag_std_angle,labelled_1st,labelled_2nd,labelled_3rd,global_1st,global_2nd,global_3rd,avg_long_axis,avg_short_axis,avg_axis_ratio,avg_s,avg_delta,motif0_nonmag_count,magnetic_atomic_number,magnetic_electronegativity,nonmagnetic_atomic_number,nonmagnetic_electronegativity,hungarian_rotation_angle_deg,dimension,avg_motif_measure,unit_cell_volume,packing_fraction,characteristic_length_ratio,p_metric,p_metric_std,d_orb_e,p_orb_e_non,d_lone_pair,proxy_M_magnet,delta_chi,abs_delta_chi,delta_Z,abs_delta_Z,pd_ratio,ax_eq_gap,bond_range,bond_cv,center_angle_spread,nonmag_angle_spread,delta_chi_times_axeq,d_global_local_1st,d_global_local_2nd,d_global_local_3rd,gamma point average splitting,ion1 tot,tot_mag
POSCAR_Fe2Sn3_1_y025,Fe2Sn3_1,0.077003,2.9869106270472394,3.2799535656938725,2.723321609281168,0.1864419974734105,170.19409267691418,62.76236802264445,101.08736441680104,33.68600417656724,104.65439620737214,29.89521198793688,20.86208882820944,2.749407767104346,3.4283794619612054,4.798391636253386,2.749407767104346,3.4283794619612054,4.798391636253386,6.238987254955992,3.1955588248317293,1.9523931797076284,0.0646660214958696,0.0896696923739461,8,26,1.83,50,1.96,179.95610795488005,3,41.023735844424266,117.19538877735428,0.3500456483177886,0.704760509715768,0.0013181212474502,0.0032443741558278,7,2,4,4.9,-0.1299999999999999,0.1299999999999999,-24,24,0.285714244897965,0.2930429386466331,0.5566319564127045,0.0624196564053422,107.43172465426971,74.75918421943527,0.0380955820240622,0.0,0.0,0.0,4.501,3.133,0.001
POSCAR_Fe2Sn3_1_y050,Fe2Sn3_1,0.038503,3.013273031474902,3.314078537904951,2.723441248397129,0.1917462945113791,170.2659019815236,61.6046640509384,101.10218585259337,33.7644291877015,105.79753805403074,29.806309225185625,20.910882205120096,2.748412052671025,3.4928306657045183,4.839222039946125,2.748412052671025,3.4928306657045183,4.839222039946125,6.276835526295475,3.216451823448466,1.9514781724807149,0.0660439762305834,0.0888014830848853,8,26,1.83,50,1.96,179.95595466135052,3,42.024314767126285,120.05381289292464,0.3500456483177885,0.7047605097157679,0.0013159891245839,0.0032718808238287,7,2,4,4.9,-0.1299999999999999,0.1299999999999999,-24,24,0.285714244897965,0.300805506430049,0.5906372895078222,0.0636338721631385,108.6612379305852,75.99122882884512,0.0391047158359063,0.0,0.0,0.0,3.179,3.155,0.0
POSCAR_Fe2Sn3_1_y975,Fe2Sn3_1,0.024814,2.9352642619733285,3.212214432168949,2.722737951699908,0.1894384934087557,170.0499828191836,62.70113981040296,101.05709749622582,33.55491534921333,104.67291391128065,29.99323627208591,20.836640373325864,2.75301120530003,3.302502981405233,3.411412821832031,2.75301120530003,3.302502981405233,3.411412821832031,6.242706147499067,3.126632954021272,1.9966226414488808,0.0663041766267109,0.0914272118701026,8,26,1.83,50,1.96,179.922092722781,3,39.02257799797611,111.4785405432308,0.3500456483177885,0.7047605097157679,0.0013212287504171,0.0031860531988265,7,2,4,4.9,-0.1299999999999999,0.1299999999999999,-24,24,0.285714244897965,0.2769501701956205,0.4894764804690408,0.0645387985416348,107.34884300878063,74.67967763919472,0.0360035221254306,0.0,0.0,0.0,3.52,3.077,0.001
POSCAR_Fe2Sn3_1_z025,Fe2Sn3_1,0.02949,2.9845055670896663,3.25919241700822,2.790172471373749,0.1714114716379636,169.9495317128866,62.55970250629086,101.05674110091768,33.60025967920366,103.43086599356909,30.18381856520805,20.767768601324896,2.765743149992214,3.382464305748372,4.839407676572779,2.765743149992214,3.382464305748372,4.81837467040089,6.260591772823994,3.1776677432421008,1.970184512253776,0.0595015828037861,0.0914973564833754,8,26,1.83,50,1.96,179.95641022926566,3,41.0237358433489,117.19538877428224,0.3500456483177885,0.7047605097157679,0.0013232722473954,0.0031904732039231,7,2,4,4.9,-0.1299999999999999,0.1299999999999999,-24,24,0.285714244897965,0.2746868499185533,0.469019945634471,0.0574337726470862,107.38982920659572,73.24704742836104,0.0357092904894119,0.0,0.0,-0.0210330061718888,3.488,3.13,0.001
POSCAR_Fe2Sn3_1_z050,Fe2Sn3_1,0.031457,3.008250837426929,3.272656981958627,2.8016384819057274,0.1601631080293876,169.98151652721796,62.11757846092597,101.04114879668964,33.588173279993,102.22693212038376,30.37732538346753,20.71981078423181,2.780901130430093,3.4002757214678425,4.920802155575391,2.780901130430093,3.4002757214678425,4.81837467040089,6.281240516045835,3.1946910257926264,1.9661496105049512,0.0553321491227287,0.092442804593729,8,26,1.83,50,1.96,179.9565379201294,3,42.02431476670749,120.05381289172828,0.3500456483177884,0.7047605097157679,0.0013264400857569,0.0031654202457707,7,2,4,4.9,-0.1299999999999999,0.1299999999999999,-24,24,0.285714244897965,0.2644061445316978,0.4710185000528994,0.0532412566118072,107.863938066292,71.84960673691623,0.0343727987891206,0.0,0.0,-0.102427485174501,3.309,3.116,0.001
POSCAR_Fe2Sn3_1_z950,Fe2Sn3_1,0.031952,2.9141338012508986,3.220427276493604,2.58931462109272,0.2208972570192916,170.49101977864183,63.1809485619664,101.1033040242969,33.657437205396164,107.18742457892463,29.44651618929049,21.041777978224047,2.72242797996846,3.330636708393573,4.600008458190847,2.72242797996846,3.330636708393573,4.600008458190847,6.2006396405354085,3.1285946682492405,1.981924888980675,0.0777408484146382,0.0886229618216574,8,26,1.83,50,1.96,179.95599123284103,3,38.02199907478924,108.6201164262754,0.3500456483177884,0.7047605097157679,0.0013124094350173,0.0032671490680443,7,2,4,4.9,-0.1299999999999999,0.1299999999999999,-24,24,0.285714244897965,0.3062934752427053,0.6311126554008846,0.0758020037111773,107.31007121667542,77.74090838963414,0.0398181517815516,0.0,0.0,0.0,3.88,3.058,0.003
POSCAR_Fe2Sn3_1_z975,Fe2Sn3_1,0.02595,2.937445301423995,3.233074275504864,2.6562520824204023,0.2023451200314596,170.30524545232237,63.44496790064862,101.0878662477188,33.635003059614725,105.91046055316436,29.71611748308415,20.927991789925485,2.736500808729,3.347640621439389,4.678969826857426,2.736500808729,3.347640621439389,4.678969826857426,6.220288105195353,3.144614318227605,1.978076633798858,0.0708657689158141,0.0895867550970903,8,26,1.83,50,1.96,179.95613721478432,3,39.022577997389774,111.47854054155582,0.3500456483177885,0.7047605097157679,0.0013162540566146,0.0032413372076239,7,2,4,4.9,-0.1299999999999999,0.1299999999999999,-24,24,0.285714244897965,0.2956289740808686,0.5768221930844613,0.0688847043547206,106.86027755167376,76.19434307008022,0.0384317666305128,0.0,0.0,0.0,3.626,3.086,0.003
POSCAR_Fe2Sn4_3,Fe2Sn4_3,0.65794,2.736329261996679,2.738853320075536,2.734757193080342,0.0012902687761309,179.49462592749808,81.43456399109442,107.86680870478486,36.16375825345825,90.43179258616864,40.71297490319668,16.758085625934036,4.845793591937796,6.989885438234244,10.236917701855376,3.5713493619243653,4.845793591937796,6.378251799770388,5.475260453522804,3.5713493619243653,1.533106929245518,0.0025051799479419,0.0041889403831323,6,26,1.83,50,1.96,82.44838694427314,3,26.86116488090697,146.0738544676779,0.1838875613900542,0.5686575171278441,0.5052661374501788,0.1755824299683509,7,2,4,4.9,-0.1299999999999999,0.1299999999999999,-24,24,0.285714244897965,0.0025240580788565,0.0040961269951935,0.0004715325463635,98.06006193640366,49.71881768297197,0.0003281275502513,-1.2744442300134309,-2.144091846296448,-3.8586659020849874,0.64,3.068,0.001
POSCAR_Fe2Sn4_3_st025,Fe2Sn4_3,0.621082,2.8047374935465985,2.80732465307743,2.803126122907326,0.0013225254955402,179.4946259274987,81.43456399109414,107.86680870478494,36.163758253458425,90.43179258616824,40.712974903196525,16.75808562593405,4.966938431736254,7.164632574190088,10.492840644401738,3.6606330959724738,4.966938431736254,6.537708094764648,5.61214196486089,3.660633095972473,1.5331069292455228,0.0025051799479418,0.0041889403831275,6,26,1.83,50,1.96,82.4483869442733,3,28.926536636828036,157.30556443385666,0.1838875613900547,0.5686575171278447,0.5052661374501729,0.1755824299683469,7,2,4,4.9,-0.1299999999999999,0.1299999999999999,-24,24,0.285714244897965,0.0025871595308313,0.0041985301701039,0.0004715325505686,98.06006193640457,49.7188176829717,0.000336330739008,-1.30630533576378,-2.197694142453834,-3.9551325496370895,0.567,3.117,0.0
POSCAR_Fe2Sn4_3_st050,Fe2Sn4_3,0.585978,2.873145725096516,2.8757959860793187,2.8714950527343346,0.0013547822149436,179.49462592749822,81.43456399109415,107.86680870478487,36.16375825345832,90.43179258616824,40.71297490319655,16.758085625934047,5.0880832715347,7.339379710145943,10.748763586948122,3.749916830020584,5.0880832715347,6.6971643897589095,5.749023476198962,3.749916830020583,1.5331069292455228,0.0025051799479418,0.0041889403831276,6,26,1.83,50,1.96,82.44838694427331,3,31.095155995260026,169.09874577814566,0.1838875613900547,0.5686575171278447,0.5052661374501729,0.175582429968347,7,2,4,4.9,-0.1299999999999999,0.1299999999999999,-24,24,0.285714244897965,0.0026502609828025,0.0043009333449841,0.0004715325545715,98.06006193640408,49.71881768297168,0.0003445339277643,-1.338166441514116,-2.2512964386112437,-4.051599197189213,0.602,3.155,0.002
POSCAR_Fe2Sn4_3_st950,Fe2Sn4_3,0.750705,2.599512798896848,2.601910654071765,2.598019333426302,0.00122575533733,179.4946259274999,81.43456399109414,107.86680870478504,36.16375825345862,90.4317925861682,40.71297490319654,16.75808562593405,4.603503912340918,6.64039116632252,9.725071816762586,3.3927818938281464,4.603503912340918,6.05933920978187,5.20149743084668,3.392781893828147,1.5331069292455228,0.0025051799479417,0.0041889403831276,6,26,1.83,50,1.96,82.44838694427332,3,23.03009123976768,125.24007097422532,0.1838875613900547,0.5686575171278447,0.5052661374501731,0.1755824299683469,7,2,4,4.9,-0.1299999999999999,0.1299999999999999,-24,24,0.285714244897965,0.0023978551749173,0.0038913206454629,0.000471532537296,98.06006193640576,49.71881768297168,0.0003117211727392,-1.2107220185127718,-2.036887253981601,-3.665732606980717,0.666,2.921,0.0
POSCAR_Fe2Sn4_3_st975,Fe2Sn4_3,0.696606,2.667921030446765,2.670381987073653,2.6663882632533102,0.0012580120567333,179.4946259274984,81.43456399109417,107.86680870478496,36.16375825345844,90.43179258616824,40.71297490319654,16.75808562593405,4.724648752139364,6.815138302278376,9.98099475930897,3.482065627876256,4.724648752139364,6.2187955047761285,5.33837894218475,3.482065627876256,1.5331069292455228,0.0025051799479418,0.0041889403831276,6,26,1.83,50,1.96,82.44838694427332,3,24.896522493289453,135.3899214557529,0.1838875613900547,0.5686575171278447,0.505266137450173,0.1755824299683469,7,2,4,4.9,-0.1299999999999999,0.1299999999999999,-24,24,0.285714244897965,0.002460956626888,0.0039937238203426,0.0004715325419471,98.06006193640422,49.71881768297169,0.0003199243614954,-1.2425831242631085,-2.0904895501390115,-3.7621992545328418,0.92,3.006,0.002
POSCAR_Fe2Sn4_3_x025,Fe2Sn4_3,0.623912,2.7558864503014853,2.7683032533468195,2.734759670509211,0.0144350451447478,179.50000269451073,82.83599817958975,107.86741491826464,36.08052978915326,90.90567031993494,41.41162928050717,16.697368242869956,4.862365768559796,7.092548088322895,10.244543062841071,3.660633095996205,4.862365768559796,6.378251799759976,5.534135645514383,3.660633095996205,1.511797413285508,0.005783248658023,0.0041618263025003,6,26,1.83,50,1.96,145.41934487425078,3,27.53269400296088,149.72570082953976,0.1838875613900542,0.5686575171278441,0.4981206419681181,0.1743363126420978,7,2,4,4.9,-0.1299999999999999,0.1299999999999999,-24,24,0.285714244897965,0.0124168030453342,0.0335435828376082,0.0052378935660702,96.66400451492098,49.49404103942777,0.0016141843958934,-1.2017326725635908,-2.2301823197630988,-3.866291263081095,0.87,3.088,0.002
POSCAR_Fe2Sn4_3_x050,Fe2Sn4_3,0.593179,2.775713675619312,2.7981603691183263,2.7347621775449387,0.0284297913570591,179.50533826248983,84.20783238508992,107.8680130491256,36.01296406721161,91.52194293653504,41.94981456212995,16.654485508193854,4.87929265531109,7.196233469225974,10.252355931363311,3.7499168300278702,4.87929265531109,6.378251799759976,5.593824888961339,3.740413120857325,1.4955108708887903,0.0105281987542858,0.0041347529803738,6,26,1.83,50,1.96,145.46870157082205,3,28.20422312485529,153.3775471905342,0.1838875613900542,0.5686575171278441,0.491030126221595,0.173090907850598,7,2,4,4.9,-0.1299999999999999,0.1299999999999999,-24,24,0.285714244897965,0.0224466934990141,0.0633981915733876,0.0102423320403837,95.29750587739991,49.57212837440508,0.0029180701548718,-1.12937582528322,-2.316940813914884,-3.8741041316033353,0.805,3.105,0.0
POSCAR_Fe2Sn4_3_x950,Fe2Sn4_3,0.723683,2.69806035300014,2.736341766277973,2.678373800182184,0.0265305228366517,179.48376350411428,78.54076817009268,107.86557382870656,36.38059976741812,91.66053261502508,39.269926718579725,16.93399932576485,4.813727944385678,6.787813491139364,10.222231170604498,3.3927818938013683,4.813727944385678,6.378251799759975,5.470895914854893,3.3927818938013683,1.6125103487643138,0.0101447440818563,0.0042432068048253,6,26,1.83,50,1.96,145.26372851965988,3,25.51810663652288,138.7701617424519,0.1838875613900542,0.5686575171278442,0.5197004290713592,0.1780730335506737,7,2,4,4.9,-0.1299999999999999,0.1299999999999999,-24,24,0.285714244897965,0.0382814132778337,0.0579679660957892,0.0098331799635137,100.9429953340216,52.39060589644535,0.0049765837261183,-1.42094605058431,-1.9740855467536853,-3.843979370844523,0.616,3.024,0.001
POSCAR_Fe2Sn4_3_x975,Fe2Sn4_3,0.692788,2.717050887079983,2.736341717209125,2.706787871461892,0.0131315404013227,179.48921154537712,80.00299435513347,107.86619484697412,36.26349609312889,91.04748883419886,39.99916192697815,16.83689815735974,4.829579776772166,6.88829124727881,10.229480267677332,3.482065627833033,4.829579776772166,6.378251799759976,5.470897638048863,3.482065627833033,1.5711644244492666,0.0054296239431186,0.0042160745580408,6,26,1.83,50,1.96,145.31690582961485,3,26.189635758417296,142.42200810344636,0.1838875613900542,0.5686575171278442,0.5124613274646054,0.1768283324939775,7,2,4,4.9,-0.1299999999999999,0.1299999999999999,-24,24,0.285714244897965,0.0192908301291416,0.0295538457472335,0.0048330105375481,99.48621719024364,51.04832690722071,0.0025078079167884,-1.347514148939133,-2.058711470506643,-3.851228467917357,0.625,3.051,0.0
POSCAR_Fe2Sn4_3_y025,Fe2Sn4_3,0.620565,2.7578443777763777,2.789888696125849,2.7412553583678063,0.0221075347042347,179.4847795724575,81.24195395815897,107.8664602908711,36.125767533760936,91.42600302312688,40.61509226342885,16.73986491048741,4.898401300978222,7.026367955605571,10.296403386454658,3.571349361964539,4.898401300978222,6.412749462882705,5.577924556012469,3.571349361964539,1.561853515485852,0.0083672512047024,0.0042499463646188,6,26,1.83,50,1.96,82.44829850997398,3,27.532694003061845,149.72570083008884,0.1838875613900541,0.5686575171278441,0.5080104485168867,0.1676211812170643,7,2,4,4.9,-0.1299999999999999,0.1299999999999999,-24,24,0.285714244897965,0.0320443183494711,0.0486333377580425,0.0080162342973919,98.24282561429854,50.81091075969803,0.0041657613854312,-1.3270519390136828,-2.127966654627349,-3.883653923571953,0.584,3.082,0.001
POSCAR_Fe2Sn4_3_y050,Fe2Sn4_3,0.580182,2.779534809039217,2.8441404762660403,2.7469034099346707,0.0447890028295232,179.4750463670665,81.04337718906959,107.86611432642928,36.09861001108389,92.4004149030972,40.515514376873895,16.74401649487499,4.951732832469696,7.063562712957328,10.321843206906513,3.57134936196454,4.951732832469696,6.412749462882706,5.685502791487609,3.571349361964539,1.591976089496915,0.0162823839749476,0.0043099503886416,6,26,1.83,50,1.96,179.79346443676647,3,28.20422312505705,153.3775471916314,0.1838875613900542,0.5686575171278441,0.5108027480976832,0.1597741730736077,7,2,4,4.9,-0.1299999999999999,0.1299999999999999,-24,24,0.285714244897965,0.0646056672268233,0.0972370663313695,0.0161138427085079,98.43166917799692,51.88490052622329,0.008398736739487,-1.3803834705051563,-2.1118298804876323,-3.9090937440238074,0.572,3.093,0.001
POSCAR_Fe2Sn4_3_y950,Fe2Sn4_3,0.744264,2.693849461531578,2.728632325719777,2.628702170641932,0.0455782133479898,179.5146466556213,81.80952603091212,107.8675168785472,36.274656460716585,92.36993730391184,40.72761042844531,16.866590754230973,4.742845654612188,6.919101969303678,9.791514148059491,3.57134936196454,4.742845654612188,6.059339209786787,5.454216748215647,3.561263533043276,1.531541046677266,0.017115901867375,0.0040638998848779,6,26,1.83,50,1.96,145.43563443598006,3,25.518106637076727,138.77016174546384,0.1838875613900541,0.5686575171278441,0.499936545693486,0.1918501325946111,7,2,4,4.9,-0.1299999999999999,0.1299999999999999,-24,24,0.285714244897965,0.0347828641881995,0.0999301550778462,0.0169193553981005,97.70512062470918,51.64232687546652,0.0045217723444659,-1.171496292647649,-2.1762563146914893,-3.7321749382727054,0.728,3.035,0.0
POSCAR_Fe2Sn4_3_y975,Fe2Sn4_3,0.702621,2.714995481006526,2.733681266289354,2.681574161419413,0.0231326734852044,179.50458263157572,81.62378345335496,107.86716050339292,36.21317793848063,91.319750389002,40.80911705992812,16.79991724230677,4.79393353468862,6.954126370641975,10.013835039227793,3.571349361964539,4.79393353468862,6.218795504773206,5.464612181269577,3.571349361964539,1.5301253468698974,0.0088872885810314,0.0041269263945705,6,26,1.83,50,1.96,145.3929893635006,3,26.189635759071933,142.4220081070064,0.1838875613900541,0.5686575171278441,0.502573560680801,0.1836585676186224,7,2,4,4.9,-0.1299999999999999,0.1299999999999999,-24,24,0.285714244897965,0.0186857852828277,0.052107104869941,0.0085203327691343,97.88079917822076,50.51063332907388,0.0024291520867676,-1.2225841727240807,-2.160192835953355,-3.7950395344545846,0.752,3.053,0.0
POSCAR_Fe2Sn4_3_z025,Fe2Sn4_3,0.688777,2.7640820705376195,2.7730606556824813,2.749936911099532,0.0095342669134768,179.4991387854855,80.22219356251844,107.86656756967167,36.30819677900223,90.69401529338236,40.11024552962007,16.86486999979179,4.898675416145863,7.026732072486257,10.26214216101332,3.57134936196454,4.898675416145863,6.378251799759976,5.543330840668801,3.571349361964539,1.5521670603571274,0.0042845335006723,0.0041547048517882,6,26,1.83,50,1.96,145.33265900472293,3,27.532694003292093,149.72570083134093,0.1838875613900542,0.5686575171278441,0.5096891510857902,0.1847425947578867,7,2,4,4.9,-0.1299999999999999,0.1299999999999999,-24,24,0.285714244897965,0.0089785851448618,0.023123744582949,0.0034493416696128,99.27694522296709,50.5837697637623,0.001167216068832,-1.327326054181324,-2.128056656340393,-3.883890361253343,0.6,3.086,0.001
POSCAR_Fe2Sn4_3_z050,Fe2Sn4_3,0.709362,2.792205606507232,2.8076803214350754,2.765404939314712,0.0184620791178484,179.5036618690243,79.03584199835453,107.86636371339938,36.47080386046089,91.0937090197816,39.52030033074698,16.9852160409782,4.952278444017511,7.064287965115439,10.287923750173553,3.571349361964539,4.952278444017511,6.378251799759976,5.612225590955113,3.571349361964539,1.5714580182846976,0.0071090896696957,0.0041207754319369,6,26,1.83,50,1.96,145.2959120041565,3,28.204223125098697,153.37754719185787,0.1838875613900542,0.5686575171278441,0.5140521643036897,0.1936957167666722,7,2,4,4.9,-0.1299999999999999,0.1299999999999999,-24,24,0.285714244897965,0.0154747149278433,0.0422753821203634,0.006612003236015,100.4678198706698,51.57340868903464,0.0020117129406196,-1.3809290820529716,-2.112009521097929,-3.909671950413575,0.57,3.103,0.0
POSCAR_Fe2Sn4_3_z950,Fe2Sn4_3,0.569504,2.681984166380033,2.707375577231989,2.668741212948857,0.0171078525127413,179.48565478257885,83.93510199069158,107.8674076901222,35.93431427166965,91.21311930017704,41.95730804614992,16.590828834148688,4.742289733270621,6.918365056681705,9.82408514680019,3.57134936196454,4.742289733270621,6.092111989743531,5.412018322258591,3.571349361964539,1.515398739730557,0.00677850905551,0.0042582389414424,6,26,1.83,50,1.96,179.7918655492597,3,25.518106637033867,138.77016174523072,0.1838875613900542,0.5686575171278441,0.4962507420618868,0.1566285090654644,7,2,4,4.9,-0.1299999999999999,0.1299999999999999,-24,24,0.285714244897965,0.0253914108519563,0.0386343642831317,0.0063788020631867,95.55055279188728,49.25581125402712,0.0033008834107543,-1.1709403713060813,-2.176075323411085,-3.731973157056659,0.658,3.023,0.0
POSCAR_Fe2Sn4_3_z975,Fe2Sn4_3,0.618607,2.708959167426337,2.7214955320730123,2.7020595072175,0.0083807448118914,179.4901291809195,82.67325566941938,107.86708834024992,36.038719825071816,90.82086057486958,41.328625445145256,16.666251199654187,4.793656839645035,6.953759337229853,10.047423485744602,3.571349361964539,4.793656839645035,6.252430726363075,5.441161040823324,3.571349361964539,1.523558881909619,0.0039003505470495,0.0042234599176319,6,26,1.83,50,1.96,100.0746551660284,3,26.189635759259488,142.42200810802632,0.1838875613900542,0.5686575171278441,0.5007856885606239,0.1662120468895533,7,2,4,4.9,-0.1299999999999999,0.1299999999999999,-24,24,0.285714244897965,0.0125363646466754,0.0194360248555125,0.0030937128248192,96.81687351150012,49.49223512972433,0.0016297274040678,-1.222307477680496,-2.160102497584818,-3.794992759381527,0.703,3.05,0.001
POSCAR_Fe2Sn8_2,Fe2Sn8_2,0.014349,2.829210952625533,2.837392723398533,2.822149006030258,0.0052020264984995,167.8907279346547,69.26529380336856,101.4122683384434,33.03198793290613,96.37500091468274,34.595472204724274,20.33140139436821,4.500990785620268,7.768202593768173,10.074749994865645,4.500990785620268,6.342600909605456,7.768202593768173,5.64154348097696,3.216620165534664,1.753873149963882,0.0018267231207865,0.0006155789149478,8,26,1.83,50,1.96,0.1627113219286518,3,37.47338676538135,258.8694608083641,0.1447578507266337,0.5250661754547161,0.0005454634973164,0.0005327534246295,7,2,4,4.9,-0.1299999999999999,0.1299999999999999,-24,24,0.285714244897965,0.0081817707730005,0.0152437173682753,0.0018386839111406,98.62543413128614,61.77952870995847,0.00106363020049,0.0,-1.425601684162717,-2.30654740109747,0.86,3.111,0.004
POSCAR_Fe2Sn8_2_st025,Fe2Sn8_2,0.010924,2.899941226441169,2.908327541483502,2.8927027311810125,0.0053320771609649,167.89072793465405,69.26529380336852,101.4122683384434,33.03198793290613,96.37500091468324,34.59547220472419,20.33140139436821,4.613515555260809,7.962407658612404,10.326618744737312,4.613515555260809,6.501165932345592,7.962407658612404,5.7825820680014015,3.297035669673031,1.7538731499638875,0.0018267231207877,0.0006155789149419,8,26,1.83,50,1.96,0.1627113219196919,3,40.354738894638224,278.77409544333216,0.1447578507266337,0.5250661754547161,0.0005454634973161,0.0005327534246251,7,2,4,4.9,-0.1299999999999999,0.1299999999999999,-24,24,0.285714244897965,0.0083863150423324,0.0156248103024894,0.0018386839269927,98.62543413128552,61.77952870995904,0.0010902209555032,0.0,-1.4612417262668125,-2.3642110861249077,0.712,3.235,0.001
POSCAR_Fe2Sn8_2_x025,Fe2Sn8_2,0.010574,2.85237179121785,2.865816718584341,2.8401891337723217,0.0078339012705217,167.8415085307294,68.65958969333572,101.406743606371,33.008064254148,96.40503587522804,34.28083804537631,20.32933716013329,4.557645215193543,7.801231020467802,10.099867318111585,4.557645215193543,6.342600909567406,6.553615887481907,5.687459676516166,3.217990059027342,1.7673951339358815,0.0027379902031833,0.0006214797721424,8,26,1.83,50,1.96,179.96055505131028,3,38.41022143463902,265.3411973294238,0.1447578507266338,0.5250661754547162,0.0005487120833932,0.000533021830628,7,2,4,4.9,-0.1299999999999999,0.1299999999999999,-24,24,0.285714244897965,0.0134449273664909,0.0256275848120193,0.0027464507075097,99.1819188373937,62.12419782985174,0.0017478405576438,0.0,-1.4586301109003958,-3.546251430629676,0.821,3.152,0.0
POSCAR_Fe2Sn8_2_x950,Fe2Sn8_2,0.008603,2.78402420247651,2.8035502518389155,2.765856910513837,0.0131041673144551,168.00527961635936,66.64005186749009,101.42505025631375,33.15997428040053,96.4809094311926,33.27900389808183,20.371110023287727,4.389846237942041,7.704204007849363,9.632225115922044,4.389846237942041,6.074083017656347,6.342600909567406,5.5520172946185244,3.0612197499242777,1.8136618390503487,0.0047020734472149,0.0006034270071322,8,26,1.83,50,1.96,179.9582389165661,3,35.59971742716951,245.9259877683413,0.1447578507266337,0.5250661754547161,0.0005388979798858,0.0005326395326988,7,2,4,4.9,-0.1299999999999999,0.1299999999999999,-24,24,0.285714244897965,0.0195260493624056,0.0376933413250784,0.0047069140404327,101.36522774886927,63.20190553311077,0.0025383864171127,0.0,-1.6301209901930154,-3.2896242063546373,0.561,3.023,0.001
POSCAR_Fe2Sn8_2_x975,Fe2Sn8_2,0.007351,2.8064252350725054,2.820089046871558,2.794121753886362,0.0080176734115715,167.94527528594878,67.97724256885982,101.41836588692487,33.08231247323586,96.42857591589116,33.95701216663362,20.345119477828497,4.445048715241003,7.7358573878036125,9.858697986940552,4.445048715241003,6.233927307631535,6.342600909567406,5.596389818756086,3.1403016737509137,1.7821185632785443,0.0028491565910597,0.0006095612072575,8,26,1.83,50,1.96,179.95823894846467,3,36.53655209652139,252.3977242900517,0.1447578507266338,0.5250661754547162,0.0005421912122783,0.0005326243176208,7,2,4,4.9,-0.1299999999999999,0.1299999999999999,-24,24,0.285714244897965,0.0136638117990526,0.0259672929851961,0.0028568979691584,99.96803271708896,62.47156374925756,0.0017762955338768,0.0,-1.5019300801720776,-3.516097077373145,0.354,3.069,0.0
POSCAR_Fe2Sn8_2_y950,Fe2Sn8_2,0.011299,2.78416231671902,2.803143265934404,2.7664450054023,0.0126876508084605,168.0095267981352,66.61506625255404,101.42525464330154,33.16498460940804,96.305095142005,33.251647868196684,20.37295412771465,4.390007332377563,7.705069381860755,9.621873867870642,4.390007332377563,6.064486995175712,6.342600909567406,5.552080007579894,3.058567149209177,1.8152553371575832,0.0045517921506037,0.0006221868041127,8,26,1.83,50,1.96,179.9865822018054,3,35.59971742658315,245.92598776429057,0.1447578507266338,0.5250661754547161,0.0005390938153162,0.0005275791340886,7,2,4,4.9,-0.1299999999999999,0.1299999999999999,-24,24,0.285714244897965,0.0189809492153836,0.0366982605321037,0.0045570785062322,101.39446054558115,63.0534472738083,0.0024675233979998,0.0,-1.6405823866850433,-3.279272958303236,0.768,3.019,0.001
POSCAR_Fe2Sn8_2_y975,Fe2Sn8_2,0.006448,2.80649462312225,2.8196851152221134,2.794521504450336,0.0076917603703071,167.94737202122525,67.95172644367068,101.41846733449422,33.08483823176476,96.2602679013509,33.92884623274141,20.346040902529086,4.445129281173157,7.736288901630983,9.848005743839042,4.445129281173157,6.224078758196487,6.342600909567406,5.596423690220388,3.137574824697253,1.7836782542067224,0.0027320550327808,0.0006188798884795,8,26,1.83,50,1.96,179.9865823843677,3,36.536552095641184,252.3977242839712,0.1447578507266338,0.5250661754547162,0.00054228924065,0.0005300780654852,7,2,4,4.9,-0.1299999999999999,0.1299999999999999,-24,24,0.285714244897965,0.0131904920998633,0.0251636107717776,0.002740699221811,99.99564557755455,62.33142166860949,0.0017147639729822,0.0,-1.5122101434344968,-3.505404834271636,0.395,3.068,0.003
POSCAR_Fe2Sn8_2_z025,Fe2Sn8_2,0.005729,2.8542609480475303,2.8624905209624893,2.847215721089688,0.0051699526852059,167.99644863178605,68.57065114291684,101.4240310012614,33.121349479196994,96.23399261669186,34.25018983949321,20.35320420632587,4.500990716280221,7.897996036357965,10.074749877970032,4.500990716280221,6.383670521316778,6.501165932361734,5.69193881346714,3.216619987502764,1.7695404192288455,0.0017989960801591,0.0006129182638771,8,26,1.83,50,1.96,71.7255126122523,3,38.410221434744,265.3411973301491,0.1447578507266337,0.5250661754547161,0.000539064058376,0.0005300780110518,7,2,4,4.9,-0.1299999999999999,0.1299999999999999,-24,24,0.285714244897965,0.008229572914959,0.0152747998728015,0.0018113098164457,99.4257974888692,61.983802777198655,0.0010698444789446,0.0,-1.514325515041187,-3.5735839456082994,0.207,3.162,0.001
