filename,parent,sse,msbi,msbi_shap,mpf,mpf_shap,pd_ratio,pd_ratio_shap
POSCAR_F6Ru2_1_st050,F6Ru2_1,0.129569,0.43772766,0.039387263,0.099996306,-0.060800202,0.7142856,0.013139847
POSCAR_F6Ru2_1_st950,F6Ru2_1,0.029317,0.43772766,0.03998636,0.099996306,-0.060582336,0.7142856,0.0139208315
POSCAR_F6Ru2_1_st975,F6Ru2_1,0.027542,0.43772766,0.039691813,0.099996306,-0.060537565,0.7142856,0.013906565
POSCAR_F6Ru2_1_x025,F6Ru2_1,0.161666,0.44150266,0.038407397,0.099996306,-0.060874723,0.7142856,0.013770579
POSCAR_F6Ru2_1_y025,F6Ru2_1,0.162713,0.4415039,0.03847835,0.099996306,-0.060867973,0.7142856,0.013786497
POSCAR_F6Ru2_1_z025,F6Ru2_1,0.15039,0.43020448,0.040031172,0.099996306,-0.061704762,0.7142856,0.014033918
POSCAR_F6Ru2_1_z050,F6Ru2_1,0.205619,0.42271122,0.039101824,0.099996306,-0.061347976,0.7142856,0.0138574205
POSCAR_F6Ru2_1_z950,F6Ru2_1,0.143853,0.45282423,0.041376777,0.099996306,-0.06133744,0.7142856,0.013879029
POSCAR_F6Ru2_1_z975,F6Ru2_1,0.115443,0.44527107,0.040869217,0.099996306,-0.06177324,0.7142856,0.013764399
POSCAR_F6Ru2_2,F6Ru2_2,0.297575,0.57965744,0.031575873,0.1041178,-0.067822024,0.7142856,0.0059986115
POSCAR_F6Ru2_2_st025,F6Ru2_2,0.272355,0.57965744,0.03139304,0.1041178,-0.0662036,0.7142856,0.0059823063
POSCAR_F6Ru2_2_st050,F6Ru2_2,0.256951,0.57965744,0.031574044,0.1041178,-0.06525806,0.7142856,0.005890906
POSCAR_F6Ru2_2_st950,F6Ru2_2,0.367202,0.57965744,0.032281574,0.1041178,-0.066964194,0.7142856,0.0058807232
POSCAR_F6Ru2_2_st975,F6Ru2_2,0.333808,0.57965744,0.03141071,0.1041178,-0.06869427,0.7142856,0.0057023563
POSCAR_F6Ru2_2_x025,F6Ru2_2,0.275953,0.56941205,0.031740706,0.1041178,-0.06646841,0.7142856,0.0059041292
POSCAR_F6Ru2_2_x050,F6Ru2_2,0.261758,0.55928266,0.03140382,0.1041178,-0.06664381,0.7142856,0.006120001
POSCAR_F6Ru2_2_x950,F6Ru2_2,0.339299,0.6004654,0.038086392,0.1041178,-0.068046965,0.7142856,0.006235797
POSCAR_F6Ru2_2_x975,F6Ru2_2,0.318618,0.59001136,0.034010798,0.1041178,-0.06815822,0.7142856,0.006025476
POSCAR_F6Ru2_2_y025,F6Ru2_2,0.301374,0.5848244,0.031624824,0.1041178,-0.068964586,0.7142856,0.0061333245
POSCAR_F6Ru2_2_y050,F6Ru2_2,0.303497,0.59003896,0.0301702,0.1041178,-0.06759335,0.7142856,0.0057628746
POSCAR_F6Ru2_2_y950,F6Ru2_2,0.341003,0.5694994,0.027972426,0.1041178,-0.06804494,0.7142856,0.005261188
POSCAR_F6Ru2_2_y975,F6Ru2_2,0.318739,0.5745463,0.029468767,0.1041178,-0.0695273,0.7142856,0.005857831
POSCAR_F6Ru2_2_z025,F6Ru2_2,0.299739,0.58484447,0.031526364,0.1041178,-0.06913643,0.7142856,0.0060692923
POSCAR_F6Ru2_2_z050,F6Ru2_2,0.301442,0.590079,0.03018819,0.1041178,-0.06762103,0.7142856,0.005777361
POSCAR_F6Ru2_2_z950,F6Ru2_2,0.34322,0.56945896,0.027996292,0.1041178,-0.06794359,0.7142856,0.005282151
POSCAR_F6Ru2_2_z975,F6Ru2_2,0.320465,0.5745261,0.029459681,0.1041178,-0.0693976,0.7142856,0.0058898265
POSCAR_F6Ti2_3,F6Ti2_3,0.053368,0.5479061,0.02716929,0.10109669,-0.04068342,1.6666662,-0.05562303
POSCAR_F6Ti2_3_st025,F6Ti2_3,0.04457,0.5479061,0.027011458,0.10109669,-0.0405695,1.6666662,-0.055128865
POSCAR_F6Ti2_3_st050,F6Ti2_3,0.038114,0.5479061,0.026994936,0.10109669,-0.040118914,1.6666662,-0.055086415
POSCAR_F6Ti2_3_st950,F6Ti2_3,0.081511,0.5479061,0.027664298,0.10109669,-0.04159673,1.6666662,-0.057601288
POSCAR_F6Ti2_3_st975,F6Ti2_3,0.065241,0.5479061,0.027566455,0.10109669,-0.04131862,1.6666662,-0.05695816
POSCAR_F6Ti2_3_x025,F6Ti2_3,0.051925,0.5381109,0.02611547,0.10109669,-0.040697943,1.6666662,-0.05627498
POSCAR_F6Ti2_3_x050,F6Ti2_3,0.0504,0.52843076,0.025918493,0.10109669,-0.04071085,1.6666662,-0.056813613
POSCAR_F6Ti2_3_x950,F6Ti2_3,0.056445,0.5678127,0.028641853,0.10109669,-0.04133424,1.6666662,-0.05761791
POSCAR_F6Ti2_3_x975,F6Ti2_3,0.054842,0.5578093,0.027080309,0.10109669,-0.041202333,1.6666662,-0.056197863
POSCAR_F6Ti2_3_y025,F6Ti2_3,0.05038,0.5525571,0.026296463,0.10109669,-0.040655788,1.6666662,-0.055249047
POSCAR_F6Ti2_3_y050,F6Ti2_3,0.047166,0.5572552,0.02686606,0.10109669,-0.041961733,1.6666662,-0.05502196
POSCAR_F6Ti2_3_y950,F6Ti2_3,0.061271,0.53877455,0.029093329,0.10109669,-0.042022873,1.6666662,-0.05729307
POSCAR_F6Ti2_3_y975,F6Ti2_3,0.057201,0.5433094,0.027373666,0.10109669,-0.041387077,1.6666662,-0.057037197
POSCAR_F6Ti2_3_z025,F6Ti2_3,0.048424,0.55315334,0.027472287,0.10109669,-0.040597986,1.6666662,-0.05558302
POSCAR_F6Ti2_3_z050,F6Ti2_3,0.0438,0.55843914,0.029191948,0.10109669,-0.040567745,1.6666662,-0.055517882
POSCAR_F6Ti2_3_z950,F6Ti2_3,0.062433,0.5375596,0.025663013,0.10109669,-0.04289569,1.6666662,-0.056588132
POSCAR_F6Ti2_3_z975,F6Ti2_3,0.058755,0.54270536,0.026329849,0.10109669,-0.041133832,1.6666662,-0.05553791
POSCAR_F6Ti2_4,F6Ti2_4,0.053219,0.00826482,-0.057076693,0.09338504,-0.031629786,1.6666662,-0.029433703
POSCAR_F6Ti2_4_st025,F6Ti2_4,0.043724,0.00826482,-0.056831293,0.09338504,-0.031509083,1.6666662,-0.029164787
POSCAR_F6Ti2_4_st050,F6Ti2_4,0.036728,0.00826482,-0.055805095,0.09338504,-0.031041201,1.6666662,-0.029150084
POSCAR_F6Ti2_4_st950,F6Ti2_4,0.082863,0.00826482,-0.060931537,0.09338504,-0.031568725,1.6666662,-0.029319124
POSCAR_F6Ti2_4_st975,F6Ti2_4,0.065801,0.00826482,-0.05831634,0.09338504,-0.03181185,1.6666662,-0.029264338
POSCAR_F6Ti2_4_z025,F6Ti2_4,0.060827,0.0082056075,-0.056202378,0.09338504,-0.03183333,1.6666662,-0.030602373
POSCAR_F6Ti2_4_z050,F6Ti2_4,0.064973,0.008146833,-0.054193504,0.09338504,-0.03167788,1.6666662,-0.03102177
POSCAR_F6Ti2_4_z950,F6Ti2_4,0.045705,0.008384513,-0.06184856,0.09338504,-0.032082576,1.6666662,-0.028989729
POSCAR_F6Ti2_4_z975,F6Ti2_4,0.04504,0.00832446,-0.05998708,0.09338504,-0.031874195,1.6666662,-0.029337248
POSCAR_F6Ti2_6,F6Ti2_6,0.011503,0.4925139,0.029208519,0.08715014,-0.04814149,1.6666662,-0.0510013
POSCAR_F6Ti2_6_st950,F6Ti2_6,0.029379,0.4925139,0.030433817,0.08715014,-0.046704236,1.6666662,-0.050176226
POSCAR_F6Ti2_6_st975,F6Ti2_6,0.018946,0.4925139,0.029460283,0.08715014,-0.048019968,1.6666662,-0.05003182
POSCAR_F6Ti2_6_z025,F6Ti2_6,0.018539,0.48296866,0.028950587,0.08715014,-0.04802608,1.6666662,-0.05169393
POSCAR_F6V2_1,F6V2_1,0.062806,0.32232517,0.022502873,0.09482178,-0.040041562,1.2499996,-0.049021557
POSCAR_F6V2_1_st025,F6V2_1,0.064526,0.32232517,0.02250015,0.09482178,-0.039578285,1.2499996,-0.047856346
POSCAR_F6V2_1_st050,F6V2_1,0.106271,0.32232517,0.022426939,0.09482178,-0.039203793,1.2499996,-0.04794051
POSCAR_F6V2_1_st975,F6V2_1,0.066604,0.32232517,0.021992268,0.09482178,-0.040134758,1.2499996,-0.050770726
POSCAR_F6V2_1_z025,F6V2_1,0.075403,0.31691968,0.022694916,0.09482178,-0.040349457,1.2499996,-0.052578002
POSCAR_F6V2_1_z050,F6V2_1,0.085086,0.3115283,0.022909818,0.09482178,-0.039886314,1.2499996,-0.053219784
POSCAR_F6V2_1_z950,F6V2_1,0.058891,0.33314866,0.023214353,0.09482178,-0.039941795,1.2499996,-0.05554008
POSCAR_F6V2_1_z975,F6V2_1,0.065114,0.32773742,0.022857402,0.09482178,-0.04053554,1.2499996,-0.053747572
POSCAR_F6V2_2,F6V2_2,0.083563,0.597415,0.03345355,0.1053905,-0.0409538,1.2499996,-0.055357482
POSCAR_F6V2_2_st025,F6V2_2,0.128444,0.597415,0.032764055,0.1053905,-0.041681442,1.2499996,-0.054648004
POSCAR_F6V2_2_st050,F6V2_2,0.146712,0.597415,0.03241087,0.1053905,-0.04173289,1.2499996,-0.05444369
POSCAR_F6V2_2_st950,F6V2_2,0.100358,0.597415,0.034195818,0.1053905,-0.041369006,1.2499996,-0.056895923
POSCAR_F6V2_2_st975,F6V2_2,0.087927,0.597415,0.03362324,0.1053905,-0.041414045,1.2499996,-0.05606539
POSCAR_F6V2_2_x025,F6V2_2,0.083547,0.5870234,0.03252328,0.1053905,-0.04161617,1.2499996,-0.055256873
POSCAR_F6V2_2_x050,F6V2_2,0.133017,0.57674366,0.031599134,0.1053905,-0.042108603,1.2499996,-0.05410616
POSCAR_F6V2_2_x950,F6V2_2,0.088794,0.6185016,0.034568854,0.1053905,-0.041697334,1.2499996,-0.05665602
POSCAR_F6V2_2_x975,F6V2_2,0.084662,0.60791063,0.034527864,0.1053905,-0.0409531,1.2499996,-0.05583546
POSCAR_F6V2_2_y025,F6V2_2,0.07599,0.6026721,0.032745242,0.1053905,-0.041828208,1.2499996,-0.056234576
POSCAR_F6V2_2_y950,F6V2_2,0.080503,0.5870803,0.02979508,0.1053905,-0.042318344,1.2499996,-0.05735318
POSCAR_F6V2_2_y975,F6V2_2,0.076656,0.5922148,0.032514,0.1053905,-0.04159981,1.2499996,-0.056850497
POSCAR_F6V2_2_z025,F6V2_2,0.076383,0.6026571,0.03273207,0.1053905,-0.041716665,1.2499996,-0.056225646
POSCAR_F6V2_2_z975,F6V2_2,0.076156,0.5922301,0.032502223,0.1053905,-0.041665714,1.2499996,-0.05690313
POSCAR_F6Zr2_2,F6Zr2_2,0.052726,0.20082274,0.0072114915,0.0891808,-0.03427718,1.6666662,-0.048601206
POSCAR_F6Zr2_2_st025,F6Zr2_2,0.03932,0.20082274,0.0072452333,0.0891808,-0.032902747,1.6666662,-0.04805495
POSCAR_F6Zr2_2_st050,F6Zr2_2,0.028866,0.20082274,0.0072976896,0.0891808,-0.032195725,1.6666662,-0.047945045
POSCAR_F6Zr2_2_st950,F6Zr2_2,0.093015,0.20082274,0.0058050356,0.0891808,-0.036348995,1.6666662,-0.049654737
POSCAR_F6Zr2_2_st975,F6Zr2_2,0.070452,0.20082274,0.0064838696,0.0891808,-0.0355438,1.6666662,-0.049613643
POSCAR_F6Zr2_2_z025,F6Zr2_2,0.048113,0.19725367,0.007169411,0.0891808,-0.0338709,1.6666662,-0.048983872
POSCAR_F6Zr2_2_z050,F6Zr2_2,0.050048,0.19370598,0.0070636105,0.0891808,-0.03172692,1.6666662,-0.04884943
POSCAR_F6Zr2_2_z950,F6Zr2_2,0.067087,0.20800585,0.00905458,0.0891808,-0.03271991,1.6666662,-0.05038961
POSCAR_F6Zr2_2_z975,F6Zr2_2,0.061152,0.2044085,0.008155612,0.0891808,-0.032778233,1.6666662,-0.049837463
POSCAR_F6Zr2_4,F6Zr2_4,0.031449,0.11990883,0.021997783,0.25133514,0.03370834,1.6666662,-0.06771837
POSCAR_F6Zr2_4_st025,F6Zr2_4,0.02609,0.11990883,0.021375732,0.25133514,0.033607513,1.6666662,-0.068429306
POSCAR_F6Zr2_4_st050,F6Zr2_4,0.021832,0.11990883,0.020978002,0.25133514,0.0337754,1.6666662,-0.068787605
POSCAR_F6Zr2_4_st950,F6Zr2_4,0.047639,0.11990883,0.021747772,0.25133514,0.034739435,1.6666662,-0.067436345
POSCAR_F6Zr2_4_st975,F6Zr2_4,0.038416,0.11990883,0.022088783,0.25133514,0.034362692,1.6666662,-0.067666784
POSCAR_F6Zr2_4_x050,F6Zr2_4,0.029004,0.23929545,0.020473782,0.21109872,0.0387158,1.6666662,-0.06292139
POSCAR_F6Zr2_4_x950,F6Zr2_4,0.0327,0.12044831,0.021622473,0.25133514,0.033645056,1.6666662,-0.06857393
POSCAR_F6Zr2_4_x975,F6Zr2_4,0.032291,0.120167494,0.021973725,0.25133514,0.03390981,1.6666662,-0.06837312
POSCAR_F6Zr2_4_y025,F6Zr2_4,0.029376,0.11990126,0.022146638,0.25133514,0.033947,1.6666662,-0.067533925
POSCAR_F6Zr2_4_y050,F6Zr2_4,0.027122,0.1198893,0.02191236,0.25133514,0.03415269,1.6666662,-0.06804247
POSCAR_F6Zr2_4_y950,F6Zr2_4,0.035112,0.2440421,0.02076361,0.21109872,0.03761425,1.6666662,-0.062773824
POSCAR_F6Zr2_4_y975,F6Zr2_4,0.033425,0.11991275,0.021950291,0.25133514,0.03372578,1.6666662,-0.06771529
POSCAR_F6Zr2_4_z025,F6Zr2_4,0.028325,0.12016175,0.021409864,0.25133514,0.03309014,1.6666662,-0.06951638
POSCAR_F6Zr2_4_z050,F6Zr2_4,0.025284,0.12041344,0.02136933,0.25133514,0.032999232,1.6666662,-0.06872271
POSCAR_F6Zr2_4_z950,F6Zr2_4,0.037187,0.23904161,0.020677198,0.21109872,0.039042022,1.6666662,-0.06316149
POSCAR_F6Zr2_4_z975,F6Zr2_4,0.034464,0.11965511,0.022166733,0.25133514,0.03455308,1.6666662,-0.067595184
POSCAR_F8Mn2_1,F8Mn2_1,0.211302,0.7009198,0.048772257,0.0718644,-0.06912772,0.8333332,-0.003363349
POSCAR_F8Mn2_1_st025,F8Mn2_1,0.197819,0.7009198,0.048885223,0.0718644,-0.068543576,0.8333332,-0.0034885225
POSCAR_F8Mn2_1_st050,F8Mn2_1,0.174841,0.7009198,0.048781186,0.0718644,-0.06772891,0.8333332,-0.0036500627
POSCAR_F8Mn2_1_st950,F8Mn2_1,0.183754,0.7009198,0.049242336,0.0718644,-0.07087339,0.8333332,-0.0037926587
POSCAR_F8Mn2_1_st975,F8Mn2_1,0.259269,0.7009198,0.048690133,0.0718644,-0.07106458,0.8333332,-0.003445937
POSCAR_F8Mn2_1_z025,F8Mn2_1,0.205075,0.69057333,0.048796058,0.0718644,-0.068360716,0.8333332,-0.003383658
POSCAR_F8Mn2_1_z050,F8Mn2_1,0.188645,0.6791415,0.04888504,0.0718644,-0.06868065,0.8333332,-0.0037710634
POSCAR_F8Mn2_1_z950,F8Mn2_1,0.197822,0.6880276,0.04916531,0.0718644,-0.07047408,0.8333332,-0.0038242645
POSCAR_F8Mn2_1_z975,F8Mn2_1,0.214593,0.6944423,0.048710875,0.0718644,-0.07023297,0.8333332,-0.0032339487
POSCAR_F8Nb2_3,F8Nb2_3,0.055362,0.6164215,0.035183467,0.07178847,-0.042105287,1.2499996,-0.044013582
POSCAR_F8Nb2_3_st025,F8Nb2_3,0.047892,0.6164215,0.03513485,0.07178847,-0.042045314,1.2499996,-0.04410908
POSCAR_F8Nb2_3_st050,F8Nb2_3,0.042285,0.6164215,0.035014946,0.07178847,-0.041504677,1.2499996,-0.04373746
POSCAR_F8Nb2_3_st950,F8Nb2_3,0.073882,0.6164215,0.034457352,0.07178847,-0.044539876,1.2499996,-0.04554286
POSCAR_F8Nb2_3_st975,F8Nb2_3,0.063556,0.6164215,0.03464141,0.07178847,-0.042861182,1.2499996,-0.044620365
POSCAR_F8Nb2_3_z025,F8Nb2_3,0.052194,0.6235017,0.03540386,0.07178847,-0.041508432,1.2499996,-0.043807063
POSCAR_F8Nb2_3_z050,F8Nb2_3,0.051058,0.61998403,0.035632443,0.07178847,-0.043620408,1.2499996,-0.041624792
POSCAR_F8Nb2_3_z950,F8Nb2_3,0.0638,0.6023429,0.033321332,0.07178847,-0.04468833,1.2499996,-0.042812943
POSCAR_F8Nb2_3_z975,F8Nb2_3,0.058388,0.609364,0.034582086,0.07178847,-0.041826736,1.2499996,-0.043844666
POSCAR_F8Ni2_1,F8Ni2_1,0.296438,0.70480806,0.051076114,0.070209615,-0.066569194,0.5555555,0.014569917
POSCAR_F8Ni2_1_st025,F8Ni2_1,0.329039,0.70480806,0.051016346,0.070209615,-0.06705013,0.5555555,0.014361259
POSCAR_F8Ni2_1_st050,F8Ni2_1,0.305795,0.70480806,0.050955046,0.070209615,-0.06688635,0.5555555,0.014094481
POSCAR_F8Ni2_1_st950,F8Ni2_1,0.261936,0.70480806,0.051624507,0.070209615,-0.06714536,0.5555555,0.01467125
POSCAR_F8Ni2_1_st975,F8Ni2_1,0.243888,0.70480806,0.051138785,0.070209615,-0.0676206,0.5555555,0.014601473
POSCAR_F8Ni2_1_z025,F8Ni2_1,0.295774,0.70200896,0.05041321,0.070209615,-0.06657074,0.5555555,0.014263389
POSCAR_F8Ni2_1_z050,F8Ni2_1,0.282403,0.69186985,0.050563443,0.070209615,-0.0666363,0.5555555,0.013288508
POSCAR_F8Ni2_1_z950,F8Ni2_1,0.291805,0.6999563,0.051367357,0.070209615,-0.06902341,0.5555555,0.013906468
POSCAR_F8Ni2_1_z975,F8Ni2_1,0.297299,0.70235336,0.05083732,0.070209615,-0.06750068,0.5555555,0.014664858
POSCAR_F8V2_1,F8V2_1,0.159775,0.4658322,0.03048721,0.06975288,-0.04829487,1.2499996,-0.05084215
POSCAR_F8V2_1_st025,F8V2_1,0.153575,0.4658322,0.03003834,0.06975288,-0.04760209,1.2499996,-0.051487096
POSCAR_F8V2_1_st050,F8V2_1,0.148281,0.4658322,0.028388869,0.06975288,-0.048715547,1.2499996,-0.053960893
POSCAR_F8V2_1_st950,F8V2_1,0.182574,0.4658322,0.031264875,0.06975288,-0.049471978,1.2499996,-0.049877755
POSCAR_F8V2_1_st975,F8V2_1,0.169177,0.4658322,0.031029811,0.06975288,-0.048669267,1.2499996,-0.050737787
POSCAR_F8V2_1_z025,F8V2_1,0.160037,0.4714569,0.030369664,0.06975288,-0.047791045,1.2499996,-0.05183616
POSCAR_F8V2_1_z050,F8V2_1,0.160604,0.47705817,0.029863939,0.06975288,-0.047193274,1.2499996,-0.052836053
POSCAR_F8V2_1_z950,F8V2_1,0.160103,0.45452976,0.03087782,0.06975288,-0.050284337,1.2499996,-0.051226266
POSCAR_F8V2_1_z975,F8V2_1,0.159814,0.4601883,0.030767903,0.06975288,-0.048970114,1.2499996,-0.051562108
POSCAR_Fe2Ga5_1,Fe2Ga5_1,0.013193,1.7704107e-05,-0.20719343,0.22234474,0.0127372565,0.14285712,-0.0009185778
POSCAR_Fe2Ga5_1_st975,Fe2Ga5_1,0.01726,1.7704107e-05,-0.20745659,0.22234474,0.012797253,0.14285712,-0.0009986149
POSCAR_Fe2Ga5_1_x025,Fe2Ga5_1,0.030495,1.7424207e-05,-0.20586535,0.22234474,0.0125655895,0.14285712,-0.0009295894
POSCAR_Fe2Ga5_1_x050,Fe2Ga5_1,0.008414,1.7148384e-05,-0.20736572,0.22234474,0.012533205,0.14285712,-0.00082473643
POSCAR_Fe2Ga5_1_x950,Fe2Ga5_1,0.009929,1.827533e-05,-0.21112047,0.22234474,0.012791528,0.14285712,-0.00042049002
POSCAR_Fe2Ga5_1_x975,Fe2Ga5_1,0.011001,1.7987892e-05,-0.20891693,0.22234474,0.012747124,0.14285712,-0.0008283097
POSCAR_Fe2Ga5_1_y025,Fe2Ga5_1,0.015222,1.7788181e-05,-0.20985664,0.22234474,0.01260213,0.14285712,-0.00050481485
POSCAR_Fe2Ga5_1_y050,Fe2Ga5_1,0.006595,1.7870148e-05,-0.2119746,0.22234474,0.012501835,0.14285712,-0.00023479588
POSCAR_Fe2Ga5_1_y950,Fe2Ga5_1,0.006837,1.7529737e-05,-0.20547533,0.22234474,0.012797573,0.14285712,-0.0007086518
POSCAR_Fe2Ga5_1_y975,Fe2Ga5_1,0.027718,1.7617947e-05,-0.2054025,0.22234474,0.0126832025,0.14285712,-0.0010058436
POSCAR_Fe2Ga5_1_z025,Fe2Ga5_1,0.006917,1.7899232e-05,-0.20662214,0.22234474,0.012623885,0.14285712,-0.0008471849
POSCAR_Fe2Ga5_1_z050,Fe2Ga5_1,0.004392,1.809109e-05,-0.20852987,0.22234474,0.012709248,0.14285712,-0.0007678661
POSCAR_Fe2Ga5_1_z950,Fe2Ga5_1,0.006575,1.7304119e-05,-0.2105601,0.22234474,0.012929765,0.14285712,-0.0004281265
POSCAR_Fe2Ga5_1_z975,Fe2Ga5_1,0.011075,1.7505728e-05,-0.2084988,0.22234474,0.012643882,0.14285712,-0.00092075724
POSCAR_Fe2Ge1_1,Fe2Ge1_1,0.033693,0.003132227,-0.19526826,0.16666667,0.004157055,0.28571424,0.0021793405
POSCAR_Fe2Ge1_1_st025,Fe2Ge1_1,0.032183,0.003132227,-0.1970803,0.16666667,0.0041895155,0.28571424,0.0023561344
POSCAR_Fe2Ge1_1_st050,Fe2Ge1_1,0.029721,0.003132227,-0.20020378,0.16666667,0.0039651548,0.28571424,0.0025594374
POSCAR_Fe2Ge1_1_st950,Fe2Ge1_1,0.035676,0.003132227,-0.18885711,0.16666667,0.003764999,0.28571424,0.0015595227
POSCAR_Fe2Ge1_1_st975,Fe2Ge1_1,0.035315,0.003132227,-0.19016117,0.16666667,0.0040673334,0.28571424,0.0020432093
POSCAR_Fe2Ge1_1_x025,Fe2Ge1_1,0.029778,0.003214884,-0.19877055,0.16666667,0.0038273982,0.28571424,0.002393429
POSCAR_Fe2Ge1_1_x050,Fe2Ge1_1,0.029667,0.0032971413,-0.2004432,0.16666667,0.003725512,0.28571424,0.0026064743
POSCAR_Fe2Ge1_1_x950,Fe2Ge1_1,0.026226,0.00296585,-0.19312091,0.16666667,0.0038238214,0.28571424,0.0021251112
POSCAR_Fe2Ge1_1_x975,Fe2Ge1_1,0.03074,0.0030492037,-0.19307165,0.16666667,0.0038920871,0.28571424,0.0020846778
POSCAR_Fe2Ge1_1_y025,Fe2Ge1_1,0.030725,0.0031370479,-0.19845249,0.16666667,0.0039428505,0.28571424,0.0023506572
POSCAR_Fe2Ge1_1_y050,Fe2Ge1_1,0.034187,0.0031412565,-0.20007013,0.16666667,0.003836789,0.28571424,0.0025375606
POSCAR_Fe2Ge1_1_y950,Fe2Ge1_1,0.024975,0.0031207013,-0.19325764,0.16666667,0.0038257586,0.28571424,0.0021538234
POSCAR_Fe2Ge1_1_y975,Fe2Ge1_1,0.029755,0.003126782,-0.19317627,0.16666667,0.003929267,0.28571424,0.0021006055
POSCAR_Fe2Ge1_1_z025,Fe2Ge1_1,0.026456,0.003045298,-0.19873105,0.16666667,0.003936611,0.28571424,0.0020496175
POSCAR_Fe2Ge1_1_z050,Fe2Ge1_1,0.021978,0.0029604915,-0.19890569,0.16666667,0.003808698,0.28571424,0.0024220678
POSCAR_Fe2Ge1_1_z950,Fe2Ge1_1,0.045156,0.003312264,-0.19935702,0.16666667,0.003779894,0.28571424,0.002312255
POSCAR_Fe2Ge1_1_z975,Fe2Ge1_1,0.03965,0.0032212352,-0.1981986,0.16666667,0.003878684,0.28571424,0.0022777985
POSCAR_Fe2Ge1_2,Fe2Ge1_2,0.016406,0.006186165,-0.1774543,0.60519046,0.025154117,0.28571424,0.0016570132
POSCAR_Fe2Ge1_2_st025,Fe2Ge1_2,0.015644,0.006186165,-0.18003961,0.60857415,0.02529264,0.28571424,0.001896885
POSCAR_Fe2Ge1_2_st050,Fe2Ge1_2,0.014895,0.006186165,-0.18521594,0.5,0.025371652,0.28571424,0.0019734185
POSCAR_Fe2Ge1_2_x050,Fe2Ge1_2,0.018319,0.0060246997,-0.18305099,0.63545,0.025180433,0.28571424,0.0021544725
POSCAR_Fe2Ge1_2_x950,Fe2Ge1_2,0.018879,0.006353139,-0.17707731,0.5,0.024764553,0.28571424,0.0017581829
POSCAR_Fe2Ge1_2_x975,Fe2Ge1_2,0.017839,0.0062689795,-0.17453395,0.5,0.024609957,0.28571424,0.0014412496
POSCAR_Fe2Ge1_2_y025,Fe2Ge1_2,0.015398,0.006354906,-0.1809196,0.59373087,0.025765108,0.28571424,0.0019804873
POSCAR_Fe2Ge1_2_y950,Fe2Ge1_2,0.017769,0.0058507137,-0.18656766,0.5,0.02380715,0.28571424,0.0015032563
POSCAR_Fe2Ge1_2_y975,Fe2Ge1_2,0.019666,0.0060180835,-0.1757815,0.5,0.024285382,0.28571424,0.001495558
POSCAR_Fe2Ge1_2_z025,Fe2Ge1_2,0.017105,0.0061006597,-0.18032375,0.5,0.024699774,0.28571424,0.0018191714
POSCAR_Fe2Ge1_2_z050,Fe2Ge1_2,0.018413,0.006016736,-0.18121015,0.5,0.024679594,0.28571424,0.0019189545
POSCAR_Fe2Ge2_1,Fe2Ge2_1,0.967852,0.6974468,0.07307938,0.33333334,0.031778466,0.28571424,-0.0026440227
POSCAR_Fe2Ge2_1_st025,Fe2Ge2_1,0.77872,0.6974468,0.073947534,0.33333334,0.032406505,0.28571424,-0.0013047705
POSCAR_Fe2Ge2_1_st050,Fe2Ge2_1,0.593408,0.6974468,0.07266614,0.33333334,0.03334758,0.28571424,-0.0010081134
POSCAR_Fe2Ge2_1_st950,Fe2Ge2_1,0.933279,0.6974468,0.06634068,0.33333334,0.027890291,0.28571424,-0.006081046
POSCAR_Fe2Ge2_1_st975,Fe2Ge2_1,0.858752,0.6974468,0.07107295,0.33333334,0.03047559,0.28571424,-0.0060341503
POSCAR_Fe2Ge2_1_x025,Fe2Ge2_1,0.896476,0.7027534,0.07916402,0.33333334,0.036899425,0.28571424,0.0021837254
POSCAR_Fe2Ge2_1_x050,Fe2Ge2_1,0.861764,0.70811355,0.078428544,0.33333334,0.035929695,0.28571424,0.0028345543
POSCAR_Fe2Ge2_1_x950,Fe2Ge2_1,1.004804,0.68703127,0.07375397,0.33333334,0.03571956,0.28571424,-0.000121603276
POSCAR_Fe2Ge2_1_x975,Fe2Ge2_1,0.854645,0.692203,0.079160534,0.33333334,0.037439108,0.28571424,0.0011120861
POSCAR_Fe2Ge2_1_y025,Fe2Ge2_1,0.896932,0.70275074,0.07918753,0.33333334,0.036879957,0.28571424,0.0022570747
POSCAR_Fe2Ge2_1_y050,Fe2Ge2_1,0.861249,0.70810837,0.07847703,0.33333334,0.03590513,0.28571424,0.0028504755
POSCAR_Fe2Ge2_1_y950,Fe2Ge2_1,1.004193,0.6870371,0.0737959,0.33333334,0.035742167,0.28571424,-7.450424e-05
POSCAR_Fe2Ge2_1_y975,Fe2Ge2_1,0.853975,0.69220585,0.07914438,0.33333334,0.037550423,0.28571424,0.0010622826
POSCAR_Fe2Ge2_1_z025,Fe2Ge2_1,0.707259,0.68692535,0.07328324,0.33333334,0.032076977,0.28571424,-0.0011516797
POSCAR_Fe2Ge2_1_z050,Fe2Ge2_1,0.709558,0.6764684,0.0741765,0.33333334,0.033584572,0.28571424,-0.0006230661
POSCAR_Fe2Ge2_1_z950,Fe2Ge2_1,1.009287,0.71864617,0.068877965,0.33333334,0.027489686,0.28571424,-0.0064593814
POSCAR_Fe2Ge2_1_z975,Fe2Ge2_1,0.990163,0.7080237,0.07531093,0.33333334,0.030597512,0.28571424,-0.0030712942
