trial_number,value,best_sse_overall
513,0.6343237161636353,0.8494633436203003
514,0.7550914287567139,0.8494633436203003
515,0.814385175704956,0.8494633436203003
516,0.6332178115844727,0.8494633436203003
517,0.7692475318908691,0.8494633436203003
518,0.6770234107971191,0.8494633436203003
519,0.6633427143096924,0.8494633436203003
520,0.5674993991851807,0.8494633436203003
521,0.4856393337249756,0.8494633436203003
522,0.3079659640789032,0.8494633436203003
523,0.5464335680007935,0.8494633436203003
524,0.4240066111087799,0.8494633436203003
525,0.6392563581466675,0.8494633436203003
526,0.6042261123657227,0.8494633436203003
527,0.7425315380096436,0.8494633436203003
528,0.4589173197746277,0.8494633436203003
529,0.5121933221817017,0.8494633436203003
530,0.607744574546814,0.8494633436203003
531,0.2727186679840088,0.8494633436203003
532,0.435492068529129,0.8494633436203003
533,0.7617154121398926,0.8494633436203003
534,0.6862466335296631,0.8494633436203003
535,0.3934716284275055,0.8494633436203003
536,0.4634638130664825,0.8494633436203003
537,0.4922518134117126,0.8494633436203003
538,0.5135139226913452,0.8494633436203003
539,0.5601155757904053,0.8494633436203003
540,0.4724778234958648,0.8494633436203003
541,0.614415168762207,0.8494633436203003
542,0.5701296329498291,0.8494633436203003
543,0.4530938565731048,0.8494633436203003
544,0.412776231765747,0.8494633436203003
545,0.5854074954986572,0.8494633436203003
546,0.5097849369049072,0.8494633436203003
547,0.591956377029419,0.8494633436203003
548,0.4681160748004913,0.8494633436203003
549,0.4207098186016083,0.8494633436203003
550,0.3850439786911011,0.8494633436203003
551,0.5741349458694458,0.8494633436203003
552,0.6146408319473267,0.8494633436203003
553,0.4275701940059662,0.8494633436203003
554,0.6041557788848877,0.8494633436203003
555,0.4628036022186279,0.8494633436203003
556,0.5805734395980835,0.8494633436203003
557,0.4623081982135772,0.8494633436203003
558,0.4939365983009338,0.8494633436203003
559,0.4159142673015594,0.8494633436203003
560,0.5669437646865845,0.8494633436203003
561,0.6745965480804443,0.8494633436203003
562,0.3808392286300659,0.8494633436203003
563,0.4564387798309326,0.8494633436203003
564,0.6931523084640503,0.8494633436203003
565,0.3685068786144256,0.8494633436203003
566,0.6213243007659912,0.8494633436203003
567,0.4672805964946747,0.8494633436203003
568,0.6470366716384888,0.8494633436203003
569,0.6548871994018555,0.8494633436203003
570,0.5547353029251099,0.8494633436203003
571,0.6219333410263062,0.8494633436203003
572,0.4749727249145508,0.8494633436203003
573,0.627377986907959,0.8494633436203003
574,0.6295690536499023,0.8494633436203003
575,0.4798297882080078,0.8494633436203003
576,0.6155304908752441,0.8494633436203003
577,0.6668342351913452,0.8494633436203003
578,0.717111349105835,0.8494633436203003
579,0.81905198097229,0.8494633436203003
580,0.6736220121383667,0.8494633436203003
581,0.6640268564224243,0.8494633436203003
582,0.5861738920211792,0.8494633436203003
583,0.5678620338439941,0.8494633436203003
584,0.7658129930496216,0.8494633436203003
585,0.50874924659729,0.8494633436203003
586,0.3159345090389251,0.8494633436203003
587,0.5053129196166992,0.8494633436203003
588,0.486881822347641,0.8494633436203003
589,0.6393276453018188,0.8494633436203003
590,0.4438714683055877,0.8494633436203003
591,0.4896716475486755,0.8494633436203003
592,0.7068876028060913,0.8494633436203003
593,0.3846271932125091,0.8494633436203003
594,0.7009153366088867,0.8494633436203003
595,0.5834898948669434,0.8494633436203003
596,0.6411834955215454,0.8494633436203003
597,0.5093567371368408,0.8494633436203003
598,0.6675747632980347,0.8494633436203003
599,0.6249135732650757,0.8494633436203003
600,0.519494891166687,0.8494633436203003
601,0.4835647642612457,0.8494633436203003
602,0.5680415630340576,0.8494633436203003
603,0.4994798600673675,0.8494633436203003
604,0.572223424911499,0.8494633436203003
605,0.6989176273345947,0.8494633436203003
606,0.6103726625442505,0.8494633436203003
607,0.4224745333194732,0.8494633436203003
608,0.6678282022476196,0.8494633436203003
609,0.5970525741577148,0.8494633436203003
610,0.5887839794158936,0.8494633436203003
611,0.6914559602737427,0.8494633436203003
612,0.5545051097869873,0.8494633436203003
613,0.606005072593689,0.8494633436203003
614,0.7390917539596558,0.8494633436203003
615,0.5388764142990112,0.8494633436203003
616,0.8253432512283325,0.8494633436203003
617,0.512171745300293,0.8494633436203003
618,0.6010081768035889,0.8494633436203003
619,0.2505650222301483,0.8494633436203003
620,0.6240652799606323,0.8494633436203003
621,0.4390561580657959,0.8494633436203003
622,0.2729706764221191,0.8494633436203003
623,0.4365550875663757,0.8494633436203003
624,0.7705663442611694,0.8494633436203003
625,0.6940158605575562,0.8494633436203003
626,0.490825206041336,0.8494633436203003
627,0.4441806972026825,0.8494633436203003
628,0.6585054397583008,0.8494633436203003
629,0.3348146975040436,0.8494633436203003
630,0.7906979322433472,0.8494633436203003
631,0.6932507753372192,0.8494633436203003
632,0.5060220956802368,0.8494633436203003
633,0.6159723997116089,0.8494633436203003
634,0.3313878178596496,0.8494633436203003
635,0.7779927253723145,0.8494633436203003
636,0.4881142079830169,0.8494633436203003
637,0.4012706875801086,0.8494633436203003
638,0.4298359751701355,0.8494633436203003
639,0.756616473197937,0.8494633436203003
640,0.5818792581558228,0.8494633436203003
641,0.4511304199695587,0.8494633436203003
642,0.4627852141857147,0.8494633436203003
643,0.4940710961818695,0.8494633436203003
644,0.6921632289886475,0.8494633436203003
645,0.654121994972229,0.8494633436203003
646,0.5865135192871094,0.8494633436203003
647,0.5450705289840698,0.8494633436203003
648,0.5255199670791626,0.8494633436203003
649,0.468108594417572,0.8494633436203003
650,0.4556311666965484,0.8494633436203003
651,0.6230471134185791,0.8494633436203003
652,0.4715596139431,0.8494633436203003
653,0.425943911075592,0.8494633436203003
654,0.6690603494644165,0.8494633436203003
655,0.5260670185089111,0.8494633436203003
656,0.5683146715164185,0.8494633436203003
657,0.6912587881088257,0.8494633436203003
658,0.2638944685459137,0.8494633436203003
659,0.4096403419971466,0.8494633436203003
660,0.7163108587265015,0.8494633436203003
661,0.5999941825866699,0.8494633436203003
662,0.6587162017822266,0.8494633436203003
663,0.6994199752807617,0.8494633436203003
664,0.3973149955272674,0.8494633436203003
665,0.5325634479522705,0.8494633436203003
666,0.3530556559562683,0.8494633436203003
667,0.6213074922561646,0.8494633436203003
668,0.516608715057373,0.8494633436203003
669,0.5504662990570068,0.8494633436203003
670,0.4865930676460266,0.8494633436203003
671,0.6399997472763062,0.8494633436203003
672,0.6683598756790161,0.8494633436203003
673,0.4886477291584015,0.8494633436203003
674,0.477920651435852,0.8494633436203003
675,0.4711014926433563,0.8494633436203003
676,0.7062383890151978,0.8494633436203003
677,0.7149372100830078,0.8494633436203003
678,0.5752619504928589,0.8494633436203003
679,0.2794613838195801,0.8494633436203003
680,0.3804853558540344,0.8494633436203003
681,0.585688591003418,0.8494633436203003
682,0.4407814145088196,0.8494633436203003
683,0.6052289009094238,0.8494633436203003
684,0.3302781879901886,0.8494633436203003
685,0.5377588272094727,0.8494633436203003
686,0.2900972068309784,0.8494633436203003
687,0.4781250059604645,0.8494633436203003
688,0.4576338231563568,0.8494633436203003
689,0.4548064470291137,0.8494633436203003
690,0.6196950674057007,0.8494633436203003
691,0.3914049565792084,0.8494633436203003
692,0.438792735338211,0.8494633436203003
693,0.4389550685882568,0.8494633436203003
694,0.5890272855758667,0.8494633436203003
695,0.3859272599220276,0.8494633436203003
696,0.6573729515075684,0.8494633436203003
697,0.6375882625579834,0.8494633436203003
698,0.4864759743213653,0.8494633436203003
699,0.5673938989639282,0.8494633436203003
700,0.5656090974807739,0.8494633436203003
701,0.5506080389022827,0.8494633436203003
702,0.7586531639099121,0.8494633436203003
703,0.6530517339706421,0.8494633436203003
704,0.5656499862670898,0.8494633436203003
705,0.6291836500167847,0.8494633436203003
706,0.7182787656784058,0.8494633436203003
707,0.6557188034057617,0.8494633436203003
708,0.6697193384170532,0.8494633436203003
709,0.6851475238800049,0.8494633436203003
710,0.6531823873519897,0.8494633436203003
711,0.6794795989990234,0.8494633436203003
712,0.3075502514839172,0.8494633436203003
713,0.536125659942627,0.8494633436203003
714,0.3070332407951355,0.8494633436203003
715,0.2673079073429107,0.8494633436203003
716,0.4226673245429992,0.8494633436203003
717,0.4746095538139343,0.8494633436203003
718,0.7237539291381836,0.8494633436203003
719,0.5606577396392822,0.8494633436203003
720,0.5402499437332153,0.8494633436203003
721,0.2929250299930572,0.8494633436203003
