filename,kp_idx,band,spin,mag_elem,nonmag_elem,s_tot,s_mag_tot,d_mag_tot,s_nonmag_tot,p_nonmag_tot,p_tot,d_tot,total_occ,s_global,p_global,d_global,pd_hybrid_minimum,pd_hybrid_geometric,pd_hybrid_product,p_to_d_ratio,sse,pd_ratio
POSCAR_Al2Fe2_2_x050,374,11,down,Fe,Al,0.088,0.07,0.469,0.018000000000000002,0.031,0.031,0.469,0.588,0.14965986394557823,0.05272108843537415,0.7976190476190477,0.1054421768707483,0.4101284888776332,0.1682053773890509,0.06609808102345416,0.007001,0.1428571224489825
POSCAR_Al2Fe2_2_x050,374,11,up,Fe,Al,0.088,0.07,0.467,0.018000000000000002,0.031,0.031,0.467,0.5860000000000001,0.15017064846416378,0.05290102389078498,0.7969283276450512,0.10580204778156996,0.4106498484109993,0.16863329799997667,0.06638115631691649,0.007001,0.1428571224489825
POSCAR_Al2Fe2_2_x950,408,11,down,Fe,Al,0.012,0.007,0.5980000000000001,0.005,0.047,0.047,0.5980000000000001,0.657,0.0182648401826484,0.0715372907153729,0.9101978691019788,0.1430745814307458,0.5103453323797963,0.26045235828184476,0.0785953177257525,0.010943,0.1428571224489825
POSCAR_Al2Fe2_2_x950,408,11,up,Fe,Al,0.012,0.007,0.5980000000000001,0.005,0.047,0.047,0.5980000000000001,0.657,0.0182648401826484,0.0715372907153729,0.9101978691019788,0.1430745814307458,0.5103453323797963,0.26045235828184476,0.0785953177257525,0.010943,0.1428571224489825
POSCAR_Al2Fe2_2_x975,374,11,down,Fe,Al,0.027,0.018000000000000002,0.6659999999999999,0.009000000000000001,0.038,0.038,0.6659999999999999,0.7309999999999999,0.03693570451436389,0.051983584131326956,0.9110807113543092,0.10396716826265391,0.4352527578734726,0.1894449632364638,0.05705705705705706,0.031944,0.1428571224489825
POSCAR_Al2Fe2_2_x975,374,11,up,Fe,Al,0.027,0.018000000000000002,0.6619999999999999,0.009000000000000001,0.039,0.039,0.6619999999999999,0.728,0.03708791208791209,0.053571428571428575,0.9093406593406592,0.10714285714285715,0.4414280379811137,0.19485871271585556,0.05891238670694865,0.031944,0.1428571224489825
POSCAR_Al2Fe2_2_y025,172,12,down,Fe,Al,0.02,0.005,0.643,0.015,0.029,0.029,0.643,0.6920000000000001,0.028901734104046242,0.04190751445086705,0.9291907514450867,0.0838150289017341,0.3946647936859683,0.15576029937518793,0.04510108864696734,0.014834,0.1428571224489825
POSCAR_Al2Fe2_2_y025,172,12,up,Fe,Al,0.02,0.005,0.6389999999999999,0.015,0.029,0.029,0.6389999999999999,0.688,0.029069767441860468,0.04215116279069768,0.9287790697674418,0.08430232558139536,0.39572271992575914,0.1565964710654408,0.04538341158059469,0.014834,0.1428571224489825
POSCAR_Al2Fe2_2_y950,244,11,down,Fe,Al,0.022,0.012,0.6300000000000001,0.009999999999999998,0.047,0.047,0.6300000000000001,0.6990000000000001,0.03147353361945636,0.06723891273247495,0.9012875536480688,0.1344778254649499,0.492347824882403,0.24240638066643333,0.07460317460317459,0.005462,0.1428571224489825
POSCAR_Al2Fe2_2_y950,244,11,up,Fe,Al,0.022,0.012,0.6290000000000001,0.009999999999999998,0.047,0.047,0.6290000000000001,0.6980000000000002,0.0315186246418338,0.06733524355300857,0.9011461318051576,0.13467048710601714,0.49266172679416387,0.24271557704780738,0.07472178060413354,0.005462,0.1428571224489825
POSCAR_Al2Fe2_2_z050,374,11,down,Fe,Al,0.024,0.019,0.6859999999999999,0.005,0.036000000000000004,0.036000000000000004,0.6859999999999999,0.746,0.032171581769437,0.0482573726541555,0.9195710455764075,0.096514745308311,0.4213126280013553,0.17750433051340841,0.05247813411078718,0.017962,0.1428571224489825
POSCAR_Al2Fe2_2_z050,374,11,up,Fe,Al,0.025,0.02,0.688,0.005,0.037,0.037,0.688,0.75,0.03333333333333333,0.04933333333333333,0.9173333333333332,0.09866666666666667,0.4254649744038214,0.18102044444444443,0.05377906976744186,0.017962,0.1428571224489825
