filename,kp_idx,band,spin,mag_elem,nonmag_elem,s_tot,s_mag_tot,d_mag_tot,s_nonmag_tot,p_nonmag_tot,p_tot,d_tot,total_occ,s_global,p_global,d_global,pd_hybrid_minimum,pd_hybrid_geometric,pd_hybrid_product,p_to_d_ratio,sse,pd_ratio
POSCAR_Cl6Nb2_1,29,33,up,Nb,Cl,0.003,0.002,0.6220000000000001,0.001,0.222,0.222,0.6220000000000001,0.8470000000000001,0.0035419126328217233,0.26210153482880755,0.7343565525383707,0.5242030696576151,0.8774416893033948,0.7699039181275953,0.3569131832797427,0.181156,1.249999687500078
POSCAR_Cl6Nb2_1_st025,106,33,down,Nb,Cl,0.003,0.001,0.6060000000000001,0.002,0.25,0.25,0.6060000000000001,0.8590000000000001,0.0034924330616996502,0.29103608847497087,0.7054714784633295,0.5820721769499417,0.9062398349722265,0.8212706384904882,0.4125412541254125,0.165758,1.249999687500078
POSCAR_Cl6Nb2_1_st025,106,33,up,Nb,Cl,0.0,0.0,0.675,0.0,0.179,0.179,0.675,0.8540000000000001,0.0,0.20960187353629972,0.7903981264637002,0.41920374707259944,0.8140489620320702,0.662675712585491,0.26518518518518513,0.165758,1.249999687500078
POSCAR_Cl6Nb2_1_st050,106,33,down,Nb,Cl,0.003,0.001,0.5640000000000001,0.002,0.287,0.287,0.5640000000000001,0.8540000000000001,0.0035128805620608895,0.33606557377049173,0.6604215456674473,0.6721311475409835,0.9422206656089128,0.8877797827005027,0.5088652482269502,0.161641,1.249999687500078
POSCAR_Cl6Nb2_1_st050,106,33,up,Nb,Cl,0.0,0.0,0.6410000000000001,0.0,0.20900000000000002,0.20900000000000002,0.6410000000000001,0.8500000000000001,0.0,0.24588235294117647,0.7541176470588236,0.49176470588235294,0.8612182567811419,0.7416968858131489,0.32605304212168484,0.161641,1.249999687500078
POSCAR_Cl6Nb2_1_st950,107,33,down,Nb,Cl,0.005,0.002,0.645,0.003,0.21000000000000002,0.21000000000000002,0.645,0.8600000000000001,0.005813953488372092,0.2441860465116279,0.7499999999999999,0.4883720930232558,0.8558961032361835,0.7325581395348836,0.32558139534883723,0.238798,1.249999687500078
POSCAR_Cl6Nb2_1_st950,107,33,up,Nb,Cl,0.0,0.0,0.6930000000000001,0.0,0.14500000000000002,0.14500000000000002,0.6930000000000001,0.8380000000000001,0.0,0.1730310262529833,0.8269689737470167,0.3460620525059666,0.7565481880404518,0.5723651608272908,0.20923520923520925,0.238798,1.249999687500078
POSCAR_Cl6Nb2_1_st975,29,33,down,Nb,Cl,0.0,0.0,0.6930000000000001,0.0,0.14500000000000002,0.14500000000000002,0.6930000000000001,0.8380000000000001,0.0,0.1730310262529833,0.8269689737470167,0.3460620525059666,0.7565481880404518,0.5723651608272908,0.20923520923520925,0.205939,1.249999687500078
POSCAR_Cl6Nb2_1_st975,29,33,up,Nb,Cl,0.003,0.002,0.625,0.001,0.208,0.208,0.625,0.836,0.0035885167464114833,0.24880382775119617,0.7476076555023924,0.49760765550239233,0.8625720754698539,0.7440305853803714,0.3328,0.205939,1.249999687500078
POSCAR_Cl6Nb2_1_x975,107,33,down,Nb,Cl,0.002,0.001,0.637,0.001,0.23199999999999998,0.23199999999999998,0.637,0.871,0.002296211251435132,0.2663605051664753,0.7313432835820896,0.5327210103329506,0.8827252493613948,0.7792038658601367,0.36420722135007844,0.193386,1.249999687500078
POSCAR_Cl6Nb2_1_x975,107,33,up,Nb,Cl,0.0,0.0,0.6890000000000001,0.0,0.167,0.167,0.6890000000000001,0.8560000000000001,0.0,0.1950934579439252,0.8049065420560747,0.3901869158878504,0.7925452683888967,0.6281280024456283,0.24238026124818576,0.193386,1.249999687500078
POSCAR_Cl6Nb2_1_y975,71,33,down,Nb,Cl,0.001,0.001,0.6970000000000001,0.0,0.16,0.16,0.6970000000000001,0.8580000000000001,0.0011655011655011655,0.18648018648018647,0.8123543123543123,0.37296037296037293,0.7784291455381558,0.6059519346232632,0.22955523672883785,0.187295,1.249999687500078
POSCAR_Cl6Nb2_1_y975,71,33,up,Nb,Cl,0.002,0.001,0.6450000000000001,0.001,0.222,0.222,0.6450000000000001,0.8690000000000001,0.002301495972382048,0.25546605293440733,0.7422324510932107,0.5109321058688147,0.8708965372318644,0.7584607785624522,0.3441860465116278,0.187295,1.249999687500078
POSCAR_Cl6Nb2_1_z025,107,33,down,Nb,Cl,0.002,0.001,0.6270000000000001,0.001,0.243,0.243,0.6270000000000001,0.8720000000000001,0.002293577981651376,0.27866972477064217,0.7190366972477065,0.5573394495412843,0.8952625503661145,0.8014950340880397,0.3875598086124401,0.172583,1.249999687500078
POSCAR_Cl6Nb2_1_z025,107,33,up,Nb,Cl,0.0,0.0,0.689,0.0,0.17600000000000002,0.17600000000000002,0.689,0.865,0.0,0.20346820809248556,0.7965317919075144,0.4069364161849711,0.8051556281567398,0.6482755855524742,0.2554426705370102,0.172583,1.249999687500078
POSCAR_Cl6Nb2_1_z050,99,33,down,Nb,Cl,0.006,0.004,0.625,0.002,0.21999999999999997,0.21999999999999997,0.625,0.851,0.007050528789659225,0.25851938895417154,0.7344300822561692,0.5170387779083431,0.8714686823849193,0.7594576643777072,0.352,0.170124,1.249999687500078
POSCAR_Cl6Nb2_1_z050,99,33,up,Nb,Cl,0.001,0.0,0.697,0.001,0.163,0.163,0.697,0.861,0.0011614401858304297,0.18931475029036005,0.8095238095238095,0.3786295005807201,0.7829554210913952,0.6130191914164039,0.2338593974175036,0.170124,1.249999687500078
POSCAR_Cl6Nb2_1_z950,29,33,down,Nb,Cl,0.0,0.0,0.6910000000000001,0.0,0.148,0.148,0.6910000000000001,0.8390000000000001,0.0,0.17640047675804527,0.8235995232419547,0.35280095351609053,0.7623210571867463,0.5811333942303184,0.21418234442836467,0.216265,1.249999687500078
POSCAR_Cl6Nb2_1_z950,29,33,up,Nb,Cl,0.002,0.001,0.6050000000000001,0.001,0.20800000000000002,0.20800000000000002,0.6050000000000001,0.8150000000000002,0.0024539877300613494,0.25521472392638034,0.7423312883435582,0.5104294478527607,0.8705259900003341,0.7578154992660618,0.343801652892562,0.216265,1.249999687500078
POSCAR_Cl6Nb2_1_z975,29,33,down,Nb,Cl,0.0,0.0,0.6930000000000001,0.0,0.152,0.152,0.6930000000000001,0.8450000000000001,0.0,0.1798816568047337,0.8201183431952662,0.3597633136094674,0.7681777043104484,0.5900969853996707,0.2193362193362193,0.20183,1.249999687500078
POSCAR_Cl6Nb2_1_z975,29,33,up,Nb,Cl,0.003,0.002,0.619,0.001,0.215,0.215,0.619,0.837,0.003584229390681004,0.25686977299880526,0.7395459976105138,0.5137395459976105,0.8717041069729743,0.7598680501135506,0.3473344103392569,0.20183,1.249999687500078
POSCAR_Cl6Pd2_1,87,31,down,Pd,Cl,0.012,0.007,0.24500000000000002,0.005,0.525,0.525,0.24500000000000002,0.782,0.015345268542199489,0.6713554987212276,0.3132992327365729,0.6265984654731458,0.9172462322470228,0.8413406505713594,2.142857142857143,0.140605,0.5555554938271674
POSCAR_Cl6Pd2_1,87,31,up,Pd,Cl,0.012,0.008,0.21100000000000002,0.004,0.5630000000000001,0.5630000000000001,0.21100000000000002,0.786,0.015267175572519083,0.7162849872773537,0.26844783715012727,0.5368956743002545,0.8770066262411295,0.7691406224708481,2.6682464454976302,0.140605,0.5555554938271674
POSCAR_Cl6Pd2_1_st025,20,22,down,Pd,Cl,0.011,0.006,0.07499999999999998,0.005,0.573,0.573,0.07499999999999998,0.6589999999999999,0.016691957511380882,0.8694992412746586,0.11380880121396053,0.22761760242792106,0.6291475703073711,0.3958266652236685,7.6400000000000015,0.139208,0.5555554938271674
POSCAR_Cl6Pd2_1_st025,20,22,up,Pd,Cl,0.013000000000000001,0.009000000000000001,0.084,0.004,0.573,0.573,0.084,0.6699999999999999,0.019402985074626868,0.8552238805970149,0.12537313432835823,0.25074626865671645,0.654895712195184,0.4288883938516374,6.82142857142857,0.139208,0.5555554938271674
POSCAR_Cl6Pd2_1_st050,20,22,down,Pd,Cl,0.009000000000000001,0.006,0.07899999999999999,0.003,0.572,0.572,0.07899999999999999,0.6599999999999999,0.01363636363636364,0.8666666666666667,0.11969696969696969,0.23939393939393938,0.6441657356220486,0.41494949494949496,7.2405063291139244,0.157869,0.5555554938271674
POSCAR_Cl6Pd2_1_st050,20,22,up,Pd,Cl,0.014,0.01,0.088,0.004,0.5670000000000001,0.5670000000000001,0.088,0.669,0.02092675635276532,0.8475336322869955,0.13153961136023914,0.2630792227204783,0.6677851289322434,0.4459369784230529,6.443181818181819,0.157869,0.5555554938271674
POSCAR_Cl6Pd2_1_st950,87,31,down,Pd,Cl,0.023,0.011,0.321,0.012,0.463,0.463,0.321,0.807,0.028500619578686492,0.573729863692689,0.39776951672862454,0.7955390334572491,0.9554313174976431,0.9128490024552821,1.442367601246106,0.154469,0.5555554938271674
POSCAR_Cl6Pd2_1_st950,87,31,up,Pd,Cl,0.026000000000000002,0.014,0.28200000000000003,0.012,0.502,0.502,0.28200000000000003,0.81,0.03209876543209877,0.619753086419753,0.34814814814814815,0.6962962962962963,0.9290121406012652,0.863063557384545,1.780141843971631,0.154469,0.5555554938271674
POSCAR_Cl6Pd2_1_st975,87,31,down,Pd,Cl,0.019,0.01,0.28800000000000003,0.009000000000000001,0.491,0.491,0.28800000000000003,0.798,0.023809523809523808,0.6152882205513784,0.3609022556390978,0.7218045112781956,0.9424625332927759,0.8882356266606366,1.704861111111111,0.147246,0.5555554938271674
POSCAR_Cl6Pd2_1_st975,87,31,up,Pd,Cl,0.019,0.011,0.25,0.008,0.531,0.531,0.25,0.8,0.023749999999999997,0.66375,0.3125,0.625,0.9108718351118339,0.8296874999999999,2.124,0.147246,0.5555554938271674
POSCAR_Cl6Pd2_1_z025,87,31,down,Pd,Cl,0.012,0.007,0.227,0.005,0.538,0.538,0.227,0.777,0.015444015444015444,0.6924066924066924,0.29214929214929214,0.5842985842985843,0.8995245968088874,0.8091445002641914,2.3700440528634363,0.134424,0.5555554938271674
POSCAR_Cl6Pd2_1_z025,87,31,up,Pd,Cl,0.011,0.007,0.193,0.004,0.5730000000000001,0.5730000000000001,0.193,0.7770000000000001,0.014157014157014154,0.7374517374517374,0.24839124839124835,0.4967824967824967,0.855982611257804,0.7327062307757287,2.968911917098446,0.134424,0.5555554938271674
POSCAR_Cl6Pd2_1_z050,142,25,down,Pd,Cl,0.018000000000000002,0.012,0.191,0.006,0.507,0.507,0.191,0.716,0.02513966480446928,0.708100558659218,0.2667597765363129,0.5335195530726258,0.8692358639475739,0.7555709871726852,2.654450261780105,0.146978,0.5555554938271674
POSCAR_Cl6Pd2_1_z050,142,25,up,Pd,Cl,0.009000000000000001,0.004,0.172,0.005,0.545,0.545,0.172,0.726,0.012396694214876035,0.7506887052341599,0.23691460055096417,0.47382920110192833,0.8434432162005252,0.7113964589546858,3.168604651162791,0.146978,0.5555554938271674
POSCAR_Cl6Pd2_1_z950,87,31,down,Pd,Cl,0.017,0.009000000000000001,0.267,0.008,0.509,0.509,0.267,0.793,0.021437578814627996,0.6418663303909206,0.33669609079445145,0.6733921815889029,0.9297610107015732,0.864455537020811,1.9063670411985019,0.161832,0.5555554938271674
POSCAR_Cl6Pd2_1_z950,87,31,up,Pd,Cl,0.016,0.009000000000000001,0.238,0.007,0.541,0.541,0.238,0.795,0.02012578616352201,0.680503144654088,0.2993710691823899,0.5987421383647799,0.9027135846924491,0.8148918159882915,2.2731092436974794,0.161832,0.5555554938271674
POSCAR_Cl6Pd2_1_z975,87,31,down,Pd,Cl,0.014,0.008,0.258,0.006,0.514,0.514,0.258,0.786,0.017811704834605598,0.6539440203562341,0.3282442748091603,0.6564885496183206,0.9266140096666332,0.8586135229104753,1.9922480620155039,0.149897,0.5555554938271674
POSCAR_Cl6Pd2_1_z975,87,31,up,Pd,Cl,0.015,0.009000000000000001,0.22599999999999998,0.006,0.55,0.55,0.22599999999999998,0.791,0.01896333754740834,0.695322376738306,0.2857142857142857,0.5714285714285714,0.8914337579673424,0.7946541448437783,2.4336283185840712,0.149897,0.5555554938271674
POSCAR_Cl6Pd2_2,127,30,down,Pd,Cl,0.001,0.001,0.14500000000000002,0.0,0.626,0.626,0.14500000000000002,0.772,0.0012953367875647669,0.810880829015544,0.18782383419689122,0.37564766839378244,0.7805196893927872,0.609210985529813,4.317241379310344,0.227563,0.5555554938271674
POSCAR_Cl6Pd2_2,127,30,up,Pd,Cl,0.005,0.001,0.266,0.004,0.509,0.509,0.266,0.78,0.00641025641025641,0.6525641025641026,0.34102564102564104,0.6820512820512821,0.9434852227507228,0.8901643655489809,1.913533834586466,0.227563,0.5555554938271674
POSCAR_Cl6Pd2_2_st025,127,30,down,Pd,Cl,0.004,0.004,0.16799999999999998,0.0,0.5970000000000001,0.5970000000000001,0.16799999999999998,0.7690000000000001,0.005201560468140441,0.776332899869961,0.21846553966189852,0.43693107932379704,0.8236552335228076,0.6784079437095106,3.5535714285714293,0.230997,0.5555554938271674
POSCAR_Cl6Pd2_2_st025,127,30,up,Pd,Cl,0.003,0.001,0.224,0.002,0.54,0.54,0.224,0.767,0.003911342894393742,0.7040417209908736,0.2920469361147327,0.5840938722294654,0.9068918954590522,0.8224529100493125,2.410714285714286,0.230997,0.5555554938271674
POSCAR_Cl6Pd2_2_st050,137,21,down,Pd,Cl,0.017,0.009000000000000001,0.138,0.008,0.513,0.513,0.138,0.668,0.025449101796407185,0.7679640718562873,0.2065868263473054,0.4131736526946108,0.7966210149212596,0.6346050414141776,3.7173913043478257,0.235349,0.5555554938271674
POSCAR_Cl6Pd2_2_st050,137,21,up,Pd,Cl,0.005,0.001,0.15100000000000002,0.004,0.511,0.511,0.15100000000000002,0.667,0.0074962518740629685,0.7661169415292354,0.22638680659670168,0.45277361319340337,0.8329196068587547,0.6937550714897425,3.3841059602649004,0.235349,0.5555554938271674
POSCAR_Cl6Pd2_2_st950,44,31,down,Pd,Cl,0.026000000000000002,0.012,0.333,0.014,0.473,0.473,0.333,0.8320000000000001,0.03125,0.5685096153846153,0.4002403846153846,0.8004807692307692,0.9540241236343718,0.9101620284763312,1.4204204204204203,0.393454,0.5555554938271674
POSCAR_Cl6Pd2_2_st950,44,31,up,Pd,Cl,0.014,0.002,0.245,0.012,0.545,0.545,0.245,0.804,0.017412935323383085,0.677860696517413,0.30472636815920395,0.6094527363184079,0.9089819099797742,0.8262481126704785,2.2244897959183674,0.393454,0.5555554938271674
POSCAR_Cl6Pd2_2_st975,44,31,down,Pd,Cl,0.018000000000000002,0.01,0.29400000000000004,0.008,0.51,0.51,0.29400000000000004,0.8220000000000001,0.021897810218978103,0.6204379562043795,0.35766423357664234,0.7153284671532847,0.9421432292124118,0.8876338643507911,1.7346938775510201,0.306476,0.5555554938271674
POSCAR_Cl6Pd2_2_st975,44,31,up,Pd,Cl,0.007,0.001,0.193,0.006,0.588,0.588,0.193,0.788,0.008883248730964468,0.7461928934010151,0.2449238578680203,0.4898477157360406,0.8550098061787994,0.7310417686619082,3.0466321243523313,0.306476,0.5555554938271674
POSCAR_Cl6Pd2_2_y025,28,31,down,Pd,Cl,0.002,0.0,0.157,0.002,0.604,0.604,0.157,0.763,0.002621231979030144,0.7916120576671035,0.20576671035386632,0.41153342070773263,0.807186246123198,0.65154963593046,3.8471337579617835,0.253626,0.5555554938271674
POSCAR_Cl6Pd2_2_y025,28,31,up,Pd,Cl,0.011,0.003,0.258,0.008,0.534,0.534,0.258,0.803,0.0136986301369863,0.6650062266500623,0.32129514321295144,0.6425902864259029,0.9244744903544634,0.8546530833161448,2.0697674418604652,0.253626,0.5555554938271674
POSCAR_Cl6Pd2_2_z025,127,30,down,Pd,Cl,0.011,0.009000000000000001,0.21100000000000002,0.002,0.5680000000000001,0.5680000000000001,0.21100000000000002,0.79,0.01392405063291139,0.718987341772152,0.26708860759493674,0.5341772151898735,0.8764321490961157,0.7681333119692358,2.691943127962085,0.24689,0.5555554938271674
POSCAR_Cl6Pd2_2_z025,127,30,up,Pd,Cl,0.003,0.001,0.24,0.002,0.532,0.532,0.24,0.775,0.003870967741935484,0.6864516129032259,0.30967741935483867,0.6193548387096773,0.9221248592155786,0.8503142559833506,2.216666666666667,0.24689,0.5555554938271674
POSCAR_Cl6Pd2_2_z050,88,21,down,Pd,Cl,0.025,0.013000000000000001,0.275,0.012,0.43100000000000005,0.43100000000000005,0.275,0.7310000000000001,0.03419972640218878,0.5896032831737346,0.3761969904240766,0.7523939808481532,0.941927769362627,0.8872279226964542,1.5672727272727274,0.222453,0.5555554938271674
POSCAR_Cl6Pd2_2_z050,88,21,up,Pd,Cl,0.009000000000000001,0.001,0.197,0.008,0.481,0.481,0.197,0.687,0.013100436681222708,0.700145560407569,0.2867540029112081,0.5735080058224162,0.8961462873155955,0.8030781682695259,2.4416243654822334,0.222453,0.5555554938271674
POSCAR_Cl6Pd2_2_z950,86,31,down,Pd,Cl,0.029,0.007,0.404,0.022,0.387,0.387,0.404,0.8200000000000001,0.03536585365853658,0.4719512195121951,0.4926829268292683,0.9439024390243902,0.964411339937292,0.930089232599643,0.9579207920792079,0.402267,0.5555554938271674
POSCAR_Cl6Pd2_2_z950,86,31,up,Pd,Cl,0.0,0.0,0.11399999999999999,0.0,0.656,0.656,0.11399999999999999,0.77,0.0,0.851948051948052,0.14805194805194805,0.2961038961038961,0.7103029458758322,0.5045302749198853,5.754385964912282,0.402267,0.5555554938271674
POSCAR_Cl6Pd2_2_z975,44,31,down,Pd,Cl,0.015,0.007,0.28,0.008,0.5279999999999999,0.5279999999999999,0.28,0.823,0.01822600243013366,0.6415552855407046,0.34021871202916165,0.6804374240583233,0.934385601220737,0.8730764517686382,1.8857142857142852,0.331124,0.5555554938271674
POSCAR_Cl6Pd2_2_z975,44,31,up,Pd,Cl,0.007,0.001,0.199,0.006,0.579,0.579,0.199,0.7849999999999999,0.0089171974522293,0.737579617834395,0.25350318471337585,0.5070063694267517,0.8648208649210397,0.7479151284027752,2.909547738693467,0.331124,0.5555554938271674
POSCAR_Cl6Ti2_1,70,33,down,Ti,Cl,0.003,0.003,0.7430000000000001,0.0,0.111,0.111,0.7430000000000001,0.8570000000000001,0.0035005834305717617,0.12952158693115517,0.8669778296382731,0.25904317386231035,0.670200997698087,0.4491693773155113,0.1493943472409152,0.082741,1.666666111111296
POSCAR_Cl6Ti2_1,70,33,up,Ti,Cl,0.001,0.001,0.731,0.0,0.132,0.132,0.731,0.864,0.0011574074074074073,0.1527777777777778,0.8460648148148148,0.3055555555555556,0.7190546634669008,0.517039609053498,0.1805745554035568,0.082741,1.666666111111296
POSCAR_Cl6Ti2_1_st025,70,33,down,Ti,Cl,0.003,0.003,0.729,0.0,0.125,0.125,0.729,0.857,0.003500583430571762,0.14585764294049008,0.8506417736289381,0.29171528588098017,0.7044788260501088,0.4962904163529394,0.17146776406035666,0.071826,1.666666111111296
POSCAR_Cl6Ti2_1_st025,70,33,up,Ti,Cl,0.001,0.001,0.7160000000000001,0.0,0.145,0.145,0.7160000000000001,0.8620000000000001,0.001160092807424594,0.1682134570765661,0.8306264501160093,0.3364269141531322,0.747589584500078,0.5588901868529992,0.2025139664804469,0.071826,1.666666111111296
POSCAR_Cl6Ti2_1_st050,87,25,down,Ti,Cl,0.01,0.005,0.085,0.005,0.558,0.558,0.085,0.653,0.015313935681470138,0.8545176110260337,0.13016845329249618,0.26033690658499237,0.6670269431993214,0.4449249429538308,6.564705882352941,0.078844,1.666666111111296
POSCAR_Cl6Ti2_1_st050,87,25,up,Ti,Cl,0.009000000000000001,0.004,0.038000000000000006,0.005,0.591,0.591,0.038000000000000006,0.638,0.014106583072100314,0.9263322884012538,0.059561128526645774,0.11912225705329155,0.4697803592652591,0.2206935859513959,15.552631578947365,0.078844,1.666666111111296
POSCAR_Cl6Ti2_1_st950,70,33,down,Ti,Cl,0.006,0.005,0.7430000000000001,0.001,0.1,0.1,0.7430000000000001,0.8490000000000001,0.007067137809187278,0.11778563015312131,0.8751472320376914,0.23557126030624262,0.6421207618581395,0.41231907280927743,0.1345895020188425,0.121141,1.666666111111296
POSCAR_Cl6Ti2_1_st950,70,33,up,Ti,Cl,0.002,0.002,0.736,0.0,0.12,0.12,0.736,0.858,0.002331002331002331,0.13986013986013987,0.8578088578088578,0.27972027972027974,0.692743146704213,0.4798930673056548,0.16304347826086957,0.121141,1.666666111111296
POSCAR_Cl6Ti2_1_st975,70,33,down,Ti,Cl,0.004,0.004,0.746,0.0,0.10400000000000001,0.10400000000000001,0.746,0.854,0.00468384074941452,0.12177985948477753,0.8735362997658079,0.24355971896955506,0.6523162663626674,0.42551651136133034,0.13941018766756033,0.0986,1.666666111111296
POSCAR_Cl6Ti2_1_st975,70,33,up,Ti,Cl,0.002,0.002,0.739,0.0,0.124,0.124,0.739,0.865,0.0023121387283236996,0.14335260115606938,0.8543352601156069,0.28670520231213875,0.6999176574338424,0.4898847271876775,0.16779431664411368,0.0986,1.666666111111296
POSCAR_Cl6Ti2_1_z025,70,33,down,Ti,Cl,0.004,0.004,0.737,0.0,0.117,0.117,0.737,0.858,0.004662004662004662,0.13636363636363638,0.858974358974359,0.27272727272727276,0.684493585456773,0.4685314685314686,0.1587516960651289,0.067208,1.666666111111296
POSCAR_Cl6Ti2_1_z025,70,33,up,Ti,Cl,0.001,0.001,0.729,0.0,0.134,0.134,0.729,0.864,0.0011574074074074073,0.15509259259259262,0.84375,0.31018518518518523,0.7234898064243892,0.5234375000000001,0.18381344307270234,0.067208,1.666666111111296
POSCAR_Cl6Ti2_1_z050,171,29,down,Ti,Cl,0.0,0.0,0.014000000000000002,0.0,0.669,0.669,0.014000000000000002,0.683,0.0,0.979502196193265,0.020497803806734993,0.040995607613469986,0.28339120555045877,0.08031057538334237,47.785714285714285,0.063883,1.666666111111296
POSCAR_Cl6Ti2_1_z050,171,29,up,Ti,Cl,0.0,0.0,0.051,0.0,0.634,0.634,0.051,0.685,0.0,0.9255474452554744,0.07445255474452554,0.14890510948905109,0.5250118925759262,0.27563748734615584,12.431372549019608,0.063883,1.666666111111296
POSCAR_Cl6Ti2_1_z950,4,33,down,Ti,Cl,0.004,0.003,0.759,0.001,0.095,0.095,0.759,0.858,0.004662004662004662,0.11072261072261072,0.8846153846153847,0.22144522144522144,0.6259294684547191,0.3917876994800072,0.1251646903820817,0.124972,1.666666111111296
POSCAR_Cl6Ti2_1_z950,4,33,up,Ti,Cl,0.003,0.002,0.738,0.001,0.126,0.126,0.738,0.867,0.0034602076124567475,0.1453287197231834,0.8512110726643598,0.2906574394463668,0.703435612986744,0.49482166161803615,0.17073170731707318,0.124972,1.666666111111296
POSCAR_Cl6Ti2_1_z975,70,33,down,Ti,Cl,0.003,0.003,0.7450000000000001,0.0,0.10600000000000001,0.10600000000000001,0.7450000000000001,0.8540000000000001,0.0035128805620608895,0.12412177985948478,0.8723653395784544,0.24824355971896955,0.6581171282870598,0.4331181545448064,0.14228187919463087,0.100166,1.666666111111296
POSCAR_Cl6Ti2_1_z975,70,33,up,Ti,Cl,0.001,0.001,0.733,0.0,0.134,0.134,0.733,0.868,0.001152073732718894,0.1543778801843318,0.8444700460829493,0.3087557603686636,0.7221287851718714,0.5214699823738028,0.18281036834924969,0.100166,1.666666111111296
POSCAR_Cl6Zr2_1,128,33,down,Zr,Cl,0.005,0.004,0.6090000000000001,0.001,0.10500000000000001,0.10500000000000001,0.6090000000000001,0.7190000000000001,0.006954102920723226,0.14603616133518776,0.847009735744089,0.29207232267037553,0.7034032994565735,0.49477620168639413,0.17241379310344826,0.212412,1.666666111111296
POSCAR_Cl6Zr2_1,128,33,up,Zr,Cl,0.002,0.002,0.654,0.0,0.10600000000000001,0.10600000000000001,0.654,0.762,0.0026246719160104987,0.13910761154855644,0.8582677165354331,0.2782152230971129,0.6910617110402734,0.4775662884659103,0.16207951070336393,0.212412,1.666666111111296
POSCAR_Cl6Zr2_1_st025,128,33,down,Zr,Cl,0.004,0.003,0.632,0.001,0.101,0.101,0.632,0.737,0.00542740841248304,0.13704206241519676,0.8575305291723202,0.2740841248303935,0.6856172468710798,0.4700710092070792,0.1598101265822785,0.157286,1.666666111111296
POSCAR_Cl6Zr2_1_st025,128,33,up,Zr,Cl,0.001,0.001,0.667,0.0,0.10500000000000001,0.10500000000000001,0.667,0.773,0.0012936610608020697,0.13583441138421734,0.8628719275549807,0.2716688227684347,0.6847122034238788,0.4688308015175833,0.15742128935532235,0.157286,1.666666111111296
POSCAR_Cl6Zr2_1_st050,128,33,down,Zr,Cl,0.004,0.003,0.649,0.001,0.1,0.1,0.649,0.753,0.005312084993359894,0.13280212483399734,0.8618857901726428,0.2656042496679947,0.6766395326882867,0.45784105719662294,0.15408320493066255,0.116923,1.666666111111296
POSCAR_Cl6Zr2_1_st050,128,33,up,Zr,Cl,0.001,0.001,0.675,0.0,0.106,0.106,0.675,0.782,0.001278772378516624,0.13554987212276215,0.8631713554987213,0.2710997442455243,0.6841133439946423,0.46801106743153176,0.15703703703703703,0.116923,1.666666111111296
POSCAR_Cl6Zr2_1_st975,97,33,down,Zr,Cl,0.001,0.001,0.588,0.0,0.05,0.05,0.588,0.639,0.001564945226917058,0.0782472613458529,0.92018779342723,0.1564945226917058,0.5366644193891157,0.28800869903825665,0.08503401360544219,0.2861,1.666666111111296
POSCAR_Cl6Zr2_1_st975,97,33,up,Zr,Cl,0.004,0.003,0.542,0.001,0.10700000000000001,0.10700000000000001,0.542,0.653,0.006125574272588055,0.1638591117917305,0.8300153139356815,0.327718223583461,0.7375786659469893,0.5440222884601404,0.19741697416974172,0.2861,1.666666111111296
POSCAR_Cl6Zr2_1_z025,152,33,down,Zr,Cl,0.002,0.002,0.664,0.0,0.10200000000000001,0.10200000000000001,0.664,0.768,0.0026041666666666665,0.1328125,0.8645833333333334,0.265625,0.6777240558172134,0.45930989583333337,0.1536144578313253,0.196574,1.666666111111296
POSCAR_Cl6Zr2_1_z025,152,33,up,Zr,Cl,0.005,0.004,0.624,0.001,0.096,0.096,0.624,0.725,0.006896551724137932,0.13241379310344828,0.8606896551724138,0.26482758620689656,0.6751805149033205,0.455868727705113,0.15384615384615385,0.196574,1.666666111111296
POSCAR_Cl6Zr2_1_z050,152,33,down,Zr,Cl,0.002,0.002,0.671,0.0,0.099,0.099,0.671,0.772,0.0025906735751295338,0.12823834196891193,0.8691709844559585,0.25647668393782386,0.6677156458676674,0.44584418373647616,0.14754098360655737,0.177064,1.666666111111296
POSCAR_Cl6Zr2_1_z050,152,33,up,Zr,Cl,0.005,0.004,0.6360000000000001,0.001,0.089,0.089,0.6360000000000001,0.7300000000000001,0.00684931506849315,0.12191780821917807,0.8712328767123289,0.24383561643835613,0.6518245247833393,0.4248752111090261,0.13993710691823896,0.177064,1.666666111111296
POSCAR_Cl6Zr2_1_z950,85,33,down,Zr,Cl,0.002,0.002,0.5369999999999999,0.0,0.105,0.105,0.5369999999999999,0.6439999999999999,0.003105590062111802,0.1630434782608696,0.8338509316770186,0.3260869565217392,0.737438692371611,0.5438158250067514,0.19553072625698326,0.256554,1.666666111111296
POSCAR_Cl6Zr2_1_z950,85,33,up,Zr,Cl,0.0,0.0,0.5800000000000001,0.0,0.06,0.06,0.5800000000000001,0.6400000000000001,0.0,0.09374999999999997,0.9062499999999999,0.18749999999999994,0.5829611908180508,0.33984374999999983,0.10344827586206895,0.256554,1.666666111111296
POSCAR_Cl6Zr2_1_z975,152,33,down,Zr,Cl,0.002,0.001,0.585,0.001,0.112,0.112,0.585,0.699,0.0028612303290414883,0.16022889842632335,0.8369098712446352,0.3204577968526467,0.7323855453288084,0.536388587006576,0.19145299145299147,0.542894,1.666666111111296
