trial_rank,trial_number,trial_sse,trial_composition,trial_n_nonmag,similar_rank_local,similar_index,similar_cosine,similar_sq_distance,similar_filename,similar_sse,similar_xm_ratio,category
2,36958,1.0423521995544434,Fe-S,4,45,2646,0.4687100838607472,126.34633285868406,POSCAR_Mn2O2_6_z975,0.808567,1.0,top5_4coordination
2,36958,1.0423521995544434,Fe-S,4,46,2077,0.4654579090382305,125.58846530083892,POSCAR_Fe2O2_8_z050,0.846462,1.0,top5_4coordination
2,36958,1.0423521995544434,Fe-S,4,47,725,0.46494986585520925,126.03142470779795,POSCAR_C2Fe2_3_y050,0.956478,1.0,top5_4coordination
2,36958,1.0423521995544434,Fe-S,4,48,3695,0.46394459763333984,127.04103734420109,POSCAR_Ru2S2_2_st975,0.336661,1.0,top5_4coordination
2,36958,1.0423521995544434,Fe-S,4,49,3425,0.4626182670961849,133.95937650921408,POSCAR_O2Y2_4,0.065278,1.0,top5_4coordination
2,36958,1.0423521995544434,Fe-S,4,50,3225,0.46218635324923985,125.74750249723292,POSCAR_Ni2O2_5_x950,0.718918,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,1,1602,0.6591005902543898,138.24548888164367,POSCAR_Cu2O2_4_z950,0.493897,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,2,1598,0.6568103158051712,141.94691606210742,POSCAR_Cu2O2_4_st950,0.463614,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,3,1603,0.6528823958164981,141.76975425235776,POSCAR_Cu2O2_4_z975,0.428455,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,4,1599,0.6519356568804804,143.67901939965463,POSCAR_Cu2O2_4_st975,0.409867,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,5,1595,0.6453644143791034,145.72908279442814,POSCAR_Cu2O2_4,0.389405,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,6,1600,0.6392683343723987,148.7307262811023,POSCAR_Cu2O2_4_z025,0.358409,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,7,1596,0.6370108997057395,148.0982368170711,POSCAR_Cu2O2_4_st025,0.386808,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,8,1601,0.6321507787235962,151.6891702261973,POSCAR_Cu2O2_4_z050,0.373594,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,9,2074,0.6298600149369293,160.77456550044036,POSCAR_Fe2O2_8_st950,1.097725,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,10,2075,0.6283503182048599,162.91514853609206,POSCAR_Fe2O2_8_st975,0.989544,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,11,1597,0.6268226410056398,150.7877075185396,POSCAR_Cu2O2_4_st050,0.491667,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,12,2076,0.624620317355402,166.1475352061594,POSCAR_Fe2O2_8_z025,0.880531,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,13,2071,0.6245016966283516,165.3757697287768,POSCAR_Fe2O2_8,0.885788,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,14,2077,0.6242643441914467,166.91509934761882,POSCAR_Fe2O2_8_z050,0.846462,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,15,2079,0.620011440868801,164.93900097063027,POSCAR_Fe2O2_8_z975,0.872848,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,16,2078,0.618546833814266,164.34690549419824,POSCAR_Fe2O2_8_z950,0.896546,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,17,2072,0.6177718504157969,168.15900732060777,POSCAR_Fe2O2_8_st025,0.788144,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,18,2073,0.60759359645625,171.26765184756584,POSCAR_Fe2O2_8_st050,0.813401,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,19,2645,0.5694619629926033,177.90105245406386,POSCAR_Mn2O2_6_z950,0.82362,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,20,2602,0.5551037877401908,167.2183729158777,POSCAR_Mn2N2_3_z950,1.008152,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,21,2646,0.544993550123871,184.03110458361868,POSCAR_Mn2O2_6_z975,0.808567,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,22,1589,0.5423693066552833,171.507645520021,POSCAR_Cu2O2_1_st950,1.633544,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,23,2598,0.5415168908559218,171.31645474925713,POSCAR_Mn2N2_3_st950,1.061157,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,24,2603,0.5413964052631726,171.0509764113104,POSCAR_Mn2N2_3_z975,0.911785,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,25,1329,0.5387567478991873,174.10133624064858,POSCAR_Cr2S2_1_st950,0.902833,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,26,1593,0.5354393249872573,173.1608389894396,POSCAR_Cu2O2_1_z950,1.487449,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,27,2599,0.5351597649635698,173.05373822885798,POSCAR_Mn2N2_3_st975,0.968497,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,28,1590,0.5345850058461337,173.38839615207544,POSCAR_Cu2O2_1_st975,1.590435,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,29,1594,0.5311737840824695,174.2145720527575,POSCAR_Cu2O2_1_z975,1.514487,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,30,1587,0.528093222226547,174.247954330565,POSCAR_Cu2O2_1_st05,1.117122,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,31,2595,0.5268842111917263,175.07717975179472,POSCAR_Mn2N2_3,0.951758,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,32,1585,0.5259017530006442,175.52718350164,POSCAR_Cu2O2_1,1.44026,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,33,2641,0.5249090509918422,184.80840385414479,POSCAR_Mn2O2_6_st950,0.761793,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,34,1591,0.5198472044771638,177.06924648911348,POSCAR_Cu2O2_1_z025,1.346967,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,35,2642,0.5189420552373575,187.52303770904985,POSCAR_Mn2O2_6_st975,0.80736,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,36,2596,0.5176690850174201,177.35465202912542,POSCAR_Mn2N2_3_st025,0.950584,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,37,1586,0.5162634202662064,177.9246899427771,POSCAR_Cu2O2_1_st025,1.290077,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,38,1592,0.5130806110992537,178.8146371259034,POSCAR_Cu2O2_1_z050,1.235626,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,39,2638,0.5099720878438256,190.56882376918608,POSCAR_Mn2O2_6,0.868847,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,40,2600,0.5098417375722166,179.50687648291694,POSCAR_Mn2N2_3_z025,1.030581,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,41,1330,0.5091416864220653,180.04924256914626,POSCAR_Cr2S2_1_st975,0.82782,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,42,2597,0.5074590920221046,179.8868692041094,POSCAR_Mn2N2_3_st050,0.943564,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,43,1588,0.5056184728910905,180.58164711198958,POSCAR_Cu2O2_1_st050,1.114514,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,44,1337,0.5052908198681464,179.48786562349804,POSCAR_Cr2S2_1_y950,0.725002,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,45,2601,0.49979990239936534,182.22159433000184,POSCAR_Mn2N2_3_z050,1.077095,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,46,1341,0.49977614625910816,181.46053702148015,POSCAR_Cr2S2_1_z950,0.819967,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,47,1216,0.4997143957657165,182.87476273720247,POSCAR_Cr2O2_2_z950,1.367022,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,48,2639,0.4971134580788332,193.94863480183892,POSCAR_Mn2O2_6_st025,0.920812,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,49,1214,0.49686501237798897,182.9412665068686,POSCAR_Cr2O2_2_z025,1.117426,1.0,top5_4coordination
3,28382,1.0422115325927734,Ni-S,4,50,1217,0.4955813939652498,183.7375549823419,POSCAR_Cr2O2_2_z975,1.279056,1.0,top5_4coordination
4,27992,1.03330659866333,Co-O,4,1,1589,0.6335256492824816,119.96354038456002,POSCAR_Cu2O2_1_st950,1.633544,1.0,top5_4coordination
4,27992,1.03330659866333,Co-O,4,2,2602,0.6300648717332215,120.57879482740725,POSCAR_Mn2N2_3_z950,1.008152,1.0,top5_4coordination
4,27992,1.03330659866333,Co-O,4,3,1590,0.6263747253553478,121.66354467739411,POSCAR_Cu2O2_1_st975,1.590435,1.0,top5_4coordination
4,27992,1.03330659866333,Co-O,4,4,1593,0.6263086077451964,121.6929348775331,POSCAR_Cu2O2_1_z950,1.487449,1.0,top5_4coordination
4,27992,1.03330659866333,Co-O,4,5,1594,0.6228645340830176,122.51005270926353,POSCAR_Cu2O2_1_z975,1.514487,1.0,top5_4coordination
4,27992,1.03330659866333,Co-O,4,6,2598,0.6210613687533606,123.05273445917172,POSCAR_Mn2N2_3_st950,1.061157,1.0,top5_4coordination
4,27992,1.03330659866333,Co-O,4,7,2603,0.6188280041642754,123.45656839303122,POSCAR_Mn2N2_3_z975,0.911785,1.0,top5_4coordination
4,27992,1.03330659866333,Co-O,4,8,1585,0.6182482836609514,123.62126983106543,POSCAR_Cu2O2_1,1.44026,1.0,top5_4coordination
4,27992,1.03330659866333,Co-O,4,9,1587,0.6159914301636207,123.93745289652682,POSCAR_Cu2O2_1_st05,1.117122,1.0,top5_4coordination
4,27992,1.03330659866333,Co-O,4,10,2599,0.6146461891422283,124.68094866991449,POSCAR_Mn2N2_3_st975,0.968497,1.0,top5_4coordination
4,27992,1.03330659866333,Co-O,4,11,1591,0.6127540818409172,124.96240800847886,POSCAR_Cu2O2_1_z025,1.346967,1.0,top5_4coordination
4,27992,1.03330659866333,Co-O,4,12,1586,0.6090779565444278,125.8373915286464,POSCAR_Cu2O2_1_st025,1.290077,1.0,top5_4coordination
4,27992,1.03330659866333,Co-O,4,13,2595,0.6066554721509682,126.55076126795768,POSCAR_Mn2N2_3,0.951758,1.0,top5_4coordination
4,27992,1.03330659866333,Co-O,4,14,1592,0.6064359991521874,126.51249526168371,POSCAR_Cu2O2_1_z050,1.235626,1.0,top5_4coordination
4,27992,1.03330659866333,Co-O,4,15,2074,0.6045219497167128,133.92942095768373,POSCAR_Fe2O2_8_st950,1.097725,1.0,top5_4coordination
4,27992,1.03330659866333,Co-O,4,16,1588,0.5987994701112822,128.31263471565063,POSCAR_Cu2O2_1_st050,1.114514,1.0,top5_4coordination
