#K-Path(1/A)   Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS:  80  30
# Band-Index:    1
   1.68028     -5.495770     -5.297740
   1.64697     -5.452860     -5.283666
   1.61366     -5.410701     -5.270374
   1.58035     -5.371122     -5.258283
   1.54705     -5.335193     -5.247672
   1.51374     -5.303583     -5.238658
   1.48043     -5.276669     -5.231241
   1.44713     -5.254626     -5.225345
   1.41382     -5.237516     -5.220879
   1.38051     -5.225330     -5.217755
   1.34721     -5.218038     -5.215906
   1.31390     -5.215612     -5.215300
   1.31390     -5.215612     -5.215300
   1.28021     -5.216400     -5.217413
   1.24652     -5.218774     -5.223768
   1.21283     -5.222783     -5.234394
   1.17914     -5.228509     -5.249316
   1.14545     -5.236048     -5.268514
   1.11176     -5.245507     -5.291909
   1.07807     -5.256931     -5.319244
   1.04438     -5.270270     -5.350024
   1.01069     -5.285281     -5.383355
   0.97700     -5.301496     -5.417679
   0.94331     -5.318256     -5.450446
   0.90962     -5.334811     -5.477887
   0.87593     -5.350477     -5.496127
   0.84224     -5.364769     -5.504017
   0.80855     -5.377427     -5.503768
   0.77486     -5.388361     -5.498492
   0.74117     -5.397575     -5.490626
   0.70748     -5.405111     -5.481859
   0.67379     -5.410991     -5.473341
   0.64011     -5.415260     -5.465904
   0.60642     -5.417990     -5.460160
   0.57273     -5.419331     -5.456612
   0.53904     -5.419536     -5.455635
   0.50535     -5.418966     -5.457536
   0.47166     -5.418069     -5.462524
   0.43797     -5.417393     -5.470696
   0.40428     -5.417560     -5.481984
   0.37059     -5.419213     -5.495999
   0.33690     -5.422801     -5.511860
   0.30321     -5.428299     -5.527970
   0.26952     -5.435096     -5.541959
   0.23583     -5.442104     -5.551437
   0.20214     -5.447154     -5.555226
   0.16845     -5.441152     -5.552941
   0.13476     -5.418131     -5.542461
   0.10107     -5.403655     -5.523075
   0.06738     -5.397566     -5.502288
   0.03369     -5.395069     -5.487457
   0.00000     -5.394373     -5.482166
 
# Band-Index:   11
   0.00000     -5.224490     -5.190409
   0.03369     -5.233188     -5.190270
   0.06738     -5.257742     -5.189817
   0.10107     -5.293248     -5.188964
   0.13476     -5.329637     -5.187614
   0.16845     -5.353391     -5.185726
   0.20214     -5.363663     -5.183315
   0.23583     -5.367512     -5.180422
   0.26952     -5.368264     -5.177099
   0.30321     -5.366717     -5.173390
   0.33690     -5.362687     -5.169313
   0.37059     -5.355789     -5.164861
   0.40428     -5.345802     -5.159979
   0.43797     -5.332718     -5.154622
   0.47166     -5.316511     -5.148722
   0.50535     -5.296904     -5.142224
   0.53904     -5.273482     -5.135093
   0.57273     -5.245800     -5.127321
   0.60642     -5.214208     -5.118931
   0.64011     -5.186946     -5.109960
   0.67379     -5.179230     -5.100480
   0.70748     -5.175918     -5.090557
   0.74117     -5.172086     -5.080285
   0.77486     -5.167059     -5.069759
   0.80855     -5.160648     -5.059067
   0.84224     -5.152735     -5.048305
   0.87593     -5.143196     -5.037574
   0.90962     -5.131880     -5.026958
   0.94331     -5.118629     -5.016557
   0.97700     -5.103319     -5.006473
   1.01069     -5.085955     -4.996817
   1.04438     -5.066753     -4.987692
   1.07807     -5.046229     -4.979215
   1.11176     -5.025179     -4.971519
   1.14545     -5.004615     -4.964714
   1.17914     -4.985672     -4.958931
   1.21283     -4.969479     -4.954291
   1.24652     -4.957072     -4.950895
   1.28021     -4.949270     -4.948824
   1.31390     -4.946607     -4.948124
   1.31390     -4.946607     -4.948124
   1.34721     -4.947258     -4.950639
   1.38051     -4.949198     -4.958002
   1.41382     -4.952389     -4.969717
   1.44713     -4.956764     -4.985008
   1.48043     -4.962243     -5.002907
   1.51374     -4.968730     -5.022346
   1.54705     -4.976124     -5.042254
   1.58035     -4.984309     -5.061651
   1.61366     -4.993169     -5.079742
   1.64697     -5.002605     -5.096017
   1.68028     -5.012500     -5.110231
   1.71358     -5.022757     -5.122380
   1.74689     -5.033270     -5.132578
   1.78020     -5.043936     -5.141021
   1.81350     -5.054670     -5.147899
   1.84681     -5.065361     -5.153366
   1.88012     -5.075921     -5.157558
   1.91342     -5.086261     -5.160655
   1.94673     -5.096293     -5.163295
   1.98004     -5.105926     -5.172470
   2.01334     -5.115087     -5.203632
   2.04665     -5.123709     -5.234466
   2.07996     -5.131748     -5.260393
   2.11327     -5.139180     -5.281802
   2.14657     -5.146007     -5.299407
   2.17988     -5.152238     -5.313914
   2.21319     -5.157904     -5.325910
   2.24649     -5.163032     -5.335769
   2.27980     -5.167662     -5.343727
   2.31311     -5.171811     -5.349828
   2.34641     -5.175496     -5.353892
   2.37972     -5.178713     -5.355380
   2.41303     -5.181451     -5.352811
   2.44633     -5.183723     -5.342432
   2.47964     -5.185524     -5.318759
   2.51295     -5.186869     -5.285000
   2.54625     -5.187785     -5.252920
   2.57956     -5.188314     -5.230955
   2.61287     -5.188485     -5.223214
 
# Band-Index:   12
   2.61287     -4.507910     -5.020173
   2.57956     -4.513824     -5.021393
   2.54625     -4.527685     -5.024917
   2.51295     -4.542070     -5.030481
   2.47964     -4.551153     -5.037775
   2.44633     -4.551670     -5.046521
   2.41303     -4.542125     -5.056426
   2.37972     -4.522056     -5.067191
   2.34641     -4.491614     -5.078480
   2.31311     -4.451468     -5.089958
   2.27980     -4.402891     -5.101300
   2.24649     -4.348256     -5.112192
   2.21319     -4.294463     -5.122358
   2.17988     -4.271288     -5.131552
   2.14657     -4.278090     -5.139589
   2.11327     -4.288914     -5.146313
   2.07996     -4.299221     -5.151606
   2.04665     -4.308023     -5.155313
   2.01334     -4.314926     -5.156911
   1.98004     -4.319711     -5.151001
   1.94673     -4.322254     -5.114646
   1.91342     -4.322475     -5.062926
   1.88012     -4.320328     -5.002844
   1.84681     -4.315793     -4.935450
   1.81350     -4.308860     -4.861758
   1.78020     -4.299544     -4.783127
   1.74689     -4.287892     -4.701267
   1.71358     -4.273977     -4.618213
   1.68028     -4.257906     -4.536086
   1.64697     -4.239891     -4.457111
   1.61366     -4.220191     -4.383322
   1.58035     -4.199166     -4.316443
   1.54705     -4.177346     -4.257722
   1.51374     -4.155390     -4.207854
   1.48043     -4.134154     -4.167008
   1.44713     -4.114620     -4.134899
   1.41382     -4.097884     -4.110973
   1.38051     -4.085007     -4.094547
   1.34721     -4.076890     -4.085003
   1.31390     -4.074129     -4.081877
   1.31390     -4.074129     -4.081877
   1.28021     -4.077417     -4.084839
   1.24652     -4.087389     -4.093479
   1.21283     -4.104335     -4.107123
   1.17914     -4.128723     -4.124808
   1.14545     -4.161128     -4.145400
   1.11176     -4.202192     -4.167796
   1.07807     -4.252288     -4.190978
   1.04438     -4.311414     -4.214108
   1.01069     -4.378971     -4.236492
   0.97700     -4.453679     -4.257590
   0.94331     -4.533727     -4.276997
   0.90962     -4.616952     -4.294391
   0.87593     -4.701078     -4.309535
   0.84224     -4.783875     -4.322256
   0.80855     -4.863328     -4.332439
   0.77486     -4.937759     -4.340015
   0.74117     -5.005838     -4.344956
   0.70748     -5.066617     -4.347253
   0.67379     -5.119088     -4.346946
   0.64011     -5.158405     -4.344091
   0.60642     -5.169836     -4.338803
   0.57273     -5.169250     -4.331235
   0.53904     -5.165656     -4.321596
   0.50535     -5.160157     -4.310199
   0.47166     -5.153037     -4.297664
   0.43797     -5.144456     -4.285703
   0.40428     -5.134566     -4.282479
   0.37059     -5.123557     -4.315751
   0.33690     -5.111653     -4.370799
   0.30321     -5.099147     -4.423876
   0.26952     -5.086362     -4.469342
   0.23583     -5.073675     -4.505034
   0.20214     -5.061479     -4.529845
   0.16845     -5.050158     -4.543330
   0.13476     -5.040100     -4.545768
   0.10107     -5.031664     -4.538532
   0.06738     -5.025208     -4.524881
   0.03369     -5.021101     -4.510914
   0.00000     -5.019680     -4.504792
 
# Band-Index:   13
   0.00000     -4.559379     -4.206364
   0.03369     -4.556335     -4.196368
   0.06738     -4.547493     -4.173006
   0.10107     -4.533558     -4.151041
   0.13476     -4.515337     -4.142092
   0.16845     -4.493583     -4.145101
   0.20214     -4.468997     -4.154752
   0.23583     -4.442300     -4.168051
   0.26952     -4.414310     -4.183437
   0.30321     -4.385898     -4.199715
   0.33690     -4.357951     -4.215342
   0.37059     -4.331283     -4.225894
   0.40428     -4.306532     -4.209440
   0.43797     -4.284117     -4.154040
   0.47166     -4.264210     -4.093945
   0.50535     -4.246729     -4.063272
   0.53904     -4.231420     -4.059817
   0.57273     -4.217901     -4.059953
   0.60642     -4.205720     -4.059777
   0.64011     -4.194420     -4.058470
   0.67379     -4.183544     -4.055728
   0.70748     -4.172690     -4.051457
   0.74117     -4.161517     -4.045714
   0.77486     -4.149760     -4.038708
   0.80855     -4.137229     -4.030777
   0.84224     -4.123819     -4.022368
   0.87593     -4.109511     -4.013952
   0.90962     -4.094376     -4.005928
   0.94331     -4.078581     -3.998549
   0.97700     -4.062379     -3.991904
   1.01069     -4.046134     -3.985974
   1.04438     -4.030262     -3.980661
   1.07807     -4.015244     -3.975880
   1.11176     -4.001547     -3.971572
   1.14545     -3.989581     -3.967722
   1.17914     -3.979646     -3.964363
   1.21283     -3.971898     -3.961559
   1.24652     -3.966391     -3.959417
   1.28021     -3.963101     -3.958051
   1.31390     -3.962016     -3.957586
   1.31390     -3.962016     -3.957586
   1.34721     -3.962432     -3.958640
   1.38051     -3.963627     -3.961737
   1.41382     -3.965392     -3.966665
   1.44713     -3.967539     -3.973187
   1.48043     -3.969928     -3.981093
   1.51374     -3.972475     -3.990222
   1.54705     -3.975175     -4.000470
   1.58035     -3.978064     -4.011696
   1.61366     -3.981245     -4.023741
   1.64697     -3.984899     -4.036423
   1.68028     -3.989268     -4.049531
   1.71358     -3.994609     -4.062867
   1.74689     -4.001110     -4.076262
   1.78020     -4.008793     -4.089604
   1.81350     -4.017444     -4.102857
   1.84681     -4.026611     -4.116043
   1.88012     -4.035748     -4.129280
   1.91342     -4.044330     -4.142750
   1.94673     -4.051975     -4.156704
   1.98004     -4.058501     -4.171458
   2.01334     -4.063998     -4.187367
   2.04665     -4.069047     -4.204795
   2.07996     -4.076064     -4.224094
   2.11327     -4.096599     -4.245547
   2.14657     -4.145058     -4.269306
   2.17988     -4.200641     -4.295347
   2.21319     -4.226720     -4.323422
   2.24649     -4.218777     -4.353043
   2.27980     -4.204356     -4.383508
   2.31311     -4.188869     -4.413938
   2.34641     -4.173847     -4.443367
   2.37972     -4.160329     -4.470844
   2.41303     -4.149509     -4.495502
   2.44633     -4.143219     -4.516647
   2.47964     -4.144592     -4.533795
   2.51295     -4.157000     -4.546735
   2.54625     -4.178268     -4.555550
   2.57956     -4.198833     -4.560579
   2.61287     -4.207446     -4.562195
 
# Band-Index:   14
   2.61287     -4.076993     -3.864101
   2.57956     -4.077027     -3.855858
   2.54625     -4.076612     -3.832138
   2.51295     -4.074158     -3.795618
   2.47964     -4.068033     -3.749846
   2.44633     -4.059893     -3.698498
   2.41303     -4.053291     -3.644914
   2.37972     -4.049676     -3.591829
   2.34641     -4.048672     -3.541111
   2.31311     -4.049442     -3.493585
   2.27980     -4.051181     -3.449101
   2.24649     -4.053215     -3.407003
   2.21319     -4.054908     -3.366887
   2.17988     -4.055401     -3.329145
   2.14657     -4.052673     -3.295246
   2.11327     -4.038109     -3.267303
   2.07996     -3.997548     -3.246969
   2.04665     -3.948215     -3.234647
   2.01334     -3.903254     -3.229553
   1.98004     -3.865582     -3.230325
   1.94673     -3.835265     -3.235508
   1.91342     -3.810983     -3.243669
   1.88012     -3.790692     -3.253502
   1.84681     -3.771990     -3.263767
   1.81350     -3.752525     -3.273305
   1.78020     -3.730270     -3.281033
   1.74689     -3.703768     -3.285924
   1.71358     -3.672281     -3.287069
   1.68028     -3.635798     -3.283691
   1.64697     -3.594976     -3.275268
   1.61366     -3.550959     -3.261665
   1.58035     -3.505252     -3.243353
   1.54705     -3.459563     -3.221786
   1.51374     -3.415712     -3.200729
   1.48043     -3.375471     -3.192633
   1.44713     -3.340445     -3.211006
   1.41382     -3.311989     -3.236200
   1.38051     -3.291116     -3.256747
   1.34721     -3.278433     -3.269757
   1.31390     -3.274188     -3.274191
   1.31390     -3.274188     -3.274191
   1.28021     -3.269649     -3.278438
   1.24652     -3.256294     -3.291115
   1.21283     -3.235035     -3.311951
   1.17914     -3.208295     -3.340268
   1.14545     -3.186590     -3.374936
   1.11176     -3.192743     -3.414465
   1.07807     -3.211811     -3.457088
   1.04438     -3.230291     -3.500901
   1.01069     -3.244746     -3.544004
   0.97700     -3.253985     -3.584622
   0.94331     -3.257802     -3.621306
   0.90962     -3.256540     -3.653051
   0.87593     -3.250912     -3.679463
   0.84224     -3.241834     -3.700839
   0.80855     -3.230335     -3.718150
   0.77486     -3.217566     -3.732991
   0.74117     -3.204767     -3.747430
   0.70748     -3.193304     -3.763872
   0.67379     -3.184710     -3.784818
   0.64011     -3.180699     -3.812550
   0.60642     -3.183190     -3.848707
   0.57273     -3.194115     -3.893850
   0.53904     -3.214808     -3.946852
   0.50535     -3.245102     -4.002411
   0.47166     -3.282969     -4.034484
   0.43797     -3.325489     -4.037063
   0.40428     -3.370144     -4.033946
   0.37059     -3.415388     -4.029690
   0.33690     -3.460731     -4.025480
   0.30321     -3.506531     -4.022132
   0.26952     -3.553547     -4.020540
   0.23583     -3.602416     -4.021847
   0.20214     -3.652983     -4.027496
   0.16845     -3.703913     -4.038660
   0.13476     -3.752750     -4.054455
   0.10107     -3.796254     -4.069004
   0.06738     -3.830871     -4.076158
   0.03369     -3.853268     -4.078021
   0.00000     -3.861034     -4.078259
 
# Band-Index:   15
   0.00000     -3.425803     -3.763840
   0.03369     -3.424130     -3.759713
   0.06738     -3.418993     -3.746452
   0.10107     -3.410089     -3.721737
   0.13476     -3.396918     -3.683144
   0.16845     -3.378871     -3.630152
   0.20214     -3.355404     -3.565084
   0.23583     -3.326312     -3.491895
   0.26952     -3.292094     -3.414613
   0.30321     -3.254059     -3.336655
   0.33690     -3.214062     -3.260774
   0.37059     -3.173968     -3.189204
   0.40428     -3.135099     -3.123659
   0.43797     -3.097919     -3.065257
   0.47166     -3.061762     -3.014237
   0.50535     -3.024870     -2.969782
   0.53904     -2.984962     -2.930034
   0.57273     -2.940461     -2.892488
   0.60642     -2.891444     -2.854687
   0.64011     -2.839296     -2.814910
   0.67379     -2.785833     -2.772545
   0.70748     -2.732799     -2.728036
   0.74117     -2.682030     -2.682559
   0.77486     -2.638400     -2.637761
   0.80855     -2.638736     -2.596133
   0.84224     -2.682773     -2.567366
   0.87593     -2.734506     -2.584563
   0.90962     -2.789260     -2.627305
   0.94331     -2.845542     -2.675348
   0.97700     -2.902220     -2.725346
   1.01069     -2.958187     -2.775980
   1.04438     -3.012217     -2.826201
   1.07807     -3.062721     -2.874982
   1.11176     -3.106476     -2.921201
   1.14545     -3.130774     -2.963630
   1.17914     -3.121824     -3.000939
   1.21283     -3.103646     -3.031745
   1.24652     -3.087780     -3.054746
   1.28021     -3.077387     -3.068944
   1.31390     -3.073786     -3.073736
   1.31390     -3.073786     -3.073736
   1.34721     -3.068986     -3.077324
   1.38051     -3.054783     -3.087683
   1.41382     -3.031803     -3.103453
   1.44713     -3.001060     -3.121141
   1.48043     -2.963854     -3.128410
   1.51374     -2.921553     -3.104543
   1.54705     -2.875475     -3.061986
   1.58035     -2.826834     -3.012346
   1.61366     -2.776714     -2.958986
   1.64697     -2.726131     -2.903580
   1.68028     -2.676048     -2.847352
   1.71358     -2.627651     -2.791385
   1.74689     -2.584216     -2.736711
   1.78020     -2.576258     -2.684497
   1.81350     -2.615941     -2.638272
   1.84681     -2.663572     -2.650847
   1.88012     -2.713649     -2.701314
   1.91342     -2.764260     -2.755602
   1.94673     -2.813782     -2.811704
   1.98004     -2.860875     -2.868407
   2.01334     -2.904806     -2.924421
   2.04665     -2.945738     -2.978288
   2.07996     -2.984834     -3.028573
   2.11327     -3.024018     -3.074274
   2.14657     -3.065487     -3.115474
   2.17988     -3.111195     -3.153467
   2.21319     -3.162442     -3.189919
   2.24649     -3.219679     -3.225821
   2.27980     -3.282569     -3.261090
   2.31311     -3.350042     -3.294712
   2.34641     -3.420392     -3.325280
   2.37972     -3.491305     -3.351647
   2.41303     -3.559849     -3.373345
   2.44633     -3.622490     -3.390503
   2.47964     -3.675536     -3.403577
   2.51295     -3.716188     -3.413107
   2.54625     -3.743668     -3.419562
   2.57956     -3.759080     -3.423293
   2.61287     -3.763984     -3.424515
 
# Band-Index:   16
   2.61287     -2.396970     -2.601884
   2.57956     -2.395509     -2.600033
   2.54625     -2.391209     -2.594553
   2.51295     -2.384312     -2.585641
   2.47964     -2.375194     -2.573610
   2.44633     -2.364343     -2.558889
   2.41303     -2.352323     -2.542003
   2.37972     -2.339753     -2.523574
   2.34641     -2.327230     -2.504272
   2.31311     -2.315341     -2.484833
   2.27980     -2.304624     -2.466051
   2.24649     -2.295527     -2.448714
   2.21319     -2.288449     -2.433642
   2.17988     -2.283747     -2.421622
   2.14657     -2.281841     -2.413452
   2.11327     -2.283144     -2.409805
   2.07996     -2.288159     -2.411321
   2.04665     -2.297294     -2.418464
   2.01334     -2.310873     -2.431565
   1.98004     -2.329050     -2.450757
   1.94673     -2.351845     -2.476012
   1.91342     -2.379114     -2.507064
   1.88012     -2.410596     -2.543376
   1.84681     -2.445838     -2.583242
   1.81350     -2.483884     -2.592574
   1.78020     -2.519837     -2.550170
   1.74689     -2.514195     -2.508311
   1.71358     -2.478873     -2.469730
   1.68028     -2.443831     -2.434646
   1.64697     -2.411541     -2.402981
   1.61366     -2.382148     -2.374499
   1.58035     -2.355493     -2.348936
   1.54705     -2.331342     -2.325987
   1.51374     -2.309583     -2.305467
   1.48043     -2.290249     -2.287313
   1.44713     -2.273517     -2.271614
   1.41382     -2.259779     -2.258688
   1.38051     -2.249481     -2.248957
   1.34721     -2.243068     -2.242871
   1.31390     -2.240900     -2.240812
   1.31390     -2.240900     -2.240812
   1.28021     -2.242889     -2.242890
   1.24652     -2.248729     -2.249017
   1.21283     -2.258068     -2.258877
   1.17914     -2.270424     -2.272005
   1.14545     -2.285358     -2.287945
   1.11176     -2.302577     -2.306329
   1.07807     -2.321964     -2.326931
   1.04438     -2.343589     -2.349693
   1.01069     -2.367646     -2.374680
   0.97700     -2.394426     -2.402036
   0.94331     -2.424190     -2.431819
   0.90962     -2.457140     -2.463684
   0.87593     -2.493272     -2.495050
   0.84224     -2.532073     -2.506221
   0.80855     -2.569697     -2.477063
   0.77486     -2.570699     -2.440553
   0.74117     -2.535109     -2.405874
   0.70748     -2.499768     -2.374725
   0.67379     -2.469140     -2.347773
   0.64011     -2.444200     -2.325398
   0.60642     -2.425339     -2.307819
   0.57273     -2.412639     -2.295058
   0.53904     -2.405981     -2.286912
   0.50535     -2.405031     -2.282919
   0.47166     -2.409299     -2.282453
   0.43797     -2.418157     -2.284904
   0.40428     -2.430891     -2.289835
   0.37059     -2.446702     -2.296959
   0.33690     -2.464771     -2.306043
   0.30321     -2.484280     -2.316800
   0.26952     -2.504408     -2.328804
   0.23583     -2.524362     -2.341523
   0.20214     -2.543398     -2.354358
   0.16845     -2.560815     -2.366656
   0.13476     -2.575995     -2.377790
   0.10107     -2.588395     -2.387157
   0.06738     -2.597574     -2.394243
   0.03369     -2.603224     -2.398670
   0.00000     -2.605130     -2.400174
 
# Band-Index:   17
   0.00000     -0.131420     -1.289887
   0.03369     -0.132986     -1.295094
   0.06738     -0.137672     -1.310499
   0.10107     -0.145391     -1.335523
   0.13476     -0.155979     -1.369194
   0.16845     -0.169217     -1.410198
   0.20214     -0.184843     -1.456899
   0.23583     -0.202490     -1.507331
   0.26952     -0.221772     -1.559287
   0.30321     -0.242213     -1.610308
   0.33690     -0.263296     -1.657735
   0.37059     -0.284467     -1.698863
   0.40428     -0.305088     -1.730977
   0.43797     -0.324564     -1.751638
   0.47166     -0.342261     -1.758851
   0.50535     -0.357570     -1.751287
   0.53904     -0.370019     -1.728520
   0.57273     -0.379159     -1.690992
   0.60642     -0.384710     -1.639932
   0.64011     -0.386497     -1.576993
   0.67379     -0.384539     -1.503992
   0.70748     -0.378949     -1.422694
   0.74117     -0.370015     -1.334719
   0.77486     -0.358141     -1.241637
   0.80855     -0.343765     -1.144891
   0.84224     -0.327397     -1.045931
   0.87593     -0.309557     -0.946155
   0.90962     -0.290782     -0.846940
   0.94331     -0.271565     -0.749700
   0.97700     -0.252367     -0.655747
   1.01069     -0.233675     -0.566398
   1.04438     -0.215866     -0.482882
   1.07807     -0.199291     -0.406353
   1.11176     -0.184282     -0.337891
   1.14545     -0.171134     -0.278408
   1.17914     -0.160061     -0.228705
   1.21283     -0.151254     -0.189406
   1.24652     -0.144860     -0.161024
   1.28021     -0.140979     -0.143842
   1.31390     -0.139674     -0.138113
   1.31390     -0.139674     -0.138113
   1.34721     -0.145466     -0.139380
   1.38051     -0.162708     -0.143164
   1.41382     -0.191206     -0.149410
   1.44713     -0.230519     -0.158020
   1.48043     -0.280070     -0.168825
   1.51374     -0.339132     -0.181655
   1.54705     -0.406809     -0.196292
   1.58035     -0.482003     -0.212448
   1.61366     -0.563502     -0.229812
   1.64697     -0.650039     -0.248026
   1.68028     -0.740237     -0.266703
   1.71358     -0.832682     -0.285389
   1.74689     -0.925943     -0.303644
   1.78020     -1.018619     -0.320955
   1.81350     -1.109362     -0.336822
   1.84681     -1.196867     -0.350770
   1.88012     -1.279930     -0.362238
   1.91342     -1.357439     -0.370850
   1.94673     -1.428316     -0.376219
   1.98004     -1.491467     -0.378098
   2.01334     -1.545834     -0.376357
   2.04665     -1.590339     -0.370998
   2.07996     -1.624020     -0.362168
   2.11327     -1.646114     -0.350175
   2.14657     -1.656232     -0.335416
   2.17988     -1.654535     -0.318363
   2.21319     -1.641746     -0.299558
   2.24649     -1.619142     -0.279589
   2.27980     -1.588481     -0.259064
   2.31311     -1.551801     -0.238553
   2.34641     -1.511344     -0.218616
   2.37972     -1.469328     -0.199771
   2.41303     -1.427925     -0.182459
   2.44633     -1.389168     -0.167117
   2.47964     -1.354833     -0.154083
   2.51295     -1.326457     -0.143647
   2.54625     -1.305276     -0.136029
   2.57956     -1.292202     -0.131401
   2.61287     -1.287776     -0.129845
 
# Band-Index:   18
   2.61287      2.299012      1.600013
   2.57956      2.298275      1.594052
   2.54625      2.296097      1.576526
   2.51295      2.292535      1.548424
   2.47964      2.287701      1.511316
   2.44633      2.281738      1.467189
   2.41303      2.274830      1.418290
   2.37972      2.267169      1.366966
   2.34641      2.259036      1.315598
   2.31311      2.250646      1.266444
   2.27980      2.242287      1.221535
   2.24649      2.234237      1.182713
   2.21319      2.226758      1.151497
   2.17988      2.220111      1.129114
   2.14657      2.214553      1.116432
   2.11327      2.210274      1.113986
   2.07996      2.207437      1.121998
   2.04665      2.206174      1.140361
   2.01334      2.206601      1.168730
   1.98004      2.208754      1.206546
   1.94673      2.212620      1.253068
   1.91342      2.218148      1.307446
   1.88012      2.225251      1.368689
   1.84681      2.233752      1.435757
   1.81350      2.243548      1.507573
   1.78020      2.254322      1.583055
   1.74689      2.265889      1.661005
   1.71358      2.278002      1.740278
   1.68028      2.290393      1.819662
   1.64697      2.302813      1.897928
   1.61366      2.314987      1.973818
   1.58035      2.326675      2.046022
   1.54705      2.337622      2.113240
   1.51374      2.347607      2.173995
   1.48043      2.356371      2.226374
   1.44713      2.361788      2.266501
   1.41382      2.300431      2.278436
   1.38051      2.252104      2.249900
   1.34721      2.222648      2.222606
   1.31390      2.212725      2.212735
   1.31390      2.212725      2.212735
   1.28021      2.223297      2.222789
   1.24652      2.253375      2.252652
   1.21283      2.288635      2.301353
   1.17914      2.276977      2.356510
   1.14545      2.235664      2.354128
   1.11176      2.182874      2.345846
   1.07807      2.121872      2.336131
   1.04438      2.054195      2.325404
   1.01069      1.981150      2.313945
   0.97700      1.903949      2.301994
   0.94331      1.823774      2.289771
   0.90962      1.741844      2.277593
   0.87593      1.659337      2.265707
   0.84224      1.577515      2.254353
   0.80855      1.497586      2.243787
   0.77486      1.420781      2.234242
   0.74117      1.348392      2.225927
   0.70748      1.281644      2.219000
   0.67379      1.221826      2.213624
   0.64011      1.170098      2.209915
   0.60642      1.127581      2.207878
   0.57273      1.095277      2.207548
   0.53904      1.073942      2.208854
   0.50535      1.064107      2.211736
   0.47166      1.065959      2.216023
   0.43797      1.079355      2.221605
   0.40428      1.103703      2.228243
   0.37059      1.138031      2.235689
   0.33690      1.181001      2.243718
   0.30321      1.230840      2.252028
   0.26952      1.285520      2.260359
   0.23583      1.342697      2.268450
   0.20214      1.399834      2.276028
   0.16845      1.454319      2.282892
   0.13476      1.503478      2.288808
   0.10107      1.544823      2.293600
   0.06738      1.576144      2.297130
   0.03369      1.595685      2.299285
   0.00000      1.602337      2.300006
 
# Band-Index:   19
   0.00000      5.142609      4.980698
   0.03369      5.146938      4.982636
   0.06738      5.159713      4.988461
   0.10107      5.180156      4.998029
   0.13476      5.207253      5.011258
   0.16845      5.239705      5.027950
   0.20214      5.276045      5.047757
   0.23583      5.314777      5.070219
   0.26952      5.354285      5.094594
   0.30321      5.392782      5.119832
   0.33690      5.427884      5.144186
   0.37059      5.456004      5.164855
   0.40428      5.471975      5.177847
   0.43797      5.467748      5.177061
   0.47166      5.434035      5.154993
   0.50535      5.365811      5.105521
   0.53904      5.265592      5.026706
   0.57273      5.140953      4.921928
   0.60642      4.999319      4.797075
   0.64011      4.846078      4.657808
   0.67379      4.684796      4.508467
   0.70748      4.518048      4.352372
   0.74117      4.347555      4.191789
   0.77486      4.174699      4.028512
   0.80855      4.000837      3.864128
   0.84224      3.827041      3.699903
   0.87593      3.654488      3.537122
   0.90962      3.484456      3.377130
   0.94331      3.318253      3.221227
   0.97700      3.157264      3.070767
   1.01069      3.003017      2.927188
   1.04438      2.857223      2.792080
   1.07807      2.721863      2.667146
   1.11176      2.598985      2.554114
   1.14545      2.491214      2.454970
   1.17914      2.402819      2.375673
   1.21283      2.353110      2.369284
   1.24652      2.360318      2.373059
   1.28021      2.373206      2.375534
   1.31390      2.377948      2.376385
   1.31390      2.377948      2.376385
   1.34721      2.377068      2.371934
   1.38051      2.374433      2.360730
   1.41382      2.370134      2.358473
   1.44713      2.369078      2.406215
   1.48043      2.449870      2.490811
   1.51374      2.547691      2.595394
   1.54705      2.658902      2.715152
   1.58035      2.781736      2.847383
   1.61366      2.914590      2.990029
   1.64697      3.055659      3.141040
   1.68028      3.203523      3.298831
   1.71358      3.356619      3.461736
   1.74689      3.513615      3.628402
   1.78020      3.673272      3.797584
   1.81350      3.834222      3.967966
   1.84681      3.995136      4.138306
   1.88012      4.154686      4.307441
   1.91342      4.311371      4.474094
   1.94673      4.463390      4.636787
   1.98004      4.608602      4.793841
   2.01334      4.744010      4.942734
   2.04665      4.865986      5.080346
   2.07996      4.969976      5.202189
   2.11327      5.051510      5.302682
   2.14657      5.107753      5.376219
   2.17988      5.139298      5.419975
   2.21319      5.150280      5.436309
   2.24649      5.146470      5.431419
   2.27980      5.133202      5.412032
   2.31311      5.114634      5.383565
   2.34641      5.093699      5.349930
   2.37972      5.072508      5.314075
   2.41303      5.052395      5.278147
   2.44633      5.034196      5.243910
   2.47964      5.018639      5.213122
   2.51295      5.006171      5.187299
   2.54625      4.997068      5.167760
   2.57956      4.991516      5.155554
   2.61287      4.989642      5.151393
 
# Band-Index:   20
   2.61287      6.930359      7.047990
   2.57956      6.924675      7.042075
   2.54625      6.907608      7.024332
   2.51295      6.878992      6.994642
   2.47964      6.838830      6.953082
   2.44633      6.787284      6.899885
   2.41303      6.724876      6.835655
   2.37972      6.652588      6.761439
   2.34641      6.572026      6.678914
   2.31311      6.485432      6.590496
   2.27980      6.395737      6.499414
   2.24649      6.306859      6.410214
   2.21319      6.223949      6.329138
   2.17988      6.153309      6.263815
   2.14657      6.101408      6.221196
