filename,m1_muB,m2_muB,m_total_muB,condition_met
POSCAR_O3Zr2_1_x975,-0.0,-0.0,-0.001,True
POSCAR_O3Zr2_1_y025,-0.0,-0.0,-0.0,True
POSCAR_O3Zr2_1_y050,0.001,0.001,0.001,True
POSCAR_O3Zr2_1_y950,-0.0,-0.0,-0.0,True
POSCAR_O3Zr2_1_y975,-0.001,-0.001,-0.002,True
POSCAR_O3Zr2_1_z025,-0.009,-0.009,-0.021,False
POSCAR_O3Zr2_1_z050,-0.0,-0.0,-0.0,True
POSCAR_O3Zr2_1_z950,-0.001,-0.001,-0.002,True
POSCAR_O3Zr2_1_z975,-0.0,-0.0,-0.0,True
POSCAR_O4Rh2_1,0.458,-0.458,0.0,True
POSCAR_O4Rh2_1_x025,0.493,-0.493,-0.0,True
POSCAR_O4Rh2_1_x050,0.515,-0.515,-0.0,True
POSCAR_O4Rh2_1_x950,0.349,-0.349,0.0,True
POSCAR_O4Rh2_1_x975,0.401,-0.401,-0.0,True
POSCAR_O4Rh2_1_y025,0.456,-0.456,0.0,True
POSCAR_O4Rh2_1_y050,0.446,-0.446,0.0,True
POSCAR_O4Rh2_1_y950,0.458,-0.458,0.0,True
POSCAR_O4Rh2_1_y975,0.458,-0.458,0.0,True
POSCAR_O4Rh2_1_z025,0.454,-0.454,0.0,True
POSCAR_O4Rh2_1_z050,0.443,-0.443,0.0,True
POSCAR_O4Rh2_1_z950,0.464,-0.464,-0.0,True
POSCAR_O4Rh2_1_z975,0.461,-0.461,0.0,True
POSCAR_O4Ru2_1,1.531,-1.531,-0.0,True
POSCAR_O4Ru2_1_st025,1.59,-1.59,-0.0,True
POSCAR_O4Ru2_1_st050,1.649,-1.649,-0.0,True
POSCAR_O4Ru2_1_st950,1.396,-1.396,-0.0,True
POSCAR_O4Ru2_1_st975,1.468,-1.468,-0.0,True
POSCAR_O4Ru2_1_x025,1.545,-1.545,-0.0,True
POSCAR_O4Ru2_1_x050,1.559,-1.559,-0.0,True
POSCAR_O4Ru2_1_x950,1.5,-1.5,0.0,True
POSCAR_O4Ru2_1_x975,1.516,-1.516,-0.0,True
POSCAR_O4Ru2_1_y025,1.554,-1.554,-0.0,True
POSCAR_O4Ru2_1_y050,1.576,-1.576,-0.0,True
POSCAR_O4Ru2_1_y950,1.485,-1.485,-0.0,True
POSCAR_O4Ru2_1_y975,1.508,-1.508,-0.0,True
POSCAR_O4Ru2_1_z025,1.554,-1.554,-0.0,True
POSCAR_O4Ru2_1_z050,1.576,-1.576,-0.0,True
POSCAR_O4Ru2_1_z950,1.485,-1.485,-0.0,True
POSCAR_O4Ru2_1_z975,1.508,-1.508,-0.0,True
POSCAR_O4Ru2_2,1.567,-1.567,0.0,True
POSCAR_O4Ru2_2_st025,1.623,-1.623,0.0,True
POSCAR_O4Ru2_2_st050,1.684,-1.684,0.0,True
POSCAR_O4Ru2_2_st950,1.378,-1.376,0.002,True
POSCAR_O4Ru2_2_x025,1.584,-1.585,-0.0,True
POSCAR_O4Ru2_2_x050,1.602,-1.605,-0.001,True
POSCAR_O4Ru2_2_x950,1.505,-1.504,-0.001,True
POSCAR_O4Ru2_2_x975,1.549,-1.547,0.001,True
POSCAR_O4Ru2_2_y025,1.581,-1.581,0.0,True
POSCAR_O4Ru2_2_y050,1.595,-1.594,0.0,True
POSCAR_O4Ru2_2_y950,1.531,-1.526,0.005,True
POSCAR_O4Ru2_2_y975,1.551,-1.551,0.0,True
POSCAR_O4Ru2_2_z025,1.591,-1.589,0.0,True
POSCAR_O4Ru2_2_z050,1.613,-1.611,0.001,True
POSCAR_O4Ru2_2_z950,1.49,-1.514,-0.019,False
POSCAR_O4Ru2_2_z975,1.54,-1.541,-0.0,True
POSCAR_O4Sc2_1,-0.001,0.001,-0.0,True
POSCAR_O4Sc2_1_x025,0.0,0.0,0.0,True
POSCAR_O4Sc2_1_x050,0.0,-0.0,0.0,True
POSCAR_O4Sc2_1_x950,-0.0,-0.0,-0.0,True
POSCAR_O4Sc2_1_x975,-0.0,0.0,0.0,True
POSCAR_O4Sc2_1_y025,-0.0,-0.0,-0.0,True
POSCAR_O4Sc2_1_y050,-0.0,-0.0,0.0,True
POSCAR_O4Sc2_1_y950,0.0,0.0,0.0,True
POSCAR_O4Sc2_1_y975,0.0,0.0,0.0,True
POSCAR_O4Sc2_1_z025,-0.0,-0.0,-0.0,True
POSCAR_O4Sc2_1_z050,0.0,0.0,0.001,True
POSCAR_O4Sc2_1_z950,0.0,0.0,0.0,True
POSCAR_O4Sc2_1_z975,-0.0,0.0,0.002,True
POSCAR_O4V2_1,1.035,-1.035,0.0,True
POSCAR_O4V2_1_st025,1.066,-1.066,0.0,True
POSCAR_O4V2_1_st050,1.103,-1.103,0.0,True
POSCAR_O4V2_1_st950,0.982,-0.982,0.0,True
POSCAR_O4V2_1_st975,1.007,-1.007,0.0,True
POSCAR_O4V2_1_x025,1.05,-1.05,0.0,True
POSCAR_O4V2_1_x050,1.065,-1.066,0.0,True
POSCAR_O4V2_1_x950,1.002,-1.002,0.0,True
POSCAR_O4V2_1_x975,1.019,-1.019,0.0,True
POSCAR_O4V2_1_y025,1.042,-1.042,0.0,True
POSCAR_O4V2_1_y050,1.049,-1.049,0.0,True
POSCAR_O4V2_1_y950,1.022,-1.022,0.0,True
POSCAR_O4V2_1_y975,1.028,-1.028,0.0,True
POSCAR_O4V2_1_z025,1.042,-1.042,0.0,True
POSCAR_O4V2_1_z050,1.049,-1.049,0.0,True
POSCAR_O4V2_1_z950,1.022,-1.022,0.0,True
POSCAR_O4V2_1_z975,1.028,-1.028,0.0,True
POSCAR_O4V2_3,0.88,-0.88,0.0,True
POSCAR_O4V2_3_st025,0.922,-0.922,0.0,True
POSCAR_O4V2_3_st050,0.966,-0.966,0.0,True
POSCAR_O4V2_3_st950,0.643,-0.641,0.002,True
POSCAR_O4V2_3_st975,0.838,-0.838,0.0,True
POSCAR_O4V2_3_x025,0.892,-0.891,0.0,True
POSCAR_O4V2_3_x050,0.903,-0.902,0.0,True
POSCAR_O4V2_3_x950,0.855,-0.855,-0.0,True
POSCAR_O4V2_3_x975,0.868,-0.868,-0.0,True
POSCAR_O4V2_3_y025,0.891,-0.892,-0.0,True
POSCAR_O4V2_3_y050,0.902,-0.903,-0.0,True
POSCAR_O4V2_3_y950,0.855,-0.855,0.0,True
POSCAR_O4V2_3_y975,0.868,-0.868,0.0,True
POSCAR_O4V2_3_z025,0.898,-0.898,0.0,True
POSCAR_O4V2_3_z050,0.916,-0.915,0.0,True
POSCAR_O4V2_3_z950,0.843,-0.843,0.0,True
POSCAR_O4V2_3_z975,0.862,-0.862,0.0,True
POSCAR_O4Y2_5,-0.002,0.002,-0.002,True
POSCAR_O4Y2_5_x025,-0.0,-0.0,-0.001,True
POSCAR_O4Y2_5_x050,-0.0,0.0,-0.0,True
POSCAR_O4Y2_5_x950,0.0,-0.0,0.0,True
POSCAR_O4Y2_5_x975,0.0,0.0,0.001,True
POSCAR_O4Y2_5_y025,0.0,-0.0,-0.0,True
POSCAR_O4Y2_5_y050,-0.0,0.0,-0.0,True
POSCAR_O4Y2_5_y950,0.0,0.0,0.0,True
POSCAR_O4Y2_5_y975,0.0,-0.0,0.0,True
POSCAR_O4Y2_5_z025,0.0,0.0,0.001,True
POSCAR_O4Y2_5_z050,0.0,0.0,0.001,True
POSCAR_O4Y2_5_z950,-0.0,-0.0,-0.001,True
POSCAR_O4Y2_5_z975,0.0,-0.0,0.0,True
POSCAR_O5Ru2_1,1.742,-1.743,-0.001,True
POSCAR_O5Ru2_1_st025,1.777,-1.778,-0.002,True
POSCAR_O5Ru2_1_st975,1.559,-1.558,0.002,True
POSCAR_O5Ru2_1_x025,1.735,-1.736,-0.002,True
POSCAR_O5Ru2_1_x050,1.727,-1.727,-0.0,True
POSCAR_O5Ru2_1_x950,1.36,-1.362,-0.002,True
POSCAR_O5Ru2_1_x975,1.607,-1.607,0.002,True
POSCAR_O5Ru2_1_y025,1.744,-1.744,-0.0,True
POSCAR_O5Ru2_1_y050,1.778,-1.775,0.001,True
POSCAR_O5Ru2_1_y950,1.719,-1.719,-0.0,True
POSCAR_O5Ru2_1_y975,1.733,-1.733,-0.001,True
POSCAR_O5Ru2_1_z025,1.774,-1.775,-0.001,True
POSCAR_O5Ru2_1_z050,1.8,-1.801,-0.002,True
POSCAR_O5Ru2_1_z950,1.601,-1.605,-0.006,True
POSCAR_O5Ru2_1_z975,1.691,-1.691,-0.0,True
POSCAR_O6Rh2_1,0.394,-0.394,0.0,True
POSCAR_O6Rh2_1_x025,0.439,-0.439,-0.003,True
POSCAR_O6Rh2_1_x050,0.465,-0.46,0.002,True
POSCAR_O6Rh2_1_x950,0.308,-0.315,-0.015,False
POSCAR_O6Rh2_1_x975,0.358,-0.364,-0.013,False
POSCAR_O6Rh2_1_y025,0.439,-0.439,0.003,True
POSCAR_O6Rh2_1_y050,0.46,-0.465,-0.002,True
POSCAR_O6Rh2_1_y950,0.315,-0.308,0.015,False
POSCAR_O6Rh2_1_y975,0.364,-0.358,0.012,False
POSCAR_O6Rh2_1_z025,0.473,-0.473,-0.001,True
POSCAR_O6Rh2_1_z050,0.536,-0.537,-0.001,True
POSCAR_O6Rh2_1_z950,0.188,-0.187,0.0,True
POSCAR_O6Rh2_1_z975,0.295,-0.295,0.0,True
POSCAR_O6Ru2_2,1.208,-1.21,-0.0,True
POSCAR_O6Ru2_2_st025,1.322,-1.326,-0.0,True
POSCAR_O6Ru2_2_st050,1.46,-1.466,-0.001,True
POSCAR_O6Ru2_2_st950,0.996,-0.997,-0.0,True
POSCAR_O6Ru2_2_st975,1.104,-1.105,-0.0,True
POSCAR_O6Ru2_2_x025,1.228,-1.243,-0.002,True
POSCAR_O6Ru2_2_x050,1.246,-1.275,-0.004,True
POSCAR_O6Ru2_2_x950,1.161,-1.143,0.001,True
POSCAR_O6Ru2_2_x975,1.186,-1.177,0.001,True
POSCAR_O6Ru2_2_y025,1.241,-1.23,0.001,True
POSCAR_O6Ru2_2_y050,1.273,-1.248,0.003,True
POSCAR_O6Ru2_2_y950,1.141,-1.163,-0.001,True
POSCAR_O6Ru2_2_y975,1.175,-1.188,-0.001,True
POSCAR_O6Ru2_2_z025,1.267,-1.27,-0.0,True
POSCAR_O6Ru2_2_z050,1.341,-1.346,-0.001,True
POSCAR_O6Ru2_2_z950,1.114,-1.115,-0.0,True
POSCAR_O6Ru2_2_z975,1.159,-1.16,-0.0,True
POSCAR_P1Ru2_1,0.645,-0.642,0.003,True
POSCAR_P1Ru2_1_st050,1.44,-1.444,-0.004,True
POSCAR_P1Ru2_1_x025,0.728,-0.719,0.009,True
POSCAR_P1Ru2_1_x050,0.863,-0.771,0.088,False
POSCAR_P1Ru2_1_x950,-0.004,-0.009,-0.013,False
POSCAR_P1Ru2_1_x975,0.02,0.032,0.051,False
POSCAR_P1Ru2_1_y025,0.723,-0.72,0.003,True
POSCAR_P1Ru2_1_y050,0.84,-0.805,0.033,False
POSCAR_P1Ru2_1_y950,0.0,-0.001,-0.001,True
POSCAR_P1Ru2_1_y975,-0.01,-0.015,-0.024,False
POSCAR_P1Ru2_1_z025,0.723,-0.72,0.003,True
POSCAR_P1Ru2_1_z050,0.809,-0.836,-0.025,False
POSCAR_P1Ru2_1_z950,0.0,-0.001,-0.001,True
POSCAR_P1Ru2_1_z975,0.058,-0.006,0.052,False
POSCAR_P2Ru2_2,1.05,-1.05,0.0,True
POSCAR_P2Ru2_2_st025,1.235,-1.235,0.0,True
POSCAR_P2Ru2_2_st950,0.833,-0.832,0.001,True
POSCAR_P2Ru2_2_st975,0.937,-0.934,0.002,True
POSCAR_P2Ru2_2_x025,1.147,-1.147,0.0,True
POSCAR_P2Ru2_2_x050,1.178,-1.178,0.0,True
POSCAR_P2Ru2_2_x950,1.075,-1.075,0.0,True
POSCAR_P2Ru2_2_x975,1.088,-1.088,0.0,True
POSCAR_P2Ru2_2_y025,1.143,-1.143,0.0,True
POSCAR_P2Ru2_2_y050,1.176,-1.176,0.0,True
POSCAR_P2Ru2_2_y950,1.075,-1.074,0.0,True
POSCAR_P2Ru2_2_y975,1.091,-1.09,0.0,True
POSCAR_P2Ru2_2_z025,1.174,-1.174,0.0,True
POSCAR_P2Ru2_2_z050,1.247,-1.246,0.001,True
POSCAR_P2Ru2_2_z950,0.861,-0.861,0.0,True
POSCAR_P2Ru2_2_z975,0.95,-0.946,0.005,True
POSCAR_P2V2_1,1.464,-1.464,-0.0,True
POSCAR_P2V2_1_st025,1.74,-1.74,-0.0,True
POSCAR_P2V2_1_st050,1.895,-1.895,-0.0,True
POSCAR_P2V2_1_st950,0.675,-0.676,-0.0,True
POSCAR_P2V2_1_st975,1.037,-1.038,-0.0,True
POSCAR_P2V2_1_x025,1.606,-1.607,-0.0,True
POSCAR_P2V2_1_x050,1.689,-1.69,-0.0,True
POSCAR_P2V2_1_x950,1.163,-1.163,-0.0,True
POSCAR_P2V2_1_x975,1.31,-1.311,-0.001,True
POSCAR_P2V2_1_y025,1.607,-1.607,-0.0,True
POSCAR_P2V2_1_y050,1.69,-1.69,-0.0,True
POSCAR_P2V2_1_y950,1.163,-1.163,-0.0,True
POSCAR_P2V2_1_y975,1.31,-1.31,0.0,True
POSCAR_P2V2_1_z025,1.557,-1.557,-0.0,True
POSCAR_P2V2_1_z050,1.648,-1.649,-0.0,True
POSCAR_P2V2_1_z950,1.269,-1.269,-0.001,True
POSCAR_P2V2_1_z975,1.356,-1.357,-0.0,True
POSCAR_P2V2_2,1.789,-1.789,0.0,True
POSCAR_P2V2_2_st025,1.969,-1.969,-0.0,True
POSCAR_P2V2_2_st050,2.136,-2.136,0.0,True
POSCAR_P2V2_2_st950,1.32,-1.321,-0.0,True
POSCAR_P2V2_2_st975,1.584,-1.584,0.0,True
POSCAR_P2V2_2_x025,1.867,-1.838,0.01,True
POSCAR_P2V2_2_x050,1.947,-1.913,-0.018,False
POSCAR_P2V2_2_x950,1.671,-1.698,-0.003,True
POSCAR_P2V2_2_x975,1.718,-1.745,-0.009,True
POSCAR_P2V2_2_y025,1.838,-1.867,-0.01,True
POSCAR_P2V2_2_y050,1.913,-1.947,0.018,False
POSCAR_P2V2_2_y950,1.698,-1.671,0.003,True
POSCAR_P2V2_2_y975,1.745,-1.718,0.009,True
POSCAR_P2V2_2_z025,1.851,-1.851,0.0,True
POSCAR_P2V2_2_z050,1.908,-1.909,-0.0,True
POSCAR_P2V2_2_z950,1.64,-1.64,0.0,True
POSCAR_P2V2_2_z975,1.719,-1.719,-0.0,True
POSCAR_P2Zr2_2,0.035,-0.032,0.003,True
POSCAR_P2Zr2_2_x025,0.001,0.001,0.002,True
POSCAR_P2Zr2_2_x050,-0.002,-0.002,-0.003,True
POSCAR_P2Zr2_2_x950,0.052,-0.015,0.038,False
POSCAR_P2Zr2_2_x975,0.008,0.009,0.016,False
POSCAR_P2Zr2_2_y025,0.0,0.0,0.0,True
POSCAR_P2Zr2_2_y050,0.0,-0.0,-0.0,True
POSCAR_P2Zr2_2_y950,-0.011,-0.012,-0.022,False
POSCAR_P2Zr2_2_y975,-0.006,-0.006,-0.011,False
POSCAR_P2Zr2_2_z025,0.033,-0.03,0.003,True
POSCAR_P2Zr2_2_z050,0.028,-0.026,0.003,True
POSCAR_P2Zr2_2_z950,0.005,0.005,0.008,True
POSCAR_P2Zr2_2_z975,-0.0,-0.0,-0.001,True
POSCAR_P8V2_2,1.961,-1.962,-0.0,True
POSCAR_P8V2_2_st025,2.118,-2.119,-0.0,True
POSCAR_P8V2_2_st050,2.253,-2.254,-0.001,True
POSCAR_P8V2_2_st950,1.547,-1.547,-0.0,True
POSCAR_P8V2_2_st975,1.769,-1.769,-0.0,True
POSCAR_P8V2_2_x025,2.033,-2.034,-0.0,True
POSCAR_P8V2_2_x050,2.101,-2.102,-0.001,True
POSCAR_P8V2_2_x950,1.798,-1.799,-0.0,True
POSCAR_P8V2_2_x975,1.885,-1.885,0.0,True
POSCAR_P8V2_2_y025,2.011,-2.011,-0.0,True
POSCAR_P8V2_2_y050,2.061,-2.061,-0.0,True
POSCAR_P8V2_2_y950,1.861,-1.861,0.0,True
POSCAR_P8V2_2_y975,1.911,-1.912,0.0,True
POSCAR_P8V2_2_z025,2.009,-2.009,-0.0,True
POSCAR_P8V2_2_z050,2.054,-2.055,-0.0,True
POSCAR_P8V2_2_z950,1.864,-1.864,-0.0,True
POSCAR_P8V2_2_z975,1.913,-1.913,-0.0,True
POSCAR_P8Zr2_1,0.022,-0.023,-0.0,True
POSCAR_P8Zr2_1_x025,0.007,-0.007,0.0,True
POSCAR_P8Zr2_1_x050,0.005,-0.006,-0.001,True
POSCAR_P8Zr2_1_x950,0.0,-0.0,-0.0,True
POSCAR_P8Zr2_1_x975,0.002,-0.002,-0.0,True
POSCAR_P8Zr2_1_y025,0.004,-0.004,-0.0,True
POSCAR_P8Zr2_1_y050,0.005,-0.005,-0.001,True
POSCAR_P8Zr2_1_y950,0.0,-0.002,-0.002,True
POSCAR_P8Zr2_1_y975,0.011,-0.009,0.002,True
POSCAR_P8Zr2_1_z025,0.047,-0.058,-0.014,False
POSCAR_P8Zr2_1_z050,0.0,-0.0,-0.0,True
POSCAR_P8Zr2_1_z950,0.0,-0.0,-0.0,True
POSCAR_P8Zr2_1_z975,0.002,-0.002,-0.001,True
POSCAR_Pb10Ru2_1,2.036,-2.037,-0.002,True
POSCAR_Pb10Ru2_1_st025,2.014,-2.014,0.001,True
POSCAR_Pb10Ru2_1_x025,2.125,-2.127,-0.003,True
POSCAR_Pb10Ru2_1_x050,2.22,-2.22,0.002,True
POSCAR_Pb10Ru2_1_x950,1.794,-1.787,-0.007,True
POSCAR_Pb10Ru2_1_x975,1.914,-1.915,-0.003,True
POSCAR_Pb10Ru2_1_y025,2.125,-2.128,-0.004,True
POSCAR_Pb10Ru2_1_y050,2.22,-2.22,0.001,True
POSCAR_Pb10Ru2_1_y975,1.916,-1.915,0.001,True
POSCAR_Pb10Ru2_1_z025,1.894,-1.891,0.002,True
POSCAR_Pb10Ru2_1_z050,1.95,-1.952,-0.006,True
POSCAR_Pb10Ru2_1_z950,1.684,-1.711,-0.038,False
POSCAR_Pb10Ru2_1_z975,1.883,-1.889,-0.01,True
POSCAR_Pb2Ru2_2,0.966,-0.962,0.004,True
POSCAR_Pb2Ru2_2_st975,0.646,-0.643,0.003,True
POSCAR_Pb2Ru2_2_x025,1.058,-1.048,0.012,False
POSCAR_Pb2Ru2_2_x050,1.133,-1.139,-0.006,True
POSCAR_Pb2Ru2_2_x950,0.815,-0.804,0.012,False
POSCAR_Pb2Ru2_2_x975,0.899,-0.897,0.002,True
POSCAR_Pb2Ru2_2_y025,1.043,-1.044,-0.002,True
POSCAR_Pb2Ru2_2_y050,1.135,-1.133,0.002,True
POSCAR_Pb2Ru2_2_y950,0.819,-0.811,0.01,True
POSCAR_Pb2Ru2_2_y975,0.902,-0.896,0.007,True
POSCAR_Pb2Ru2_2_z025,1.253,-1.253,0.0,True
POSCAR_Pb2Ru2_2_z050,1.721,-1.699,0.023,False
POSCAR_Pb2Ru2_2_z950,-0.002,0.002,0.0,True
POSCAR_Pb2Ru2_2_z975,0.819,-0.817,0.003,True
POSCAR_Pb2Ru2_3,1.861,-1.863,-0.002,True
POSCAR_Pb2Ru2_3_x025,1.922,-1.923,-0.001,True
POSCAR_Pb2Ru2_3_x050,1.983,-1.984,-0.001,True
POSCAR_Pb2Ru2_3_x950,1.706,-1.706,0.0,True
POSCAR_Pb2Ru2_3_x975,1.793,-1.793,0.0,True
POSCAR_Pb2Ru2_3_y025,1.953,-1.954,-0.0,True
POSCAR_Pb2Ru2_3_y050,2.092,-2.09,0.003,True
POSCAR_Pb2Ru2_3_y950,1.692,-1.69,0.003,True
POSCAR_Pb2Ru2_3_y975,1.778,-1.779,-0.0,True
POSCAR_Pb2Ru2_3_z025,1.946,-1.959,-0.012,False
POSCAR_Pb2Ru2_3_z050,2.074,-2.075,-0.001,True
POSCAR_Pb2Ru2_3_z950,1.618,-1.616,0.002,True
POSCAR_Pb2Ru2_3_z975,1.76,-1.761,-0.0,True
POSCAR_Pb2Sc2_3,0.035,-0.039,-0.004,True
POSCAR_Pb2Sc2_3_st025,0.015,-0.019,-0.004,True
POSCAR_Pb2Sc2_3_x025,0.006,-0.009,-0.003,True
POSCAR_Pb2Sc2_3_x050,0.009,-0.008,0.0,True
POSCAR_Pb2Sc2_3_x950,0.015,-0.015,-0.0,True
POSCAR_Pb2Sc2_3_x975,-0.001,-0.001,-0.001,True
POSCAR_Pb2Sc2_3_y025,0.006,-0.009,-0.003,True
POSCAR_Pb2Sc2_3_y050,0.054,-0.058,-0.004,True
POSCAR_Pb2Sc2_3_y950,0.015,-0.014,0.0,True
POSCAR_Pb2Sc2_3_y975,-0.002,-0.002,-0.003,True
POSCAR_Pb2Sc2_3_z025,0.02,-0.02,-0.001,True
POSCAR_Pb2Sc2_3_z050,0.017,-0.015,0.002,True
POSCAR_Pb2Sc2_3_z950,0.007,-0.007,-0.0,True
POSCAR_Pb2Sc2_3_z975,0.01,-0.01,0.0,True
POSCAR_Pb3Ru2_1,1.836,-1.834,0.002,True
POSCAR_Pb3Ru2_1_st025,2.076,-2.077,-0.001,True
POSCAR_Pb3Ru2_1_st050,2.297,-2.297,0.001,True
POSCAR_Pb3Ru2_1_x025,1.918,-1.914,0.005,True
POSCAR_Pb3Ru2_1_x050,1.978,-2.002,-0.025,False
POSCAR_Pb3Ru2_1_x950,1.695,-1.692,0.004,True
POSCAR_Pb3Ru2_1_x975,1.763,-1.751,0.014,False
POSCAR_Pb3Ru2_1_y025,1.908,-1.898,0.009,True
POSCAR_Pb3Ru2_1_y050,2.008,-2.009,-0.002,True
POSCAR_Pb3Ru2_1_y950,1.696,-1.693,0.003,True
POSCAR_Pb3Ru2_1_y975,1.772,-1.77,0.001,True
POSCAR_Pb3Ru2_1_z025,1.9,-1.898,0.002,True
POSCAR_Pb3Ru2_1_z050,1.925,-1.921,0.005,True
POSCAR_Pb3Ru2_1_z950,1.638,-1.605,0.036,False
POSCAR_Pb3Ru2_1_z975,1.754,-1.742,0.012,False
POSCAR_Rh2S4_1,0.717,-0.717,0.0,True
POSCAR_Rh2S4_1_x025,0.751,-0.751,0.0,True
POSCAR_Rh2S4_1_x050,0.782,-0.782,0.0,True
POSCAR_Rh2S4_1_x950,0.645,-0.645,-0.0,True
POSCAR_Rh2S4_1_x975,0.683,-0.683,0.0,True
POSCAR_Rh2S4_1_y025,0.738,-0.738,0.0,True
POSCAR_Rh2S4_1_y050,0.757,-0.757,0.0,True
POSCAR_Rh2S4_1_y950,0.675,-0.675,0.0,True
POSCAR_Rh2S4_1_y975,0.697,-0.697,0.0,True
POSCAR_Rh2S4_1_z025,0.727,-0.727,0.0,True
POSCAR_Rh2S4_1_z050,0.738,-0.738,0.0,True
POSCAR_Rh2S4_1_z950,0.695,-0.695,0.0,True
POSCAR_Rh2S4_1_z975,0.707,-0.707,-0.0,True
POSCAR_Rh2Tl2_1,0.448,-0.452,-0.004,True
POSCAR_Rh2Tl2_1_x025,-0.434,-0.439,-0.847,False
POSCAR_Rh2Tl2_1_x050,-0.426,-0.456,-0.86,False
POSCAR_Rh2Tl2_1_x950,-0.06,-0.061,-0.111,False
POSCAR_Rh2Tl2_1_y025,-0.431,-0.435,-0.842,False
POSCAR_Rh2Tl2_1_y050,-0.425,-0.456,-0.859,False
POSCAR_Rh2Tl2_1_y950,-0.061,-0.06,-0.111,False
POSCAR_Rh2Tl2_1_z025,-0.003,0.019,0.015,False
POSCAR_Rh2Tl2_1_z050,0.049,0.017,0.059,False
POSCAR_Rh2Tl2_1_z950,-0.001,-0.002,-0.003,True
POSCAR_Rh2Tl2_1_z975,0.13,-0.13,-0.0,True
POSCAR_Ru2S2_1,0.382,-0.381,0.0,True
POSCAR_Ru2S2_1_st025,0.394,-0.393,0.0,True
POSCAR_Ru2S2_1_st050,0.362,-0.361,0.0,True
POSCAR_Ru2S2_1_st950,0.265,-0.265,0.0,True
POSCAR_Ru2S2_1_st975,0.329,-0.329,0.0,True
POSCAR_Ru2S2_1_x025,0.383,-0.383,0.0,True
POSCAR_Ru2S2_1_x050,0.381,-0.381,-0.0,True
POSCAR_Ru2S2_1_x950,0.294,-0.293,0.0,True
POSCAR_Ru2S2_1_x975,0.356,-0.355,0.0,True
POSCAR_Ru2S2_1_y025,0.383,-0.383,-0.0,True
POSCAR_Ru2S2_1_y050,0.381,-0.381,0.0,True
POSCAR_Ru2S2_1_y950,0.293,-0.293,0.0,True
POSCAR_Ru2S2_1_y975,0.355,-0.355,0.0,True
POSCAR_Ru2S2_1_z025,0.4,-0.4,0.0,True
POSCAR_Ru2S2_1_z050,0.431,-0.431,-0.0,True
POSCAR_Ru2S2_1_z950,0.338,-0.338,0.0,True
POSCAR_Ru2S2_1_z975,0.365,-0.365,-0.0,True
POSCAR_Ru2S2_2,0.942,-0.942,0.0,True
POSCAR_Ru2S2_2_st025,1.28,-1.28,-0.0,True
POSCAR_Ru2S2_2_st050,1.58,-1.579,0.0,True
POSCAR_Ru2S2_2_st950,0.454,-0.453,0.001,True
POSCAR_Ru2S2_2_st975,0.663,-0.662,0.001,True
POSCAR_Ru2S2_2_x025,1.005,-1.004,0.0,True
POSCAR_Ru2S2_2_x050,1.08,-1.078,0.002,True
POSCAR_Ru2S2_2_x950,0.816,-0.815,0.001,True
POSCAR_Ru2S2_2_x975,0.883,-0.882,0.001,True
POSCAR_Ru2S2_2_y025,1.048,-1.047,0.001,True
POSCAR_Ru2S2_2_y050,1.138,-1.138,-0.0,True
POSCAR_Ru2S2_2_y950,0.644,-0.643,0.001,True
POSCAR_Ru2S2_2_y975,0.81,-0.809,0.0,True
POSCAR_Ru2S2_2_z025,1.081,-1.08,0.001,True
POSCAR_Ru2S2_2_z050,1.23,-1.227,0.002,True
POSCAR_Ru2S2_2_z950,0.665,-0.663,0.002,True
POSCAR_Ru2S2_2_z975,0.804,-0.803,0.001,True
POSCAR_Ru2S8_1,0.528,-0.529,-0.0,True
POSCAR_Ru2S8_1_st025,0.729,-0.729,-0.0,True
POSCAR_Ru2S8_1_st050,0.852,-0.852,-0.0,True
POSCAR_Ru2S8_1_x025,0.58,-0.581,-0.0,True
POSCAR_Ru2S8_1_x050,0.013,-0.012,0.0,True
POSCAR_Ru2S8_1_x950,0.017,-0.023,-0.012,False
POSCAR_Ru2S8_1_x975,0.09,-0.066,0.038,False
POSCAR_Ru2S8_1_y025,0.594,-0.594,-0.0,True
POSCAR_Ru2S8_1_y050,0.642,-0.643,0.0,True
POSCAR_Ru2S8_1_y950,0.001,-0.0,0.001,True
POSCAR_Ru2S8_1_y975,0.01,-0.019,-0.012,False
POSCAR_Ru2S8_1_z025,0.003,-0.009,-0.004,True
POSCAR_Ru2S8_1_z050,0.735,-0.735,-0.0,True
POSCAR_Ru2S8_1_z950,-0.004,-0.006,-0.012,False
POSCAR_Ru2S8_1_z975,0.037,-0.045,-0.012,False
POSCAR_Ru2Si1_1,0.173,-0.173,-0.0,True
POSCAR_Ru2Si1_1_x025,0.318,-0.333,-0.014,False
POSCAR_Ru2Si1_1_x050,0.001,0.003,0.003,True
POSCAR_Ru2Si1_1_x950,0.002,-0.002,0.0,True
POSCAR_Ru2Si1_1_x975,0.04,-0.039,0.001,True
POSCAR_Ru2Si1_1_y025,0.308,-0.322,-0.014,False
POSCAR_Ru2Si1_1_y050,0.248,-0.296,-0.047,False
POSCAR_Ru2Si1_1_y950,0.002,-0.002,-0.0,True
POSCAR_Ru2Si1_1_y975,0.005,-0.004,0.0,True
POSCAR_Ru2Si1_1_z025,0.32,-0.315,0.005,True
