filename,ion1 tot
POSCAR_Bi8Cr2_1_st050,4.163
POSCAR_Bi8Cr2_1_st950,3.983
POSCAR_Bi8Cr2_1_st975,4.045
POSCAR_Bi8Cr2_1_x025,4.108
POSCAR_Bi8Cr2_1_x050,4.121
POSCAR_Bi8Cr2_1_x950,4.064
POSCAR_Bi8Cr2_1_x975,4.08
POSCAR_Bi8Cr2_1_y025,4.108
POSCAR_Bi8Cr2_1_y050,4.121
POSCAR_Bi8Cr2_1_y950,4.065
POSCAR_Bi8Cr2_1_y975,4.08
POSCAR_Bi8Cr2_1_z025,4.107
POSCAR_Bi8Cr2_1_z050,4.119
POSCAR_Bi8Cr2_1_z950,4.063
POSCAR_Bi8Cr2_1_z975,4.08
POSCAR_Bi8Fe2_1,3.105
POSCAR_Bi8Fe2_1_st025,3.167
POSCAR_Bi8Fe2_1_st050,3.22
POSCAR_Bi8Fe2_1_st950,2.949
POSCAR_Bi8Fe2_1_st975,3.036
POSCAR_Bi8Fe2_1_x025,3.128
POSCAR_Bi8Fe2_1_x050,3.144
POSCAR_Bi8Fe2_1_x975,3.087
POSCAR_Bi8Fe2_1_y025,3.123
POSCAR_Bi8Fe2_1_y050,3.142
POSCAR_Bi8Fe2_1_y950,3.065
POSCAR_Bi8Fe2_1_y975,3.087
POSCAR_Bi8Fe2_1_z025,3.132
POSCAR_Bi8Fe2_1_z050,3.157
POSCAR_Bi8Fe2_1_z950,3.049
POSCAR_Bi8Fe2_1_z975,3.08
POSCAR_Bi8Ru2_1,1.266
POSCAR_Bi8Ru2_1_st025,1.81
POSCAR_Bi8Ru2_1_st050,1.867
POSCAR_Bi8Ru2_1_x025,1.404
POSCAR_Bi8Ru2_1_x050,1.514
POSCAR_Bi8Ru2_1_x975,1.127
POSCAR_Bi8Ru2_1_y050,1.573
POSCAR_Bi8Ru2_1_y975,1.15
POSCAR_Bi8Ru2_1_z025,1.402
POSCAR_Bi8Ru2_1_z050,1.513
POSCAR_Bi8Ru2_1_z975,1.128
POSCAR_Br4Cu2_1,0.484
POSCAR_Br4Cu2_1_st025,0.508
POSCAR_Br4Cu2_1_st050,0.521
POSCAR_Br4Cu2_1_st950,0.4
POSCAR_Br4Cu2_1_st975,0.448
POSCAR_Br4Cu2_1_x025,0.492
POSCAR_Br4Cu2_1_x050,0.495
POSCAR_Br4Cu2_1_x950,0.453
POSCAR_Br4Cu2_1_x975,0.472
POSCAR_Br4Cu2_1_y025,0.492
POSCAR_Br4Cu2_1_y050,0.495
POSCAR_Br4Cu2_1_y950,0.453
POSCAR_Br4Cu2_1_y975,0.472
POSCAR_Br4Cu2_1_z025,0.493
POSCAR_Br4Cu2_1_z050,0.498
POSCAR_Br4Cu2_1_z950,0.458
POSCAR_Br4Cu2_1_z975,0.473
POSCAR_Br4Mn2_1,4.606
POSCAR_Br4Mn2_1_st025,4.631
POSCAR_Br4Mn2_1_st050,4.652
POSCAR_Br4Mn2_1_st950,4.536
POSCAR_Br4Mn2_1_st975,4.575
POSCAR_Br4Mn2_1_x025,4.616
POSCAR_Br4Mn2_1_x050,4.626
POSCAR_Br4Mn2_1_x950,4.58
POSCAR_Br4Mn2_1_x975,4.594
POSCAR_Br4Mn2_1_y025,4.614
POSCAR_Br4Mn2_1_y050,4.622
POSCAR_Br4Mn2_1_y950,4.588
POSCAR_Br4Mn2_1_y975,4.597
POSCAR_Br4Mn2_1_z025,4.614
POSCAR_Br4Mn2_1_z050,4.621
POSCAR_Br4Mn2_1_z950,4.588
POSCAR_Br4Mn2_1_z975,4.597
POSCAR_Br4Mo2_1,3.472
POSCAR_Br4Mo2_1_st025,3.505
POSCAR_Br4Mo2_1_st050,3.534
POSCAR_Br4Mo2_1_st950,3.386
POSCAR_Br4Mo2_1_st975,3.433
POSCAR_Br4Mo2_1_x025,3.488
POSCAR_Br4Mo2_1_x050,3.503
POSCAR_Br4Mo2_1_x950,3.434
POSCAR_Br4Mo2_1_x975,3.454
POSCAR_Br4Mo2_1_y025,3.482
POSCAR_Br4Mo2_1_y050,3.492
POSCAR_Br4Mo2_1_y950,3.449
POSCAR_Br4Mo2_1_y975,3.461
POSCAR_Br4Mo2_1_z025,3.479
POSCAR_Br4Mo2_1_z050,3.486
POSCAR_Br4Mo2_1_z950,3.454
POSCAR_Br4Mo2_1_z975,3.463
POSCAR_Br4Ru2_1,3.281
POSCAR_Br4Ru2_1_st025,3.339
POSCAR_Br4Ru2_1_st050,3.385
POSCAR_Br4Ru2_1_st950,3.101
POSCAR_Br4Ru2_1_st975,3.204
POSCAR_Br4Ru2_1_x025,3.305
POSCAR_Br4Ru2_1_x050,3.326
POSCAR_Br4Ru2_1_x950,3.223
POSCAR_Br4Ru2_1_x975,3.254
POSCAR_Br4Ru2_1_y025,3.3
POSCAR_Br4Ru2_1_y050,3.318
POSCAR_Br4Ru2_1_y950,3.238
POSCAR_Br4Ru2_1_y975,3.26
POSCAR_Br4Ru2_1_z025,3.301
POSCAR_Br4Ru2_1_z050,3.319
POSCAR_Br4Ru2_1_z950,3.234
POSCAR_Br4Ru2_1_z975,3.258
POSCAR_Br4V2_1,2.735
POSCAR_Br4V2_1_st025,2.751
POSCAR_Br4V2_1_st050,2.765
POSCAR_Br4V2_1_st950,2.694
POSCAR_Br4V2_1_st975,2.716
POSCAR_Br4V2_1_x025,2.741
POSCAR_Br4V2_1_x050,2.746
POSCAR_Br4V2_1_x950,2.721
POSCAR_Br4V2_1_x975,2.728
POSCAR_Br4V2_1_y025,2.74
POSCAR_Br4V2_1_y050,2.745
POSCAR_Br4V2_1_y950,2.723
POSCAR_Br4V2_1_y975,2.729
POSCAR_Br4V2_1_z025,2.74
POSCAR_Br4V2_1_z050,2.745
POSCAR_Br4V2_1_z950,2.722
POSCAR_Br4V2_1_z975,2.729
POSCAR_Br6Pd2_1,0.352
POSCAR_Br6Pd2_1_st025,0.407
POSCAR_Br6Pd2_1_st050,0.47
POSCAR_Br6Pd2_1_st950,0.243
POSCAR_Br6Pd2_1_st975,0.298
POSCAR_Br6Pd2_1_x025,0.362
POSCAR_Br6Pd2_1_x050,0.372
POSCAR_Br6Pd2_1_x950,0.329
POSCAR_Br6Pd2_1_x975,0.341
POSCAR_Br6Pd2_1_y025,0.374
POSCAR_Br6Pd2_1_y050,0.391
POSCAR_Br6Pd2_1_y950,0.294
POSCAR_Br6Pd2_1_y975,0.325
POSCAR_Br6Pd2_1_z025,0.372
POSCAR_Br6Pd2_1_z050,0.395
POSCAR_Br6Pd2_1_z950,0.313
POSCAR_Br6Pd2_1_z975,0.333
POSCAR_C1Co2_1,1.021
POSCAR_C1Co2_1_st025,1.254
POSCAR_C1Co2_1_st050,1.505
POSCAR_C1Co2_1_st950,0.034
POSCAR_C1Co2_1_st975,0.163
POSCAR_C1Co2_1_x025,1.115
POSCAR_C1Co2_1_x050,1.216
POSCAR_C1Co2_1_x950,0.859
POSCAR_C1Co2_1_x975,0.936
POSCAR_C1Co2_1_y975,0.952
POSCAR_C1Co2_1_z975,0.967
POSCAR_C2Cr2_3,2.006
POSCAR_C2Cr2_3_st025,2.304
POSCAR_C2Cr2_3_st050,2.823
POSCAR_C2Cr2_3_st950,1.353
POSCAR_C2Cr2_3_st975,1.712
POSCAR_C2Cr2_3_x025,2.097
POSCAR_C2Cr2_3_x975,1.933
POSCAR_C2Cr2_3_y025,2.109
POSCAR_C2Cr2_3_y975,1.91
POSCAR_C2Cr2_3_z025,2.121
POSCAR_C2Cr2_3_z050,2.236
POSCAR_C2Cr2_3_z950,1.777
POSCAR_C2Cr2_3_z975,1.894
POSCAR_C2Cr2_5,2.119
POSCAR_C2Cr2_5_st025,2.451
POSCAR_C2Cr2_5_st050,3.04
POSCAR_C2Cr2_5_st950,1.714
POSCAR_C2Cr2_5_st975,1.914
POSCAR_C2Cr2_5_x025,2.211
POSCAR_C2Cr2_5_x050,2.382
POSCAR_C2Cr2_5_x950,1.985
POSCAR_C2Cr2_5_x975,2.05
POSCAR_C2Cr2_5_y025,2.214
POSCAR_C2Cr2_5_y050,2.396
POSCAR_C2Cr2_5_y950,1.979
POSCAR_C2Cr2_5_y975,2.043
POSCAR_C2Cr2_5_z025,2.2
POSCAR_C2Cr2_5_z050,2.305
POSCAR_C2Cr2_5_z950,2.012
POSCAR_C2Cr2_5_z975,2.062
POSCAR_C2Fe2_3,2.65
POSCAR_C2Fe2_3_st025,3.091
POSCAR_C2Fe2_3_st050,3.284
POSCAR_C2Fe2_3_st950,2.023
POSCAR_C2Fe2_3_x025,2.848
POSCAR_C2Fe2_3_x050,2.983
POSCAR_C2Fe2_3_x950,2.488
POSCAR_C2Fe2_3_x975,2.56
POSCAR_C2Fe2_3_y025,2.749
POSCAR_C2Fe2_3_y050,2.847
POSCAR_C2Fe2_3_y950,2.476
POSCAR_C2Fe2_3_y975,2.567
POSCAR_C2Fe2_3_z025,2.821
POSCAR_C2Fe2_3_z950,2.504
POSCAR_C2Fe2_3_z975,2.579
POSCAR_C2Mo2_4,0.005
POSCAR_C2Mo2_4_x025,0.001
POSCAR_C2Mo2_4_y025,0.001
POSCAR_C2Mo2_4_z975,0.001
POSCAR_C2Sc2_4,0.002
POSCAR_Cd2F6_3,0.003
POSCAR_Cl4Co2_1,2.598
POSCAR_Cl4Co2_1_st025,2.635
POSCAR_Cl4Co2_1_st050,2.663
POSCAR_Cl4Co2_1_st950,2.488
POSCAR_Cl4Co2_1_st975,2.551
POSCAR_Cl4Co2_1_x025,2.612
POSCAR_Cl4Co2_1_x050,2.625
POSCAR_Cl4Co2_1_x950,2.565
POSCAR_Cl4Co2_1_x975,2.583
POSCAR_Cl4Co2_1_y025,2.612
POSCAR_Cl4Co2_1_y050,2.625
POSCAR_Cl4Co2_1_y950,2.565
POSCAR_Cl4Co2_1_y975,2.583
POSCAR_Cl4Co2_1_z025,2.61
POSCAR_Cl4Co2_1_z050,2.62
POSCAR_Cl4Co2_1_z950,2.571
POSCAR_Cl4Co2_1_z975,2.586
POSCAR_Cl4Fe2_1,3.683
POSCAR_Cl4Fe2_1_st025,3.71
POSCAR_Cl4Fe2_1_st050,3.731
POSCAR_Cl4Fe2_1_st950,3.603
POSCAR_Cl4Fe2_1_st975,3.648
POSCAR_Cl4Fe2_1_x025,3.693
POSCAR_Cl4Fe2_1_x050,3.702
POSCAR_Cl4Fe2_1_x950,3.66
POSCAR_Cl4Fe2_1_x975,3.672
POSCAR_Cl4Fe2_1_y025,3.693
POSCAR_Cl4Fe2_1_y050,3.702
POSCAR_Cl4Fe2_1_y950,3.66
POSCAR_Cl4Fe2_1_y975,3.672
POSCAR_Cl4Fe2_1_z025,3.692
POSCAR_Cl4Fe2_1_z050,3.7
POSCAR_Cl4Fe2_1_z950,3.661
POSCAR_Cl4Fe2_1_z975,3.673
POSCAR_Cl4Fe2_2,3.709
POSCAR_Cl4Fe2_2_st025,3.731
POSCAR_Cl4Fe2_2_st050,3.749
POSCAR_Cl4Fe2_2_st950,3.643
POSCAR_Cl4Fe2_2_st975,3.68
POSCAR_Cl4Fe2_2_x025,3.717
POSCAR_Cl4Fe2_2_x050,3.725
POSCAR_Cl4Fe2_2_x950,3.686
POSCAR_Cl4Fe2_2_x975,3.699
POSCAR_Cl4Fe2_2_y025,3.716
POSCAR_Cl4Fe2_2_y050,3.723
POSCAR_Cl4Fe2_2_y950,3.692
POSCAR_Cl4Fe2_2_y975,3.701
POSCAR_Cl4Fe2_2_z025,3.716
POSCAR_Cl4Fe2_2_z050,3.723
POSCAR_Cl4Fe2_2_z950,3.691
POSCAR_Cl4Fe2_2_z975,3.7
POSCAR_Cl4Mn2_1,4.615
POSCAR_Cl4Mn2_1_st025,4.639
POSCAR_Cl4Mn2_1_st050,4.659
POSCAR_Cl4Mn2_1_st950,4.548
POSCAR_Cl4Mn2_1_st975,4.585
POSCAR_Cl4Mn2_1_x025,4.625
POSCAR_Cl4Mn2_1_x050,4.635
POSCAR_Cl4Mn2_1_x950,4.591
POSCAR_Cl4Mn2_1_x975,4.604
POSCAR_Cl4Mn2_1_y025,4.623
POSCAR_Cl4Mn2_1_y050,4.63
POSCAR_Cl4Mn2_1_y950,4.598
POSCAR_Cl4Mn2_1_y975,4.607
POSCAR_Cl4Mn2_1_z025,4.623
POSCAR_Cl4Mn2_1_z050,4.63
POSCAR_Cl4Mn2_1_z950,4.598
POSCAR_Cl4Mn2_1_z975,4.607
POSCAR_Cl4Nb2_1,2.461
POSCAR_Cl4Nb2_1_st025,2.538
POSCAR_Cl4Nb2_1_st050,2.606
POSCAR_Cl4Nb2_1_st950,2.278
POSCAR_Cl4Nb2_1_st975,2.376
POSCAR_Cl4Nb2_1_x025,2.475
POSCAR_Cl4Nb2_1_x050,2.488
POSCAR_Cl4Nb2_1_x950,2.426
POSCAR_Cl4Nb2_1_x975,2.445
POSCAR_Cl4Nb2_1_y025,2.479
POSCAR_Cl4Nb2_1_y050,2.495
POSCAR_Cl4Nb2_1_y950,2.421
POSCAR_Cl4Nb2_1_y975,2.442
POSCAR_Cl4Nb2_1_z025,2.506
POSCAR_Cl4Nb2_1_z050,2.546
POSCAR_Cl4Nb2_1_z950,2.358
POSCAR_Cl4Nb2_1_z975,2.412
POSCAR_Cl4Nb2_2,2.62
POSCAR_Cl4Nb2_2_st025,2.683
POSCAR_Cl4Nb2_2_st050,2.742
POSCAR_Cl4Nb2_2_st950,2.477
POSCAR_Cl4Nb2_2_st975,2.552
POSCAR_Cl4Nb2_2_x025,2.64
POSCAR_Cl4Nb2_2_x050,2.66
POSCAR_Cl4Nb2_2_x950,2.578
POSCAR_Cl4Nb2_2_x975,2.6
POSCAR_Cl4Nb2_2_y025,2.642
POSCAR_Cl4Nb2_2_y050,2.663
POSCAR_Cl4Nb2_2_y950,2.573
POSCAR_Cl4Nb2_2_y975,2.597
POSCAR_Cl4Nb2_2_z025,2.642
POSCAR_Cl4Nb2_2_z050,2.663
POSCAR_Cl4Nb2_2_z950,2.573
POSCAR_Cl4Nb2_2_z975,2.597
POSCAR_Cl6Mn2_1,4.114
POSCAR_Cl6Mn2_1_st025,4.222
POSCAR_Cl6Mn2_1_st050,4.323
POSCAR_Cl6Mn2_1_st950,3.887
POSCAR_Cl6Mn2_1_st975,4.001
POSCAR_Cl6Mn2_1_x025,4.178
POSCAR_Cl6Mn2_1_x975,4.049
POSCAR_Cl6Mn2_1_y025,4.131
POSCAR_Cl6Mn2_1_y050,4.148
POSCAR_Cl6Mn2_1_y950,4.077
POSCAR_Cl6Mn2_1_y975,4.096
POSCAR_Cl6Mn2_1_z025,4.144
POSCAR_Cl6Mn2_1_z050,4.176
POSCAR_Cl6Mn2_1_z950,4.059
POSCAR_Cl6Mn2_1_z975,4.086
POSCAR_Cl6Nb2_1,1.708
POSCAR_Cl6Nb2_1_st025,1.767
POSCAR_Cl6Nb2_1_st050,1.818
POSCAR_Cl6Nb2_1_st950,1.551
POSCAR_Cl6Nb2_1_st975,1.637
POSCAR_Cl6Nb2_1_x025,1.72
POSCAR_Cl6Nb2_1_x050,1.729
POSCAR_Cl6Nb2_1_x950,1.683
POSCAR_Cl6Nb2_1_x975,1.696
POSCAR_Cl6Nb2_1_y025,1.72
POSCAR_Cl6Nb2_1_y050,1.731
POSCAR_Cl6Nb2_1_y975,1.695
POSCAR_Cl6Nb2_1_z025,1.746
POSCAR_Cl6Nb2_1_z050,1.779
POSCAR_Cl6Nb2_1_z950,1.615
POSCAR_Cl6Nb2_1_z975,1.665
POSCAR_Cl6Pd2_1,0.478
POSCAR_Cl6Pd2_1_st025,0.523
POSCAR_Cl6Pd2_1_st050,0.572
POSCAR_Cl6Pd2_1_st950,0.389
POSCAR_Cl6Pd2_1_st975,0.434
POSCAR_Cl6Pd2_1_x025,0.497
POSCAR_Cl6Pd2_1_x050,0.517
POSCAR_Cl6Pd2_1_x950,0.436
POSCAR_Cl6Pd2_1_x975,0.457
POSCAR_Cl6Pd2_1_y025,0.499
POSCAR_Cl6Pd2_1_y050,0.519
POSCAR_Cl6Pd2_1_y950,0.431
POSCAR_Cl6Pd2_1_y975,0.455
POSCAR_Cl6Pd2_1_z025,0.48
POSCAR_Cl6Pd2_1_z050,0.483
POSCAR_Cl6Pd2_1_z950,0.474
POSCAR_Cl6Pd2_1_z975,0.476
POSCAR_Cl6Pd2_2,0.43
POSCAR_Cl6Pd2_2_st025,0.482
POSCAR_Cl6Pd2_2_st050,0.544
POSCAR_Cl6Pd2_2_st950,0.327
POSCAR_Cl6Pd2_2_st975,0.381
POSCAR_Cl6Pd2_2_x025,0.434
POSCAR_Cl6Pd2_2_x050,0.438
POSCAR_Cl6Pd2_2_x950,0.42
POSCAR_Cl6Pd2_2_x975,0.425
POSCAR_Cl6Pd2_2_y025,0.44
POSCAR_Cl6Pd2_2_y050,0.45
POSCAR_Cl6Pd2_2_y950,0.409
POSCAR_Cl6Pd2_2_y975,0.42
POSCAR_Cl6Pd2_2_z025,0.461
POSCAR_Cl6Pd2_2_z050,0.486
POSCAR_Cl6Pd2_2_z950,0.321
POSCAR_Cl6Pd2_2_z975,0.386
POSCAR_Cl6Ti2_1,0.903
POSCAR_Cl6Ti2_1_st025,0.92
POSCAR_Cl6Ti2_1_st050,0.935
POSCAR_Cl6Ti2_1_st950,0.86
POSCAR_Cl6Ti2_1_st975,0.883
POSCAR_Cl6Ti2_1_x025,0.908
POSCAR_Cl6Ti2_1_x050,0.914
POSCAR_Cl6Ti2_1_x950,0.889
POSCAR_Cl6Ti2_1_x975,0.896
POSCAR_Cl6Ti2_1_y025,0.908
POSCAR_Cl6Ti2_1_y050,0.913
POSCAR_Cl6Ti2_1_y950,0.89
POSCAR_Cl6Ti2_1_y975,0.897
POSCAR_Cl6Ti2_1_z025,0.909
POSCAR_Cl6Ti2_1_z050,0.915
POSCAR_Cl6Ti2_1_z950,0.889
POSCAR_Cl6Ti2_1_z975,0.896
POSCAR_Cl6Zr2_1,0.693
POSCAR_Cl6Zr2_1_st025,0.724
POSCAR_Cl6Zr2_1_st050,0.748
POSCAR_Cl6Zr2_1_st975,0.115
POSCAR_Cl6Zr2_1_x025,0.701
POSCAR_Cl6Zr2_1_x050,0.707
POSCAR_Cl6Zr2_1_x950,0.671
POSCAR_Cl6Zr2_1_x975,0.683
POSCAR_Cl6Zr2_1_y025,0.701
POSCAR_Cl6Zr2_1_y050,0.707
POSCAR_Cl6Zr2_1_y950,0.672
POSCAR_Cl6Zr2_1_y975,0.683
POSCAR_Cl6Zr2_1_z025,0.709
POSCAR_Cl6Zr2_1_z050,0.723
POSCAR_Cl6Zr2_1_z950,0.054
POSCAR_Cl6Zr2_1_z975,0.03
POSCAR_Co2F4_1,2.77
POSCAR_Co2F4_1_st025,2.776
POSCAR_Co2F4_1_st050,2.786
POSCAR_Co2F4_1_st950,2.736
POSCAR_Co2F4_1_st975,2.755
POSCAR_Co2F4_1_x025,2.775
POSCAR_Co2F4_1_x050,2.78
POSCAR_Co2F4_1_x950,2.748
POSCAR_Co2F4_1_x975,2.756
POSCAR_Co2F4_1_y025,2.767
POSCAR_Co2F4_1_y050,2.77
POSCAR_Co2F4_1_y950,2.761
POSCAR_Co2F4_1_y975,2.766
POSCAR_Co2F4_1_z025,2.767
POSCAR_Co2F4_1_z050,2.77
POSCAR_Co2F4_1_z950,2.761
POSCAR_Co2F6_1,3.187
POSCAR_Co2F6_1_st025,3.189
POSCAR_Co2F6_1_st050,3.187
POSCAR_Co2F6_1_st950,3.164
POSCAR_Co2F6_1_st975,3.179
POSCAR_Co2F6_1_x025,3.188
POSCAR_Co2F6_1_x050,3.187
POSCAR_Co2F6_1_x950,3.182
POSCAR_Co2F6_1_x975,3.185
POSCAR_Co2F6_1_y025,3.188
POSCAR_Co2F6_1_y050,3.189
POSCAR_Co2F6_1_y950,3.18
POSCAR_Co2F6_1_y975,3.184
POSCAR_Co2F6_1_z025,3.188
POSCAR_Co2F6_1_z050,3.188
POSCAR_Co2F6_1_z950,3.181
POSCAR_Co2F6_1_z975,3.185
POSCAR_Co2Ge2_1,1.147
POSCAR_Co2Ge2_1_st025,1.267
POSCAR_Co2Ge2_1_st975,1.04
POSCAR_Co2Ge2_1_x025,1.194
POSCAR_Co2Ge2_1_x050,1.263
POSCAR_Co2Ge2_1_x950,1.082
POSCAR_Co2Ge2_1_x975,1.114
POSCAR_Co2Ge2_1_y025,1.177
POSCAR_Co2Ge2_1_y050,1.208
POSCAR_Co2Ge2_1_y975,1.124
POSCAR_Co2Ge2_1_z025,1.191
POSCAR_Co2Ge2_1_z050,1.232
POSCAR_Co2Ge2_1_z950,0.109
POSCAR_Co2Ge2_1_z975,1.102
POSCAR_Co2N2_1,1.244
POSCAR_Co2N2_1_st975,0.806
POSCAR_Co2N2_1_x025,1.409
POSCAR_Co2N2_1_x050,1.555
POSCAR_Co2N2_1_x950,0.908
POSCAR_Co2N2_1_y025,1.402
POSCAR_Co2N2_1_y050,1.539
POSCAR_Co2N2_1_y950,0.912
POSCAR_Co2N2_1_y975,1.076
POSCAR_Co2N2_1_z025,1.32
POSCAR_Co2N2_1_z050,1.387
POSCAR_Co2N2_1_z975,1.148
POSCAR_Co2N6_1,2.228
POSCAR_Co2N6_1_st050,2.352
POSCAR_Co2N6_1_st975,2.048
POSCAR_Co2N6_1_x025,2.097
POSCAR_Co2N6_1_x950,2.21
POSCAR_Co2N6_1_x975,2.218
POSCAR_Co2N6_1_y025,2.107
POSCAR_Co2N6_1_y050,2.254
POSCAR_Co2N6_1_y950,2.206
POSCAR_Co2N6_1_y975,2.217
POSCAR_Co2N6_1_z025,2.285
POSCAR_Co2N6_1_z050,2.344
POSCAR_Co2N6_1_z950,2.003
POSCAR_Co2N6_1_z975,2.166
POSCAR_Co2O2_1,2.623
POSCAR_Co2O2_1_st025,2.651
POSCAR_Co2O2_1_st050,2.674
POSCAR_Co2O2_1_st950,2.537
POSCAR_Co2O2_1_st975,2.585
POSCAR_Co2O2_1_x025,2.631
POSCAR_Co2O2_1_x050,2.637
POSCAR_Co2O2_1_x950,2.601
POSCAR_Co2O2_1_x975,2.613
POSCAR_Co2O2_1_y025,2.631
POSCAR_Co2O2_1_y050,2.637
POSCAR_Co2O2_1_y950,2.601
POSCAR_Co2O2_1_y975,2.613
POSCAR_Co2O2_1_z025,2.636
POSCAR_Co2O2_1_z050,2.647
POSCAR_Co2O2_1_z950,2.587
POSCAR_Co2O2_1_z975,2.606
POSCAR_Co2P2_4,0.347
POSCAR_Co2P2_4_st025,0.897
POSCAR_Co2P2_4_st975,0.104
POSCAR_Co2P2_4_x025,0.405
POSCAR_Co2P2_4_x050,0.5
POSCAR_Co2P2_4_x950,0.246
POSCAR_Co2P2_4_x975,0.303
POSCAR_Co2P2_4_y025,0.405
POSCAR_Co2P2_4_y050,0.5
POSCAR_Co2P2_4_y950,0.245
POSCAR_Co2P2_4_y975,0.304
POSCAR_Co2P2_4_z050,1.027
POSCAR_Co2P2_4_z975,0.266
POSCAR_Co2Pb2_4,1.987
POSCAR_Co2Pb2_4_st975,1.886
POSCAR_Co2Pb2_4_x950,1.901
POSCAR_Co2Pb2_4_y025,1.962
POSCAR_Co2Pb2_4_y950,1.89
POSCAR_Co2Pb2_4_y975,1.92
POSCAR_Co2Pb2_4_z025,1.965
POSCAR_Co2Pb2_4_z950,1.909
POSCAR_Co2Pb3_1,1.966
POSCAR_Co2Pb3_1_st025,2.003
POSCAR_Co2Pb3_1_st050,2.03
POSCAR_Co2Pb3_1_st975,1.915
POSCAR_Co2Pb3_1_x025,1.981
POSCAR_Co2Pb3_1_x050,1.994
POSCAR_Co2Pb3_1_x950,1.927
POSCAR_Co2Pb3_1_x975,1.949
POSCAR_Co2Pb3_1_y025,1.982
POSCAR_Co2Pb3_1_y050,1.995
POSCAR_Co2Pb3_1_y950,1.924
POSCAR_Co2Pb3_1_y975,1.947
POSCAR_Co2Pb3_1_z025,1.977
POSCAR_Co2Pb3_1_z050,1.988
POSCAR_Co2Pb3_1_z950,1.942
POSCAR_Co2Pb3_1_z975,1.954
POSCAR_Co2S2_1,1.489
POSCAR_Co2S2_1_st025,2.313
POSCAR_Co2S2_1_st050,2.39
POSCAR_Co2S2_1_st950,0.506
POSCAR_Co2S2_1_x025,1.479
POSCAR_Co2S2_1_x050,2.257
POSCAR_Co2S2_1_y025,1.48
POSCAR_Co2S2_1_y050,2.263
POSCAR_Co2S2_1_z050,2.293
POSCAR_Co2S2_1_z975,1.221
POSCAR_Co2Sb3_1,1.561
POSCAR_Co2Sb3_1_st025,1.688
POSCAR_Co2Sb3_1_st050,1.78
POSCAR_Co2Sb3_1_st950,1.086
POSCAR_Co2Sb3_1_x025,1.615
POSCAR_Co2Sb3_1_x050,1.66
POSCAR_Co2Sb3_1_x950,1.425
POSCAR_Co2Sb3_1_x975,1.499
POSCAR_Co2Sb3_1_y025,1.614
POSCAR_Co2Sb3_1_y050,1.659
POSCAR_Co2Sb3_1_y950,1.427
POSCAR_Co2Sb3_1_y975,1.5
POSCAR_Co2Sb3_1_z025,1.595
POSCAR_Co2Sb3_1_z050,1.62
POSCAR_Co2Sb3_1_z950,1.476
POSCAR_Co2Sb3_1_z975,1.523
POSCAR_Co2Se2_3,2.49
POSCAR_Co2Se2_3_st025,2.538
POSCAR_Co2Se2_3_st050,2.574
POSCAR_Co2Se2_3_st950,2.344
POSCAR_Co2Se2_3_st975,2.428
POSCAR_Co2Se2_3_x025,2.502
POSCAR_Co2Se2_3_x050,2.512
POSCAR_Co2Se2_3_x950,2.458
POSCAR_Co2Se2_3_x975,2.475
POSCAR_Co2Se2_3_y025,2.502
POSCAR_Co2Se2_3_y050,2.512
POSCAR_Co2Se2_3_y950,2.458
POSCAR_Co2Se2_3_y975,2.475
POSCAR_Co2Se2_3_z025,2.515
POSCAR_Co2Se2_3_z050,2.536
POSCAR_Co2Se2_3_z950,2.423
POSCAR_Co2Se2_3_z975,2.46
POSCAR_Co2Se4_1,1.387
POSCAR_Co2Se4_1_st025,1.568
POSCAR_Co2Se4_1_st050,2.309
POSCAR_Co2Se4_1_st975,1.197
POSCAR_Co2Se4_1_x025,1.432
POSCAR_Co2Se4_1_x050,1.47
POSCAR_Co2Se4_1_x950,1.276
POSCAR_Co2Se4_1_x975,1.337
POSCAR_Co2Se4_1_y025,1.438
POSCAR_Co2Se4_1_y050,1.492
POSCAR_Co2Se4_1_y950,1.284
POSCAR_Co2Se4_1_y975,1.335
POSCAR_Co2Se4_1_z025,1.468
POSCAR_Co2Se4_1_z050,1.537
POSCAR_Co2Se4_1_z950,1.211
POSCAR_Co2Se4_1_z975,1.301
POSCAR_Co2Sn4_2,0.844
POSCAR_Co2Sn4_2_st050,1.272
POSCAR_Co2Sn4_2_x025,0.347
POSCAR_Co2Sn4_2_x050,0.003
POSCAR_Co2Sn4_2_x950,0.232
POSCAR_Co2Sn4_2_x975,0.27
POSCAR_Co2Sn4_2_z950,0.001
POSCAR_Co2Sn4_2_z975,0.002
POSCAR_Co2Tl3_1,1.962
POSCAR_Co2Tl3_1_st025,1.997
POSCAR_Co2Tl3_1_st050,2.023
POSCAR_Co2Tl3_1_st950,1.818
POSCAR_Co2Tl3_1_st975,1.91
POSCAR_Co2Tl3_1_x025,1.972
POSCAR_Co2Tl3_1_x050,1.978
POSCAR_Co2Tl3_1_x950,1.937
POSCAR_Co2Tl3_1_x975,1.951
POSCAR_Co2Tl3_1_y025,1.973
POSCAR_Co2Tl3_1_y050,1.985
POSCAR_Co2Tl3_1_y950,1.93
POSCAR_Co2Tl3_1_y975,1.949
POSCAR_Co2Tl3_1_z025,1.98
POSCAR_Co2Tl3_1_z050,1.993
POSCAR_Co2Tl3_1_z950,1.916
POSCAR_Co2Tl3_1_z975,1.94
POSCAR_Cr2F4_cluster1,3.793
