filename,ion1 tot
POSCAR_Cu2O2_4,0.752
POSCAR_Cu2O2_4_st025,0.754
POSCAR_Cu2O2_4_st050,0.753
POSCAR_Cu2O2_4_st950,0.738
POSCAR_Cu2O2_4_st975,0.746
POSCAR_Cu2O2_4_x025,0.752
POSCAR_Cu2O2_4_x050,0.752
POSCAR_Cu2O2_4_x950,0.748
POSCAR_Cu2O2_4_x975,0.75
POSCAR_Cu2O2_4_y025,0.751
POSCAR_Cu2O2_4_y050,0.75
POSCAR_Cu2O2_4_y950,0.75
POSCAR_Cu2O2_4_y975,0.751
POSCAR_Cu2O2_4_z025,0.754
POSCAR_Cu2O2_4_z050,0.756
POSCAR_Cu2O2_4_z950,0.742
POSCAR_Cu2O2_4_z975,0.748
POSCAR_Cu2O2_6,0.449
POSCAR_Cu2O2_6_st025,0.458
POSCAR_Cu2O2_6_st050,0.454
POSCAR_Cu2O2_6_st950,0.415
POSCAR_Cu2O2_6_st975,0.435
POSCAR_Cu2O2_6_x025,0.458
POSCAR_Cu2O2_6_x050,0.47
POSCAR_Cu2O2_6_x950,0.576
POSCAR_Cu2O2_6_x975,0.488
POSCAR_Cu2O2_6_y025,0.456
POSCAR_Cu2O2_6_y050,0.466
POSCAR_Cu2O2_6_y950,0.582
POSCAR_Cu2O2_6_y975,0.491
POSCAR_Cu2O2_6_z025,0.477
POSCAR_Cu2O2_6_z050,0.49
POSCAR_Cu2O2_6_z950,0.358
POSCAR_Cu2O2_6_z975,0.419
POSCAR_Cu2O4_1,0.679
POSCAR_Cu2O4_1_st025,0.682
POSCAR_Cu2O4_1_st050,0.682
POSCAR_Cu2O4_1_st950,0.661
POSCAR_Cu2O4_1_st975,0.672
POSCAR_Cu2O4_1_x025,0.676
POSCAR_Cu2O4_1_x050,0.672
POSCAR_Cu2O4_1_x950,0.681
POSCAR_Cu2O4_1_x975,0.681
POSCAR_Cu2O4_1_y025,0.682
POSCAR_Cu2O4_1_y050,0.683
POSCAR_Cu2O4_1_y950,0.67
POSCAR_Cu2O4_1_y975,0.675
POSCAR_Cu2O4_1_z025,0.683
POSCAR_Cu2O4_1_z050,0.686
POSCAR_Cu2O4_1_z950,0.667
POSCAR_Cu2O4_1_z975,0.674
POSCAR_F10Zr2_1,0.002
POSCAR_F4Fe2_2,3.809
POSCAR_F4Fe2_2_st025,3.813
POSCAR_F4Fe2_2_st950,3.798
POSCAR_F4Fe2_2_st975,3.804
POSCAR_F4Fe2_2_x025,3.81
POSCAR_F4Fe2_2_x050,3.812
POSCAR_F4Fe2_2_x950,3.804
POSCAR_F4Fe2_2_x975,3.807
POSCAR_F4Fe2_2_y025,3.809
POSCAR_F4Fe2_2_y050,3.81
POSCAR_F4Fe2_2_y950,3.806
POSCAR_F4Fe2_2_y975,3.807
POSCAR_F4Fe2_2_z025,3.81
POSCAR_F4Fe2_2_z050,3.811
POSCAR_F4Fe2_2_z950,3.804
POSCAR_F4Fe2_2_z975,3.807
POSCAR_F4Mn2_1,4.678
POSCAR_F4Mn2_1_st025,4.69
POSCAR_F4Mn2_1_st050,4.699
POSCAR_F4Mn2_1_st950,4.649
POSCAR_F4Mn2_1_st975,4.665
POSCAR_F4Mn2_1_x025,4.683
POSCAR_F4Mn2_1_x050,4.687
POSCAR_F4Mn2_1_x950,4.667
POSCAR_F4Mn2_1_x975,4.673
POSCAR_F4Mn2_1_y025,4.682
POSCAR_F4Mn2_1_y050,4.685
POSCAR_F4Mn2_1_y950,4.671
POSCAR_F4Mn2_1_y975,4.675
POSCAR_F4Mn2_1_z025,4.682
POSCAR_F4Mn2_1_z050,4.685
POSCAR_F4Mn2_1_z950,4.671
POSCAR_F4Mn2_1_z975,4.675
POSCAR_F4Ni2_1,1.88
POSCAR_F4Ni2_1_st025,1.883
POSCAR_F4Ni2_1_st050,1.886
POSCAR_F4Ni2_1_st950,1.873
POSCAR_F4Ni2_1_st975,1.876
POSCAR_F4Ni2_1_x025,1.881
POSCAR_F4Ni2_1_x050,1.883
POSCAR_F4Ni2_1_x950,1.876
POSCAR_F4Ni2_1_x975,1.878
POSCAR_F4Ni2_1_y025,1.88
POSCAR_F4Ni2_1_y050,1.881
POSCAR_F4Ni2_1_y950,1.878
POSCAR_F4Ni2_1_y975,1.879
POSCAR_F4Ni2_1_z025,1.88
POSCAR_F4Ni2_1_z050,1.881
POSCAR_F4Ni2_1_z950,1.878
POSCAR_F4Ni2_1_z975,1.879
POSCAR_F4Sc2_1,0.756
POSCAR_F4Sc2_1_st950,0.202
POSCAR_F4Sc2_1_x050,0.327
POSCAR_F4Sc2_1_x975,0.349
POSCAR_F4Sc2_1_y025,0.217
POSCAR_F4Sc2_1_y050,0.223
POSCAR_F4Sc2_1_y950,0.192
POSCAR_F4Sc2_1_z025,0.217
POSCAR_F4Sc2_1_z050,0.223
POSCAR_F4Sc2_1_z950,0.191
POSCAR_F4Sc2_1_z975,0.182
POSCAR_F4V2_1,2.759
POSCAR_F4V2_1_st025,2.764
POSCAR_F4V2_1_st050,2.769
POSCAR_F4V2_1_st950,2.746
POSCAR_F4V2_1_st975,2.753
POSCAR_F4V2_1_x025,2.76
POSCAR_F4V2_1_x050,2.761
POSCAR_F4V2_1_x950,2.755
POSCAR_F4V2_1_x975,2.757
POSCAR_F4V2_1_y025,2.76
POSCAR_F4V2_1_y050,2.762
POSCAR_F4V2_1_y950,2.754
POSCAR_F4V2_1_y975,2.756
POSCAR_F4V2_1_z025,2.76
POSCAR_F4V2_1_z050,2.762
POSCAR_F4V2_1_z950,2.754
POSCAR_F4V2_1_z975,2.756
POSCAR_F4Y2_1,0.057
POSCAR_F4Y2_1_x950,0.005
POSCAR_F4Y2_1_y025,0
POSCAR_F4Y2_1_y975,0.001
POSCAR_F6Fe2_1,4.368
POSCAR_F6Fe2_1_st025,4.368
POSCAR_F6Fe2_1_st050,4.364
POSCAR_F6Fe2_1_st950,4.36
POSCAR_F6Fe2_1_st975,4.365
POSCAR_F6Fe2_1_x025,4.368
POSCAR_F6Fe2_1_x050,4.368
POSCAR_F6Fe2_1_x950,4.366
POSCAR_F6Fe2_1_x975,4.367
POSCAR_F6Fe2_1_y025,4.368
POSCAR_F6Fe2_1_y050,4.368
POSCAR_F6Fe2_1_y950,4.366
POSCAR_F6Fe2_1_y975,4.367
POSCAR_F6Fe2_1_z025,4.368
POSCAR_F6Fe2_1_z050,4.367
POSCAR_F6Fe2_1_z950,4.366
POSCAR_F6Fe2_1_z975,4.368
POSCAR_F6Fe2_2,4.368
POSCAR_F6Fe2_2_st025,4.364
POSCAR_F6Fe2_2_st050,4.357
POSCAR_F6Fe2_2_st950,4.369
POSCAR_F6Fe2_2_st975,4.37
POSCAR_F6Fe2_2_x025,4.367
POSCAR_F6Fe2_2_x050,4.365
POSCAR_F6Fe2_2_x950,4.368
POSCAR_F6Fe2_2_x975,4.369
POSCAR_F6Fe2_2_y025,4.367
POSCAR_F6Fe2_2_y050,4.365
POSCAR_F6Fe2_2_y950,4.368
POSCAR_F6Fe2_2_y975,4.368
POSCAR_F6Fe2_2_z025,4.366
POSCAR_F6Fe2_2_z050,4.364
POSCAR_F6Fe2_2_z950,4.368
POSCAR_F6Fe2_2_z975,4.369
POSCAR_F6Mn2_1,3.814
POSCAR_F6Mn2_1_st025,3.867
POSCAR_F6Mn2_1_st050,3.926
POSCAR_F6Mn2_1_st950,3.716
POSCAR_F6Mn2_1_st975,3.764
POSCAR_F6Mn2_1_x025,3.827
POSCAR_F6Mn2_1_x050,3.84
POSCAR_F6Mn2_1_x950,3.785
POSCAR_F6Mn2_1_x975,3.799
POSCAR_F6Mn2_1_y025,3.838
POSCAR_F6Mn2_1_y050,3.864
POSCAR_F6Mn2_1_y950,3.765
POSCAR_F6Mn2_1_y975,3.789
POSCAR_F6Mn2_1_z025,3.826
POSCAR_F6Mn2_1_z050,3.839
POSCAR_F6Mn2_1_z950,3.789
POSCAR_F6Mn2_1_z975,3.801
POSCAR_F6Mn2_4,3.819
POSCAR_F6Mn2_4_st025,3.873
POSCAR_F6Mn2_4_st050,3.935
POSCAR_F6Mn2_4_st950,3.72
POSCAR_F6Mn2_4_st975,3.769
POSCAR_F6Mn2_4_x025,3.838
POSCAR_F6Mn2_4_x050,3.858
POSCAR_F6Mn2_4_x950,3.784
POSCAR_F6Mn2_4_x975,3.801
POSCAR_F6Mn2_4_y025,3.836
POSCAR_F6Mn2_4_y050,3.853
POSCAR_F6Mn2_4_y950,3.786
POSCAR_F6Mn2_4_y975,3.802
POSCAR_F6Mn2_4_z025,3.836
POSCAR_F6Mn2_4_z050,3.853
POSCAR_F6Mn2_4_z950,3.786
POSCAR_F6Mn2_4_z975,3.802
POSCAR_F6Mn2_5,3.824
POSCAR_F6Mn2_5_st025,3.874
POSCAR_F6Mn2_5_st050,3.931
POSCAR_F6Mn2_5_st950,3.736
POSCAR_F6Mn2_5_st975,3.779
POSCAR_F6Mn2_5_x025,3.839
POSCAR_F6Mn2_5_x050,3.853
POSCAR_F6Mn2_5_x950,3.79
POSCAR_F6Mn2_5_x975,3.808
POSCAR_F6Mn2_5_y025,3.838
POSCAR_F6Mn2_5_y050,3.852
POSCAR_F6Mn2_5_y950,3.797
POSCAR_F6Mn2_5_y975,3.811
POSCAR_F6Mn2_5_z025,3.842
POSCAR_F6Mn2_5_z050,3.862
POSCAR_F6Mn2_5_z950,3.789
POSCAR_F6Mn2_5_z975,3.807
POSCAR_F6Mo2_2,2.689
POSCAR_F6Mo2_2_st025,2.708
POSCAR_F6Mo2_2_st050,2.726
POSCAR_F6Mo2_2_st950,2.641
POSCAR_F6Mo2_2_st975,2.667
POSCAR_F6Mo2_2_x025,2.695
POSCAR_F6Mo2_2_x050,2.701
POSCAR_F6Mo2_2_x950,2.674
POSCAR_F6Mo2_2_x975,2.682
POSCAR_F6Mo2_2_y025,2.695
POSCAR_F6Mo2_2_y050,2.701
POSCAR_F6Mo2_2_y950,2.673
POSCAR_F6Mo2_2_y975,2.682
POSCAR_F6Mo2_2_z025,2.695
POSCAR_F6Mo2_2_z050,2.702
POSCAR_F6Mo2_2_z950,2.674
POSCAR_F6Mo2_2_z975,2.682
POSCAR_F6Mo2_3,2.692
POSCAR_F6Mo2_3_st025,2.712
POSCAR_F6Mo2_3_st050,2.73
POSCAR_F6Mo2_3_st950,2.644
POSCAR_F6Mo2_3_st975,2.67
POSCAR_F6Mo2_3_x025,2.698
POSCAR_F6Mo2_3_x050,2.704
POSCAR_F6Mo2_3_x950,2.678
POSCAR_F6Mo2_3_x975,2.685
POSCAR_F6Mo2_3_y025,2.698
POSCAR_F6Mo2_3_y050,2.704
POSCAR_F6Mo2_3_y950,2.678
POSCAR_F6Mo2_3_y975,2.685
POSCAR_F6Mo2_3_z025,2.699
POSCAR_F6Mo2_3_z050,2.707
POSCAR_F6Mo2_3_z950,2.676
POSCAR_F6Mo2_3_z975,2.684
POSCAR_F6Nb2_1,2.108
POSCAR_F6Nb2_1_st025,2.068
POSCAR_F6Nb2_1_st050,2.055
POSCAR_F6Nb2_1_x025,2.091
POSCAR_F6Nb2_1_x050,2.081
POSCAR_F6Nb2_1_y025,2.092
POSCAR_F6Nb2_1_y050,2.067
POSCAR_F6Nb2_1_z025,2.084
POSCAR_F6Nb2_1_z050,2.069
POSCAR_F6Pd2_1,0.698
POSCAR_F6Pd2_1_st025,0.722
POSCAR_F6Pd2_1_st050,0.752
POSCAR_F6Pd2_1_st950,0.662
POSCAR_F6Pd2_1_st975,0.678
POSCAR_F6Pd2_1_x025,0.705
POSCAR_F6Pd2_1_x050,0.714
POSCAR_F6Pd2_1_x950,0.69
POSCAR_F6Pd2_1_x975,0.693
POSCAR_F6Pd2_1_y025,0.708
POSCAR_F6Pd2_1_y050,0.718
POSCAR_F6Pd2_1_y950,0.675
POSCAR_F6Pd2_1_y975,0.686
POSCAR_F6Pd2_1_z025,0.703
POSCAR_F6Pd2_1_z050,0.711
POSCAR_F6Pd2_1_z950,0.689
POSCAR_F6Pd2_1_z975,0.693
POSCAR_F6Pd2_2,0.685
POSCAR_F6Pd2_2_st025,0.709
POSCAR_F6Pd2_2_st050,0.737
POSCAR_F6Pd2_2_st950,0.649
POSCAR_F6Pd2_2_st975,0.666
POSCAR_F6Pd2_2_x025,0.691
POSCAR_F6Pd2_2_x050,0.697
POSCAR_F6Pd2_2_x950,0.676
POSCAR_F6Pd2_2_x975,0.681
POSCAR_F6Pd2_2_y025,0.684
POSCAR_F6Pd2_2_y050,0.683
POSCAR_F6Pd2_2_y950,0.689
POSCAR_F6Pd2_2_y975,0.687
POSCAR_F6Pd2_2_z025,0.702
POSCAR_F6Pd2_2_z050,0.717
POSCAR_F6Pd2_2_z950,0.646
POSCAR_F6Pd2_2_z975,0.667
POSCAR_F6Ru2_1,4.112
POSCAR_F6Ru2_1_st025,4.147
POSCAR_F6Ru2_1_st050,4.17
POSCAR_F6Ru2_1_st950,3.993
POSCAR_F6Ru2_1_st975,4.064
POSCAR_F6Ru2_1_x025,4.125
POSCAR_F6Ru2_1_x050,4.135
POSCAR_F6Ru2_1_x950,4.081
POSCAR_F6Ru2_1_x975,4.098
POSCAR_F6Ru2_1_y025,4.125
POSCAR_F6Ru2_1_y050,4.134
POSCAR_F6Ru2_1_y950,4.079
POSCAR_F6Ru2_1_y975,4.097
POSCAR_F6Ru2_1_z025,4.125
POSCAR_F6Ru2_1_z050,4.136
POSCAR_F6Ru2_1_z950,4.081
POSCAR_F6Ru2_1_z975,4.098
POSCAR_F6Ru2_2,4.116
POSCAR_F6Ru2_2_st025,4.148
POSCAR_F6Ru2_2_st050,4.171
POSCAR_F6Ru2_2_st950,4.005
POSCAR_F6Ru2_2_st975,4.07
POSCAR_F6Ru2_2_x025,4.129
POSCAR_F6Ru2_2_x050,4.14
POSCAR_F6Ru2_2_x950,4.085
POSCAR_F6Ru2_2_x975,4.101
POSCAR_F6Ru2_2_y025,4.127
POSCAR_F6Ru2_2_y050,4.136
POSCAR_F6Ru2_2_y950,4.086
POSCAR_F6Ru2_2_y975,4.102
POSCAR_F6Ru2_2_z025,4.127
POSCAR_F6Ru2_2_z050,4.136
POSCAR_F6Ru2_2_z950,4.086
POSCAR_F6Ru2_2_z975,4.102
POSCAR_F6Ti2_3,0.903
POSCAR_F6Ti2_3_st025,0.912
POSCAR_F6Ti2_3_st050,0.919
POSCAR_F6Ti2_3_st950,0.881
POSCAR_F6Ti2_3_st975,0.893
POSCAR_F6Ti2_3_x025,0.906
POSCAR_F6Ti2_3_x050,0.909
POSCAR_F6Ti2_3_x950,0.897
POSCAR_F6Ti2_3_x975,0.9
POSCAR_F6Ti2_3_y025,0.905
POSCAR_F6Ti2_3_y050,0.908
POSCAR_F6Ti2_3_y950,0.899
POSCAR_F6Ti2_3_y975,0.901
POSCAR_F6Ti2_3_z025,0.907
POSCAR_F6Ti2_3_z050,0.91
POSCAR_F6Ti2_3_z950,0.895
POSCAR_F6Ti2_3_z975,0.899
POSCAR_F6Ti2_4,0.909
POSCAR_F6Ti2_4_st025,0.916
POSCAR_F6Ti2_4_st050,0.923
POSCAR_F6Ti2_4_st950,0.891
POSCAR_F6Ti2_4_st975,0.901
POSCAR_F6Ti2_4_x025,0.911
POSCAR_F6Ti2_4_x050,0.913
POSCAR_F6Ti2_4_x950,0.903
POSCAR_F6Ti2_4_x975,0.906
POSCAR_F6Ti2_4_y025,0.912
POSCAR_F6Ti2_4_y050,0.915
POSCAR_F6Ti2_4_y950,0.902
POSCAR_F6Ti2_4_y975,0.906
POSCAR_F6Ti2_4_z025,0.911
POSCAR_F6Ti2_4_z050,0.913
POSCAR_F6Ti2_4_z950,0.904
POSCAR_F6Ti2_4_z975,0.907
POSCAR_F6Ti2_6,0.904
POSCAR_F6Ti2_6_st950,0.881
POSCAR_F6Ti2_6_st975,0.894
POSCAR_F6Ti2_6_x025,0.906
POSCAR_F6Ti2_6_x050,0.908
POSCAR_F6Ti2_6_x950,0.899
POSCAR_F6Ti2_6_x975,0.901
POSCAR_F6Ti2_6_y025,0.905
POSCAR_F6Ti2_6_y050,0.905
POSCAR_F6Ti2_6_y950,0.9
POSCAR_F6Ti2_6_y975,0.902
POSCAR_F6Ti2_6_z025,0.908
POSCAR_F6Ti2_6_z050,0.911
POSCAR_F6Ti2_6_z950,0.887
POSCAR_F6Ti2_6_z975,0.897
POSCAR_F6V2_1,1.895
POSCAR_F6V2_1_st025,1.907
POSCAR_F6V2_1_st050,1.919
POSCAR_F6V2_1_st975,1.881
POSCAR_F6V2_1_x050,1.905
POSCAR_F6V2_1_x950,1.892
POSCAR_F6V2_1_y025,1.898
POSCAR_F6V2_1_y050,1.903
POSCAR_F6V2_1_y950,1.885
POSCAR_F6V2_1_y975,1.891
POSCAR_F6V2_1_z025,1.899
POSCAR_F6V2_1_z050,1.904
POSCAR_F6V2_1_z950,1.892
POSCAR_F6V2_1_z975,1.895
POSCAR_F6V2_2,1.898
POSCAR_F6V2_2_st025,1.911
POSCAR_F6V2_2_st050,1.923
POSCAR_F6V2_2_st950,1.869
POSCAR_F6V2_2_st975,1.884
POSCAR_F6V2_2_x025,1.903
POSCAR_F6V2_2_x050,1.908
POSCAR_F6V2_2_x950,1.888
POSCAR_F6V2_2_x975,1.893
POSCAR_F6V2_2_y025,1.902
POSCAR_F6V2_2_y950,1.895
POSCAR_F6V2_2_y975,1.894
POSCAR_F6V2_2_z025,1.902
POSCAR_F6V2_2_z975,1.894
POSCAR_F6Zr2_2,0.75
POSCAR_F6Zr2_2_st025,0.765
POSCAR_F6Zr2_2_st050,0.778
POSCAR_F6Zr2_2_st950,0.707
POSCAR_F6Zr2_2_st975,0.731
POSCAR_F6Zr2_2_x025,0.761
POSCAR_F6Zr2_2_x975,0.738
POSCAR_F6Zr2_2_y025,0.752
POSCAR_F6Zr2_2_y975,0.748
POSCAR_F6Zr2_2_z025,0.753
POSCAR_F6Zr2_2_z050,0.756
POSCAR_F6Zr2_2_z950,0.743
POSCAR_F6Zr2_2_z975,0.747
POSCAR_F6Zr2_4,0.803
POSCAR_F6Zr2_4_st025,0.807
POSCAR_F6Zr2_4_st050,0.811
POSCAR_F6Zr2_4_st950,0.794
POSCAR_F6Zr2_4_st975,0.799
POSCAR_F6Zr2_4_x025,0.805
POSCAR_F6Zr2_4_x050,0.806
POSCAR_F6Zr2_4_x950,0.798
POSCAR_F6Zr2_4_x975,0.801
POSCAR_F6Zr2_4_y025,0.803
POSCAR_F6Zr2_4_y050,0.804
POSCAR_F6Zr2_4_y950,0.802
POSCAR_F6Zr2_4_y975,0.803
POSCAR_F6Zr2_4_z025,0.805
POSCAR_F6Zr2_4_z050,0.807
POSCAR_F6Zr2_4_z950,0.798
POSCAR_F6Zr2_4_z975,0.801
POSCAR_F8Mn2_1,2.97
POSCAR_F8Mn2_1_st025,3.09
POSCAR_F8Mn2_1_st050,3.237
POSCAR_F8Mn2_1_st950,2.789
POSCAR_F8Mn2_1_st975,2.872
POSCAR_F8Mn2_1_x025,3.014
POSCAR_F8Mn2_1_x050,3.063
POSCAR_F8Mn2_1_x950,2.893
POSCAR_F8Mn2_1_x975,2.93
POSCAR_F8Mn2_1_y025,3.006
POSCAR_F8Mn2_1_y050,3.046
POSCAR_F8Mn2_1_y950,2.911
POSCAR_F8Mn2_1_y975,2.939
POSCAR_F8Mn2_1_z025,3.006
POSCAR_F8Mn2_1_z050,3.045
POSCAR_F8Mn2_1_z950,2.91
POSCAR_F8Mn2_1_z975,2.938
POSCAR_F8Nb2_3,1.015
POSCAR_F8Nb2_3_st025,1.01
POSCAR_F8Nb2_3_st050,1.009
POSCAR_F8Nb2_3_st950,1.09
POSCAR_F8Nb2_3_st975,1.029
POSCAR_F8Nb2_3_x025,1.012
POSCAR_F8Nb2_3_x050,1.01
POSCAR_F8Nb2_3_x950,1.023
POSCAR_F8Nb2_3_x975,1.019
POSCAR_F8Nb2_3_y025,1.014
POSCAR_F8Nb2_3_y050,1.012
POSCAR_F8Nb2_3_y950,1.021
POSCAR_F8Nb2_3_y975,1.018
POSCAR_F8Nb2_3_z025,1.013
POSCAR_F8Nb2_3_z050,1.011
POSCAR_F8Nb2_3_z950,1.024
POSCAR_F8Nb2_3_z975,1.019
POSCAR_F8Ni2_1,2.296
POSCAR_F8Ni2_1_st025,2.265
POSCAR_F8Ni2_1_st050,2.231
POSCAR_F8Ni2_1_st950,2.362
POSCAR_F8Ni2_1_st975,2.327
POSCAR_F8Ni2_1_x025,2.283
POSCAR_F8Ni2_1_x050,2.269
POSCAR_F8Ni2_1_x950,2.326
POSCAR_F8Ni2_1_x975,2.31
POSCAR_F8Ni2_1_y025,2.286
POSCAR_F8Ni2_1_y050,2.275
POSCAR_F8Ni2_1_y950,2.315
POSCAR_F8Ni2_1_y975,2.306
POSCAR_F8Ni2_1_z025,2.289
POSCAR_F8Ni2_1_z050,2.282
POSCAR_F8Ni2_1_z950,2.31
POSCAR_F8Ni2_1_z975,2.303
POSCAR_F8V2_1,1.007
POSCAR_F8V2_1_st025,1.032
POSCAR_F8V2_1_st050,1.061
POSCAR_F8V2_1_st950,0.965
POSCAR_F8V2_1_st975,0.985
POSCAR_F8V2_1_x025,1.016
POSCAR_F8V2_1_x050,1.025
POSCAR_F8V2_1_x950,0.991
POSCAR_F8V2_1_x975,0.999
POSCAR_F8V2_1_y025,1.015
POSCAR_F8V2_1_y050,1.023
POSCAR_F8V2_1_y950,0.991
POSCAR_F8V2_1_y975,0.999
POSCAR_F8V2_1_z025,1.014
POSCAR_F8V2_1_z050,1.021
POSCAR_F8V2_1_z950,0.994
POSCAR_F8V2_1_z975,1
POSCAR_Fe2Ga5_1,2.949
POSCAR_Fe2Ga5_1_st975,2.818
POSCAR_Fe2Ga5_1_x025,2.971
POSCAR_Fe2Ga5_1_x050,2.945
POSCAR_Fe2Ga5_1_x950,2.895
POSCAR_Fe2Ga5_1_x975,2.923
POSCAR_Fe2Ga5_1_y025,2.95
POSCAR_Fe2Ga5_1_y050,2.96
POSCAR_Fe2Ga5_1_y950,2.922
POSCAR_Fe2Ga5_1_y975,2.935
POSCAR_Fe2Ga5_1_z025,2.995
POSCAR_Fe2Ga5_1_z050,3.034
POSCAR_Fe2Ga5_1_z950,2.811
POSCAR_Fe2Ga5_1_z975,2.866
POSCAR_Fe2Ge1_1,2.943
POSCAR_Fe2Ge1_1_st025,3
POSCAR_Fe2Ge1_1_st050,3.05
POSCAR_Fe2Ge1_1_st950,2.806
POSCAR_Fe2Ge1_1_st975,2.878
POSCAR_Fe2Ge1_1_x025,2.965
POSCAR_Fe2Ge1_1_x050,2.985
POSCAR_Fe2Ge1_1_x950,2.894
POSCAR_Fe2Ge1_1_x975,2.917
POSCAR_Fe2Ge1_1_y025,2.963
POSCAR_Fe2Ge1_1_y050,2.985
POSCAR_Fe2Ge1_1_y950,2.893
POSCAR_Fe2Ge1_1_y975,2.917
POSCAR_Fe2Ge1_1_z025,2.958
POSCAR_Fe2Ge1_1_z050,2.974
POSCAR_Fe2Ge1_1_z950,2.914
POSCAR_Fe2Ge1_1_z975,2.929
POSCAR_Fe2Ge1_2,3.032
POSCAR_Fe2Ge1_2_st025,3.082
POSCAR_Fe2Ge1_2_st050,3.121
POSCAR_Fe2Ge1_2_x025,3.05
POSCAR_Fe2Ge1_2_x050,3.064
POSCAR_Fe2Ge1_2_x950,2.985
POSCAR_Fe2Ge1_2_x975,3.012
POSCAR_Fe2Ge1_2_y025,3.051
POSCAR_Fe2Ge1_2_y050,3.071
POSCAR_Fe2Ge1_2_y950,2.99
POSCAR_Fe2Ge1_2_y975,3.011
POSCAR_Fe2Ge1_2_z025,3.049
POSCAR_Fe2Ge1_2_z050,3.063
POSCAR_Fe2Ge1_2_z975,3.098
POSCAR_Fe2Ge2_1,3.1
POSCAR_Fe2Ge2_1_st025,3.172
POSCAR_Fe2Ge2_1_st050,3.225
POSCAR_Fe2Ge2_1_st950,2.882
POSCAR_Fe2Ge2_1_st975,3.008
POSCAR_Fe2Ge2_1_x025,3.128
POSCAR_Fe2Ge2_1_x050,3.15
POSCAR_Fe2Ge2_1_x950,3.041
POSCAR_Fe2Ge2_1_x975,3.077
POSCAR_Fe2Ge2_1_y025,3.128
POSCAR_Fe2Ge2_1_y050,3.15
POSCAR_Fe2Ge2_1_y950,3.041
POSCAR_Fe2Ge2_1_y975,3.077
POSCAR_Fe2Ge2_1_z025,3.132
POSCAR_Fe2Ge2_1_z050,3.154
POSCAR_Fe2Ge2_1_z950,3.033
POSCAR_Fe2Ge2_1_z975,3.07
POSCAR_Fe2Ge4_2,3.073
POSCAR_Fe2Ge4_2_st025,3.231
POSCAR_Fe2Ge4_2_x950,2.874
POSCAR_Fe2Ge4_2_x975,3.018
POSCAR_Fe2Ge4_2_y950,2.877
POSCAR_Fe2Ge4_2_y975,3.018
POSCAR_Fe2Ge4_2_z025,3.104
POSCAR_Fe2Ge4_2_z050,3.174
POSCAR_Fe2Ge4_2_z950,2.937
POSCAR_Fe2I4_1,3.643
POSCAR_Fe2I4_1_st025,3.676
POSCAR_Fe2I4_1_st050,3.703
POSCAR_Fe2I4_1_st950,3.546
POSCAR_Fe2I4_1_st975,3.601
POSCAR_Fe2I4_1_x025,3.656
POSCAR_Fe2I4_1_x050,3.667
POSCAR_Fe2I4_1_x950,3.614
POSCAR_Fe2I4_1_x975,3.629
POSCAR_Fe2I4_1_y025,3.656
POSCAR_Fe2I4_1_y050,3.667
POSCAR_Fe2I4_1_y950,3.614
POSCAR_Fe2I4_1_y975,3.629
POSCAR_Fe2I4_1_z025,3.654
POSCAR_Fe2I4_1_z050,3.663
POSCAR_Fe2I4_1_z950,3.619
POSCAR_Fe2I4_1_z975,3.632
POSCAR_Fe2N2_1,3.907
POSCAR_Fe2N2_1_st025,3.957
POSCAR_Fe2N2_1_st050,3.992
POSCAR_Fe2N2_1_st950,3.73
POSCAR_Fe2N2_1_st975,3.834
POSCAR_Fe2N2_1_x025,3.916
POSCAR_Fe2N2_1_x050,3.921
POSCAR_Fe2N2_1_x950,3.874
POSCAR_Fe2N2_1_x975,3.893
POSCAR_Fe2N2_1_y025,3.916
POSCAR_Fe2N2_1_y050,3.921
POSCAR_Fe2N2_1_y950,3.874
POSCAR_Fe2N2_1_y975,3.893
POSCAR_Fe2N2_1_z025,3.941
POSCAR_Fe2N2_1_z050,3.971
POSCAR_Fe2N2_1_z950,3.817
POSCAR_Fe2N2_1_z975,3.865
POSCAR_Fe2O2_8,3.672
POSCAR_Fe2O2_8_st025,3.694
POSCAR_Fe2O2_8_st050,3.712
POSCAR_Fe2O2_8_st950,3.612
POSCAR_Fe2O2_8_st975,3.645
POSCAR_Fe2O2_8_x025,3.683
POSCAR_Fe2O2_8_x050,3.693
POSCAR_Fe2O2_8_x950,3.646
POSCAR_Fe2O2_8_x975,3.659
POSCAR_Fe2O2_8_y025,3.678
POSCAR_Fe2O2_8_y050,3.682
POSCAR_Fe2O2_8_y950,3.656
POSCAR_Fe2O2_8_y975,3.665
POSCAR_Fe2O2_8_z025,3.678
POSCAR_Fe2O2_8_z050,3.683
POSCAR_Fe2O2_8_z950,3.658
POSCAR_Fe2O2_8_z975,3.666
POSCAR_Fe2P2_1,2.99
POSCAR_Fe2P2_1_st025,3.24
POSCAR_Fe2P2_1_st050,3.413
POSCAR_Fe2P2_1_st950,2.351
POSCAR_Fe2P2_1_x025,3.088
POSCAR_Fe2P2_1_x050,3.163
POSCAR_Fe2P2_1_x975,2.891
POSCAR_Fe2P2_1_y025,3.088
POSCAR_Fe2P2_1_y050,3.163
POSCAR_Fe2P2_1_y975,2.889
POSCAR_Fe2P2_1_z025,3.091
POSCAR_Fe2P2_1_z050,3.171
POSCAR_Fe2P2_1_z975,2.901
POSCAR_Fe2P2_3,2.961
