mag_atom_name,structure,fermi_level,gamma_avg_meV,band_number,max_split_eV,kx,ky,kz,ion1_tot,ion2_tot,overall_tot
Ag,POSCAR_Ge2Mn2_3_z050,6.3906,4.698,27,0.095691,0.272727,0.454545,0.125,4.321,-4.321,0
Ag,POSCAR_Ge2Mn2_3_z950,7.5349,5.886,27,0.094438,0.272727,0.454545,0.125,4.275,-4.272,0.005
Ag,POSCAR_Ge2Mn2_3_z975,7.2477,5.305,27,0.098331,0.272727,0.454545,0.125,4.29,-4.288,0.003
Ag,POSCAR_Ge2Mo2_2_x025,9.0555,0.045,27,0.635887,0,0.230769,0.333333,0.571,-0.571,0
Ag,POSCAR_Ge2Mo2_2_x050,8.7459,0.047,27,0.635864,0,0.230769,0.333333,0.629,-0.629,0
Ag,POSCAR_Ge2Mo2_2_x950,10.0155,0.722,28,0.462079,0.230769,0.076923,0.166667,0.378,-0.374,0.003
Ag,POSCAR_Ge2Mo2_2_x975,9.6621,0.169,27,0.550519,0.230769,0,0.333333,0.447,-0.446,0.001
Ag,POSCAR_Ge2Mo2_2_y025,9.0556,0.024,27,0.635646,0.230769,0,0.333333,0.571,-0.571,0
Ag,POSCAR_Ge2Mo2_2_y050,8.7458,0.03,27,0.635589,0.230769,0,0.333333,0.629,-0.629,0
Ag,POSCAR_Ge2Mo2_2_y950,10.0156,0.705,28,0.461577,-0.076923,-0.230769,0.166667,0.378,-0.374,0.003
Ag,POSCAR_Ge2Mo2_2_y975,9.6622,0.214,27,0.551103,0,-0.230769,0.333333,0.447,-0.446,0.001
Ag,POSCAR_Ge2Mo2_2_z025,9.1372,0.039,27,0.474775,0.230769,0,0.333333,0.516,-0.516,0
Ag,POSCAR_Ge2Mo2_2_z050,8.8843,0.654,27,0.365801,0.230769,-0.230769,0.333333,0.488,-0.492,-0.003
Ag,POSCAR_Ge2Mo2_2_z950,9.9411,0.347,28,0.564233,-0.307692,0.307692,0.166667,0.51,-0.508,0.001
Ag,POSCAR_Ge2Mo2_2_z975,9.6384,0.245,27,0.584401,0,0.230769,0.333333,0.52,-0.521,-0.001
Ag,POSCAR_Ge2V2_2_x025,6.3031,3.559,26,0.012924,0,0.090909,0.5,2.673,-2.676,-0.004
Ag,POSCAR_Ge2V2_2_x050,6.0692,3.692,28,0.010651,-0.454545,0.454545,0,2.694,-2.697,-0.005
Ag,POSCAR_Ge2V2_2_x950,7.1848,2.6,26,0.012688,0.090909,0,0.5,2.62,-2.622,-0.002
Ag,POSCAR_Ge2V2_2_x975,6.8411,3.805,26,0.013414,0.090909,0,0.5,2.639,-2.642,-0.004
Ag,POSCAR_Ge2V2_2_y025,6.3027,3.534,26,0.012934,0.090909,0,0.5,2.673,-2.676,-0.004
Ag,POSCAR_Ge2V2_2_y050,6.0689,3.641,24,0.011034,0.181818,0.090909,0.5,2.694,-2.697,-0.005
Ag,POSCAR_Ge2V2_2_y950,7.1851,2.664,26,0.012749,0,0.090909,0.5,2.62,-2.622,-0.002
Ag,POSCAR_Ge2V2_2_y975,6.8413,3.803,26,0.013488,0,0.090909,0.5,2.639,-2.642,-0.004
Ag,POSCAR_Ge2V2_2_z025,6.3063,2.495,26,0.012469,-0.090909,0.090909,0.5,2.675,-2.676,-0.002
Ag,POSCAR_Ge2V2_2_z050,6.0745,2.208,26,0.011599,-0.090909,0.090909,0.5,2.699,-2.7,-0.001
Ag,POSCAR_Ge2V2_2_z950,7.1037,2.772,24,0.021388,-0.272727,0.272727,0.5,2.622,-2.621,0.001
Ag,POSCAR_Ge2V2_2_z975,6.8242,6.592,25,0.016027,0,0,0,2.636,-2.643,-0.009
Ag,POSCAR_Ge2V2_3_x025,7.7377,0.937,26,0.012957,0.5,0,0,2.682,-2.682,0.001
Ag,POSCAR_Ge2V2_3_x050,7.4381,0.894,24,0.012554,0.5,0,0.5,2.7,-2.7,0
Ag,POSCAR_Ge2V2_3_x950,8.6706,0.693,25,0.01351,0.5,0,0,2.616,-2.616,0
Ag,POSCAR_Ge2V2_3_x975,8.3401,0.694,25,0.01319,0.5,0,0,2.641,-2.641,0
Ag,POSCAR_Ge2V2_3_y025,7.7248,0.671,26,0.012226,0.5,0,0,2.683,-2.683,0
Ag,POSCAR_Ge2V2_3_y050,7.4408,0.703,28,0.011857,0.5,0,0.5,2.7,-2.7,0
Ag,POSCAR_Ge2V2_3_y950,8.6837,0.822,26,0.013562,0.5,0,0,2.616,-2.616,0
Ag,POSCAR_Ge2V2_3_y975,8.343,0.745,26,0.01342,0.5,0,0,2.64,-2.64,0.001
Ag,POSCAR_Ge2V2_3_z025,7.8037,0.573,26,0.012888,0.5,0,0,2.663,-2.662,0.001
Ag,POSCAR_Ge2V2_3_z050,7.5887,0.496,26,0.012654,0.5,0,0,2.661,-2.66,0
Ag,POSCAR_Ge2V2_3_z950,8.5099,0.695,28,0.013975,0.5,0,0.5,2.672,-2.671,0.002
Ag,POSCAR_Ge2V2_3_z975,8.2719,0.913,28,0.013535,0.5,0,0.5,2.668,-2.667,0.002
Ag,POSCAR_I4Mn2_1_x025,2.5922,0.506,22,0.5629,0.5,-0.166667,0.166667,4.601,-4.601,0
Ag,POSCAR_I4Mn2_1_x050,2.3394,0.519,22,0.516476,0.5,-0.166667,0.166667,4.612,-4.612,0
Ag,POSCAR_I4Mn2_1_x950,3.1997,0.985,22,0.507082,0.5,-0.333333,0.333333,4.559,-4.56,0
Ag,POSCAR_I4Mn2_1_x975,2.9217,0.498,22,0.653102,0.5,-0.166667,0.166667,4.575,-4.575,0
Ag,POSCAR_I4Mn2_1_y025,2.5726,0.408,22,0.628649,0.5,-0.166667,0.166667,4.598,-4.598,0
Ag,POSCAR_I4Mn2_1_y050,2.3034,0.387,22,0.642855,0.5,-0.166667,0.166667,4.607,-4.607,0
Ag,POSCAR_I4Mn2_1_y950,3.2495,0.37,22,0.351711,0.5,0.333333,0.333333,4.568,-4.568,0
Ag,POSCAR_I4Mn2_1_y975,2.9451,0.396,22,0.580285,0.5,0.166667,0.166667,4.578,-4.578,0
Ag,POSCAR_I4Mn2_1_z025,2.5726,0.399,22,0.628588,0.5,-0.166667,0.166667,4.598,-4.598,0
Ag,POSCAR_I4Mn2_1_z050,2.3033,0.371,22,0.642721,0.5,-0.166667,0.166667,4.607,-4.607,0
Ag,POSCAR_I4Mn2_1_z950,3.2495,0.389,22,0.351158,0.5,0.333333,0.333333,4.568,-4.568,0
Ag,POSCAR_I4Mn2_1_z975,2.9451,0.406,22,0.580291,0.5,0.166667,0.166667,4.578,-4.578,0
Ag,POSCAR_I4Nb2_1_x025,3.9154,0.494,27,0.219754,-0.222222,0.166667,0.166667,2.53,-2.53,0
Ag,POSCAR_I4Nb2_1_x050,3.5316,0.487,23,0.253668,0,-0.333333,0.333333,2.553,-2.553,0
Ag,POSCAR_I4Nb2_1_x950,4.8117,0.439,27,0.220003,-0.222222,0.166667,0.166667,2.461,-2.461,0
Ag,POSCAR_I4Nb2_1_x975,4.4804,0.448,27,0.218603,-0.222222,0.166667,0.166667,2.484,-2.484,0
Ag,POSCAR_I4Nb2_1_y025,3.9491,0.433,27,0.19973,-0.222222,0.166667,0.166667,2.531,-2.531,0
Ag,POSCAR_I4Nb2_1_y050,3.5511,0.452,27,0.179192,-0.222222,0.166667,0.166667,2.554,-2.555,0
Ag,POSCAR_I4Nb2_1_y950,4.9208,0.305,27,0.250973,-0.222222,0.166667,0.166667,2.457,-2.457,0
Ag,POSCAR_I4Nb2_1_y975,4.444,0.359,27,0.235515,-0.222222,0.166667,0.166667,2.482,-2.483,0
Ag,POSCAR_I4Nb2_1_z025,3.9487,0.359,27,0.200269,-0.222222,0.166667,0.166667,2.531,-2.531,0
Ag,POSCAR_I4Nb2_1_z050,3.5504,0.327,27,0.180258,0.222222,0.166667,0.166667,2.554,-2.554,0
Ag,POSCAR_I4Nb2_1_z950,4.9225,0.383,27,0.249824,-0.222222,0.166667,0.166667,2.457,-2.457,0
Ag,POSCAR_I4Nb2_1_z975,4.445,0.464,27,0.234984,-0.222222,0.166667,0.166667,2.482,-2.483,0
Ag,POSCAR_I4Ni2_1_x025,0.6351,8.324,20,0.191067,-0.166667,0.5,0.333333,1.709,-1.711,-0.001
Ag,POSCAR_I4Ni2_1_x050,0.4755,13.68,20,0.183587,-0.333333,0.5,0.333333,1.718,-1.722,0
Ag,POSCAR_I4Ni2_1_x950,1.3666,15.771,20,0.249638,0.5,0.333333,0.5,1.664,-1.663,-0.001
Ag,POSCAR_I4Ni2_1_x975,1.0797,7.82,20,0.20446,0.5,-0.166667,0.333333,1.682,-1.683,-0.001
Ag,POSCAR_I4Ni2_1_y025,0.6325,6.664,20,0.193626,0.5,-0.166667,0.333333,1.71,-1.71,-0.001
Ag,POSCAR_I4Ni2_1_y050,0.4733,11.537,20,0.184811,0.5,-0.333333,0.333333,1.72,-1.72,-0.001
Ag,POSCAR_I4Ni2_1_y950,1.3085,17.921,20,0.247204,0.333333,0.5,0.5,1.662,-1.666,-0.001
Ag,POSCAR_I4Ni2_1_y975,1.0835,9.713,20,0.200746,-0.166667,0.5,0.333333,1.681,-1.684,-0.001
Ag,POSCAR_I4Ni2_1_z025,0.6618,3.223,20,0.173823,0.5,-0.166667,0.333333,1.708,-1.71,-0.001
Ag,POSCAR_I4Ni2_1_z050,0.4659,3.087,22,0.167596,0.5,0,0.5,1.717,-1.719,-0.001
Ag,POSCAR_I4Ni2_1_z950,1.3089,3.045,20,0.212358,0.5,-0.166667,0.333333,1.665,-1.667,-0.001
Ag,POSCAR_I4Ni2_1_z975,1.0585,3.04,20,0.205804,0.5,-0.166667,0.333333,1.683,-1.684,-0.001
Ag,POSCAR_I4Rh2_1_x025,3.3643,0.733,27,0.319593,0,0.333333,0.333333,0.842,-0.842,0
Ag,POSCAR_I4Rh2_1_x050,3.1313,0.736,27,0.328146,0,-0.333333,0.333333,0.851,-0.85,0
Ag,POSCAR_I4Rh2_1_x950,4.324,0.695,23,0.324707,0,-0.166667,0.333333,0.818,-0.818,0
Ag,POSCAR_I4Rh2_1_x975,4.1239,0.709,27,0.298322,0,0.333333,0.333333,0.826,-0.826,0
Ag,POSCAR_I4Rh2_1_y025,3.5189,0.602,23,0.321026,0,0.333333,0.333333,0.857,-0.857,0
Ag,POSCAR_I4Rh2_1_y050,3.2314,0.573,23,0.30681,0,0.333333,0.333333,0.879,-0.879,0
Ag,POSCAR_I4Rh2_1_y950,4.4213,0.493,27,0.312872,0,0.333333,0.333333,0.783,-0.783,0
Ag,POSCAR_I4Rh2_1_y975,4.0224,0.589,27,0.32213,0,0.333333,0.333333,0.809,-0.809,0
Ag,POSCAR_I4Rh2_1_z025,3.5205,0.58,23,0.321186,0,0.333333,0.333333,0.857,-0.857,0
Ag,POSCAR_I4Rh2_1_z050,3.233,0.509,23,0.307126,0,0.333333,0.333333,0.879,-0.879,0
Ag,POSCAR_I4Rh2_1_z950,4.4204,0.537,27,0.314737,0,0.333333,0.333333,0.783,-0.783,0
Ag,POSCAR_I4Rh2_1_z975,4.0216,0.613,27,0.322891,0,0.333333,0.333333,0.809,-0.809,0
Ag,POSCAR_I6Nb2_1_x025,3.2373,4.295,26,0.186125,0.333333,0.5,0.5,1.759,-1.758,0
Ag,POSCAR_I6Nb2_1_x050,3.0563,10.998,26,0.234717,0.333333,0.5,0.5,1.78,-1.78,0
Ag,POSCAR_I6Nb2_1_x950,4.2437,10.344,33,0.221732,0.333333,0.5,0,1.697,-1.697,0
Ag,POSCAR_I6Nb2_1_x975,3.8123,5.227,33,0.209331,0.333333,0.166667,0.333333,1.717,-1.717,0
Ag,POSCAR_I6Nb2_1_y025,3.2329,4.306,26,0.188243,0.5,0.333333,0.5,1.758,-1.759,0
Ag,POSCAR_I6Nb2_1_y050,3.0552,11.091,26,0.23695,0.5,0.333333,0.5,1.78,-1.78,0
Ag,POSCAR_I6Nb2_1_y950,4.2352,10.277,33,0.221044,0.5,0.333333,0,1.697,-1.697,0
Ag,POSCAR_I6Nb2_1_y975,3.8195,5.181,33,0.208717,0.166667,0.333333,0.333333,1.717,-1.717,0
Ag,POSCAR_I6Nb2_1_z025,3.3043,0.191,26,0.160022,0.5,0.166667,0,1.757,-1.757,0
Ag,POSCAR_I6Nb2_1_z050,2.9682,0.172,26,0.175856,0.5,0.166667,0,1.777,-1.777,0
Ag,POSCAR_I6Nb2_1_z950,4.1659,0.216,33,0.266269,0.166667,-0.166667,0.166667,1.697,-1.698,0
Ag,POSCAR_I6Nb2_1_z975,3.8106,0.214,33,0.223632,0.166667,-0.166667,0.166667,1.718,-1.718,0
Ag,POSCAR_In6Mo2_1_x950,8.5721,3.756,55,0.026475,0.5,0.5,0,3.464,-3.47,-0.003
Ag,POSCAR_In6Mo2_1_x975,8.2545,3.528,55,0.028703,0.5,0.5,0,3.511,-3.519,-0.007
Ag,POSCAR_In6Mo2_1_y025,7.6903,3.537,55,0.028192,0.5,0.5,0,3.594,-3.6,-0.006
Ag,POSCAR_In6Mo2_1_y050,7.4275,2.97,55,0.026808,0.5,0.5,0,3.633,-3.637,-0.001
Ag,POSCAR_In6Mo2_1_z025,7.6384,3.546,55,0.027888,0.5,0.5,0,3.593,-3.6,-0.006
Ag,POSCAR_In6Mo2_1_z050,7.3517,3.343,55,0.02714,0.5,0.5,0,3.63,-3.636,-0.005
Ag,POSCAR_In8Mn2_3_x025,5.9775,0.453,66,0.35849,-0.142857,0.285714,0,4.46,-4.461,-0.001
Ag,POSCAR_In8Mn2_3_x050,5.7518,0.367,66,0.388345,-0.142857,0.285714,0,4.479,-4.479,-0.001
Ag,POSCAR_In8Mn2_3_x950,6.7306,0.277,65,0.326536,-0.142857,-0.428571,0.333333,4.393,-4.393,0
Ag,POSCAR_In8Mn2_3_x975,6.4741,0.39,66,0.287352,-0.285714,0.142857,0,4.418,-4.418,-0.001
Ag,POSCAR_In8Mn2_3_y025,5.9776,0.427,66,0.358602,0.285714,0.142857,0,4.46,-4.461,-0.002
Ag,POSCAR_In8Mn2_3_y050,5.7519,0.506,66,0.389164,0.285714,0.142857,0,4.478,-4.479,-0.003
Ag,POSCAR_In8Mn2_3_y950,6.7311,0.321,65,0.326602,0.428571,0.142857,0.333333,4.393,-4.393,-0.001
Ag,POSCAR_In8Mn2_3_y975,6.4744,0.381,66,0.287483,-0.142857,0.285714,0,4.418,-4.418,-0.001
Ag,POSCAR_In8Mn2_3_z025,5.9983,0.368,66,0.290864,-0.142857,0.285714,0,4.469,-4.47,-0.001
Ag,POSCAR_In8Mn2_3_z050,5.789,0.261,66,0.277931,-0.285714,0.142857,0,4.491,-4.492,-0.001
Ag,POSCAR_In8Mn2_3_z950,6.713,1.472,62,0.325465,-0.285714,0.142857,0.5,4.376,-4.377,-0.005
Ag,POSCAR_In8Mn2_3_z975,6.4573,0.804,66,0.304418,-0.142857,0.285714,0,4.414,-4.415,-0.002
Ag,POSCAR_Mn2N2_2_x025,5.0042,3.506,17,0.46863,0,-0.384615,0.25,4.007,-4.007,0
Ag,POSCAR_Mn2N2_2_x050,4.7284,4.703,17,0.466563,0,-0.384615,0.25,4.04,-4.039,0
Ag,POSCAR_Mn2N2_2_x950,5.9701,3.616,18,0.513671,-0.076923,-0.307692,0.25,3.89,-3.889,0
Ag,POSCAR_Mn2N2_2_x975,5.6256,2.952,18,0.489043,-0.076923,-0.307692,0.25,3.933,-3.932,0
Ag,POSCAR_Mn2N2_2_y025,5.0112,2.75,17,0.470652,-0.384615,0,0.25,4.007,-4.007,0
Ag,POSCAR_Mn2N2_2_y050,4.7212,3.708,17,0.469483,-0.384615,0,0.25,4.04,-4.039,0.001
Ag,POSCAR_Mn2N2_2_y950,5.9751,4.245,18,0.506079,-0.307692,0,0.25,3.89,-3.889,0.002
Ag,POSCAR_Mn2N2_2_y975,5.6208,3.349,18,0.477805,-0.307692,0,0.25,3.932,-3.932,-0.001
Ag,POSCAR_Mn2N2_2_z025,5.0797,3.298,17,0.467926,0,-0.384615,0.25,4.005,-4.003,0.002
Ag,POSCAR_Mn2N2_2_z050,4.824,5.583,17,0.465246,0,-0.384615,0.25,4.035,-4.032,0.004
Ag,POSCAR_Mn2N2_2_z950,5.877,3.399,18,0.462139,-0.384615,0.307692,0.25,3.895,-3.895,0
Ag,POSCAR_Mn2N2_2_z975,5.5783,3.434,18,0.469589,-0.384615,0.307692,0.25,3.936,-3.934,0.002
Ag,POSCAR_Mn2N2_3_x025,7.0759,75.082,18,0.940083,-0.428571,0,0.125,3.801,-3.827,-0.01
Ag,POSCAR_Mn2N2_3_x975,7.6598,86.002,18,1.030614,0,0.357143,0.125,3.756,-3.733,0.01
Ag,POSCAR_Mn2N2_3_y025,7.0736,79.066,18,0.952754,0,0.428571,0.125,3.828,-3.8,0.01
Ag,POSCAR_Mn2N2_3_y975,7.6594,81.896,18,1.031453,-0.357143,0,0.125,3.734,-3.756,-0.009
Ag,POSCAR_Mn2N2_3_z025,7.1254,3.518,18,1.030581,0,0.428571,0.125,3.813,-3.812,0
Ag,POSCAR_Mn2N2_3_z050,6.7598,3.6,18,1.077095,0,0.357143,0,3.847,-3.846,0
Ag,POSCAR_Mn2N2_3_z950,7.9928,3.565,18,1.008152,0.357143,-0.142857,0.25,3.713,-3.712,0
Ag,POSCAR_Mn2N2_3_z975,7.5015,3.69,18,0.911785,0.357143,-0.142857,0.25,3.747,-3.746,0
Ag,POSCAR_Mn2N2_7_x025,5.1015,1.625,17,0.012438,0.230769,-0.384615,0.142857,3.953,-3.953,0.001
Ag,POSCAR_Mn2N2_7_x050,4.8176,1.549,19,0.013094,0.384615,-0.307692,0.142857,3.988,-3.989,0
Ag,POSCAR_Mn2N2_7_x950,6.0727,1.973,17,0.011777,-0.384615,0.230769,0.285714,3.828,-3.829,0
Ag,POSCAR_Mn2N2_7_x975,5.7232,1.66,17,0.012624,0.230769,-0.384615,0.142857,3.874,-3.874,0
Ag,POSCAR_Mn2N2_7_y025,5.0879,1.681,17,0.012409,0.230769,-0.384615,0.142857,3.952,-3.952,0
Ag,POSCAR_Mn2N2_7_y050,4.8036,1.643,17,0.012113,-0.384615,0.307692,0.285714,3.987,-3.987,0
Ag,POSCAR_Mn2N2_7_y950,6.0876,1.741,17,0.013083,0.230769,-0.384615,0.142857,3.831,-3.832,0
Ag,POSCAR_Mn2N2_7_y975,5.7345,1.597,17,0.012997,0.230769,-0.384615,0.142857,3.875,-3.875,0.001
Ag,POSCAR_Mn2N2_7_z025,5.1567,1.64,17,0.01224,0.230769,-0.384615,0.142857,3.957,-3.957,0.001
Ag,POSCAR_Mn2N2_7_z050,4.9289,1.624,17,0.011831,0.230769,-0.384615,0.142857,3.993,-3.993,0.001
Ag,POSCAR_Mn2N2_7_z950,5.9498,1.35,19,0.012938,0.384615,-0.307692,0.142857,3.812,-3.813,0
Ag,POSCAR_Mn2N2_7_z975,5.6522,1.616,17,0.012873,0.230769,-0.384615,0.142857,3.868,-3.868,0
Ag,POSCAR_Mn2O2_5_x025,3.7616,0.81,17,0.203283,0,0.333333,0.125,4.575,-4.575,0
Ag,POSCAR_Mn2O2_5_x050,3.4792,0.777,17,0.19388,0.333333,-0.333333,0.125,4.582,-4.582,0
Ag,POSCAR_Mn2O2_5_x950,4.92,0.911,18,0.234062,-0.333333,0.25,0.25,4.547,-4.547,0
Ag,POSCAR_Mn2O2_5_x975,4.4211,0.899,18,0.21409,0.333333,0,0.25,4.558,-4.558,0
Ag,POSCAR_Mn2O2_5_y025,3.7612,0.817,17,0.203245,-0.333333,0,0.125,4.575,-4.575,0
Ag,POSCAR_Mn2O2_5_y050,3.4785,0.798,17,0.193881,0.333333,-0.333333,0.125,4.582,-4.582,0
Ag,POSCAR_Mn2O2_5_y950,4.9213,0.921,18,0.234393,-0.25,0.333333,0.25,4.547,-4.547,0
Ag,POSCAR_Mn2O2_5_y975,4.422,0.897,18,0.213477,0,-0.333333,0.25,4.558,-4.558,0
Ag,POSCAR_Mn2O2_5_z025,3.7849,0.886,17,0.238307,-0.333333,0,0.25,4.579,-4.579,0
Ag,POSCAR_Mn2O2_5_z050,3.5962,0.91,18,0.221644,-0.333333,0,0.25,4.588,-4.588,0
Ag,POSCAR_Mn2O2_5_z950,4.4456,0.836,17,0.190221,-0.333333,0,0.125,4.538,-4.538,0
Ag,POSCAR_Mn2O2_5_z975,4.2063,0.779,17,0.200725,-0.333333,0,0.125,4.554,-4.554,0
Ag,POSCAR_Mn2O2_6_x025,5.7495,60.817,18,0.940626,0.307692,0,0,4.55,-4.553,-0.001
Ag,POSCAR_Mn2O2_6_x050,5.5849,109.708,19,0.884427,-0.230769,0,0.428571,4.555,-4.562,-0.003
Ag,POSCAR_Mn2O2_6_x950,6.7939,100.915,18,1.03082,0,0.307692,0,4.524,-4.518,0.003
Ag,POSCAR_Mn2O2_6_x975,6.3784,58.451,18,0.944377,0,0.307692,0,4.535,-4.531,0.001
Ag,POSCAR_Mn2O2_6_y025,5.7413,60.164,18,0.936799,0,0.307692,0,4.553,-4.55,0.001
Ag,POSCAR_Mn2O2_6_y050,5.5883,108.989,19,0.868903,0,-0.230769,0.428571,4.562,-4.555,0.003
Ag,POSCAR_Mn2O2_6_y950,6.8123,102.793,18,1.035842,0.307692,0,0,4.518,-4.524,-0.003
Ag,POSCAR_Mn2O2_6_y975,6.3831,60.667,18,0.950474,0.307692,0,0,4.531,-4.535,-0.001
Ag,POSCAR_Mn2O2_6_z025,5.5787,1.923,18,0.92597,0.307692,0,0,4.555,-4.555,0
Ag,POSCAR_Mn2O2_6_z050,5.2679,2.074,18,0.970816,0.307692,0,0,4.565,-4.565,0
Ag,POSCAR_Mn2O2_6_z950,6.8449,1.848,19,0.82362,0.307692,0,0.428571,4.51,-4.51,0
Ag,POSCAR_Mn2O2_6_z975,6.4249,1.901,18,0.808567,0.307692,0,0,4.528,-4.528,0
Ag,POSCAR_Mn2O2_7_x025,3.9415,7.998,18,0.034154,0.416667,0.25,0.375,4.548,-4.548,0
Ag,POSCAR_Mn2O2_7_x050,3.6856,7.463,18,0.034203,0.416667,0.25,0.375,4.556,-4.556,0
Ag,POSCAR_Mn2O2_7_x950,5.0117,7.785,18,0.030398,0.25,0.25,0,4.516,-4.516,0
Ag,POSCAR_Mn2O2_7_x975,4.6968,8.456,18,0.032,0.5,0.166667,0.375,4.528,-4.528,0
Ag,POSCAR_Mn2O2_7_y025,3.9432,8.502,18,0.03385,0.5,0.166667,0.25,4.548,-4.548,0
Ag,POSCAR_Mn2O2_7_y050,3.6873,8.238,18,0.035394,0.5,0.166667,0.25,4.556,-4.556,0
Ag,POSCAR_Mn2O2_7_y950,5.0176,6.965,18,0.031959,0.25,0.25,0,4.516,-4.516,0
Ag,POSCAR_Mn2O2_7_y975,4.6953,7.906,18,0.031225,0.25,0.25,0,4.528,-4.528,0
Ag,POSCAR_Mn2O2_7_z025,4.0463,7.779,18,0.034785,0.333333,0.25,0,4.554,-4.554,0
Ag,POSCAR_Mn2O2_7_z050,3.9147,7.104,18,0.034461,0.333333,0.25,0,4.567,-4.567,0
Ag,POSCAR_Mn2O2_7_z950,4.8566,11.422,18,0.040238,0.5,0.166667,0.25,4.499,-4.498,0
Ag,POSCAR_Mn2O2_7_z975,4.564,9.818,18,0.035895,0.5,0.166667,0.25,4.521,-4.52,0
Ag,POSCAR_Mn2O3_1_x025,3.4846,4.435,22,0.024683,0,0.181818,0.125,3.845,-3.844,0
Ag,POSCAR_Mn2O3_1_x050,3.1836,4.128,22,0.024455,0,0.181818,0.125,3.863,-3.862,0
Ag,POSCAR_Mn2O3_1_x950,4.5267,5.226,22,0.023374,0.076923,0.181818,0,3.785,-3.785,0
Ag,POSCAR_Mn2O3_1_x975,4.2715,5.018,22,0.024101,0.076923,0.181818,0,3.806,-3.806,0
Ag,POSCAR_Mn2O3_1_y025,3.6586,4.585,22,0.02246,0.076923,0.181818,0,3.855,-3.854,0
Ag,POSCAR_Mn2O3_1_y050,3.4297,4.609,22,0.020102,0.076923,0.181818,0,3.883,-3.883,0
Ag,POSCAR_Mn2O3_1_y950,4.3405,4.785,21,0.02892,0,0,0,3.767,-3.767,0
Ag,POSCAR_Mn2O3_1_y975,4.0821,4.778,22,0.026308,0,0.181818,0.125,3.797,-3.796,0
Ag,POSCAR_Mn2O3_1_z025,3.5671,4.919,22,0.024407,0,0.181818,0.125,3.849,-3.849,0
Ag,POSCAR_Mn2O3_1_z050,3.2789,5.185,22,0.024255,0,0.181818,0.125,3.873,-3.872,0
Ag,POSCAR_Mn2O3_1_z950,4.4606,4.339,22,0.025109,0.076923,0.181818,0,3.777,-3.776,0
Ag,POSCAR_Mn2O3_1_z975,4.0933,4.494,22,0.024819,0.076923,0.181818,0,3.802,-3.801,0
Ag,POSCAR_Mn2O4_1_x025,4.3865,0.109,23,0.4994,-0.214286,0.222222,0.2,3.102,-3.102,0
Ag,POSCAR_Mn2O4_1_x050,4.056,0.205,24,0.504164,0.214286,-0.333333,0.3,3.164,-3.164,0
Ag,POSCAR_Mn2O4_1_x950,5.2519,0.155,23,0.774428,-0.214286,-0.222222,0.2,2.933,-2.933,0
Ag,POSCAR_Mn2O4_1_x975,4.9726,0.147,23,0.663486,-0.214286,-0.222222,0.2,2.987,-2.987,0
Ag,POSCAR_Mn2O4_1_y025,4.3346,0.141,23,0.561157,-0.214286,0.222222,0.2,3.078,-3.078,0
Ag,POSCAR_Mn2O4_1_y050,4.0451,0.122,23,0.544665,-0.214286,-0.222222,0.2,3.117,-3.116,0
Ag,POSCAR_Mn2O4_1_y950,5.2726,0.181,23,0.573539,-0.214286,-0.222222,0.2,2.981,-2.981,0
Ag,POSCAR_Mn2O4_1_y975,5.0266,0.104,23,0.576471,-0.214286,-0.222222,0.2,3.011,-3.011,0
Ag,POSCAR_Mn2O4_1_z025,4.3349,0.143,23,0.562933,-0.214286,-0.222222,0.2,3.078,-3.078,0
Ag,POSCAR_Mn2O4_1_z050,4.0469,0.135,23,0.547244,-0.214286,-0.222222,0.2,3.116,-3.116,0
Ag,POSCAR_Mn2O4_1_z950,5.2723,0.091,23,0.56612,-0.214286,0.222222,0.2,2.981,-2.981,0
Ag,POSCAR_Mn2O4_1_z975,5.0265,0.097,23,0.573526,-0.214286,0.222222,0.2,3.011,-3.011,0
Ag,POSCAR_Mn2P2_4_x025,8.5564,4.768,17,0.056087,-0.466667,0.133333,0,4.105,-4.107,-0.001
Ag,POSCAR_Mn2P2_4_x050,8.2947,5.345,17,0.055626,-0.466667,0.133333,0,4.14,-4.14,-0.001
Ag,POSCAR_Mn2P2_4_x950,9.5397,5.551,17,0.056966,-0.466667,0.133333,0,3.99,-3.994,-0.005
Ag,POSCAR_Mn2P2_4_x975,9.1696,5.432,17,0.057913,-0.466667,0.133333,0,4.032,-4.036,-0.005
Ag,POSCAR_Mn2P2_4_y025,8.5509,6.827,17,0.059016,-0.466667,0.133333,0,4.105,-4.109,-0.004
Ag,POSCAR_Mn2P2_4_y050,8.3068,6.099,17,0.059056,-0.466667,0.133333,0,4.141,-4.143,-0.002
Ag,POSCAR_Mn2P2_4_y950,9.5396,4.772,17,0.052415,-0.466667,0.133333,0,3.991,-3.992,-0.001
Ag,POSCAR_Mn2P2_4_y975,9.1731,4.455,17,0.055611,-0.466667,0.133333,0,4.032,-4.035,-0.003
Ag,POSCAR_Mn2P2_4_z025,8.6352,4.432,17,0.054531,-0.466667,0.133333,0,4.102,-4.105,-0.005
Ag,POSCAR_Mn2P2_4_z050,8.3733,3.968,17,0.052049,-0.466667,0.066667,0,4.14,-4.145,-0.005
Ag,POSCAR_Mn2P2_4_z950,9.3787,6.886,17,0.062197,-0.466667,0.133333,0,3.993,-3.994,0.001
Ag,POSCAR_Mn2P2_4_z975,9.1132,4.673,17,0.061294,-0.466667,0.133333,0,4.031,-4.034,-0.003
