name,dir,status,ef,nelect,nkpts,nbands,n_pairs,n_kpts_used,sse_max,sse_p99,sse_p95,sse_p90,sse_p50,sse_mean_w,sse_kmax_mean_w,sse_max_over_p95,sse_max_win_both,sse_max_win_either,band,k_id,kx,ky,kz,e_up,e_dn,k_weight_at_max,eigenval,outcar
CoO_sp|ediff1e8,/scratch/e1398a04/Altermagnetism/CoO_sp_conv/ediff1e8,ok,7.3863,30,364,32,996,364,0.9736580000000004,0.9236089999999999,0.6999089999999999,0.5592030000000001,0.18529199999999957,0.2417413970557751,0.3967087538357325,1.391120845709943,0.9736580000000004,0.9736580000000004,15,271,-2.735084e-17,-0.2727273,0.3333333,6.147862,7.12152,0.002754821,EIGENVAL,OUTCAR
lowBFe|base,/scratch/e1398a04/Altermagnetism/lowBFe_conv/base,ok,5.9349,22,788,16,1558,788,0.0030039999999997846,0.0024199999999998667,0.0020020000000000593,0.001740000000000741,0.0007479999999997489,0.0008581723138032503,0.0012072155613821038,1.5004995004993484,0.0030039999999997846,0.0030039999999997846,11,696,0.5,6.257781e-17,0.5,5.31673,5.313726,0.0006377551,EIGENVAL,OUTCAR
lowBFe|k133,/scratch/e1398a04/Altermagnetism/lowBFe_conv/k133,ok,5.9371,22,1986,16,3928,1986,0.00355900000000009,0.003253999999999202,0.0026450000000002305,0.0022619999999999862,0.0010399999999997078,0.0011511944479781163,0.0016180138504139972,1.3455576559545481,0.00355900000000009,0.00355900000000009,11,1478,0.2105263,-0.4210526,0.3636364,5.027781,5.03134,0.0005036515,EIGENVAL,OUTCAR
lowBFe|k150,/scratch/e1398a04/Altermagnetism/lowBFe_conv/k150,ok,5.8991,22,2647,16,5256,2647,0.005658000000000385,0.00478299999999976,0.0037609999999999033,0.0032809999999994233,0.0015739999999997423,0.0017098738696646916,0.0023955967499634284,1.5043871310823,0.005658000000000385,0.005658000000000385,11,1822,0.1904762,-0.3809524,0.3333333,4.927168,4.932826,0.0003779289,EIGENVAL,OUTCAR
lowBFe|enc600,/scratch/e1398a04/Altermagnetism/lowBFe_conv/enc600,ok,5.9435,22,788,16,1550,788,0.0029060000000002972,0.0024160000000001958,0.00186300000000017,0.00153499999999962,0.0005670000000002062,0.0007190758757222644,0.00099665561251638,1.5598497047772582,0.0029060000000002972,0.0029060000000002972,11,493,-5.676746e-20,1.533149e-17,0.375,5.088818,5.091724,0.00127551,EIGENVAL,OUTCAR
lowBFe|enc625,/scratch/e1398a04/Altermagnetism/lowBFe_conv/enc625,ok,5.9336,22,788,16,1557,788,0.0028759999999996566,0.0025120000000002918,0.0018710000000004001,0.0015049999999998676,0.0005449999999997956,0.0006999935424123786,0.0009647933677506793,1.5371459112768795,0.0028759999999996566,0.0028759999999996566,11,691,0.1428571,-1.136112e-17,0.5,5.590783,5.593659,0.00127551,EIGENVAL,OUTCAR
lowBFe|enc700,/scratch/e1398a04/Altermagnetism/lowBFe_conv/enc700,ok,5.9451,22,788,16,1548,788,0.0034090000000004395,0.0025490000000001345,0.0021209999999998175,0.0018710000000004001,0.0007980000000005205,0.000921432792335206,0.0012845261480256638,1.6072607260729528,0.0034090000000004395,0.0034090000000004395,11,696,0.5,6.257781e-17,0.5,5.31517,5.311761,0.0006377551,EIGENVAL,OUTCAR
lowBFe|sig0005,/scratch/e1398a04/Altermagnetism/lowBFe_conv/sig0005,ok,5.9453,22,788,16,1550,788,0.0028249999999996334,0.0023359999999996717,0.0019400000000002748,0.0016950000000006682,0.0007159999999997169,0.0008323109599668921,0.0011569426021240461,1.456185567009914,0.0028249999999996334,0.0028249999999996334,11,696,0.5,6.257781e-17,0.5,5.318763,5.315938,0.0006377551,EIGENVAL,OUTCAR
lowBFe|sig002,/scratch/e1398a04/Altermagnetism/lowBFe_conv/sig002,ok,5.9225,22,788,16,1557,788,0.004830000000000112,0.0043720000000000425,0.003365999999999758,0.0028719999999999857,0.0013259999999997163,0.0014860936389448868,0.002085045280618088,1.434937611408336,0.004830000000000112,0.004830000000000112,11,426,0.2142857,-0.3571429,0.25,5.067196,5.072026,0.00127551,EIGENVAL,OUTCAR
lowBFe|sig005,/scratch/e1398a04/Altermagnetism/lowBFe_conv/sig005,ok,5.9174,22,788,16,1551,788,0.006401000000000323,0.005704999999999849,0.004093000000000124,0.003486999999999796,0.001668000000000447,0.0018334745542147109,0.002578181122511799,1.5638895675543925,0.006401000000000323,0.006401000000000323,11,426,0.2142857,-0.3571429,0.25,5.05743,5.063831,0.00127551,EIGENVAL,OUTCAR
lowBFe|tetra,/scratch/e1398a04/Altermagnetism/lowBFe_conv/tetra,ok,5.8697,22,788,16,1546,788,0.0049760000000000915,0.004302000000000028,0.00339799999999979,0.002834000000000003,0.0013310000000004152,0.0014873242278330946,0.002102029336992659,1.4643908181284282,0.0049760000000000915,0.0049760000000000915,11,412,0.2142857,-0.4285714,0.25,4.65199,4.656966,0.00127551,EIGENVAL,OUTCAR
lowBFe|ediff1e7,/scratch/e1398a04/Altermagnetism/lowBFe_conv/ediff1e7,ok,5.9031,22,788,16,1562,788,0.018021000000000065,0.01546000000000003,0.011210999999999416,0.009646000000000043,0.004423999999999317,0.004928156743570445,0.007023881378075233,1.607439122290697,0.018021000000000065,0.018021000000000065,11,621,0.1428571,-0.3571429,0.375,4.991686,5.009707,0.00127551,EIGENVAL,OUTCAR
lowBFe|ediff1e8,/scratch/e1398a04/Altermagnetism/lowBFe_conv/ediff1e8,ok,5.9269,22,788,16,1562,788,0.003510000000000346,0.0024380000000006063,0.0017300000000002314,0.0013800000000001589,0.0006149999999998101,0.0007101850664080119,0.0009550746177229654,2.0289017341039752,0.003510000000000346,0.003510000000000346,11,1,0.0,0.0,0.0,4.862184,4.865694,0.0006377551,EIGENVAL,OUTCAR
lowAgF|base,/scratch/e1398a04/Altermagnetism/lowAgF_conv/base,ok,-1.1074,64,260,48,2378,260,0.00333400000000017,0.001379000000000019,0.0006390000000000562,0.00048499999999984666,0.00015499999999990521,0.00023217189166134617,0.0007205703124999992,5.217527386541279,0.00333400000000017,0.00333400000000017,32,170,-0.125,-4.251028e-17,0.375,-1.131185,-1.127851,0.00390625,EIGENVAL,OUTCAR
lowAgF|k133,/scratch/e1398a04/Altermagnetism/lowAgF_conv/k133,ok,-1.1833,64,666,48,6609,666,0.02608699999999997,0.007430000000000048,0.004668999999999812,0.0036649999999998073,0.001802999999999999,0.0021293216503298785,0.005175565740498676,5.587277789676809,0.02608699999999997,0.02608699999999997,33,592,0.1818182,0.3636364,0.4545455,-1.225336,-1.199249,0.00150263,EIGENVAL,OUTCAR
lowAgF|k150,/scratch/e1398a04/Altermagnetism/lowAgF_conv/k150,ok,-1.1258,64,868,48,8118,868,0.0005619999999999514,0.0001849999999998797,8.099999999999774e-05,5.6000000000056005e-05,1.6000000000016e-05,2.6626159616748084e-05,8.558969932453461e-05,6.938271604937865,0.0005619999999999514,0.0005619999999999514,31,795,-3.489243e-17,-3.331808e-17,0.5,-1.146292,-1.146854,0.0005787037,EIGENVAL,OUTCAR
lowAgF|k200,/scratch/e1398a04/Altermagnetism/lowAgF_conv/k200,ok,-1.1447,64,2052,48,19540,2052,0.007071999999999967,0.0022199999999998887,0.0012379999999998503,0.0009609999999999896,0.0004459999999997244,0.0005478069923615639,0.0013800539550781349,5.712439418417466,0.007071999999999967,0.007071999999999967,32,755,-8.120445e-18,0.4375,0.1875,-1.241631,-1.248703,0.0004882812,EIGENVAL,OUTCAR
lowAgF|enc600,/scratch/e1398a04/Altermagnetism/lowAgF_conv/enc600,ok,-1.1092,64,260,48,2378,260,0.0032520000000000326,0.0013419999999999543,0.0006219999999999004,0.00047200000000025,0.0001500000000000945,0.00022595372147579795,0.0007017851562500128,5.228295819936581,0.0032520000000000326,0.0032520000000000326,32,170,-0.125,-4.251028e-17,0.375,-1.132965,-1.129713,0.00390625,EIGENVAL,OUTCAR
lowAgF|enc625,/scratch/e1398a04/Altermagnetism/lowAgF_conv/enc625,ok,-1.1103,64,260,48,2377,260,0.00324599999999986,0.0013360000000000039,0.0006200000000000649,0.00046999999999997044,0.0001500000000000945,0.00022511457222103152,0.0006990742187500173,5.235483870966968,0.00324599999999986,0.00324599999999986,32,170,-0.125,-4.251028e-17,0.375,-1.134008,-1.130762,0.00390625,EIGENVAL,OUTCAR
lowAgF|enc700,/scratch/e1398a04/Altermagnetism/lowAgF_conv/enc700,ok,-1.1119,64,260,48,2376,260,0.0032330000000000414,0.0013300000000000534,0.0006159999999999499,0.000468000000000135,0.00014899999999995472,0.00022387705442902743,0.0006954355468749844,5.248376623377117,0.0032330000000000414,0.0032330000000000414,32,170,-0.125,-4.251028e-17,0.375,-1.135697,-1.132464,0.00390625,EIGENVAL,OUTCAR
lowAgF|sig0005,/scratch/e1398a04/Altermagnetism/lowAgF_conv/sig0005,ok,-1.1076,64,260,48,2379,260,0.003916999999999948,0.0021579999999998822,0.0010209999999999386,0.0007120000000000459,0.00026499999999973767,0.0003678153911745906,0.001174794921874992,3.8364348677768696,0.003916999999999948,0.003916999999999948,32,170,-0.125,-4.251028e-17,0.375,-1.131023,-1.127106,0.00390625,EIGENVAL,OUTCAR
lowAgF|sig002,/scratch/e1398a04/Altermagnetism/lowAgF_conv/sig002,ok,-1.1071,64,260,48,2371,260,0.0023850000000000815,0.0007030000000001202,0.00038999999999989043,0.0002780000000002225,7.100000000015427e-05,0.00011661441402908548,0.0003602636718749966,6.115384615386542,0.0023850000000000815,0.0023850000000000815,31,227,-1.484931e-17,-1.250102e-16,0.5,-1.141615,-1.13923,0.001953125,EIGENVAL,OUTCAR
lowAgF|sig005,/scratch/e1398a04/Altermagnetism/lowAgF_conv/sig005,ok,-1.1116,64,260,48,2375,260,0.0009870000000000712,0.0004819999999998714,0.0002829999999998112,0.0001870000000003813,4.000000000026205e-05,7.53475570727566e-05,0.00023926367187500613,3.4876325088365006,0.0009870000000000712,0.0009870000000000712,32,113,-0.25,0.125,0.25,-1.278838,-1.279825,0.00390625,EIGENVAL,OUTCAR
lowAgF|tetra,/scratch/e1398a04/Altermagnetism/lowAgF_conv/tetra,ok,-1.1313,64,260,48,2431,260,0.0014540000000000664,0.0004629999999998802,0.00030799999999997496,0.00020599999999992846,4.399999999993298e-05,8.235557872783845e-05,0.00024914843750000566,4.72077922077982,0.0014540000000000664,0.0014540000000000664,31,5,0.5,6.444864e-18,-8.375167e-19,-1.168749,-1.167295,0.001953125,EIGENVAL,OUTCAR
lowAgF|ediff1e7,/scratch/e1398a04/Altermagnetism/lowAgF_conv/ediff1e7,ok,-1.1078,64,260,48,2379,260,0.008087000000000177,0.00336599999999998,0.0015659999999999563,0.0011739999999997863,0.0003769999999998497,0.0005659121722447221,0.0017605625000000126,5.164112388250577,0.008087000000000177,0.008087000000000177,32,170,-0.125,-4.251028e-17,0.375,-1.133925,-1.125838,0.00390625,EIGENVAL,OUTCAR
lowAgF|ediff1e8,/scratch/e1398a04/Altermagnetism/lowAgF_conv/ediff1e8,ok,-1.1081,64,260,48,2378,260,0.014615000000000045,0.005168000000000061,0.002577999999999747,0.0019660000000001343,0.0005579999999998364,0.0008793157782515992,0.002763175781249985,5.669123351435794,0.014615000000000045,0.014615000000000045,32,170,-0.125,-4.251028e-17,0.375,-1.137299,-1.122684,0.00390625,EIGENVAL,OUTCAR
sparseCrPb|base,/scratch/e1398a04/Altermagnetism/sparseCrPb_conv/base,ok,5.1884,206,86,128,1040,86,0.014423999999999992,0.009974999999999845,0.007289000000000101,0.005806999999999896,0.002281999999999673,0.0028196599371124787,0.007252833347338007,1.9788722732884885,0.014423999999999992,0.014423999999999992,103,78,0.2857143,0.3333333,0.5,5.157373,5.171797,0.01190476,EIGENVAL,OUTCAR
sparseCrPb|k133,/scratch/e1398a04/Altermagnetism/sparseCrPb_conv/k133,ok,5.1884,206,181,128,2182,181,0.015736999999999668,0.009712999999999639,0.006695999999999813,0.00556499999999982,0.0022329999999999295,0.0026827544951592056,0.0068658083333333455,2.3502090800478057,0.015736999999999668,0.015736999999999668,102,162,-0.2222222,-0.375,0.4,5.028123,5.04386,0.005555556,EIGENVAL,OUTCAR
sparseCrPb|k150,/scratch/e1398a04/Altermagnetism/sparseCrPb_conv/k150,ok,5.1924,206,298,128,3580,298,0.01580600000000043,0.009687000000000445,0.006775999999999893,0.005652999999999686,0.0022759999999997227,0.0027473558035524385,0.006814370374668997,2.332644628099274,0.01580600000000043,0.01580600000000043,103,280,0.2727273,0.3333333,0.5,5.141665,5.157471,0.003367003,EIGENVAL,OUTCAR
sparseCrPb|enc600,/scratch/e1398a04/Altermagnetism/sparseCrPb_conv/enc600,ok,5.1883,206,86,128,1040,86,0.014418000000000042,0.009997000000000256,0.0072950000000000514,0.005803000000000225,0.002268000000000381,0.0028168605285157017,0.007253886918763367,1.9764222069910815,0.014418000000000042,0.014418000000000042,103,78,0.2857143,0.3333333,0.5,5.157291,5.171709,0.01190476,EIGENVAL,OUTCAR
sparseCrPb|enc625,/scratch/e1398a04/Altermagnetism/sparseCrPb_conv/enc625,ok,5.1882,206,86,128,1040,86,0.014421000000000461,0.00998499999999991,0.007297000000000331,0.005794999999999995,0.0022730000000001915,0.002819103012522931,0.007252583347387019,1.9762916266958759,0.014421000000000461,0.014421000000000461,103,78,0.2857143,0.3333333,0.5,5.157194,5.171615,0.01190476,EIGENVAL,OUTCAR
sparseCrPb|enc700,/scratch/e1398a04/Altermagnetism/sparseCrPb_conv/enc700,ok,5.1882,206,86,128,1040,86,0.014416999999999902,0.009958999999999829,0.007273999999999781,0.0057989999999996655,0.002291000000000043,0.0028208753141561187,0.007254202394953547,1.98199065163601,0.014416999999999902,0.014416999999999902,103,78,0.2857143,0.3333333,0.5,5.157219,5.171636,0.01190476,EIGENVAL,OUTCAR
sparseCrPb|sig0005,/scratch/e1398a04/Altermagnetism/sparseCrPb_conv/sig0005,ok,5.1886,206,86,128,1042,86,0.014348999999999279,0.009951999999999295,0.007306999999999952,0.005783000000000094,0.0022760000000001668,0.002817125928363142,0.007261815490336186,1.9637334063226184,0.014348999999999279,0.014348999999999279,103,78,0.2857143,0.3333333,0.5,5.157428,5.171777,0.01190476,EIGENVAL,OUTCAR
sparseCrPb|sig002,/scratch/e1398a04/Altermagnetism/sparseCrPb_conv/sig002,ok,5.1877,206,86,128,1036,86,0.013501000000000651,0.009666000000000174,0.007372000000000156,0.005753999999999593,0.0022519999999999207,0.002816182498980533,0.007133696443055693,1.8313890396093822,0.013501000000000651,0.013501000000000651,104,69,-4.280168e-18,0.1666667,0.5,5.070434,5.083935,0.01190476,EIGENVAL,OUTCAR
sparseCrPb|sig005,/scratch/e1398a04/Altermagnetism/sparseCrPb_conv/sig005,ok,5.1882,206,86,128,1022,86,0.01363200000000031,0.009631999999999863,0.007382000000000222,0.0057229999999997005,0.0022570000000001755,0.002805691581197155,0.007126636919432371,1.8466540232999054,0.01363200000000031,0.01363200000000031,104,69,-4.280168e-18,0.1666667,0.5,5.070581,5.084213,0.01190476,EIGENVAL,OUTCAR
sparseCrPb|tetra,/scratch/e1398a04/Altermagnetism/sparseCrPb_conv/tetra,ok,5.1935,206,86,128,1009,86,0.01391700000000018,0.009821999999999775,0.007272999999999641,0.005870000000000708,0.0023020000000002483,0.002826174206621758,0.007163071443301123,1.9135157431597507,0.01391700000000018,0.01391700000000018,104,69,-4.280168e-18,0.1666667,0.5,5.070104,5.084021,0.01190476,EIGENVAL,OUTCAR
sparseCrPb|ediff1e7,/scratch/e1398a04/Altermagnetism/sparseCrPb_conv/ediff1e7,ok,5.1884,206,86,128,1040,86,0.01441600000000065,0.01000100000000037,0.007290000000000241,0.005805999999999756,0.002266999999999797,0.0028154292815861957,0.007252857156863778,1.977503429355305,0.01441600000000065,0.01441600000000065,103,78,0.2857143,0.3333333,0.5,5.157385,5.171801,0.01190476,EIGENVAL,OUTCAR
sparseCrPb|ediff1e8,/scratch/e1398a04/Altermagnetism/sparseCrPb_conv/ediff1e8,ok,5.1884,206,86,128,1040,86,0.014415999999999762,0.010002000000000066,0.007289000000000101,0.005806999999999896,0.002266999999999797,0.002815145397897363,0.007252666680676019,1.9777747290437047,0.014415999999999762,0.014415999999999762,103,78,0.2857143,0.3333333,0.5,5.157384,5.1718,0.01190476,EIGENVAL,OUTCAR
CrS|base,/scratch/e1398a04/Altermagnetism/CrS_conv/base,ok,2.5025,36,506,32,2880,506,0.443042,0.345522,0.28179200000000004,0.23094799999999993,0.08803099999999997,0.10598727684797543,0.20249488095238347,1.5722305814217576,0.4106270000000001,0.443042,14,117,0.5,0.25,0.1428571,0.935959,0.492917,0.001984127,EIGENVAL,OUTCAR
CrS|k133,/scratch/e1398a04/Altermagnetism/CrS_conv/k133,ok,2.5492,36,1154,32,6358,1154,0.446993,0.3485790000000001,0.28127499999999994,0.233085,0.09007699999999996,0.10761230914678818,0.20256992361110912,1.589167185139099,0.41883500000000007,0.446993,14,203,0.5,0.25,0.1111111,0.943684,0.496691,0.0008680556,EIGENVAL,OUTCAR
CrS|k150,/scratch/e1398a04/Altermagnetism/CrS_conv/k150,ok,2.6175,36,1784,32,9208,1784,0.44619999999999993,0.3476450000000001,0.280629,0.2344400000000002,0.08831100000000003,0.10646620930739323,0.2011611557239087,1.5899996080234042,0.4432799999999999,0.44619999999999993,14,588,0.5,0.2777778,0.1818182,0.942888,0.496688,0.0005611672,EIGENVAL,OUTCAR
CrS|k200,/scratch/e1398a04/Altermagnetism/CrS_conv/k200,ok,2.5689,36,4036,32,21936,4036,0.45000300000000004,0.351187,0.27836099999999997,0.23471500000000012,0.0890559999999998,0.10767533090819754,0.20296921331038847,1.616616551887657,0.45000300000000004,0.45000300000000004,15,848,0.2083333,-0.04166667,0.07142857,1.42372,0.973717,0.0002480159,EIGENVAL,OUTCAR
CrS|enc600,/scratch/e1398a04/Altermagnetism/CrS_conv/enc600,ok,2.5023,36,506,32,2880,506,0.44283800000000006,0.345593,0.28204399999999996,0.23084700000000002,0.08809199999999995,0.10600111105299646,0.20250568154762155,1.5701025371927788,0.41083400000000003,0.44283800000000006,14,117,0.5,0.25,0.1428571,0.935162,0.492324,0.001984127,EIGENVAL,OUTCAR
CrS|enc625,/scratch/e1398a04/Altermagnetism/CrS_conv/enc625,ok,2.5023,36,506,32,2880,506,0.442772,0.345602,0.28210199999999996,0.23081600000000013,0.08814,0.10600327161785003,0.2025044077380978,1.5695457671338737,0.4108569999999999,0.442772,14,117,0.5,0.25,0.1428571,0.935017,0.492245,0.001984127,EIGENVAL,OUTCAR
CrS|enc700,/scratch/e1398a04/Altermagnetism/CrS_conv/enc700,ok,2.5021,36,506,32,2880,506,0.44273199999999996,0.345593,0.282114,0.230796,0.08816100000000004,0.10600330491631589,0.20249861309524067,1.5693372182876426,0.41083099999999995,0.44273199999999996,14,117,0.5,0.25,0.1428571,0.934901,0.492169,0.001984127,EIGENVAL,OUTCAR
CrS|sig0005,/scratch/e1398a04/Altermagnetism/CrS_conv/sig0005,ok,2.5025,36,506,32,2880,506,0.44304000000000004,0.34552399999999994,0.281791,0.23094799999999993,0.088032,0.10598723727335903,0.20249479563492317,1.5722290633838556,0.4106270000000001,0.44304000000000004,14,117,0.5,0.25,0.1428571,0.935957,0.492917,0.001984127,EIGENVAL,OUTCAR
CrS|sig002,/scratch/e1398a04/Altermagnetism/CrS_conv/sig002,ok,2.6746,36,506,32,2441,506,0.443042,0.34507599999999994,0.28481900000000004,0.23386799999999996,0.08512900000000001,0.10463998642533719,0.19708007242063744,1.5555212257609217,0.4106270000000001,0.443042,14,117,0.5,0.25,0.1428571,0.93596,0.492918,0.001984127,EIGENVAL,OUTCAR
CrS|sig005,/scratch/e1398a04/Altermagnetism/CrS_conv/sig005,ok,2.6746,36,506,32,2441,506,0.443043,0.34505699999999995,0.28483100000000006,0.233865,0.08512699999999995,0.10464041999177089,0.1970810744047644,1.5554592021233642,0.4106279999999999,0.443043,14,117,0.5,0.25,0.1428571,0.935964,0.492921,0.001984127,EIGENVAL,OUTCAR
CrS|tetra,/scratch/e1398a04/Altermagnetism/CrS_conv/tetra,ok,2.5025,36,506,32,2880,506,0.44303899999999996,0.34551999999999994,0.28177699999999994,0.2309509999999999,0.08802299999999996,0.10598659030683162,0.20249459424603428,1.5723036301756355,0.410628,0.44303899999999996,14,117,0.5,0.25,0.1428571,0.935955,0.492916,0.001984127,EIGENVAL,OUTCAR
CrS|ediff1e7,/scratch/e1398a04/Altermagnetism/CrS_conv/ediff1e7,ok,2.5024,36,506,32,2882,506,0.44300700000000004,0.345512,0.2817430000000001,0.230977,0.08805600000000002,0.1059933914634124,0.20248336507936784,1.5723797929318561,0.41066199999999986,0.44300700000000004,14,117,0.5,0.25,0.1428571,0.935937,0.49293,0.001984127,EIGENVAL,OUTCAR
CrS|ediff1e8,/scratch/e1398a04/Altermagnetism/CrS_conv/ediff1e8,ok,2.5024,36,506,32,2880,506,0.443009,0.34549399999999997,0.28173399999999993,0.23095900000000003,0.08804600000000007,0.10596820728730577,0.20248317559524073,1.5724371215401765,0.41067299999999995,0.443009,14,117,0.5,0.25,0.1428571,0.935905,0.492896,0.001984127,EIGENVAL,OUTCAR
lowFeSi|base,/scratch/e1398a04/Altermagnetism/lowFeSi_conv/base,ok,8.1243,24,677,16,1809,677,0.0027200000000000557,0.002499000000000251,0.0022399999999995757,0.0019409999999995264,0.001120000000000232,0.0011095876003321683,0.0015395835798816494,1.214285714285969,0.0027200000000000557,0.0027200000000000557,9,1,0.0,0.0,0.0,6.674006,6.671286,0.000739645,EIGENVAL,OUTCAR
lowFeSi|k133,/scratch/e1398a04/Altermagnetism/lowFeSi_conv/k133,ok,8.1265,24,1590,16,4212,1590,0.0026729999999997034,0.0023850000000003035,0.0021500000000003183,0.0018930000000008107,0.001152000000000264,0.0010929693659240862,0.001478720666816699,1.2432558139531664,0.0026729999999997034,0.0026729999999997034,9,1,0.0,0.0,0.0,6.670609,6.667936,0.0003145643,EIGENVAL,OUTCAR
lowFeSi|k150,/scratch/e1398a04/Altermagnetism/lowFeSi_conv/k150,ok,8.1086,24,2404,16,6457,2404,0.003041999999999767,0.0027359999999996276,0.002417999999999587,0.0021219999999999573,0.0010859999999999204,0.0011467462002469364,0.0016214658330990707,1.2580645161291508,0.003041999999999767,0.003041999999999767,13,11,0.5,-3.995385e-21,-3.042499e-20,7.288641,7.285599,0.0002083333,EIGENVAL,OUTCAR
lowFeSi|k200,/scratch/e1398a04/Altermagnetism/lowFeSi_conv/k200,ok,8.1226,24,5412,16,14474,5412,0.002839000000000702,0.0025740000000000762,0.002219000000000193,0.001936000000000604,0.0010539999999998884,0.0010729303491737606,0.0015295479845373354,1.2794051374495066,0.002839000000000702,0.002839000000000702,12,575,-2.194051e-21,0.3461538,0.0625,7.735979,7.73314,0.0001849112,EIGENVAL,OUTCAR
lowFeSi|enc600,/scratch/e1398a04/Altermagnetism/lowFeSi_conv/enc600,ok,8.1237,24,677,16,1808,677,0.002911000000000108,0.0026359999999998607,0.0023200000000000998,0.0020260000000007494,0.0011489999999998446,0.001150415674328462,0.0015992847633135873,1.2547413793103375,0.002911000000000108,0.002911000000000108,9,1,0.0,0.0,0.0,6.673151,6.67024,0.000739645,EIGENVAL,OUTCAR
lowFeSi|enc625,/scratch/e1398a04/Altermagnetism/lowFeSi_conv/enc625,ok,8.1234,24,677,16,1808,677,0.002903000000000766,0.002626999999999491,0.002314999999999401,0.0020180000000005194,0.0011440000000000339,0.0011465826640820061,0.001594656065088745,1.2539956803462278,0.002903000000000766,0.002903000000000766,9,1,0.0,0.0,0.0,6.672678,6.669775,0.000739645,EIGENVAL,OUTCAR
lowFeSi|enc700,/scratch/e1398a04/Altermagnetism/lowFeSi_conv/enc700,ok,8.1234,24,677,16,1808,677,0.002919000000000338,0.002642999999999951,0.002323000000000519,0.002027000000000001,0.0011470000000004532,0.0011507612849626472,0.0015996730769230986,1.2565647869133387,0.002919000000000338,0.002919000000000338,9,1,0.0,0.0,0.0,6.672423,6.669504,0.000739645,EIGENVAL,OUTCAR
lowFeSi|sig0005,/scratch/e1398a04/Altermagnetism/lowFeSi_conv/sig0005,ok,8.1276,24,677,16,1808,677,0.0030000000000001137,0.0027010000000000645,0.0023730000000004026,0.002047000000000132,0.0011219999999996233,0.0011494674605372745,0.0016144149408283883,1.2642225031603898,0.0030000000000001137,0.0030000000000001137,12,7,0.4615385,-2.665175e-21,-1.006986e-20,7.308247,7.305247,0.00147929,EIGENVAL,OUTCAR
lowFeSi|sig002,/scratch/e1398a04/Altermagnetism/lowFeSi_conv/sig002,ok,8.1226,24,677,16,1798,677,0.0026609999999998024,0.002438999999999858,0.002219000000000193,0.0019449999999991974,0.0011809999999998766,0.0011455725424673047,0.0015521390532544374,1.1991888237943087,0.0026609999999998024,0.0026609999999998024,9,1,0.0,0.0,0.0,6.672657,6.669996,0.000739645,EIGENVAL,OUTCAR
lowFeSi|sig005,/scratch/e1398a04/Altermagnetism/lowFeSi_conv/sig005,ok,8.1201,24,677,16,1776,677,0.002667000000000641,0.002406999999999826,0.0021449999999996194,0.0018940000000000623,0.0011210000000003717,0.001100322526078418,0.0014966449704142014,1.2433566433571628,0.002667000000000641,0.002667000000000641,12,60,2.402096e-21,0.3846154,-7.208879e-21,7.556193,7.553526,0.00147929,EIGENVAL,OUTCAR
lowFeSi|tetra,/scratch/e1398a04/Altermagnetism/lowFeSi_conv/tetra,ok,8.1302,24,677,16,1737,677,0.002761999999999709,0.0024639999999997997,0.0020970000000000155,0.0019140000000001933,0.0010859999999999204,0.0010831588353992572,0.0014807034023668134,1.3171196948019497,0.002761999999999709,0.002761999999999709,12,72,-0.07692308,0.3846154,-5.259151e-21,7.493843,7.491081,0.00147929,EIGENVAL,OUTCAR
lowFeSi|ediff1e7,/scratch/e1398a04/Altermagnetism/lowFeSi_conv/ediff1e7,ok,8.1243,24,677,16,1809,677,0.0025889999999995084,0.0023770000000000735,0.002164000000000499,0.0018880000000001118,0.0011129999999992535,0.0010881967893717392,0.0015038801775147824,1.1963955637702919,0.0025889999999995084,0.0025889999999995084,9,1,0.0,0.0,0.0,6.67381,6.671221,0.000739645,EIGENVAL,OUTCAR
lowFeSi|ediff1e8,/scratch/e1398a04/Altermagnetism/lowFeSi_conv/ediff1e8,ok,8.1243,24,677,16,1809,677,0.002581999999999418,0.002353999999999523,0.0021169999999992584,0.0018779999999996022,0.0011289999999997136,0.0010877160254636439,0.0014951294378698092,1.219650448748381,0.002581999999999418,0.002581999999999418,12,60,2.402096e-21,0.3846154,-7.208879e-21,7.556417,7.553835,0.00147929,EIGENVAL,OUTCAR
CoS|k24,/scratch/e1398a04/Altermagnetism/CoS_conv/k24,ok,6.7396,30,3460,32,10850,3460,1.0984949999999998,0.8087029999999995,0.5998899999999994,0.43123799999999957,0.08229799999999976,0.15552436241489903,0.22837033544999352,1.8311607127973477,1.0984949999999998,1.0984949999999998,14,1628,-0.2916667,0.2916667,0.25,6.335833,5.237338,0.0002893519,EIGENVAL,OUTCAR
CoS|k27,/scratch/e1398a04/Altermagnetism/CoS_conv/k27,ok,6.7411,30,5104,32,16079,5104,1.0612120000000003,0.7971979999999999,0.5850930000000005,0.4398460000000002,0.08257699999999968,0.15700274660897756,0.23073367422044597,1.8137492672105107,1.0612120000000003,1.0612120000000003,14,2067,0.0,0.3333333,0.2142857,5.232778,6.29399,0.0001959632,EIGENVAL,OUTCAR
