#K-Path(1/A)   Spin-Up(eV)   Spin-down(eV)
# NKPTS & NBANDS:  80  20
# Band-Index:    1
   1.16123     -1.194733     -1.195084
   1.13119     -1.192451     -1.192788
   1.13119     -1.192451     -1.192788
   1.10218     -1.195898     -1.196239
   1.07318     -1.206032     -1.206386
   1.04417     -1.222276     -1.222651
   1.01517     -1.243787     -1.244186
   0.98616     -1.269585     -1.270013
   0.95716     -1.298674     -1.299132
   0.92815     -1.330113     -1.330601
   0.89915     -1.363077     -1.363596
   0.87015     -1.396859     -1.397408
   0.84114     -1.430881     -1.431459
   0.81214     -1.464682     -1.465288
   0.78313     -1.497902     -1.498536
   0.75413     -1.530268     -1.530928
   0.72512     -1.561579     -1.562265
   0.69612     -1.591697     -1.592408
   0.66711     -1.620523     -1.621258
   0.63811     -1.648006     -1.648764
   0.60910     -1.674117     -1.674898
   0.58010     -1.698854     -1.699656
   0.55109     -1.728707     -1.728972
   0.52209     -1.797604     -1.797990
   0.49308     -1.842953     -1.843575
   0.46408     -1.853281     -1.854208
   0.43507     -1.830764     -1.831948
   0.40607     -1.819439     -1.820355
   0.37706     -1.835142     -1.836076
   0.34806     -1.849656     -1.850605
   0.31905     -1.862995     -1.863958
   0.29005     -1.875171     -1.876147
   0.26104     -1.886188     -1.887176
   0.23204     -1.896051     -1.897049
   0.20303     -1.904762     -1.905770
   0.17403     -1.912321     -1.913338
   0.14502     -1.918728     -1.919751
   0.11602     -1.923975     -1.925005
   0.08701     -1.928061     -1.929095
   0.05801     -1.930982     -1.932019
   0.02900     -1.932735     -1.933774
   0.00000     -1.933320     -1.934360
 
# Band-Index:   11
   0.00000     -1.359885     -1.362299
   0.02900     -1.360673     -1.363077
   0.05801     -1.363521     -1.365895
   0.08701     -1.369725     -1.372039
   0.11602     -1.380835     -1.383062
   0.14502     -1.397964     -1.400090
   0.17403     -1.421505     -1.423532
   0.20303     -1.451358     -1.453295
   0.23204     -1.487203     -1.489062
   0.26104     -1.528641     -1.530428
   0.29005     -1.575164     -1.576884
   0.31905     -1.626036     -1.627687
   0.34806     -1.680068     -1.681645
   0.37706     -1.735196     -1.736683
   0.40607     -1.787682     -1.789051
   0.43507     -1.802512     -1.803417
   0.46408     -1.784363     -1.785248
   0.49308     -1.764949     -1.765815
   0.52209     -1.744243     -1.745090
   0.55109     -1.722201     -1.723041
   0.58010     -1.649787     -1.650062
   0.60910     -1.569619     -1.569944
   0.63811     -1.492476     -1.492880
   0.66711     -1.420045     -1.420541
   0.69612     -1.352614     -1.353200
   0.72512     -1.289722     -1.290389
   0.75413     -1.230514     -1.231247
   0.78313     -1.173881     -1.174661
   0.81214     -1.118516     -1.119322
   0.84114     -1.062906     -1.063713
   0.87015     -1.005292     -1.006075
   0.89915     -0.943653     -0.944386
   0.92815     -0.875764     -0.876424
   0.95716     -0.799459     -0.800030
   0.98616     -0.713138     -0.713617
   1.01517     -0.616622     -0.617017
   1.04417     -0.512184     -0.512514
   1.07318     -0.405814     -0.406087
   1.10218     -0.309382     -0.309524
   1.13119     -0.255185     -0.254806
   1.13119     -0.255185     -0.254806
   1.16123     -0.275511     -0.277323
   1.19127     -0.410356     -0.412063
   1.22132     -0.564293     -0.565927
   1.25136     -0.733108     -0.734677
   1.28140     -0.914118     -0.915626
   1.31144     -1.104745     -1.106195
   1.34149     -1.263995     -1.264886
   1.37153     -1.276889     -1.277913
   1.40157     -1.288898     -1.290055
   1.43161     -1.299878     -1.301168
   1.46166     -1.309721     -1.311143
   1.49170     -1.318334     -1.319886
   1.52174     -1.325617     -1.327297
   1.55178     -1.331456     -1.333262
   1.58183     -1.335721     -1.337651
   1.61187     -1.338271     -1.340324
   1.64191     -1.338962     -1.341136
   1.67195     -1.337654     -1.339945
   1.70200     -1.334226     -1.336632
   1.73204     -1.328591     -1.331108
   1.76208     -1.320707     -1.323331
   1.79212     -1.310594     -1.313318
   1.82217     -1.298336     -1.301157
   1.85221     -1.284098     -1.287009
   1.88225     -1.268112     -1.271106
   1.91229     -1.250677     -1.253748
   1.94234     -1.232150     -1.235291
   1.97238     -1.212934     -1.216139
   2.00242     -1.193462     -1.196723
   2.03246     -1.174179     -1.177492
   2.06251     -1.155530     -1.158888
   2.09255     -1.137942     -1.141340
   2.12259     -1.121817     -1.125250
   2.15263     -1.107518     -1.110980
   2.18268     -1.095366     -1.098851
   2.21272     -1.085629     -1.089132
   2.24276     -1.078518     -1.082034
   2.27280     -1.074189     -1.077714
   2.30285     -1.072736     -1.076263
 
# Band-Index:   12
   2.30285     -0.917915     -0.919013
   2.27280     -0.918606     -0.919707
   2.24276     -0.920760     -0.921871
   2.21272     -0.924621     -0.925749
   2.18268     -0.930580     -0.931730
   2.15263     -0.939150     -0.940327
   2.12259     -0.950928     -0.952136
   2.09255     -0.966507     -0.967749
   2.06251     -0.986343     -0.987620
   2.03246     -1.010541     -1.011850
   2.00242     -1.038564     -1.039897
   1.97238     -1.068793     -1.070138
   1.94234     -1.097973     -1.099306
   1.91229     -1.120533     -1.121816
   1.88225     -1.128175     -1.129346
   1.85221     -1.110785     -1.111764
   1.82217     -1.060146     -1.060861
   1.79212     -0.974985     -0.975410
   1.76208     -0.861908     -0.862068
   1.73204     -0.731282     -0.731228
   1.70200     -0.593084     -0.592872
   1.67195     -0.455380     -0.455066
   1.64191     -0.324357     -0.323998
   1.61187     -0.204744     -0.204403
   1.58183     -0.100116     -0.099864
   1.55178     -0.012949     -0.012858
   1.52174      0.055686      0.055555
   1.49170      0.106548      0.106167
   1.46166      0.142166      0.141545
   1.43161      0.165888      0.165059
   1.40157      0.180752      0.179747
   1.37153      0.188817      0.187674
   1.34149      0.100918      0.101158
   1.31144      0.016300      0.016569
   1.28140     -0.059930     -0.059632
   1.25136     -0.126150     -0.125826
   1.22132     -0.180563     -0.180215
   1.19127     -0.221275     -0.220909
   1.16123     -0.246499     -0.246124
   1.13119     -0.191684     -0.193735
   1.13119     -0.191684     -0.193735
   1.10218     -0.167450     -0.169004
   1.07318     -0.146162     -0.147638
   1.04417     -0.134965     -0.136452
   1.01517     -0.128747     -0.130256
   0.98616     -0.124946     -0.126479
   0.95716     -0.122549     -0.124107
   0.92815     -0.121263     -0.122847
   0.89915     -0.121177     -0.122792
   0.87015     -0.122629     -0.124278
   0.84114     -0.126185     -0.127873
   0.81214     -0.132646     -0.134378
   0.78313     -0.143057     -0.144838
   0.75413     -0.158705     -0.160543
   0.72512     -0.181054     -0.182952
   0.69612     -0.211571     -0.213536
   0.66711     -0.251444     -0.253479
   0.63811     -0.301196     -0.303303
   0.60910     -0.360348     -0.362524
   0.58010     -0.427306     -0.429546
   0.55109     -0.499601     -0.501893
   0.52209     -0.574393     -0.576719
   0.49308     -0.649011     -0.651354
   0.46408     -0.721335     -0.723675
   0.43507     -0.789930     -0.792248
   0.40607     -0.853975     -0.856256
   0.37706     -0.913103     -0.915334
   0.34806     -0.967222     -0.969395
   0.31905     -1.016376     -1.018483
   0.29005     -1.060639     -1.062674
   0.26104     -1.100059     -1.102015
   0.23204     -1.134610     -1.136482
   0.20303     -1.164185     -1.165963
   0.17403     -1.188583     -1.190259
   0.14502     -1.207569     -1.209134
   0.11602     -1.221047     -1.222500
   0.08701     -1.229383     -1.230740
   0.05801     -1.233645     -1.234938
   0.02900     -1.235346     -1.236604
   0.00000     -1.235753     -1.237001
 
# Band-Index:   13
   0.00000      1.074709      1.073934
   0.02900      1.072304      1.071530
   0.05801      1.065130      1.064359
   0.08701      1.053309      1.052543
   0.11602      1.037041      1.036281
   0.14502      1.016598      1.015846
   0.17403      0.992306      0.991563
   0.20303      0.964549      0.963817
   0.23204      0.933741      0.933019
   0.26104      0.900318      0.899607
   0.29005      0.864736      0.864036
   0.31905      0.827431      0.826743
   0.34806      0.788830      0.788152
   0.37706      0.749339      0.748670
   0.40607      0.709323      0.708660
   0.43507      0.669093      0.668435
   0.46408      0.628927      0.628273
   0.49308      0.589046      0.588391
   0.52209      0.549615      0.548957
   0.55109      0.510748      0.510084
   0.58010      0.472504      0.471829
   0.60910      0.434892      0.434202
   0.63811      0.397879      0.397169
   0.66711      0.361394      0.360660
   0.69612      0.325341      0.324577
   0.72512      0.289609      0.288811
   0.75413      0.254088      0.253251
   0.78313      0.218692      0.217811
   0.81214      0.183382      0.182452
   0.84114      0.148193      0.147211
   0.87015      0.113264      0.112228
   0.89915      0.078867      0.077775
   0.92815      0.045435      0.044288
   0.95716      0.013573      0.012371
   0.98616     -0.015936     -0.017190
   1.01517     -0.042162     -0.043462
   1.04417     -0.064077     -0.065417
   1.07318     -0.080657     -0.082027
   1.10218     -0.091015     -0.092404
   1.13119     -0.094540     -0.095937
   1.13119     -0.094540     -0.095937
   1.16123     -0.029507     -0.031138
   1.19127      0.049329      0.047608
   1.22132      0.110197      0.108459
   1.25136      0.151156      0.149474
   1.28140      0.175162      0.173594
   1.31144      0.187172      0.185739
   1.34149      0.191087      0.189790
   1.37153      0.192549      0.192745
   1.40157      0.289921      0.290102
   1.43161      0.392046      0.392198
   1.46166      0.441723      0.441554
   1.49170      0.424262      0.424042
   1.52174      0.404328      0.404011
   1.55178      0.384781      0.384357
   1.58183      0.367160      0.366650
   1.61187      0.351706      0.351145
   1.64191      0.337999      0.337420
   1.67195      0.325522      0.324950
   1.70200      0.313931      0.313386
   1.73204      0.303142      0.302638
   1.76208      0.293330      0.292876
   1.79212      0.284883      0.284485
   1.82217      0.278355      0.278016
   1.85221      0.274375      0.274097
   1.88225      0.273573      0.273353
   1.91229      0.276467      0.276303
   1.94234      0.283379      0.283267
   1.97238      0.294344      0.294278
   2.00242      0.309060      0.309035
   2.03246      0.326891      0.326901
   2.06251      0.346925      0.346965
   2.09255      0.368070      0.368134
   2.12259      0.389171      0.389257
   2.15263      0.409096      0.409199
   2.18268      0.426835      0.426952
   2.21272      0.441530      0.441658
   2.24276      0.452504      0.452640
   2.27280      0.459281      0.459421
   2.30285      0.461572      0.461714
 
# Band-Index:   14
   2.30285      2.279851      2.278566
   2.27280      2.276929      2.275644
   2.24276      2.268200      2.266913
   2.21272      2.253757      2.252468
   2.18268      2.233784      2.232493
   2.15263      2.208536      2.207244
   2.12259      2.178355      2.177062
   2.09255      2.143671      2.142380
   2.06251      2.104998      2.103710
   2.03246      2.062925      2.061643
   2.00242      2.018076      2.016804
   1.97238      1.971084      1.969825
   1.94234      1.922544      1.921303
   1.91229      1.872978      1.871760
   1.88225      1.822797      1.821607
   1.85221      1.772305      1.771148
   1.82217      1.721723      1.720607
   1.79212      1.671247      1.670179
   1.76208      1.620434      1.619598
   1.73204      1.512528      1.512523
   1.70200      1.400754      1.400753
   1.67195      1.287791      1.287798
   1.64191      1.173948      1.173965
   1.61187      1.059609      1.059638
   1.58183      0.945213      0.945259
   1.55178      0.831274      0.831337
   1.52174      0.718352      0.718436
   1.49170      0.607059      0.607166
   1.46166      0.498076      0.498209
   1.43161      0.453590      0.453431
   1.40157      0.457320      0.457119
   1.37153      0.451938      0.451682
   1.34149      0.437683      0.437378
   1.31144      0.415941      0.415611
   1.28140      0.389368      0.389038
   1.25136      0.362142      0.361822
   1.22132      0.339162      0.338829
   1.19127      0.323426      0.323048
   1.16123      0.314830      0.314409
   1.13119      0.312152      0.311713
   1.13119      0.312152      0.311713
   1.10218      0.342804      0.342378
   1.07318      0.420310      0.419901
   1.04417      0.520165      0.519763
   1.01517      0.625980      0.625581
   0.98616      0.729238      0.728842
   0.95716      0.825799      0.825411
   0.92815      0.913899      0.913523
   0.89915      0.993098      0.992740
   0.87015      1.063737      1.063401
   0.84114      1.126534      1.126222
   0.81214      1.182328      1.182044
   0.78313      1.231953      1.231696
   0.75413      1.276165      1.275935
   0.72512      1.315670      1.315463
   0.69612      1.351279      1.351087
   0.66711      1.384158      1.383967
   0.63811      1.416180      1.415971
   0.60910      1.450137      1.449887
   0.58010      1.489543      1.489229
   0.55109      1.537968      1.537573
   0.52209      1.598258      1.597772
   0.49308      1.672035      1.671451
   0.46408      1.759530      1.758836
   0.43507      1.859237      1.858407
   0.40607      1.966256      1.965241
   0.37706      2.066827      2.065600
   0.34806      2.140866      2.139605
   0.31905      2.191883      2.190713
   0.29005      2.232871      2.231779
   0.26104      2.269018      2.267981
   0.23204      2.301767      2.300769
   0.20303      2.331396      2.330427
   0.17403      2.357797      2.356851
   0.14502      2.380737      2.379808
   0.11602      2.399952      2.399036
   0.08701      2.415191      2.414285
   0.05801      2.426240      2.425340
   0.02900      2.432934      2.432039
   0.00000      2.435177      2.434282
 
# Band-Index:   15
   0.00000      3.764051      3.762135
   0.02900      3.753095      3.751183
   0.05801      3.718659      3.716771
   0.08701      3.656926      3.655110
   0.11602      3.564619      3.562944
   0.14502      3.442539      3.441057
   0.17403      3.296467      3.295193
   0.20303      3.134660      3.133576
   0.23204      2.965026      2.964106
   0.26104      2.794074      2.793295
   0.29005      2.627198      2.626550
   0.31905      2.469871      2.469358
   0.34806      2.330583      2.330205
   0.37706      2.225200      2.224826
   0.40607      2.159859      2.159304
   0.43507      2.116956      2.116245
   0.46408      2.085209      2.084394
   0.49308      2.062215      2.061322
   0.52209      2.048978      2.048023
   0.55109      2.048149      2.047144
   0.58010      2.063455      2.062415
   0.60910      2.099116      2.098064
   0.63811      2.158919      2.157879
   0.66711      2.245054      2.244055
   0.69612      2.236736      2.237913
   0.72512      2.147361      2.148595
   0.75413      2.061196      2.062490
   0.78313      1.978925      1.980281
   0.81214      1.901198      1.902619
   0.84114      1.828621      1.830107
   0.87015      1.761739      1.763289
   0.89915      1.701023      1.702634
   0.92815      1.646863      1.648532
   0.95716      1.599559      1.601280
   0.98616      1.559330      1.561098
   1.01517      1.526319      1.528126
   1.04417      1.500610      1.502447
   1.07318      1.482238      1.484098
   1.10218      1.471213      1.473086
   1.13119      1.467539      1.469417
   1.13119      1.467539      1.469417
   1.16123      1.462711      1.464569
   1.19127      1.448892      1.450692
   1.22132      1.427868      1.429576
   1.25136      1.402026      1.403612
   1.28140      1.373883      1.375322
   1.31144      1.345827      1.347095
   1.34149      1.320041      1.321118
   1.37153      1.298528      1.299393
   1.40157      1.283073      1.283711
   1.43161      1.275099      1.275504
   1.46166      1.275489      1.275668
   1.49170      1.284457      1.284425
   1.52174      1.301603      1.301386
   1.55178      1.326109      1.325733
   1.58183      1.356958      1.356448
   1.61187      1.393098      1.392474
   1.64191      1.433525      1.432802
   1.67195      1.477324      1.476516
   1.70200      1.523671      1.522787
   1.73204      1.571850      1.570899
   1.76208      1.623722      1.623541
   1.79212      1.731921      1.731922
   1.82217      1.839348      1.839357
   1.85221      1.945423      1.945445
   1.88225      2.050372      2.050410
   1.91229      2.154519      2.154576
   1.94234      2.258276      2.258357
   1.97238      2.362126      2.362233
   2.00242      2.466587      2.466724
   2.03246      2.572195      2.572363
   2.06251      2.679474      2.679676
   2.09255      2.788917      2.789154
   2.12259      2.900963      2.901237
   2.15263      3.015967      3.016283
   2.18268      3.134181      3.134543
   2.21272      3.255688      3.256110
   2.24276      3.380231      3.380745
   2.27280      3.506109      3.506838
   2.30285      3.601885      3.603539
 
# Band-Index:   16
   2.30285      3.689798      3.688840
   2.27280      3.788631      3.788596
   2.24276      3.892179      3.890444
   2.21272      3.846497      3.844847
   2.18268      3.779352      3.777841
   2.15263      3.691999      3.690666
   2.12259      3.588807      3.587660
   2.09255      3.475602      3.474626
   2.06251      3.357934      3.357099
   2.03246      3.240392      3.239672
   2.00242      3.126573      3.125943
   1.97238      3.019354      3.018791
   1.94234      2.921115      2.920601
   1.91229      2.833940      2.833458
   1.88225      2.759738      2.759273
   1.85221      2.700316      2.699854
   1.82217      2.657383      2.656911
   1.79212      2.632480      2.631988
   1.76208      2.626888      2.626368
   1.73204      2.641458      2.640909
   1.70200      2.676439      2.675865
   1.67195      2.731208      2.730622
   1.64191      2.803951      2.803377
   1.61187      2.891187      2.890664
   1.58183      2.987250      2.986832
   1.55178      3.083990      3.083744
   1.52174      3.171575      3.171562
   1.49170      3.241336      3.241580
   1.46166      3.289362      3.289839
   1.43161      3.317041      3.317696
   1.40157      3.328306      3.329085
   1.37153      3.327020      3.327884
   1.34149      3.316114      3.317036
   1.31144      3.297766      3.298727
   1.28140      3.273933      3.274920
   1.25136      3.246915      3.247917
   1.22132      3.219709      3.220720
   1.19127      3.196038      3.197052
   1.16123      3.179785      3.180799
   1.13119      3.173981      3.174995
   1.13119      3.173981      3.174995
   1.10218      3.182687      3.183698
   1.07318      3.208181      3.209181
   1.04417      3.248394      3.249375
   1.01517      3.299296      3.300246
   0.98616      3.353802      3.354698
   0.95716      3.399839      3.400639
   0.92815      3.418113      3.418730
   0.89915      3.385316      3.385637
   0.87015      3.291604      3.291590
   0.84114      3.151348      3.151060
   0.81214      2.986855      2.986367
   0.78313      2.815202      2.814566
   0.75413      2.647891      2.647136
   0.72512      2.493170      2.492315
   0.69612      2.357344      2.356407
   0.66711      2.328630      2.329753
   0.63811      2.422338      2.423413
   0.60910      2.517186      2.518216
   0.58010      2.612524      2.613514
   0.55109      2.707759      2.708714
   0.52209      2.802351      2.803276
   0.49308      2.895865      2.896765
   0.46408      2.987974      2.988853
   0.43507      3.078455      3.079319
   0.40607      3.167230      3.168083
   0.37706      3.254346      3.255193
   0.34806      3.339987      3.340832
   0.31905      3.424442      3.425291
   0.29005      3.508090      3.508947
   0.26104      3.591369      3.592238
   0.23204      3.674721      3.675609
   0.20303      3.758546      3.759459
   0.17403      3.843124      3.844071
   0.14502      3.928499      3.929493
   0.11602      4.014254      4.015314
   0.08701      4.098999      4.100156
   0.05801      4.178974      4.180279
   0.02900      4.244132      4.245647
   0.00000      4.271868      4.273519
 
# Band-Index:   17
   0.00000      4.623541      4.623253
   0.02900      4.653795      4.653644
   0.05801      4.726282      4.726340
   0.08701      4.647667      4.649741
   0.11602      4.567617      4.569414
   0.14502      4.508449      4.509947
   0.17403      4.472000      4.473211
   0.20303      4.454761      4.455723
   0.23204      4.451999      4.452759
   0.26104      4.459606      4.460203
   0.29005      4.474374      4.474843
   0.31905      4.493784      4.494149
   0.34806      4.515707      4.515990
   0.37706      4.538182      4.538399
   0.40607      4.559271      4.559439
   0.43507      4.577034      4.577168
   0.46408      4.589656      4.589771
   0.49308      4.595696      4.595807
   0.52209      4.594366      4.594484
   0.55109      4.585627      4.585761
   0.58010      4.570010      4.570163
   0.60910      4.548304      4.548475
   0.63811      4.521233      4.521418
   0.66711      4.489298      4.489494
   0.69612      4.452765      4.452964
   0.72512      4.411765      4.411958
   0.75413      4.366558      4.366734
   0.78313      4.318115      4.318255
   0.81214      4.269218      4.269292
   0.84114      4.226515      4.226472
   0.87015      4.203396      4.203160
   0.89915      4.219910      4.219421
   0.92815      4.289367      4.288664
   0.95716      4.401292      4.400488
   0.98616      4.531244      4.530438
   1.01517      4.657251      4.656533
   1.04417      4.761993      4.761509
   1.07318      4.831011      4.830982
   1.10218      4.861704      4.862111
   1.13119      4.869008      4.869556
   1.13119      4.869008      4.869556
   1.16123      4.883643      4.884179
   1.19127      4.926402      4.926896
   1.22132      4.992768      4.993167
   1.25136      4.983596      4.982855
   1.28140      4.962398      4.961688
   1.31144      4.938671      4.937996
   1.34149      4.913444      4.912809
   1.37153      4.793418      4.792455
   1.40157      4.614496      4.613598
   1.43161      4.440575      4.439796
   1.46166      4.283319      4.282719
   1.49170      4.152450      4.152090
   1.52174      4.054178      4.054092
   1.55178      3.988767      3.988942
   1.58183      3.951187      3.951572
   1.61187      3.934631      3.935172
   1.64191      3.933314      3.933968
   1.67195      3.943226      3.943965
   1.70200      3.961833      3.962637
   1.73204      3.987594      3.988453
   1.76208      4.019607      4.020514
   1.79212      4.057329      4.058281
   1.82217      4.100418      4.101414
   1.85221      4.148568      4.149611
   1.88225      4.201366      4.202457
   1.91229      4.258057      4.259201
   1.94234      4.317255      4.318457
   1.97238      4.376481      4.377743
   2.00242      4.431752      4.433066
   2.03246      4.478076      4.479422
   2.06251      4.512287      4.513642
   2.09255      4.536819      4.538190
   2.12259      4.476499      4.476875
   2.15263      4.340949      4.341297
   2.18268      4.202054      4.202366
   2.21272      4.062226      4.062488
   2.24276      3.923470      3.923647
   2.27280      3.917992      3.916218
   2.30285      3.926258      3.924474
 
# Band-Index:   18
   2.30285      4.852235      4.854725
   2.27280      4.825265      4.827623
   2.24276      4.762321      4.764438
   2.21272      4.692244      4.694143
   2.18268      4.632485      4.634195
   2.15263      4.588928      4.590476
   2.12259      4.559375      4.560805
   2.09255      4.605565      4.605964
   2.06251      4.723985      4.724401
   2.03246      4.826777      4.827202
   2.00242      4.908635      4.909060
   1.97238      4.965406      4.965816
   1.94234      4.995857      4.996241
   1.91229      5.002440      5.002786
   1.88225      4.990412      4.990712
   1.85221      4.965968      4.966218
   1.82217      4.934752      4.934949
   1.79212      4.901211      4.901355
   1.76208      4.868604      4.868694
   1.73204      4.839148      4.839183
   1.70200      4.814298      4.814279
   1.67195      4.794918      4.794844
   1.64191      4.781455      4.781326
   1.61187      4.774032      4.773848
   1.58183      4.772523      4.772284
   1.55178      4.776651      4.776358
   1.52174      4.785976      4.785629
   1.49170      4.799932      4.799533
   1.46166      4.817871      4.817421
   1.43161      4.839049      4.838549
   1.40157      4.862647      4.862100
   1.37153      4.887770      4.887178
   1.34149      4.961417      4.960460
   1.31144      5.088230      5.087467
   1.28140      5.123295      5.123052
   1.25136      5.070256      5.070453
   1.22132      5.001331      5.000567
   1.19127      5.014626      5.013841
   1.16123      5.022917      5.022121
   1.13119      5.025732      5.024932
   1.13119      5.025732      5.024932
   1.10218      5.017241      5.016590
   1.07318      5.002189      5.001992
   1.04417      5.000264      5.000548
   1.01517      5.016651      5.017197
   0.98616      5.047917      5.048584
   0.95716      5.092050      5.092773
   0.92815      5.148250      5.148992
   0.89915      5.215188      5.215921
   0.87015      5.289418      5.290108
   0.84114      5.363874      5.364479
   0.81214      5.427868      5.428345
   0.78313      5.470566      5.470891
   0.75413      5.486923      5.487110
   0.72512      5.479802      5.479893
   0.69612      5.456200      5.456240
   0.66711      5.423111      5.423135
   0.63811      5.386051      5.386082
   0.60910      5.349169      5.349224
   0.58010      5.315739      5.315828
   0.55109      5.288497      5.288624
   0.52209      5.269743      5.269907
   0.49308      5.261209      5.261405
   0.46408      5.263849      5.264067
   0.43507      5.277730      5.277956
   0.40607      5.302185      5.302408
   0.37706      5.336113      5.336320
   0.34806      5.378260      5.378440
   0.31905      5.427353      5.427495
   0.29005      5.461015      5.461434
   0.26104      5.390979      5.391418
   0.23204      5.309068      5.309503
   0.20303      5.217975      5.218395
   0.17403      5.120431      5.120825
   0.14502      5.019221      5.019575
   0.11602      4.917213      4.917508
   0.08701      4.817807      4.818009
   0.05801      4.736623      4.738935
   0.02900      4.810606      4.813110
   0.00000      4.840235      4.842820
 
# Band-Index:   19
   0.00000      5.860319      5.860707
   0.02900      5.864694      5.864960
   0.05801      5.866115      5.866116
   0.08701      5.852397      5.852201
   0.11602      5.822511      5.822246
   0.14502      5.778973      5.778729
   0.17403      5.725323      5.725144
   0.20303      5.665543      5.665443
   0.23204      5.603290      5.603266
   0.26104      5.541497      5.541540
   0.29005      5.482642      5.482758
   0.31905      5.518495      5.518918
   0.34806      5.561555      5.561954
   0.37706      5.591440      5.591806
   0.40607      5.610018      5.610345
   0.43507      5.619915      5.620198
   0.46408      5.623996      5.624230
   0.49308      5.624905      5.625089
   0.52209      5.624859      5.624990
   0.55109      5.625568      5.625643
   0.58010      5.628256      5.628274
   0.60910      5.633726      5.633686
   0.63811      5.642441      5.642341
   0.66711      5.654593      5.654432
   0.69612      5.670159      5.669935
   0.72512      5.688957      5.688669
   0.75413      5.710672      5.710320
   0.78313      5.734882      5.734464
   0.81214      5.761080      5.760596
   0.84114      5.788681      5.788132
   0.87015      5.817037      5.816423
   0.89915      5.845437      5.844760
   0.92815      5.873127      5.872389
   0.95716      5.899321      5.898527
   0.98616      5.923229      5.922384
   1.01517      5.944078      5.943188
   1.04417      5.961154      5.960227
   1.07318      5.973839      5.972884
   1.10218      5.981652      5.980681
   1.13119      5.984293      5.983316
   1.13119      5.984293      5.983316
   1.16123      5.964162      5.963202
   1.19127      5.905999      5.905091
   1.22132      5.817280      5.816478
   1.25136      5.714616      5.714028
   1.28140      5.637192      5.637051
   1.31144      5.650842      5.651226
   1.34149      5.758444      5.759024
   1.37153      5.904220      5.904803
   1.40157      6.046170      6.046679
   1.43161      6.151343      6.151734
   1.46166      6.199319      6.199599
   1.49170      6.193949      6.194167
   1.52174      6.152274      6.152471
   1.55178      6.088768      6.088963
   1.58183      6.012362      6.012557
   1.61187      5.928326      5.928516
   1.64191      5.839934      5.840115
   1.67195      5.749384      5.749549
   1.70200      5.658258      5.658402
   1.73204      5.567786      5.567906
   1.76208      5.479011      5.479103
   1.79212      5.392888      5.392951
   1.82217      5.310380      5.310412
   1.85221      5.232538      5.232540
   1.88225      5.160646      5.160617
   1.91229      5.096384      5.096325
   1.94234      5.042132      5.042049
   1.97238      5.001386      5.001287
   2.00242      4.979141      4.979048
   2.03246      4.981424      4.981378
   2.06251      5.012375      5.012427
   2.09255      5.070456      5.070632
   2.12259      5.148510      5.148800
   2.15263      5.236868      5.237240
   2.18268      5.324357      5.324757
   2.21272      5.396096      5.396419
   2.24276      5.431413      5.431452
   2.27280      5.422535      5.422145
   2.30285      5.408740      5.408137
 
# Band-Index:   20
   2.30285      5.768479      5.769206
   2.27280      5.776365      5.776985
   2.24276      5.818868      5.819229
   2.21272      5.916760      5.916938
   2.18268      6.055419      6.055551
   2.15263      6.214082      6.214232
   2.12259      6.378853      6.379048
   2.09255      6.536604      6.536853
   2.06251      6.668984      6.669257
   2.03246      6.728437      6.728387
   2.00242      6.696393      6.696429
   1.97238      6.703379      6.703383
   1.94234      6.750720      6.750741
   1.91229      6.834943      6.834986
   1.88225      6.928354      6.928659
   1.85221      6.931820      6.931724
   1.82217      6.950902      6.950780
   1.79212      6.970621      6.970473
   1.76208      6.990646      6.990475
   1.73204      7.010953      7.010762
   1.70200      7.031402      7.031197
   1.67195      7.051689      7.051477
   1.64191      7.071235      7.071026
   1.61187      7.088931      7.088737
   1.58183      7.102651      7.102490
   1.55178      7.108330      7.108222
   1.52174      7.098634      7.098597
   1.49170      7.064041      7.064071
   1.46166      7.004675      7.004700
   1.43161      6.945094      6.945001
   1.40157      6.913356      6.913081
   1.37153      6.912457      6.912011
   1.34149      6.930900      6.930315
   1.31144      6.958730      6.958039
   1.28140      6.990401      6.989637
   1.25136      7.023001      7.022196
   1.22132      7.054355      7.053540
   1.19127      7.081652      7.080846
   1.16123      7.100880      7.100091
   1.13119      7.107902      7.107121
   1.13119      7.107902      7.107121
   1.10218      7.095555      7.094715
   1.07318      7.058318      7.057332
   1.04417      6.997535      6.996404
   1.01517      6.918933      6.917727
   0.98616      6.831466      6.830265
   0.95716      6.743803      6.742664
   0.92815      6.662965      6.661922
   0.89915      6.595132      6.594209
   0.87015      6.547267      6.546488
   0.84114      6.528373      6.527769
   0.81214      6.549412      6.549013
   0.78313      6.619878      6.619700
   0.75413      6.741875      6.741895
   0.72512      6.904611      6.904778
   0.69612      6.984525      6.984464
   0.66711      6.937530      6.937399
   0.63811      6.883449      6.883282
   0.60910      6.829069      6.828876
   0.58010      6.775633      6.775421
   0.55109      6.723751      6.723526
   0.52209      6.673858      6.673624
   0.49308      6.626305      6.626067
   0.46408      6.581406      6.581170
   0.43507      6.539441      6.539211
   0.40607      6.500692      6.500474
   0.37706      6.465452      6.465252
   0.34806      6.434062      6.433889
   0.31905      6.406943      6.406806
   0.29005      6.384651      6.384562
   0.26104      6.367964      6.367940
   0.23204      6.357919      6.357982
   0.20303      6.355910      6.356092
   0.17403      6.363412      6.363756
   0.14502      6.380523      6.381092
   0.11602      6.398424      6.399283
